role,overlap_bin,token_class,n_pairs,mean_gain_T_vs_U,mean_gain_T_vs_N,mean_gain_U_vs_N,se_pair_gain_T_vs_U,se_pair_gain_T_vs_N,se_pair_gain_U_vs_N
HM,ALL,overlap,1200,5.106963189156207,5.027908056655005,-0.07905513250120243,0.10304674282384435,0.10276425033309837,0.032875749160648546
HM,high,ALL,400,2.587104086609179,2.5030519659992327,-0.08405212060994623,0.09586479059146177,0.0947243244896023,0.029620869610492217
HM,high,nonoverlap,400,-0.3039402222020241,-0.41494009961160677,-0.11099987740958264,0.08742105049645772,0.08854917729678805,0.030628842927172318
HM,high,overlap,400,5.478148395420382,5.421044031610072,-0.05710436381030983,0.1687431413901527,0.16356736049575374,0.05066081253019687
HM,low,ALL,400,2.4182220787216404,2.3251011656513825,-0.0931209130702579,0.10565773971651404,0.10423436206201235,0.03634057418080732
HM,low,nonoverlap,400,0.0552317097633689,-0.03376849750638939,-0.0890002072697583,0.07393483054608486,0.07347679618434699,0.041363083679997845
HM,low,overlap,400,4.781212447679912,4.683970828809154,-0.09724161887075752,0.18881685072121687,0.1875464198831428,0.05903012776053198
HM,medium,ALL,400,2.3805606828397017,2.258258094995969,-0.12230258784373291,0.0981415747868081,0.10076770254408685,0.03558918727696088
HM,medium,nonoverlap,400,-0.3004073586889232,-0.4621931195538491,-0.16178576086492588,0.07704618183259695,0.07825200427995609,0.03312109751086513
HM,medium,overlap,400,5.061528724368327,4.978709309545787,-0.08281941482253993,0.1755754517099574,0.18007861121641638,0.060615123115733346
HV,ALL,ALL,1200,2.3829894627577595,2.3026433025771578,-0.08034616018060155,0.05498499959404815,0.055095192586071456,0.017145056892724008
HV,ALL,nonoverlap,1200,-0.05421098224527668,-0.1307867552352319,-0.07657577298995522,0.04321015619129341,0.04331437083765932,0.017023799294803625
HV,ALL,overlap,1200,4.8201899077607955,4.736073360389549,-0.08411654737124788,0.0982193776126096,0.09777800254672593,0.029396808414835156
HV,high,ALL,400,2.5892130514748715,2.4905289293482444,-0.0986841221266271,0.09556727199181946,0.09412841779635919,0.02669411857683805
HV,high,nonoverlap,400,-0.03800255394424313,-0.14023644695950982,-0.10223389301526671,0.08348059280959882,0.08432486183792166,0.026265129040684464
HV,high,overlap,400,5.216428656893986,5.121294305655998,-0.09513435123798748,0.16634860022584108,0.16292855401665943,0.04306027000164858
HV,low,ALL,400,2.22065750757048,2.158732897564672,-0.06192461000580806,0.09615766728193323,0.09566523704775348,0.033180679103043696
HV,low,nonoverlap,400,0.09304696511962296,0.03618938092045331,-0.05685758419916965,0.06699608336911639,0.06682843630897278,0.032339918416385796
HV,low,overlap,400,4.348268050021336,4.28127641420889,-0.06699163581244648,0.17458100172862473,0.17184279585960796,0.05743026916707851
HV,medium,ALL,400,2.3390978292279274,2.2586680808185577,-0.08042974840936949,0.09302545566067064,0.09572075540211258,0.028815867972244315
HV,medium,nonoverlap,400,-0.21767735791120987,-0.28831319966663915,-0.07063584175542928,0.07228348109756091,0.07194809238289455,0.0294932921691828
HV,medium,overlap,400,4.895873016367065,4.805649361303756,-0.0902236550633097,0.16646147899190009,0.17049630256508616,0.05122497981632577
R,ALL,ALL,1200,2.304349159943617,2.3009335828310715,-0.003415577112545076,0.05533945032601364,0.05593341646779803,0.018157484963573747
R,ALL,nonoverlap,1200,-0.3004487655855741,-0.29731193503067416,0.0031368305548999664,0.043039581996493555,0.044106023224322735,0.018627286027683442
R,ALL,overlap,1200,4.909147085472808,4.899179100692818,-0.009967984779990119,0.10160765164273113,0.10199812791901887,0.031516735727100814
R,high,ALL,400,2.412849341935471,2.416347392762606,0.003498050827135253,0.09182358544859362,0.09275963156545484,0.026437604818908556
R,high,nonoverlap,400,-0.46904755566443784,-0.5051287035892408,-0.03608114792480289,0.08170293293996446,0.08234996026793363,0.03045578049721993
R,high,overlap,400,5.29474623953538,5.337823489114453,0.0430772495790734,0.16405532317027255,0.16772887915067497,0.042584233003435626
R,low,ALL,400,2.203379448078922,2.2268030821244853,0.02342363404556333,0.10229573301405845,0.10160559226970167,0.03548759135309024
R,low,nonoverlap,400,-0.07013365093773852,-0.013161217840388423,0.0569724330973501,0.06816648250703475,0.07150162951781347,0.0368496125500209
R,low,overlap,400,4.4768925470955825,4.466767382089359,-0.010125165006223444,0.19010736678487786,0.18441818662856876,0.06113798751474133
R,medium,ALL,400,2.296818689816458,2.259650273606124,-0.037168416210333816,0.09279571823895044,0.0957996769071236,0.03168854310443856
R,medium,nonoverlap,400,-0.36216509015454595,-0.3736458836623933,-0.011480793507847316,0.07166877427162974,0.07273019871022351,0.02873514502933162
R,medium,overlap,400,4.955802469787462,4.892946430874642,-0.06285603891282031,0.1703461339116777,0.1747596902326688,0.058089963337259756
V,ALL,ALL,1200,2.523008951283563,2.479976594059893,-0.043032357223669854,0.05656873386229091,0.057470500276951324,0.018395408464129032
V,ALL,nonoverlap,1200,0.00019103079031790513,-0.04152445382095822,-0.041715484611276124,0.04612027933103036,0.04651561841530543,0.018299161600366626
V,ALL,overlap,1200,5.045826871776808,5.001477641940744,-0.04434922983606359,0.1012692406163678,0.10246354045072699,0.03237853691167168
V,high,ALL,400,2.689366618558779,2.6452868599410184,-0.04407975861776019,0.0994344197888665,0.10073439148183541,0.027705001793768676
V,high,nonoverlap,400,-0.0012590287377436968,-0.08028198811613643,-0.07902295937839274,0.08763280593858931,0.08837296955327231,0.029423639706056527
V,high,overlap,400,5.379992265855302,5.3708557079981745,-0.009136557857127626,0.1723050283383482,0.1737509153296886,0.045798931642230784
V,low,ALL,400,2.46783547311478,2.4433719638560434,-0.024463509258736544,0.10192177355301128,0.10293200136489127,0.03446527564096781
V,low,nonoverlap,400,0.17714143352757675,0.18826951838661138,0.01112808485903467,0.07298256842282544,0.07287417362258354,0.03486081292984262
V,low,overlap,400,4.758529512701982,4.698474409325475,-0.06005510337650776,0.1847194329616062,0.185862846754789,0.06007401773323464
V,medium,ALL,400,2.4118247621771296,2.351270958382617,-0.060553803794512834,0.09174552206484023,0.09418189729197994,0.03299189101920101
V,medium,nonoverlap,400,-0.17530931241887932,-0.2325608917333496,-0.057251579314470294,0.07734644610108082,0.0782680780289263,0.030358571012803964
V,medium,overlap,400,4.998958836773139,4.935102808498583,-0.06385602827455539,0.16732552976523224,0.17080097739956251,0.061026464110985855
