role,overlap_bin,token_class,n_pairs,mean_gain_T_vs_U,mean_gain_T_vs_N,mean_gain_U_vs_N,se_pair_gain_T_vs_U,se_pair_gain_T_vs_N,se_pair_gain_U_vs_N
C,ALL,ALL,1200,2.3650817535433166,2.3067932618672664,-0.0582884916760506,0.05456041985537469,0.05504457989209607,0.016924903871510185
C,ALL,nonoverlap,1200,-0.02509778355713933,-0.09004931016437089,-0.06495152660723155,0.04287255873092962,0.04202762552348758,0.01740615358258634
C,ALL,overlap,1200,4.755261290643773,4.703635833898904,-0.05162545674486965,0.09771553103477072,0.0987738912414711,0.0290085914850784
C,high,ALL,400,2.5483945761556486,2.4909267366272494,-0.05746783952839905,0.0956639307528571,0.09651188975524191,0.02710361712012919
C,high,nonoverlap,400,0.007633488258191701,-0.07775519727341208,-0.08538868553160378,0.08151678737963583,0.07879273923512294,0.029831451901531407
C,high,overlap,400,5.089155664053106,5.059608670527911,-0.029546993525194316,0.1696928885664662,0.17294324357776214,0.04308163710392697
C,low,ALL,400,2.2083766553817257,2.1428375426393176,-0.06553911274240817,0.09744935574838368,0.09677284669661375,0.033591370596339445
C,low,nonoverlap,400,0.05027234667524075,-0.004292957674867165,-0.05456530435010791,0.06639395270718551,0.06762670209374212,0.03218585536939893
C,low,overlap,400,4.366480964088211,4.289968042953503,-0.07651292113470844,0.17848659137650927,0.17589089534603763,0.05880667139646745
C,medium,ALL,400,2.3384740290925765,2.2866155063352323,-0.051858522757344566,0.08942270419742102,0.0918511778206966,0.026736653236958036
C,medium,nonoverlap,400,-0.13319918560485045,-0.1880997755448334,-0.05490058993998294,0.07377850827934856,0.07122097440093897,0.02827289167096452
C,medium,overlap,400,4.810147243790004,4.7613307882152975,-0.048816455574706194,0.15690017578230916,0.16188466799057105,0.04750206864940966
HM,ALL,ALL,1200,2.461962282723507,2.362137075548861,-0.09982520717464569,0.05777916241196678,0.05780395846636661,0.019626005778783335
HM,ALL,nonoverlap,1200,-0.1830386237091928,-0.30363390555728176,-0.12059528184808894,0.04625752406482293,0.04671315081357436,0.02042059214266623
