overlap_bin,token_class,contrast,estimand,n_pairs,mean_difference,se_pair_difference,fraction_positive
low,overlap,HMminusHV,gain_U_vs_N,400,-0.030249983058311048,0.05559301867252746,0.49
low,overlap,HVminusHM,gain_T_vs_U,400,-0.43294439765857534,0.0958237442774683,0.385
low,overlap,HVminusHM,gain_T_vs_N,400,-0.4026944146002643,0.09260397391916861,0.4
low,overlap,HVminusHM,gain_U_vs_N,400,0.030249983058311048,0.05559301867252746,0.51
low,overlap,HMminusV,gain_T_vs_U,400,0.022682934977929087,0.08557738887930191,0.5325
low,overlap,HMminusV,gain_T_vs_N,400,-0.014503580516320653,0.07888637259609982,0.5
low,overlap,HMminusV,gain_U_vs_N,400,-0.03718651549424976,0.05239238126457011,0.455
low,overlap,HMminusR,gain_T_vs_U,400,0.3043199005843295,0.08868019709096933,0.5675
low,overlap,HMminusR,gain_T_vs_N,400,0.21720344671979547,0.08221824413457979,0.5625
low,overlap,HMminusR,gain_U_vs_N,400,-0.0871164538645341,0.052947777575056906,0.455
medium,ALL,RminusC,gain_T_vs_U,400,-0.04165533927611857,0.051438821105862884,0.5025
medium,ALL,RminusC,gain_T_vs_N,400,-0.026965232729107783,0.04906738639185233,0.5
medium,ALL,RminusC,gain_U_vs_N,400,0.01469010654701075,0.030013176984020108,0.4975
