role,n_checkpoints,n,gain,repeated_nll,unrepeated_nll
C,3,2000.0,3.8990248816251394,0.3887809090851782,4.287805790710317
HM,3,2000.0,4.424691147217712,0.21158179370552255,4.636272940923235
HV,3,2000.0,3.877571432909088,0.4353558999034095,4.312927332812497
R,3,2000.0,4.421143437756874,0.2029765278401543,4.6241199655970275
V,3,2000.0,4.303700346145615,0.38693834182260073,4.6906386879682165
