basin,checkpoint,words,group,numops_group,split_group,view_macro_score_pp,repeat_macro_score_pp,macro_delta_pp_view_minus_repeat,micro_accuracy_delta_view_minus_repeat,pred_option0_frac_delta_view_minus_repeat,pred_not_in_options_frac_delta_view_minus_repeat,n_scored_view,n_scored_repeat
seed43022_first_basin,chck_10M,10000000,all_18_subtasks,all,all,17.422576429985888,18.391777475359888,-0.9692010453739996,-0.01224188790560471,,,6780,6780
seed43022_first_basin,chck_10M,10000000,ambiref_nonzero_ops,nonzero,ambiref,20.571258273106857,19.783590734275872,0.7876675388309842,0.0011068068622025473,0.0011068068622025473,0.0,1807,1807
seed43022_first_basin,chck_10M,10000000,ambiref_zero_ops,zero,ambiref,13.385826771653544,14.566929133858267,-1.1811023622047223,-0.011811023622047223,-0.011811023622047223,0.0,508,508
seed43022_first_basin,chck_10M,10000000,move_contents_nonzero_ops,nonzero,move_contents,16.194876480267183,18.260592009049894,-2.065715528782711,-0.015780245470485094,-0.015780245470485094,0.0,1711,1711
seed43022_first_basin,chck_10M,10000000,move_contents_zero_ops,zero,move_contents,13.953488372093023,14.147286821705427,-0.19379844961240345,-0.0019379844961240345,-0.0019379844961240345,0.0,516,516
seed43022_first_basin,chck_10M,10000000,nonzero_ops,nonzero,all,17.949718933350315,18.96952050763026,-1.0198015742799456,-0.01374308074059935,-0.01374308074059935,0.0,5239,5239
seed43022_first_basin,chck_10M,10000000,numops_0,0,all,14.78686391316375,15.503062314008014,-0.7161984008442648,-0.0071382219338092245,-0.0071382219338092245,0.0,1541,1541
seed43022_first_basin,chck_10M,10000000,numops_1,1,all,16.824469182900135,19.2100015942958,-2.3855324113956655,-0.02354788069073785,-0.02354788069073785,0.0,1274,1274
seed43022_first_basin,chck_10M,10000000,numops_2,2,all,17.915472925880298,19.31710422740257,-1.401631301522272,-0.01396877567789645,-0.01396877567789645,0.0,1217,1217
seed43022_first_basin,chck_10M,10000000,numops_3,3,all,14.295388908450995,15.602369840947086,-1.3069809324960904,-0.01370967741935486,-0.01370967741935486,0.0,1240,1240
seed43022_first_basin,chck_10M,10000000,numops_4,4,all,15.83733238837335,16.80790373072122,-0.9705713423478688,-0.009361702127659577,-0.009361702127659577,0.0,1175,1175
seed43022_first_basin,chck_10M,10000000,numops_5,5,all,24.8759312611468,23.910223144784638,0.9657081163621619,0.009009009009009,0.009009009009009,0.0,333,333
seed43022_first_basin,chck_10M,10000000,regular_nonzero_ops,nonzero,regular,17.08302204667691,18.86437877956502,-1.78135673288811,-0.027309703660662404,-0.027309703660662404,0.0,1721,1721
seed43022_first_basin,chck_10M,10000000,regular_zero_ops,zero,regular,17.02127659574468,17.79497098646035,-0.7736943907156686,-0.007736943907156679,-0.007736943907156679,0.0,517,517
seed43022_first_basin,chck_10M,10000000,split_ambiref,all,ambiref,19.373686356197968,18.914147134206274,0.45953922199169384,-0.0017278617710583255,-0.0017278617710583255,0.0,2315,2315
seed43022_first_basin,chck_10M,10000000,split_move_contents,all,move_contents,15.82131179557149,17.575041144492484,-1.753729348920995,-0.012572968118545136,-0.012572968118545136,0.0,2227,2227
seed43022_first_basin,chck_10M,10000000,split_regular,all,regular,17.072731138188203,18.686144147380904,-1.6134130091927013,-0.022788203753351194,-0.022788203753351194,0.0,2238,2238
seed43022_first_basin,chck_10M,10000000,zero_ops,zero,all,14.78686391316375,15.503062314008014,-0.7161984008442648,-0.0071382219338092245,-0.0071382219338092245,0.0,1541,1541
seed43022_first_basin,chck_20M,20000000,all_18_subtasks,all,all,17.98795017827176,19.797101674316007,-1.8091514960442474,-0.01224188790560471,,,6780,6780
seed43022_first_basin,chck_20M,20000000,ambiref_nonzero_ops,nonzero,ambiref,20.454707188902614,19.986327797516072,0.4683793913865415,0.0027670171555063683,0.0027670171555063683,0.0,1807,1807
seed43022_first_basin,chck_20M,20000000,ambiref_zero_ops,zero,ambiref,18.11023622047244,17.716535433070867,0.3937007874015741,0.003937007874015769,0.003937007874015769,0.0,508,508
seed43022_first_basin,chck_20M,20000000,move_contents_nonzero_ops,nonzero,move_contents,15.91165369625141,18.316355198617437,-2.404701502366027,-0.024547048509643482,-0.024547048509643482,0.0,1711,1711
seed43022_first_basin,chck_20M,20000000,move_contents_zero_ops,zero,move_contents,17.441860465116278,18.992248062015506,-1.5503875968992276,-0.015503875968992248,-0.015503875968992248,0.0,516,516
seed43022_first_basin,chck_20M,20000000,nonzero_ops,nonzero,all,18.132228287884928,20.122938377076093,-1.9907100891911647,-0.01317045237640771,-0.01317045237640771,0.0,5239,5239
seed43022_first_basin,chck_20M,20000000,numops_0,0,all,17.266559630205908,18.167918160515573,-0.9013585303096647,-0.009085009733938998,-0.009085009733938998,0.0,1541,1541
seed43022_first_basin,chck_20M,20000000,numops_1,1,all,16.42666867666111,16.943752470334932,-0.5170837936738231,-0.005494505494505503,-0.005494505494505503,0.0,1274,1274
seed43022_first_basin,chck_20M,20000000,numops_2,2,all,17.22588538724925,18.21760930889685,-0.9917239216476013,-0.009860312243221037,-0.009860312243221037,0.0,1217,1217
seed43022_first_basin,chck_20M,20000000,numops_3,3,all,18.86092050849511,19.67092726982033,-0.8100067613252193,-0.008064516129032251,-0.008064516129032251,0.0,1240,1240
seed43022_first_basin,chck_20M,20000000,numops_4,4,all,18.380424990638556,20.66330480015357,-2.2828798095150127,-0.021276595744680854,-0.021276595744680854,0.0,1175,1175
seed43022_first_basin,chck_20M,20000000,numops_5,5,all,19.767241876380613,25.119098036174787,-5.351856159794174,-0.04504504504504506,-0.04504504504504506,0.0,333,333
seed43022_first_basin,chck_20M,20000000,regular_nonzero_ops,nonzero,regular,18.030323978500757,22.066132135094772,-4.035808156594015,-0.018593840790238236,-0.018593840790238236,0.0,1721,1721
seed43022_first_basin,chck_20M,20000000,regular_zero_ops,zero,regular,16.247582205029012,17.79497098646035,-1.5473887814313372,-0.015473887814313358,-0.015473887814313358,0.0,517,517
seed43022_first_basin,chck_20M,20000000,split_ambiref,all,ambiref,20.063962027497585,19.60802907010854,0.45593295738904516,0.0030237580993520696,0.0030237580993520696,0.0,2315,2315
seed43022_first_basin,chck_20M,20000000,split_move_contents,all,move_contents,16.16668815772889,18.42900400918378,-2.2623158514548933,-0.022451728783116298,-0.022451728783116298,0.0,2227,2227
seed43022_first_basin,chck_20M,20000000,split_regular,all,regular,17.733200349588802,21.354271943655704,-3.621071594066901,-0.017873100983020557,-0.017873100983020557,0.0,2238,2238
seed43022_first_basin,chck_20M,20000000,zero_ops,zero,all,17.266559630205908,18.167918160515573,-0.9013585303096647,-0.009085009733938998,-0.009085009733938998,0.0,1541,1541
seed43022_first_basin,chck_30M,30000000,all_18_subtasks,all,all,24.81612755721718,23.014080836621407,1.8020467205957722,0.014454277286135714,,,6780,6780
seed43022_first_basin,chck_30M,30000000,ambiref_nonzero_ops,nonzero,ambiref,27.358515629477573,25.516526503284506,1.8419891261930665,0.018815716657443277,0.018815716657443277,0.0,1807,1807
seed43022_first_basin,chck_30M,30000000,ambiref_zero_ops,zero,ambiref,19.88188976377953,23.228346456692915,-3.346456692913385,-0.033464566929133854,-0.033464566929133854,0.0,508,508
seed43022_first_basin,chck_30M,30000000,move_contents_nonzero_ops,nonzero,move_contents,23.297681922207442,19.61220538849832,3.685476533709121,0.02688486265341905,0.02688486265341905,0.0,1711,1711
seed43022_first_basin,chck_30M,30000000,move_contents_zero_ops,zero,move_contents,29.844961240310074,32.17054263565892,-2.325581395348845,-0.023255813953488413,-0.023255813953488413,0.0,516,516
seed43022_first_basin,chck_30M,30000000,nonzero_ops,nonzero,all,24.891051073932783,22.118350819452345,2.772700254480437,0.027677037602595933,0.027677037602595933,0.0,5239,5239
seed43022_first_basin,chck_30M,30000000,numops_0,0,all,24.441509973639153,27.49273092246673,-3.051220948827577,-0.030499675535366644,-0.030499675535366644,0.0,1541,1541
seed43022_first_basin,chck_30M,30000000,numops_1,1,all,17.905635554159318,16.332711197176707,1.572924356982611,0.015698587127158575,0.015698587127158575,0.0,1274,1274
seed43022_first_basin,chck_30M,30000000,numops_2,2,all,20.689178480832755,20.53147096659833,0.1577075142344242,0.001643385373870182,0.001643385373870182,0.0,1217,1217
seed43022_first_basin,chck_30M,30000000,numops_3,3,all,25.632303878469017,21.90629034684441,3.7260135316246057,0.0370967741935484,0.0370967741935484,0.0,1240,1240
seed43022_first_basin,chck_30M,30000000,numops_4,4,all,28.62301803010028,22.855257333589762,5.767760696510518,0.05702127659574466,0.05702127659574466,0.0,1175,1175
seed43022_first_basin,chck_30M,30000000,numops_5,5,all,31.60511942610255,28.96602425305251,2.639095173050041,0.03003003003003002,0.03003003003003002,0.0,333,333
seed43022_first_basin,chck_30M,30000000,regular_nonzero_ops,nonzero,regular,24.016955670113337,21.226320566574202,2.7906351035391346,0.037768739105171395,0.037768739105171395,0.0,1721,1721
seed43022_first_basin,chck_30M,30000000,regular_zero_ops,zero,regular,23.597678916827853,27.079303675048354,-3.4816247582205015,-0.03481624758220503,-0.03481624758220503,0.0,517,517
seed43022_first_basin,chck_30M,30000000,split_ambiref,all,ambiref,26.112411318527904,25.135163162185908,0.9772481563419966,0.007343412526997828,0.007343412526997828,0.0,2315,2315
seed43022_first_basin,chck_30M,30000000,split_move_contents,all,move_contents,24.38889514189121,21.705261596358422,2.683633545532789,0.01526717557251911,0.01526717557251911,0.0,2227,2227
seed43022_first_basin,chck_30M,30000000,split_regular,all,regular,23.947076211232424,22.201817751319894,1.745258459912531,0.021000893655049147,0.021000893655049147,0.0,2238,2238
seed43022_first_basin,chck_30M,30000000,zero_ops,zero,all,24.441509973639153,27.49273092246673,-3.051220948827577,-0.030499675535366644,-0.030499675535366644,0.0,1541,1541
seed43022_first_basin,chck_40M,40000000,all_18_subtasks,all,all,27.57632076698797,25.63543126593955,1.9408895010484208,0.010914454277286156,,,6780,6780
seed43022_first_basin,chck_40M,40000000,ambiref_nonzero_ops,nonzero,ambiref,29.480264439181212,21.77150463689614,7.708759802285073,0.079136690647482,0.079136690647482,0.0,1807,1807
seed43022_first_basin,chck_40M,40000000,ambiref_zero_ops,zero,ambiref,18.700787401574804,30.314960629921263,-11.61417322834646,-0.11614173228346458,-0.11614173228346458,0.0,508,508
seed43022_first_basin,chck_40M,40000000,move_contents_nonzero_ops,nonzero,move_contents,28.005480794928097,24.248267035623172,3.757213759304925,0.02805376972530685,0.02805376972530685,0.0,1711,1711
seed43022_first_basin,chck_40M,40000000,move_contents_zero_ops,zero,move_contents,27.71317829457364,39.53488372093023,-11.82170542635659,-0.11821705426356588,-0.11821705426356588,0.0,516,516
seed43022_first_basin,chck_40M,40000000,nonzero_ops,nonzero,all,28.411247039675217,23.875042402507187,4.53620463716803,0.046573773620919995,0.046573773620919995,0.0,5239,5239
seed43022_first_basin,chck_40M,40000000,numops_0,0,all,23.40168940355174,34.437375583101364,-11.035686179549625,-0.11031797534068785,-0.11031797534068785,0.0,1541,1541
seed43022_first_basin,chck_40M,40000000,numops_1,1,all,18.38098128688552,14.51849600126665,3.8624852856188685,0.038461538461538464,0.038461538461538464,0.0,1274,1274
seed43022_first_basin,chck_40M,40000000,numops_2,2,all,24.89021255796952,20.797872479902413,4.092340078067107,0.04108463434675433,0.04108463434675433,0.0,1217,1217
seed43022_first_basin,chck_40M,40000000,numops_3,3,all,28.865763723919716,25.061033063423498,3.8047306604962188,0.03790322580645161,0.03790322580645161,0.0,1240,1240
seed43022_first_basin,chck_40M,40000000,numops_4,4,all,34.580514300662095,27.924158572216786,6.656355728445309,0.06978723404255321,0.06978723404255321,0.0,1175,1175
seed43022_first_basin,chck_40M,40000000,numops_5,5,all,35.33876332893923,31.073651895726588,4.265111433212642,0.048048048048048075,0.048048048048048075,0.0,333,333
seed43022_first_basin,chck_40M,40000000,regular_nonzero_ops,nonzero,regular,27.74799588491634,25.605355535002253,2.1426403499140854,0.030796048808832077,0.030796048808832077,0.0,1721,1721
seed43022_first_basin,chck_40M,40000000,regular_zero_ops,zero,regular,23.791102514506772,33.46228239845261,-9.671179883945836,-0.09671179883945838,-0.09671179883945838,0.0,517,517
seed43022_first_basin,chck_40M,40000000,split_ambiref,all,ambiref,27.683684932913476,23.195413969066994,4.488270963846482,0.03628509719222464,0.03628509719222464,0.0,2315,2315
seed43022_first_basin,chck_40M,40000000,split_move_contents,all,move_contents,27.95676371153569,26.796036483174348,1.160727228361342,-0.0058374494836102575,-0.0058374494836102575,0.0,2227,2227
seed43022_first_basin,chck_40M,40000000,split_regular,all,regular,27.088513656514746,26.91484334557731,0.17367031093743535,0.0013404825737265424,0.0013404825737265424,0.0,2238,2238
seed43022_first_basin,chck_40M,40000000,zero_ops,zero,all,23.40168940355174,34.437375583101364,-11.035686179549625,-0.11031797534068785,-0.11031797534068785,0.0,1541,1541
seed43022_first_basin,chck_50M,50000000,all_18_subtasks,all,all,28.0436101569052,25.610759486333386,2.4328506705718134,0.014454277286135686,,,6780,6780
seed43022_first_basin,chck_50M,50000000,ambiref_nonzero_ops,nonzero,ambiref,28.400315234068945,22.11643969388252,6.2838755401864255,0.05866076369673495,0.05866076369673495,0.0,1807,1807
seed43022_first_basin,chck_50M,50000000,ambiref_zero_ops,zero,ambiref,24.015748031496063,33.07086614173229,-9.055118110236226,-0.09055118110236224,-0.09055118110236224,0.0,508,508
seed43022_first_basin,chck_50M,50000000,move_contents_nonzero_ops,nonzero,move_contents,28.341233704858364,21.436595010552402,6.904638694305962,0.047925189947399166,0.047925189947399166,0.0,1711,1711
seed43022_first_basin,chck_50M,50000000,move_contents_zero_ops,zero,move_contents,38.17829457364341,45.348837209302324,-7.1705426356589115,-0.07170542635658911,-0.07170542635658911,0.0,516,516
seed43022_first_basin,chck_50M,50000000,nonzero_ops,nonzero,all,27.313928574249214,22.784105886180996,4.529822688068219,0.04237449895018133,0.04237449895018133,0.0,5239,5239
seed43022_first_basin,chck_50M,50000000,numops_0,0,all,31.692018070185114,39.74402748709536,-8.052009416910245,-0.08046722907203113,-0.08046722907203113,0.0,1541,1541
seed43022_first_basin,chck_50M,50000000,numops_1,1,all,15.833679792442801,14.679481182995717,1.154198609447084,0.011773940345368938,0.011773940345368938,0.0,1274,1274
seed43022_first_basin,chck_50M,50000000,numops_2,2,all,23.26360995604726,18.556728712343737,4.706881243703524,0.046836483155299924,0.046836483155299924,0.0,1217,1217
seed43022_first_basin,chck_50M,50000000,numops_3,3,all,27.891439047585987,25.1369984297572,2.754440617828788,0.02741935483870972,0.02741935483870972,0.0,1240,1240
seed43022_first_basin,chck_50M,50000000,numops_4,4,all,33.78176426415615,26.21416075292818,7.567603511227972,0.07744680851063829,0.07744680851063829,0.0,1175,1175
seed43022_first_basin,chck_50M,50000000,numops_5,5,all,35.79914981101388,29.333160352880128,6.465989458133755,0.0750750750750751,0.0750750750750751,0.0,333,333
seed43022_first_basin,chck_50M,50000000,regular_nonzero_ops,nonzero,regular,25.20023678382034,24.799282954108055,0.4009538297122859,0.019755955839628137,0.019755955839628137,0.0,1721,1721
seed43022_first_basin,chck_50M,50000000,regular_zero_ops,zero,regular,32.88201160541586,40.81237911025145,-7.930367504835587,-0.07930367504835589,-0.07930367504835589,0.0,517,517
seed43022_first_basin,chck_50M,50000000,split_ambiref,all,ambiref,27.669554033640136,23.942177435190814,3.7273765984493217,0.025917926565874744,0.025917926565874744,0.0,2315,2315
seed43022_first_basin,chck_50M,50000000,split_move_contents,all,move_contents,29.98074384965587,25.421968710344057,4.5587751393118126,0.020206555904804635,0.020206555904804635,0.0,2227,2227
seed43022_first_basin,chck_50M,50000000,split_regular,all,regular,26.480532587419592,27.468132313465286,-0.9875997260456941,-0.0031277926720286175,-0.0031277926720286175,0.0,2238,2238
seed43022_first_basin,chck_50M,50000000,zero_ops,zero,all,31.692018070185114,39.74402748709536,-8.052009416910245,-0.08046722907203113,-0.08046722907203113,0.0,1541,1541
seed43022_first_basin,chck_60M,60000000,all_18_subtasks,all,all,28.165093006476305,21.673826831508432,6.491266174967873,0.04306784660766963,,,6780,6780
seed43022_first_basin,chck_60M,60000000,ambiref_nonzero_ops,nonzero,ambiref,27.279616179090148,18.309991330790645,8.969624848299503,0.0874377421140011,0.0874377421140011,0.0,1807,1807
seed43022_first_basin,chck_60M,60000000,ambiref_zero_ops,zero,ambiref,26.77165354330709,36.22047244094488,-9.448818897637793,-0.09448818897637795,-0.09448818897637795,0.0,508,508
seed43022_first_basin,chck_60M,60000000,move_contents_nonzero_ops,nonzero,move_contents,27.075349202648454,15.83482636197929,11.240522840669163,0.08825248392752777,0.08825248392752777,0.0,1711,1711
seed43022_first_basin,chck_60M,60000000,move_contents_zero_ops,zero,move_contents,40.69767441860465,53.875968992248055,-13.178294573643406,-0.13178294573643407,-0.13178294573643407,0.0,516,516
seed43022_first_basin,chck_60M,60000000,nonzero_ops,nonzero,all,26.927493612116066,16.649487075829363,10.278006536286703,0.0923840427562512,0.0923840427562512,0.0,5239,5239
seed43022_first_basin,chck_60M,60000000,numops_0,0,all,34.353089978277474,46.79552560990377,-12.442435631626296,-0.12459441920830627,-0.12459441920830627,0.0,1541,1541
seed43022_first_basin,chck_60M,60000000,numops_1,1,all,16.248413700081674,14.045984339786806,2.202429360294868,0.021978021978021983,0.021978021978021983,0.0,1274,1274
seed43022_first_basin,chck_60M,60000000,numops_2,2,all,22.34252716956652,14.51801716049907,7.824510009067449,0.07806080525883322,0.07806080525883322,0.0,1217,1217
seed43022_first_basin,chck_60M,60000000,numops_3,3,all,28.37851565885607,17.512188924132168,10.866326734723902,0.1088709677419355,0.1088709677419355,0.0,1240,1240
seed43022_first_basin,chck_60M,60000000,numops_4,4,all,31.279783746643414,16.89470488191791,14.385078864725504,0.14638297872340425,0.14638297872340425,0.0,1175,1175
seed43022_first_basin,chck_60M,60000000,numops_5,5,all,36.38822778543266,20.276540072810853,16.11168771262181,0.16216216216216217,0.16216216216216217,0.0,333,333
seed43022_first_basin,chck_60M,60000000,regular_nonzero_ops,nonzero,regular,26.4275154546096,15.803643534718152,10.62387191989145,0.10168506682161532,0.10168506682161532,0.0,1721,1721
