arm_key,basin,data_arm,seed,checkpoint,words,predictions,split,numops,n_gold_filtered,n_pred,n_scored,correct,accuracy,score_pp,pred_option0_frac,pred_option1_frac,pred_other_option_frac,pred_not_in_options_frac
basin1_max_view,seed43022_first_basin,view,43022,chck_20M,20000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_20M/Entity/chck_20M/full_dose_max_view_chck_20M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,5,116,116,116,23,0.19827586206896552,19.82758620689655,0.19827586206896552,0.1206896551724138,0.6810344827586207,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_30M,30000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_30M/Entity/chck_30M/full_dose_max_view_chck_30M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,0,508,508,508,101,0.19881889763779528,19.88188976377953,0.19881889763779528,0.32677165354330706,0.4744094488188976,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_30M,30000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_30M/Entity/chck_30M/full_dose_max_view_chck_30M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,1,428,428,428,83,0.1939252336448598,19.39252336448598,0.1939252336448598,0.3060747663551402,0.5,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_30M,30000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_30M/Entity/chck_30M/full_dose_max_view_chck_30M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,2,413,413,413,96,0.2324455205811138,23.24455205811138,0.2324455205811138,0.22760290556900725,0.5399515738498789,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_30M,30000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_30M/Entity/chck_30M/full_dose_max_view_chck_30M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,3,409,409,409,114,0.2787286063569682,27.87286063569682,0.2787286063569682,0.22493887530562348,0.4963325183374083,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_30M,30000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_30M/Entity/chck_30M/full_dose_max_view_chck_30M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,4,434,434,434,143,0.3294930875576037,32.94930875576037,0.3294930875576037,0.1935483870967742,0.4769585253456221,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_30M,30000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_30M/Entity/chck_30M/full_dose_max_view_chck_30M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,5,123,123,123,41,0.3333333333333333,33.33333333333333,0.3333333333333333,0.0975609756097561,0.5691056910569106,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_30M,30000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_30M/Entity/chck_30M/full_dose_max_view_chck_30M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,0,517,517,517,122,0.23597678916827852,23.597678916827853,0.23597678916827852,0.2862669245647969,0.47775628626692457,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_30M,30000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_30M/Entity/chck_30M/full_dose_max_view_chck_30M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,1,409,409,409,73,0.1784841075794621,17.84841075794621,0.1784841075794621,0.28361858190709044,0.5378973105134475,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_30M,30000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_30M/Entity/chck_30M/full_dose_max_view_chck_30M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,2,405,405,405,74,0.18271604938271604,18.271604938271604,0.18271604938271604,0.29876543209876544,0.5185185185185185,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_30M,30000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_30M/Entity/chck_30M/full_dose_max_view_chck_30M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,3,425,425,425,111,0.2611764705882353,26.11764705882353,0.2611764705882353,0.24705882352941178,0.49176470588235294,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_30M,30000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_30M/Entity/chck_30M/full_dose_max_view_chck_30M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,4,388,388,388,113,0.2912371134020619,29.12371134020619,0.2912371134020619,0.2345360824742268,0.4742268041237113,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_30M,30000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_30M/Entity/chck_30M/full_dose_max_view_chck_30M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,5,94,94,94,27,0.2872340425531915,28.723404255319153,0.2872340425531915,0.2765957446808511,0.43617021276595747,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_30M,30000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_30M/Entity/chck_30M/full_dose_max_view_chck_30M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,0,516,516,516,154,0.29844961240310075,29.844961240310074,0.29844961240310075,0.2868217054263566,0.41472868217054265,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_30M,30000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_30M/Entity/chck_30M/full_dose_max_view_chck_30M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,1,437,437,437,72,0.16475972540045766,16.475972540045767,0.16475972540045766,0.2517162471395881,0.5835240274599542,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_30M,30000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_30M/Entity/chck_30M/full_dose_max_view_chck_30M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,2,399,399,399,82,0.20551378446115287,20.551378446115287,0.20551378446115287,0.3032581453634085,0.49122807017543857,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_30M,30000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_30M/Entity/chck_30M/full_dose_max_view_chck_30M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,3,406,406,406,93,0.229064039408867,22.906403940886698,0.229064039408867,0.2536945812807882,0.5172413793103449,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_30M,30000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_30M/Entity/chck_30M/full_dose_max_view_chck_30M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,4,353,353,353,84,0.23796033994334279,23.79603399433428,0.23796033994334279,0.26345609065155806,0.4985835694050991,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_30M,30000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_30M/Entity/chck_30M/full_dose_max_view_chck_30M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,5,116,116,116,38,0.3275862068965517,32.758620689655174,0.3275862068965517,0.1206896551724138,0.5517241379310345,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_40M,40000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_40M/Entity/chck_40M/full_dose_max_view_chck_40M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,0,508,508,508,95,0.18700787401574803,18.700787401574804,0.18700787401574803,0.3405511811023622,0.47244094488188976,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_40M,40000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_40M/Entity/chck_40M/full_dose_max_view_chck_40M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,1,428,428,428,81,0.18925233644859812,18.925233644859812,0.18925233644859812,0.29906542056074764,0.5116822429906542,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_40M,40000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_40M/Entity/chck_40M/full_dose_max_view_chck_40M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,2,413,413,413,107,0.25907990314769974,25.907990314769975,0.25907990314769974,0.22518159806295399,0.5157384987893463,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_40M,40000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_40M/Entity/chck_40M/full_dose_max_view_chck_40M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,3,409,409,409,131,0.3202933985330073,32.02933985330073,0.3202933985330073,0.15647921760391198,0.5232273838630807,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_40M,40000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_40M/Entity/chck_40M/full_dose_max_view_chck_40M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,4,434,434,434,165,0.38018433179723504,38.0184331797235,0.38018433179723504,0.1359447004608295,0.4838709677419355,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_40M,40000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_40M/Entity/chck_40M/full_dose_max_view_chck_40M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,5,123,123,123,40,0.3252032520325203,32.52032520325203,0.3252032520325203,0.12195121951219512,0.5528455284552846,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_40M,40000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_40M/Entity/chck_40M/full_dose_max_view_chck_40M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,0,517,517,517,123,0.2379110251450677,23.791102514506772,0.2379110251450677,0.3056092843326886,0.4564796905222437,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_40M,40000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_40M/Entity/chck_40M/full_dose_max_view_chck_40M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,1,409,409,409,77,0.1882640586797066,18.82640586797066,0.1882640586797066,0.31295843520782396,0.49877750611246946,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_40M,40000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_40M/Entity/chck_40M/full_dose_max_view_chck_40M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,2,405,405,405,97,0.23950617283950618,23.950617283950617,0.23950617283950618,0.2814814814814815,0.47901234567901235,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_40M,40000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_40M/Entity/chck_40M/full_dose_max_view_chck_40M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,3,425,425,425,122,0.28705882352941176,28.705882352941174,0.28705882352941176,0.19058823529411764,0.5223529411764706,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_40M,40000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_40M/Entity/chck_40M/full_dose_max_view_chck_40M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,4,388,388,388,133,0.3427835051546392,34.27835051546392,0.3427835051546392,0.19072164948453607,0.46649484536082475,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_40M,40000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_40M/Entity/chck_40M/full_dose_max_view_chck_40M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,5,94,94,94,31,0.32978723404255317,32.97872340425532,0.32978723404255317,0.11702127659574468,0.5531914893617021,0.0
