arm_key,basin,data_arm,seed,checkpoint,words,predictions,split,numops,n_gold_filtered,n_pred,n_scored,correct,accuracy,score_pp,pred_option0_frac,pred_option1_frac,pred_other_option_frac,pred_not_in_options_frac
basin1_max_view,seed43022_first_basin,view,43022,chck_10M,10000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_10M/Entity/chck_10M/full_dose_max_view_chck_10M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,0,508,508,508,68,0.13385826771653545,13.385826771653544,0.13385826771653545,0.2637795275590551,0.6023622047244095,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_10M,10000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_10M/Entity/chck_10M/full_dose_max_view_chck_10M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,1,428,428,428,76,0.17757009345794392,17.75700934579439,0.17757009345794392,0.19626168224299065,0.6261682242990654,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_10M,10000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_10M/Entity/chck_10M/full_dose_max_view_chck_10M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,2,413,413,413,72,0.17433414043583534,17.433414043583532,0.17433414043583534,0.25181598062953997,0.5738498789346247,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_10M,10000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_10M/Entity/chck_10M/full_dose_max_view_chck_10M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,3,409,409,409,76,0.18581907090464547,18.581907090464547,0.18581907090464547,0.17114914425427874,0.6430317848410758,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_10M,10000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_10M/Entity/chck_10M/full_dose_max_view_chck_10M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,4,434,434,434,86,0.19815668202764977,19.81566820276498,0.19815668202764977,0.1728110599078341,0.6290322580645161,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_10M,10000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_10M/Entity/chck_10M/full_dose_max_view_chck_10M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,5,123,123,123,36,0.2926829268292683,29.268292682926827,0.2926829268292683,0.13008130081300814,0.5772357723577236,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_10M,10000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_10M/Entity/chck_10M/full_dose_max_view_chck_10M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,0,517,517,517,88,0.1702127659574468,17.02127659574468,0.1702127659574468,0.22243713733075435,0.6073500967117988,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_10M,10000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_10M/Entity/chck_10M/full_dose_max_view_chck_10M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,1,409,409,409,58,0.14180929095354522,14.180929095354522,0.14180929095354522,0.20537897310513448,0.6528117359413202,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_10M,10000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_10M/Entity/chck_10M/full_dose_max_view_chck_10M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,2,405,405,405,75,0.18518518518518517,18.51851851851852,0.18518518518518517,0.24691358024691357,0.5679012345679012,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_10M,10000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_10M/Entity/chck_10M/full_dose_max_view_chck_10M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,3,425,425,425,52,0.1223529411764706,12.23529411764706,0.1223529411764706,0.20941176470588235,0.668235294117647,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_10M,10000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_10M/Entity/chck_10M/full_dose_max_view_chck_10M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,4,388,388,388,58,0.14948453608247422,14.948453608247423,0.14948453608247422,0.18556701030927836,0.6649484536082474,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_10M,10000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_10M/Entity/chck_10M/full_dose_max_view_chck_10M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,5,94,94,94,24,0.2553191489361702,25.53191489361702,0.2553191489361702,0.24468085106382978,0.5,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_10M,10000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_10M/Entity/chck_10M/full_dose_max_view_chck_10M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,0,516,516,516,72,0.13953488372093023,13.953488372093023,0.13953488372093023,0.24806201550387597,0.6124031007751938,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_10M,10000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_10M/Entity/chck_10M/full_dose_max_view_chck_10M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,1,437,437,437,81,0.1853546910755149,18.53546910755149,0.1853546910755149,0.2494279176201373,0.5652173913043478,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_10M,10000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_10M/Entity/chck_10M/full_dose_max_view_chck_10M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,2,399,399,399,71,0.17794486215538846,17.794486215538846,0.17794486215538846,0.20802005012531327,0.6140350877192983,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_10M,10000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_10M/Entity/chck_10M/full_dose_max_view_chck_10M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,3,406,406,406,49,0.1206896551724138,12.068965517241379,0.1206896551724138,0.22167487684729065,0.6576354679802956,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_10M,10000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_10M/Entity/chck_10M/full_dose_max_view_chck_10M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,4,353,353,353,45,0.1274787535410765,12.747875354107649,0.1274787535410765,0.24929178470254956,0.623229461756374,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_10M,10000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_10M/Entity/chck_10M/full_dose_max_view_chck_10M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,5,116,116,116,23,0.19827586206896552,19.82758620689655,0.19827586206896552,0.1724137931034483,0.6293103448275862,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_20M,20000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_20M/Entity/chck_20M/full_dose_max_view_chck_20M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,0,508,508,508,92,0.18110236220472442,18.11023622047244,0.18110236220472442,0.23818897637795275,0.5807086614173228,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_20M,20000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_20M/Entity/chck_20M/full_dose_max_view_chck_20M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,1,428,428,428,71,0.1658878504672897,16.588785046728972,0.1658878504672897,0.2266355140186916,0.6074766355140186,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_20M,20000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_20M/Entity/chck_20M/full_dose_max_view_chck_20M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,2,413,413,413,83,0.2009685230024213,20.09685230024213,0.2009685230024213,0.22033898305084745,0.5786924939467313,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_20M,20000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_20M/Entity/chck_20M/full_dose_max_view_chck_20M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,3,409,409,409,89,0.2176039119804401,21.76039119804401,0.2176039119804401,0.19559902200489,0.58679706601467,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_20M,20000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_20M/Entity/chck_20M/full_dose_max_view_chck_20M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,4,434,434,434,102,0.2350230414746544,23.502304147465438,0.2350230414746544,0.20276497695852536,0.5622119815668203,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_20M,20000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_20M/Entity/chck_20M/full_dose_max_view_chck_20M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,5,123,123,123,25,0.2032520325203252,20.32520325203252,0.2032520325203252,0.16260162601626016,0.6341463414634146,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_20M,20000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_20M/Entity/chck_20M/full_dose_max_view_chck_20M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,0,517,517,517,84,0.16247582205029013,16.247582205029012,0.16247582205029013,0.2514506769825919,0.586073500967118,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_20M,20000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_20M/Entity/chck_20M/full_dose_max_view_chck_20M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,1,409,409,409,71,0.17359413202933985,17.359413202933986,0.17359413202933985,0.24449877750611246,0.5819070904645477,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_20M,20000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_20M/Entity/chck_20M/full_dose_max_view_chck_20M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,2,405,405,405,67,0.1654320987654321,16.543209876543212,0.1654320987654321,0.25925925925925924,0.5753086419753086,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_20M,20000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_20M/Entity/chck_20M/full_dose_max_view_chck_20M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,3,425,425,425,81,0.19058823529411764,19.058823529411764,0.19058823529411764,0.24705882352941178,0.5623529411764706,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_20M,20000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_20M/Entity/chck_20M/full_dose_max_view_chck_20M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,4,388,388,388,70,0.18041237113402062,18.04123711340206,0.18041237113402062,0.19845360824742267,0.6211340206185567,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_20M,20000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_20M/Entity/chck_20M/full_dose_max_view_chck_20M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,5,94,94,94,18,0.19148936170212766,19.148936170212767,0.19148936170212766,0.20212765957446807,0.6063829787234043,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_20M,20000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_20M/Entity/chck_20M/full_dose_max_view_chck_20M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,0,516,516,516,90,0.1744186046511628,17.441860465116278,0.1744186046511628,0.23449612403100775,0.5910852713178295,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_20M,20000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_20M/Entity/chck_20M/full_dose_max_view_chck_20M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,1,437,437,437,67,0.15331807780320367,15.331807780320366,0.15331807780320367,0.21052631578947367,0.6361556064073226,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_20M,20000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_20M/Entity/chck_20M/full_dose_max_view_chck_20M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,2,399,399,399,60,0.15037593984962405,15.037593984962406,0.15037593984962405,0.21553884711779447,0.6340852130325815,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_20M,20000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_20M/Entity/chck_20M/full_dose_max_view_chck_20M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,3,406,406,406,64,0.15763546798029557,15.763546798029557,0.15763546798029557,0.1921182266009852,0.6502463054187192,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_20M,20000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_20M/Entity/chck_20M/full_dose_max_view_chck_20M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,4,353,353,353,48,0.1359773371104816,13.59773371104816,0.1359773371104816,0.29178470254957506,0.5722379603399433,0.0
