dataset,model,task_id,pair_id,split,axis,semantic_label,condition,expected_margin,parent_expected_margin,delta_vs_parent,expected_correct,parent_expected_correct,changed_correctness_vs_parent,frame
models,compact_equal_epoch,h07_modern_art_city,rw2s1_002259,held_source,location,supported_partial_view,source_original,5.289751383475959,4.469224983593449,0.8205263998825103,True,True,False,The piece could go in the Museum of Modern Art in [ANS].
models,compact_equal_epoch,h07_modern_art_city,rw2s1_002259,held_source,location,supported_partial_view,source_altered,5.805018275976181,5.688013991340995,0.1170042846351862,True,True,False,The piece could go in the Museum of Modern Art in [ANS].
models,compact_equal_epoch,h07_modern_art_city,rw2s1_002259,held_source,location,supported_partial_view,no_source,1.3795912265777588,1.3942824602127075,-0.01469123363494873,True,True,False,The piece could go in the Museum of Modern Art in [ANS].
models,compact_equal_epoch,h08_navarino_year,rw2s0_004620,held_source,quantity_time,unclear,source_original,1.326003051828593,1.271384664811194,0.05461838701739907,True,True,False,The Navarino event occurred on October 20 [ANS].
models,compact_equal_epoch,h08_navarino_year,rw2s0_004620,held_source,quantity_time,unclear,source_altered,0.9906401205807924,0.9328751619905233,0.05776495859026909,True,True,False,The Navarino event occurred on October 20 [ANS].
models,compact_equal_epoch,h08_navarino_year,rw2s0_004620,held_source,quantity_time,unclear,no_source,0.08327150344848633,0.07926082611083984,0.004010677337646484,True,True,False,The Navarino event occurred on October 20 [ANS].
models,compact_equal_epoch,t01_skelton_value,rw2s0_002308,trained_content,property,faithful_shortening,source_original,11.215449765324593,10.820921704173088,0.3945280611515045,True,True,False,Skelton Village's north part had extreme environmental [ANS].
models,compact_equal_epoch,t01_skelton_value,rw2s0_002308,trained_content,property,faithful_shortening,source_altered,5.6566625237464905,5.394478917121887,0.26218360662460327,True,True,False,Skelton Village's north part had extreme environmental [ANS].
models,compact_equal_epoch,t01_skelton_value,rw2s0_002308,trained_content,property,faithful_shortening,no_source,1.3935775756835938,1.2364788055419922,0.15709877014160156,True,True,False,Skelton Village's north part had extreme environmental [ANS].
models,compact_equal_epoch,t02_baku_institution,rw2s0_006924,trained_content,institution,faithful_shortening,source_original,6.288675109390169,6.098731787875295,0.1899433215148747,True,True,False,The theology dean worked at Baku State [ANS].
models,compact_equal_epoch,t02_baku_institution,rw2s0_006924,trained_content,institution,faithful_shortening,source_altered,5.172866666689515,4.938154328614473,0.23471233807504177,True,True,False,The theology dean worked at Baku State [ANS].
models,compact_equal_epoch,t02_baku_institution,rw2s0_006924,trained_content,institution,faithful_shortening,no_source,2.0519704818725586,2.05633544921875,-0.004364967346191406,True,True,False,The theology dean worked at Baku State [ANS].
models,compact_equal_epoch,t03_oil_object,rw2s0_010026,trained_content,object,faithful_shortening,source_original,12.60890793427825,12.583666376769543,0.025241557508707047,True,True,False,Mosaddegh's policy was to nationalize Iran's oil [ANS].
models,compact_equal_epoch,t03_oil_object,rw2s0_010026,trained_content,object,faithful_shortening,source_altered,8.816108733415604,8.103562377393246,0.7125463560223579,True,True,False,Mosaddegh's policy was to nationalize Iran's oil [ANS].
models,compact_equal_epoch,t03_oil_object,rw2s0_010026,trained_content,object,faithful_shortening,no_source,4.836557388305664,4.911312103271484,-0.07475471496582031,True,True,False,Mosaddegh's policy was to nationalize Iran's oil [ANS].
models,compact_equal_epoch,t04_casualty_uncertainty,rw2s0_014542,trained_content,qualification,faithful_shortening,source_original,0.36826324462890625,-0.4724264144897461,0.8406896591186523,True,False,True,The number of Protestants murdered in the outbreak was [ANS].
models,compact_equal_epoch,t04_casualty_uncertainty,rw2s0_014542,trained_content,qualification,faithful_shortening,source_altered,4.693896174430847,4.279818534851074,0.41407763957977295,True,True,False,The number of Protestants murdered in the outbreak was [ANS].
models,compact_equal_epoch,t04_casualty_uncertainty,rw2s0_014542,trained_content,qualification,faithful_shortening,no_source,-1.004836082458496,-0.8904247283935547,-0.1144113540649414,False,False,False,The number of Protestants murdered in the outbreak was [ANS].
models,compact_equal_epoch,t05_manning_role,rw2s0_019304,trained_content,role,faithful_shortening,source_original,13.297654747962952,12.623037829995155,0.6746169179677963,True,True,False,Ed Manning was a professional and college [ANS].
models,compact_equal_epoch,t05_manning_role,rw2s0_019304,trained_content,role,faithful_shortening,source_altered,3.5514996824786067,3.451741457916796,0.0997582245618105,True,True,False,Ed Manning was a professional and college [ANS].
models,compact_equal_epoch,t05_manning_role,rw2s0_019304,trained_content,role,faithful_shortening,no_source,2.896857976913452,3.0325355529785156,-0.13567757606506348,True,True,False,Ed Manning was a professional and college [ANS].
models,compact_equal_epoch,t06_mass_day,rw2s0_019852,trained_content,time,faithful_shortening,source_original,4.604527570307255,4.340049609541893,0.2644779607653618,True,True,False,The speaker went to Mass that [ANS].
models,compact_equal_epoch,t06_mass_day,rw2s0_019852,trained_content,time,faithful_shortening,source_altered,4.332546949386597,4.284880697727203,0.04766625165939331,True,True,False,The speaker went to Mass that [ANS].
models,compact_equal_epoch,t06_mass_day,rw2s0_019852,trained_content,time,faithful_shortening,no_source,0.4534130096435547,0.26169681549072266,0.19171619415283203,True,True,False,The speaker went to Mass that [ANS].
models,compact_equal_epoch,t07_music_change,rw2s0_020973,trained_content,ordered_change,faithful_shortening,source_original,5.828368782997131,4.336553573608398,1.491815209388733,True,True,False,The tune could change from fast to [ANS].
models,compact_equal_epoch,t07_music_change,rw2s0_020973,trained_content,ordered_change,faithful_shortening,source_altered,0.4729647636413574,-0.07012701034545898,0.5430917739868164,True,False,True,The tune could change from fast to [ANS].
models,compact_equal_epoch,t07_music_change,rw2s0_020973,trained_content,ordered_change,faithful_shortening,no_source,3.7568438053131104,3.8194937705993652,-0.06264996528625488,True,True,False,The tune could change from fast to [ANS].
models,compact_equal_epoch,t08_abingdon_refusal,rw2s0_025051,trained_content,polarity_action,faithful_shortening,source_original,3.339903771877289,2.6001569032669067,0.7397468686103821,True,True,False,The Abingdon workers [ANS] to return.
models,compact_equal_epoch,t08_abingdon_refusal,rw2s0_025051,trained_content,polarity_action,faithful_shortening,source_altered,6.50342370569706,6.587615802884102,-0.08419209718704224,True,True,False,The Abingdon workers [ANS] to return.
models,compact_equal_epoch,t08_abingdon_refusal,rw2s0_025051,trained_content,polarity_action,faithful_shortening,no_source,-0.5028219223022461,-0.6829843521118164,0.1801624298095703,False,False,False,The Abingdon workers [ANS] to return.
models,compact_equal_epoch,t09_route_opposite,rw2s0_029078,trained_content,spatial_relation,faithful_shortening,source_original,-1.8405475616455078,-2.1192550659179688,0.27870750427246094,False,False,False,"After the barber shop, the route says to take the street [ANS] the barber shop."
models,compact_equal_epoch,t09_route_opposite,rw2s0_029078,trained_content,spatial_relation,faithful_shortening,source_altered,4.7538981437683105,4.752000331878662,0.0018978118896484375,True,True,False,"After the barber shop, the route says to take the street [ANS] the barber shop."
models,compact_equal_epoch,t09_route_opposite,rw2s0_029078,trained_content,spatial_relation,faithful_shortening,no_source,-3.0636301040649414,-3.132451057434082,0.06882095336914062,False,False,False,"After the barber shop, the route says to take the street [ANS] the barber shop."
models,compact_equal_epoch,t10_clavering_number,rw2s1_005600,trained_content,quantity,faithful_shortening,source_original,4.147170782089233,4.173375070095062,-0.026204288005828857,True,True,False,Clavering believed [ANS] was the perfect number of pupils.
models,compact_equal_epoch,t10_clavering_number,rw2s1_005600,trained_content,quantity,faithful_shortening,source_altered,3.8162946105003357,3.23770809173584,0.5785865187644958,True,True,False,Clavering believed [ANS] was the perfect number of pupils.
models,compact_equal_epoch,t10_clavering_number,rw2s1_005600,trained_content,quantity,faithful_shortening,no_source,0.45164012908935547,0.6060686111450195,-0.15442848205566406,True,True,False,Clavering believed [ANS] was the perfect number of pupils.
models,compact_equal_epoch,t11_horsemen_weapon,rw2s1_015912,trained_content,object,faithful_shortening,source_original,1.751975178718567,1.6191092729568481,0.13286590576171875,True,True,False,The horsemen lowered their [ANS].
models,compact_equal_epoch,t11_horsemen_weapon,rw2s1_015912,trained_content,object,faithful_shortening,source_altered,1.8279621601104736,2.012148857116699,-0.18418669700622559,True,True,False,The horsemen lowered their [ANS].
models,compact_equal_epoch,t11_horsemen_weapon,rw2s1_015912,trained_content,object,faithful_shortening,no_source,-2.7229394912719727,-2.5396151542663574,-0.18332433700561523,False,False,False,The horsemen lowered their [ANS].
models,compact_equal_epoch,t12_unseen_scandal_count,rw2s1_024034,trained_content,quantity,faithful_shortening,source_original,0.042269008500235516,0.030935945964994715,0.011333062535240801,True,True,False,The unseen scandal involved about [ANS] young people.
models,compact_equal_epoch,t12_unseen_scandal_count,rw2s1_024034,trained_content,quantity,faithful_shortening,source_altered,-0.07048763689540682,-0.05867788905189153,-0.011809747843515295,False,False,False,The unseen scandal involved about [ANS] young people.
models,compact_equal_epoch,t12_unseen_scandal_count,rw2s1_024034,trained_content,quantity,faithful_shortening,no_source,-0.00764983608609171,-0.016871228104546,0.009221392018454289,False,False,False,The unseen scandal involved about [ANS] young people.
models,compact_equal_epoch,t13_bank_threshold,rw_004509,trained_content,quantity,faithful_shortening,source_original,1.073256139460552,1.0090490147094464,0.06420712475110557,True,True,False,Currency transaction reports were required for money worth [ANS] or more.
models,compact_equal_epoch,t13_bank_threshold,rw_004509,trained_content,quantity,faithful_shortening,source_altered,0.7795309656233128,0.8027347049431963,-0.02320373931988351,True,True,False,Currency transaction reports were required for money worth [ANS] or more.
models,compact_equal_epoch,t13_bank_threshold,rw_004509,trained_content,quantity,faithful_shortening,no_source,0.09501845496041428,0.09605595611390627,-0.0010375011534919931,True,True,False,Currency transaction reports were required for money worth [ANS] or more.
models,compact_equal_epoch,t14_radio_channel,rw_015472,trained_content,quantity_identifier,faithful_shortening,source_original,6.727674521505833,6.652771096676588,0.07490342482924461,True,True,False,The Chris Evans Breakfast Show was on BBC Radio [ANS].
models,compact_equal_epoch,t14_radio_channel,rw_015472,trained_content,quantity_identifier,faithful_shortening,source_altered,5.911925084888935,5.908722737804055,0.003202347084879875,True,True,False,The Chris Evans Breakfast Show was on BBC Radio [ANS].
models,compact_equal_epoch,t14_radio_channel,rw_015472,trained_content,quantity_identifier,faithful_shortening,no_source,1.2411994934082031,1.3670988082885742,-0.1258993148803711,True,True,False,The Chris Evans Breakfast Show was on BBC Radio [ANS].
models,compact_equal_epoch,t15_noontide_press,rw_017379,trained_content,institution,faithful_shortening,source_original,14.504269335574161,14.015640518783282,0.4886288167908788,True,True,False,Von Brunn briefly worked for [ANS] Press.
models,compact_equal_epoch,t15_noontide_press,rw_017379,trained_content,institution,faithful_shortening,source_altered,13.762581426805506,13.538357891142368,0.22422353566313724,True,True,False,Von Brunn briefly worked for [ANS] Press.
models,compact_equal_epoch,t15_noontide_press,rw_017379,trained_content,institution,faithful_shortening,no_source,-0.5475523471832275,-0.6775708198547372,0.13001847267150968,False,False,False,Von Brunn briefly worked for [ANS] Press.
models,compact_equal_epoch,t16_taylor_location,rw_031652,trained_content,location,faithful_shortening,source_original,11.278974298387766,11.188800428062677,0.0901738703250885,True,True,False,Temporary traffic lights were at Taylor's [ANS].
models,compact_equal_epoch,t16_taylor_location,rw_031652,trained_content,location,faithful_shortening,source_altered,8.77212181687355,8.277270153164864,0.49485166370868683,True,True,False,Temporary traffic lights were at Taylor's [ANS].
models,compact_equal_epoch,t16_taylor_location,rw_031652,trained_content,location,faithful_shortening,no_source,-0.6276988983154297,-0.5369291305541992,-0.09076976776123047,False,False,False,Temporary traffic lights were at Taylor's [ANS].
models,compact_equal_epoch,t17_abraham_relation,rw_041183,trained_content,role_relation,faithful_shortening,source_original,8.481639370322227,8.135996174067259,0.34564319625496864,True,True,False,Abraham married his beautiful [ANS] Sarai.
models,compact_equal_epoch,t17_abraham_relation,rw_041183,trained_content,role_relation,faithful_shortening,source_altered,5.656768716871738,5.7448054030537605,-0.0880366861820221,True,True,False,Abraham married his beautiful [ANS] Sarai.
models,compact_equal_epoch,t17_abraham_relation,rw_041183,trained_content,role_relation,faithful_shortening,no_source,2.763090968132019,2.7136733531951904,0.04941761493682861,True,True,False,Abraham married his beautiful [ANS] Sarai.
models,compact_wordmatched,h01_gas_price,rw2s1_000216,held_source,quantity,supported_partial_view,source_original,3.570154811255634,3.288774363230914,0.28138044802471995,True,True,False,Gas prices were rising by [ANS] in March.
models,compact_wordmatched,h01_gas_price,rw2s1_000216,held_source,quantity,supported_partial_view,source_altered,3.7180546135641634,3.213369940407574,0.5046846731565893,True,True,False,Gas prices were rising by [ANS] in March.
models,compact_wordmatched,h01_gas_price,rw2s1_000216,held_source,quantity,supported_partial_view,no_source,0.12532144784927368,-0.0010848045349121094,0.1264062523841858,True,False,True,Gas prices were rising by [ANS] in March.
models,compact_wordmatched,h02_rating,rw_000248,held_source,quantity,correspondence_repair,source_original,4.970378085970879,4.601138934493065,0.3692391514778137,True,True,False,Renee Schonfeld rated the film [ANS] out of 5 stars.
models,compact_wordmatched,h02_rating,rw_000248,held_source,quantity,correspondence_repair,source_altered,3.4832343235611916,3.4125957414507866,0.07063858211040497,True,True,False,Renee Schonfeld rated the film [ANS] out of 5 stars.
models,compact_wordmatched,h02_rating,rw_000248,held_source,quantity,correspondence_repair,no_source,-0.3777209520339966,-0.4940546751022339,0.1163337230682373,False,False,False,Renee Schonfeld rated the film [ANS] out of 5 stars.
models,compact_wordmatched,h03_protest_duration,rw_001604,held_source,quantity_time,altered_meaning,source_original,-1.8460613886515294,-2.1133084297180176,0.2672470410664882,False,False,False,The protest period was [ANS].
models,compact_wordmatched,h03_protest_duration,rw_001604,held_source,quantity_time,altered_meaning,source_altered,2.047423203786215,2.28946034113566,-0.24203713734944543,True,True,False,The protest period was [ANS].
models,compact_wordmatched,h03_protest_duration,rw_001604,held_source,quantity_time,altered_meaning,no_source,-2.0405193964640294,-2.4035154183705654,0.362996021906536,False,False,False,The protest period was [ANS].
models,compact_wordmatched,h04_cherry_food,rw2s0_009985,held_source,object,information_losing_summary,source_original,7.541139510925859,7.242366889491677,0.29877262143418193,True,True,False,On Saturday he ate a piece of cherry [ANS].
models,compact_wordmatched,h04_cherry_food,rw2s0_009985,held_source,object,information_losing_summary,source_altered,1.2671852111816406,1.5287733376026154,-0.26158812642097473,True,True,False,On Saturday he ate a piece of cherry [ANS].
models,compact_wordmatched,h04_cherry_food,rw2s0_009985,held_source,object,information_losing_summary,no_source,3.4718018621206284,3.2421073019504547,0.22969456017017365,True,True,False,On Saturday he ate a piece of cherry [ANS].
models,compact_wordmatched,h05_eagle_feathers,rw2s1_013643,held_source,quantity,information_losing_summary,source_original,2.1375713124871254,2.1174460276961327,0.020125284790992737,True,True,False,The seizure involved [ANS] eagle feathers.
models,compact_wordmatched,h05_eagle_feathers,rw2s1_013643,held_source,quantity,information_losing_summary,source_altered,2.0758896730840206,2.0267648175358772,0.04912485554814339,True,True,False,The seizure involved [ANS] eagle feathers.
models,compact_wordmatched,h05_eagle_feathers,rw2s1_013643,held_source,quantity,information_losing_summary,no_source,-0.04083061218261719,0.027637958526611328,-0.06846857070922852,False,True,True,The seizure involved [ANS] eagle feathers.
models,compact_wordmatched,h06_ramadan_food,rw2s1_017873,held_source,object,supported_partial_view,source_original,12.146331336349249,12.131645694375038,0.01468564197421074,True,True,False,"At the end of Ramadan, Muslims received salt and pepper on a fruit [ANS]."
models,compact_wordmatched,h06_ramadan_food,rw2s1_017873,held_source,object,supported_partial_view,source_altered,10.380327734164894,10.24143810197711,0.13888963218778372,True,True,False,"At the end of Ramadan, Muslims received salt and pepper on a fruit [ANS]."
models,compact_wordmatched,h06_ramadan_food,rw2s1_017873,held_source,object,supported_partial_view,no_source,0.5768074989318848,0.4502220153808594,0.1265854835510254,True,True,False,"At the end of Ramadan, Muslims received salt and pepper on a fruit [ANS]."
models,compact_wordmatched,h07_modern_art_city,rw2s1_002259,held_source,location,supported_partial_view,source_original,5.380036063492298,4.469224983593449,0.9108110798988491,True,True,False,The piece could go in the Museum of Modern Art in [ANS].
models,compact_wordmatched,h07_modern_art_city,rw2s1_002259,held_source,location,supported_partial_view,source_altered,5.897759912535548,5.688013991340995,0.20974592119455338,True,True,False,The piece could go in the Museum of Modern Art in [ANS].
models,compact_wordmatched,h07_modern_art_city,rw2s1_002259,held_source,location,supported_partial_view,no_source,1.3489285707473755,1.3942824602127075,-0.04535388946533203,True,True,False,The piece could go in the Museum of Modern Art in [ANS].
models,compact_wordmatched,h08_navarino_year,rw2s0_004620,held_source,quantity_time,unclear,source_original,1.3517491230741143,1.271384664811194,0.08036445826292038,True,True,False,The Navarino event occurred on October 20 [ANS].
models,compact_wordmatched,h08_navarino_year,rw2s0_004620,held_source,quantity_time,unclear,source_altered,1.0164255630224943,0.9328751619905233,0.08355040103197098,True,True,False,The Navarino event occurred on October 20 [ANS].
models,compact_wordmatched,h08_navarino_year,rw2s0_004620,held_source,quantity_time,unclear,no_source,0.08277249336242676,0.07926082611083984,0.003511667251586914,True,True,False,The Navarino event occurred on October 20 [ANS].
models,compact_wordmatched,t01_skelton_value,rw2s0_002308,trained_content,property,faithful_shortening,source_original,11.43807265162468,10.820921704173088,0.6171509474515915,True,True,False,Skelton Village's north part had extreme environmental [ANS].
models,compact_wordmatched,t01_skelton_value,rw2s0_002308,trained_content,property,faithful_shortening,source_altered,5.702571868896484,5.394478917121887,0.30809295177459717,True,True,False,Skelton Village's north part had extreme environmental [ANS].
models,compact_wordmatched,t01_skelton_value,rw2s0_002308,trained_content,property,faithful_shortening,no_source,1.5132489204406738,1.2364788055419922,0.27677011489868164,True,True,False,Skelton Village's north part had extreme environmental [ANS].
models,compact_wordmatched,t02_baku_institution,rw2s0_006924,trained_content,institution,faithful_shortening,source_original,6.308931403793395,6.098731787875295,0.21019961591809988,True,True,False,The theology dean worked at Baku State [ANS].
models,compact_wordmatched,t02_baku_institution,rw2s0_006924,trained_content,institution,faithful_shortening,source_altered,5.144061246886849,4.938154328614473,0.20590691827237606,True,True,False,The theology dean worked at Baku State [ANS].
models,compact_wordmatched,t02_baku_institution,rw2s0_006924,trained_content,institution,faithful_shortening,no_source,2.015644073486328,2.05633544921875,-0.040691375732421875,True,True,False,The theology dean worked at Baku State [ANS].
models,compact_wordmatched,t03_oil_object,rw2s0_010026,trained_content,object,faithful_shortening,source_original,12.6489139162004,12.583666376769543,0.0652475394308567,True,True,False,Mosaddegh's policy was to nationalize Iran's oil [ANS].
models,compact_wordmatched,t03_oil_object,rw2s0_010026,trained_content,object,faithful_shortening,source_altered,8.922619611024857,8.103562377393246,0.8190572336316109,True,True,False,Mosaddegh's policy was to nationalize Iran's oil [ANS].
models,compact_wordmatched,t03_oil_object,rw2s0_010026,trained_content,object,faithful_shortening,no_source,4.8821775913238525,4.911312103271484,-0.029134511947631836,True,True,False,Mosaddegh's policy was to nationalize Iran's oil [ANS].
models,compact_wordmatched,t04_casualty_uncertainty,rw2s0_014542,trained_content,qualification,faithful_shortening,source_original,0.4050922393798828,-0.4724264144897461,0.8775186538696289,True,False,True,The number of Protestants murdered in the outbreak was [ANS].
models,compact_wordmatched,t04_casualty_uncertainty,rw2s0_014542,trained_content,qualification,faithful_shortening,source_altered,4.596606135368347,4.279818534851074,0.31678760051727295,True,True,False,The number of Protestants murdered in the outbreak was [ANS].
models,compact_wordmatched,t04_casualty_uncertainty,rw2s0_014542,trained_content,qualification,faithful_shortening,no_source,-1.0088615417480469,-0.8904247283935547,-0.11843681335449219,False,False,False,The number of Protestants murdered in the outbreak was [ANS].
models,compact_wordmatched,t05_manning_role,rw2s0_019304,trained_content,role,faithful_shortening,source_original,13.307339653372765,12.623037829995155,0.6843018233776093,True,True,False,Ed Manning was a professional and college [ANS].
models,compact_wordmatched,t05_manning_role,rw2s0_019304,trained_content,role,faithful_shortening,source_altered,3.5369254872202873,3.451741457916796,0.08518402930349112,True,True,False,Ed Manning was a professional and college [ANS].
models,compact_wordmatched,t05_manning_role,rw2s0_019304,trained_content,role,faithful_shortening,no_source,2.9071784019470215,3.0325355529785156,-0.12535715103149414,True,True,False,Ed Manning was a professional and college [ANS].
models,compact_wordmatched,t06_mass_day,rw2s0_019852,trained_content,time,faithful_shortening,source_original,4.782664254307747,4.340049609541893,0.4426146447658539,True,True,False,The speaker went to Mass that [ANS].
models,compact_wordmatched,t06_mass_day,rw2s0_019852,trained_content,time,faithful_shortening,source_altered,4.219438761472702,4.284880697727203,-0.06544193625450134,True,True,False,The speaker went to Mass that [ANS].
models,compact_wordmatched,t06_mass_day,rw2s0_019852,trained_content,time,faithful_shortening,no_source,0.5650863647460938,0.26169681549072266,0.3033895492553711,True,True,False,The speaker went to Mass that [ANS].
models,compact_wordmatched,t07_music_change,rw2s0_020973,trained_content,ordered_change,faithful_shortening,source_original,6.301143825054169,4.336553573608398,1.9645902514457703,True,True,False,The tune could change from fast to [ANS].
models,compact_wordmatched,t07_music_change,rw2s0_020973,trained_content,ordered_change,faithful_shortening,source_altered,0.927703857421875,-0.07012701034545898,0.997830867767334,True,False,True,The tune could change from fast to [ANS].
models,compact_wordmatched,t07_music_change,rw2s0_020973,trained_content,ordered_change,faithful_shortening,no_source,3.7211391925811768,3.8194937705993652,-0.09835457801818848,True,True,False,The tune could change from fast to [ANS].
models,compact_wordmatched,t08_abingdon_refusal,rw2s0_025051,trained_content,polarity_action,faithful_shortening,source_original,3.60984605550766,2.6001569032669067,1.0096891522407532,True,True,False,The Abingdon workers [ANS] to return.
models,compact_wordmatched,t08_abingdon_refusal,rw2s0_025051,trained_content,polarity_action,faithful_shortening,source_altered,6.459445208311081,6.587615802884102,-0.12817059457302094,True,True,False,The Abingdon workers [ANS] to return.
models,compact_wordmatched,t08_abingdon_refusal,rw2s0_025051,trained_content,polarity_action,faithful_shortening,no_source,-0.42850208282470703,-0.6829843521118164,0.2544822692871094,False,False,False,The Abingdon workers [ANS] to return.
models,compact_wordmatched,t09_route_opposite,rw2s0_029078,trained_content,spatial_relation,faithful_shortening,source_original,-1.9599895477294922,-2.1192550659179688,0.15926551818847656,False,False,False,"After the barber shop, the route says to take the street [ANS] the barber shop."
models,compact_wordmatched,t09_route_opposite,rw2s0_029078,trained_content,spatial_relation,faithful_shortening,source_altered,4.8101959228515625,4.752000331878662,0.05819559097290039,True,True,False,"After the barber shop, the route says to take the street [ANS] the barber shop."
models,compact_wordmatched,t09_route_opposite,rw2s0_029078,trained_content,spatial_relation,faithful_shortening,no_source,-3.100344657897949,-3.132451057434082,0.03210639953613281,False,False,False,"After the barber shop, the route says to take the street [ANS] the barber shop."
models,compact_wordmatched,t10_clavering_number,rw2s1_005600,trained_content,quantity,faithful_shortening,source_original,4.135417819023132,4.173375070095062,-0.03795725107192993,True,True,False,Clavering believed [ANS] was the perfect number of pupils.
models,compact_wordmatched,t10_clavering_number,rw2s1_005600,trained_content,quantity,faithful_shortening,source_altered,3.8628015518188477,3.23770809173584,0.6250934600830078,True,True,False,Clavering believed [ANS] was the perfect number of pupils.
models,compact_wordmatched,t10_clavering_number,rw2s1_005600,trained_content,quantity,faithful_shortening,no_source,0.42232704162597656,0.6060686111450195,-0.18374156951904297,True,True,False,Clavering believed [ANS] was the perfect number of pupils.
models,compact_wordmatched,t11_horsemen_weapon,rw2s1_015912,trained_content,object,faithful_shortening,source_original,1.7807265520095825,1.6191092729568481,0.16161727905273438,True,True,False,The horsemen lowered their [ANS].
models,compact_wordmatched,t11_horsemen_weapon,rw2s1_015912,trained_content,object,faithful_shortening,source_altered,1.6557927131652832,2.012148857116699,-0.356356143951416,True,True,False,The horsemen lowered their [ANS].
models,compact_wordmatched,t11_horsemen_weapon,rw2s1_015912,trained_content,object,faithful_shortening,no_source,-2.686556339263916,-2.5396151542663574,-0.1469411849975586,False,False,False,The horsemen lowered their [ANS].
models,compact_wordmatched,t12_unseen_scandal_count,rw2s1_024034,trained_content,quantity,faithful_shortening,source_original,0.041165997584660774,0.030935945964994715,0.010230051619666058,True,True,False,The unseen scandal involved about [ANS] young people.
