arch,seed,n_pairs,R_C_verbatim,R_C_verbatim_ci_lo,R_C_verbatim_ci_hi,R_C_nonidentical,R_C_nonidentical_ci_lo,R_C_nonidentical_ci_hi,R_confirm_interaction,R_confirm_interaction_ci_lo,R_confirm_interaction_ci_hi,V_C_verbatim,V_C_verbatim_ci_lo,V_C_verbatim_ci_hi,V_C_nonidentical,V_C_nonidentical_ci_lo,V_C_nonidentical_ci_hi,V_confirm_interaction,V_confirm_interaction_ci_lo,V_confirm_interaction_ci_hi,V_R_verbatim,V_R_verbatim_ci_lo,V_R_verbatim_ci_hi,V_R_nonidentical,V_R_nonidentical_ci_lo,V_R_nonidentical_ci_hi,V_R_nonminusverb,V_R_nonminusverb_ci_lo,V_R_nonminusverb_ci_hi
D,43022,129,0.11656344232921913,-0.2127446789987559,0.45611432998486884,-0.18253630606423898,-0.3660424176112626,0.007760517607209587,0.2990997483934581,-0.09426683425730059,0.6933714523430173,0.07229671884780556,-0.22819342796789427,0.37326253873587273,-0.048590792367085606,-0.19198293376531092,0.09833238180486116,-0.12088751121489116,-0.4593167655863041,0.2175291489318822,-0.04426672348141356,-0.3764673010578489,0.28162927908019125,0.1339455136971534,-0.03233210748249244,0.2882301422817878,0.17821223717856696,-0.1996914246155657,0.5343395273396094
D,43122,129,-0.024170577504433848,-0.3315158043133735,0.2838270806512514,-0.0537321976619443,-0.2259133639781512,0.11840867523816283,0.029561620157510453,-0.2911760304219424,0.3567228982638982,0.1394559393904006,-0.11555355327391582,0.4009402800683481,0.07345366107362492,-0.10300860760218492,0.2585707916312632,-0.06600227831677569,-0.39750799651736596,0.2451078939908581,0.16362651689483446,-0.12349689869301571,0.4626781559580557,0.12718585873556923,-0.08171346951372324,0.34037733432242423,-0.03644065815926523,-0.4016830024480319,0.3176934266203018
