arm,checkpoint,probe_id,class_label,subtype,pair_id,distance_bin,intervening_words,nll_present,nll_replaced,antecedent_gain,n_tokens_present,n_tokens_replaced,truncated_present,truncated_replaced,matching_relaxation,sentence_distance,replacement_kind,replacement_exact_word_count,has_typed_fallback,is_pronoun,is_appositive,flags_joined,manual_sample_flag,primary_sensitivity,arch,role,seed,source_score_dir,late_mean_gain,late_mean_nll_present,late_mean_nll_replaced,n_checkpoints
D_V_43022,chck_80M,natural_mention:nr:00000,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0045,10_19,13,3.5496010780334473,3.718921422958374,0.16932034492492676,1,1,False,False,,0,same_entity_type_and_exact_word_count_donor,True,False,False,False,,False,True,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,0.13631121317545572,3.765536308288574,3.90184752146403,3
D_V_43022,chck_80M,natural_mention:nr:00001,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0060,00_04,4,5.479369163513184,5.238544464111328,-0.24082469940185547,4,4,False,False,,0,same_entity_type_and_exact_word_count_donor,True,False,False,False,,False,True,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,-0.2447512944539388,5.49165407816569,5.246902783711751,3
D_V_43022,chck_80M,natural_mention:nr:00002,nonidentical_remention,nonperson_name_to_pronoun,natural_distance_pair:0123,10_19,10,2.6149847507476807,2.5551528930664062,-0.059831857681274414,1,1,False,False,,1,same_entity_type_and_exact_word_count_donor,True,False,True,False,,False,False,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,-0.0782327651977539,2.599679629007975,2.521446863810221,3
D_V_43022,chck_80M,natural_mention:nr:00003,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0084,00_04,0,4.48536491394043,5.108222007751465,0.6228570938110352,1,1,False,False,,0,same_entity_type_and_exact_word_count_donor,True,False,False,True,,False,False,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,0.6629257202148438,4.668992201487224,5.331917921702067,3
D_V_43022,chck_80M,natural_mention:nr:00004,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0046,10_19,13,7.541881084442139,7.434040069580078,-0.10784101486206055,2,2,False,False,,0,same_entity_type_and_exact_word_count_donor,True,False,False,False,,False,True,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,-0.06614828109741211,7.3688154220581055,7.302667140960693,3
D_V_43022,chck_80M,natural_mention:nr:00005,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0056,05_09,6,12.06612777709961,12.147496223449707,0.08136844635009766,1,1,False,False,,1,same_entity_type_and_exact_word_count_donor,True,False,False,False,,False,True,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,0.17274983723958334,12.335127830505371,12.507877667744955,3
D_V_43022,chck_80M,natural_mention:nr:00006,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0074,00_04,0,4.757857322692871,4.013943672180176,-0.7439136505126953,1,1,False,False,,0,same_entity_type_and_exact_word_count_donor,True,False,False,True,,False,False,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,-0.8316218058268229,5.099555651346843,4.2679338455200195,3
D_V_43022,chck_80M,natural_mention:nr:00007,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0089,20_39,21,1.3364381790161133,0.08236583322286606,-1.2540723457932472,1,1,False,False,,1,same_entity_type_and_exact_word_count_donor,True,False,True,False,,False,False,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,-1.0788142556945484,1.1984820365905762,0.11966778089602788,3
D_V_43022,chck_80M,natural_mention:nr:00008,nonidentical_remention,nonperson_name_to_pronoun,natural_distance_pair:0119,10_19,16,5.0740251541137695,5.302807807922363,0.22878265380859375,1,1,False,False,,1,same_entity_type_and_exact_word_count_donor,True,False,True,False,,False,False,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,0.23128747940063477,5.040169397989909,5.271456877390544,3
D_V_43022,chck_80M,natural_mention:nr:00009,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0027,20_39,28,2.2216684818267822,5.0208563804626465,2.7991878986358643,3,3,False,False,,1,same_entity_type_and_exact_word_count_donor,True,False,False,False,,False,True,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,1.829052209854126,1.5798876285552979,3.408939838409424,3
D_V_43022,chck_80M,natural_mention:nr:00010,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0049,10_19,12,0.020250828936696053,0.6693963408470154,0.6491455119103193,3,3,False,False,,1,same_entity_type_and_exact_word_count_donor,True,False,False,False,,False,True,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,0.28278403418759507,0.016823779170711834,0.2996078133583069,3
D_V_43022,chck_80M,natural_mention:nr:00011,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0001,40_79,65,0.06784584373235703,8.171282768249512,8.103436924517155,3,3,False,False,,1,same_entity_type_and_exact_word_count_donor,True,False,False,False,,False,True,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,8.371637248744568,0.06497360890110333,8.43661085764567,3
D_V_43022,chck_80M,natural_mention:nr:00012,nonidentical_remention,nonperson_name_to_pronoun,natural_distance_pair:0128,05_09,6,0.7867145538330078,0.5892460942268372,-0.19746845960617065,1,1,False,False,,1,typed_neutral_fallback,True,True,True,False,,False,False,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,-0.1630967160065969,0.6505679488182068,0.4874712328116099,3
D_V_43022,chck_80M,natural_mention:nr:00013,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0053,10_19,10,1.9491225481033325,5.594142913818359,3.645020365715027,3,3,False,False,,1,same_entity_type_and_exact_word_count_donor,True,False,False,False,,False,True,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,3.464822014172872,2.0335979064305625,5.4984199206034345,3
D_V_43022,chck_80M,natural_mention:nr:00014,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0022,20_39,31,5.242550849914551,5.043468475341797,-0.1990823745727539,4,4,False,False,,1,same_entity_type_and_exact_word_count_donor,True,False,False,False,,False,True,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,-0.21083466211954752,5.355748335520427,5.144913673400879,3
D_V_43022,chck_80M,natural_mention:nr:00015,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0026,20_39,28,8.889666557312012,9.168767929077148,0.2791013717651367,2,2,False,False,,2,same_entity_type_and_exact_word_count_donor,True,False,False,False,,False,True,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,0.2973442077636719,9.083659172058105,9.381003379821777,3
D_V_43022,chck_80M,natural_mention:nr:00016,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0097,10_19,13,2.375617504119873,3.007746934890747,0.632129430770874,1,1,False,False,,1,same_entity_type_and_exact_word_count_donor,True,False,True,False,,False,False,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,0.4532901446024577,2.433086077372233,2.886376221974691,3
D_V_43022,chck_80M,natural_mention:nr:00017,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0043,10_19,14,11.719614028930664,11.67867374420166,-0.040940284729003906,2,2,False,False,,1,same_entity_type_and_exact_word_count_donor,True,False,False,False,,False,True,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,0.005970319112141927,11.770626703898111,11.776597023010254,3
D_V_43022,chck_80M,natural_mention:nr:00018,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0070,00_04,0,4.690042495727539,5.503945827484131,0.8139033317565918,2,2,False,False,,0,same_entity_type_and_exact_word_count_donor,True,False,False,True,,False,False,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,0.7708563804626465,4.463705221811931,5.234561602274577,3
D_V_43022,chck_80M,natural_mention:nr:00019,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0117,05_09,5,0.5362410545349121,0.6403837203979492,0.10414266586303711,1,1,False,False,,1,same_entity_type_and_exact_word_count_donor,True,False,True,False,,False,False,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,0.09837932387987773,0.4407421449820201,0.5391214688618978,3
D_V_43022,chck_80M,natural_mention:nr:00020,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0035,10_19,19,7.817916393280029,7.703141212463379,-0.11477518081665039,2,2,False,False,,1,same_entity_type_and_exact_word_count_donor,True,False,False,False,,False,True,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,-0.10691086451212566,7.811125755310059,7.704214890797933,3
D_V_43022,chck_80M,natural_mention:nr:00021,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0009,40_79,52,7.729551315307617,8.349248886108398,0.6196975708007812,2,2,False,False,,2,same_entity_type_and_exact_word_count_donor,True,False,False,False,,False,True,D,V,43022,experiments/archive/relation_learning/data/natural_remention_scores,0.6565292676289877,7.704654852549235,8.361184120178223,3
