arch,seed,group,V_gain,R_gain,C_gain,VminusC,RminusC,VminusR
D,43022,ALL,1.7507076389673684,1.7058682438594985,1.7388546757270085,0.011852963240359893,-0.032986431867509936,0.04483939510786983
D,43022,dist::00_04,0.7909215787425637,0.7968651488423347,0.8641638294276264,-0.07324225068506263,-0.06729868058529165,-0.005943570099770978
D,43022,dist::05_09,1.3936026107209425,0.9800067519007081,1.4506361305459656,-0.05703351982502314,-0.47062937864525756,0.4135958588202344
D,43022,dist::10_19,1.641944917776671,1.7405490670679955,1.6609454495963036,-0.019000531819632682,0.07960361747169187,-0.09860414929132455
D,43022,dist::20_39,2.119264036494618,2.435207690804317,2.1925102196012936,-0.07324618310667574,0.24269747120302343,-0.3159436543096992
D,43022,dist::40_79,3.8798757918179034,3.333670088193483,3.3824780705902313,0.4973977212276721,-0.04880798239674844,0.5462057036244206
D,43022,nonidentical_remention,0.9172887813001486,0.7833432676029952,0.9658795736672342,-0.04859079236708563,-0.18253630606423898,0.13394551369715335
D,43022,primary::nonidentical_remention,1.7737053729019208,1.6452583619138568,1.8520539511847705,-0.07834857828284969,-0.20679558927091368,0.128447010988064
D,43022,primary::verbatim_remention,2.591296264628569,2.627705469528834,2.5338901175310213,0.057406147097547766,0.09381535199781288,-0.03640920490026511
D,43022,primary_sensitivity,2.305991109703124,2.2848723642673576,2.2959577053164444,0.010033404386679656,-0.011085341049086761,0.021118745435766417
D,43022,subtype::exact_named_entity,2.6195341747403145,2.6429626268545787,2.541842761879166,0.07769141286114856,0.10111986497541281,-0.023428452114264253
D,43022,subtype::explicit_appositive_description,0.04213992754618326,-0.08629573186238607,0.04430472585890029,-0.0021647983127170284,-0.13060045772128637,0.12843565940856932
D,43022,subtype::full_name_to_acronym,0.03187184181241762,-0.09061077733834584,0.017217448140893658,0.01465439367152396,-0.1078282254792395,0.12248261915076346
D,43022,subtype::full_name_to_surname_or_final_token,3.1682961745070175,3.0052933217118585,3.343722666219414,-0.17542649171239644,-0.33842934450755546,0.16300285279515903
D,43022,subtype::indefinite_to_definite_nominal,1.4776365558306377,2.1730992595354715,1.5739240248998005,-0.09628746906916286,0.5991752346356709,-0.6954627037048338
D,43022,subtype::nonperson_name_to_pronoun,-0.026372563714782398,-0.0825846791267395,-0.08307497299304514,0.05670240927826274,0.0004902938663056411,0.0562121154119571
D,43022,subtype::person_name_to_pronoun,-0.01142647886468518,-0.15388150733485018,0.01701191880850382,-0.028438397673189002,-0.170893426143354,0.142455028470165
D,43022,verbatim_remention,2.584126496634588,2.628393220116002,2.5118297777867826,0.07229671884780542,0.11656344232921922,-0.044266723481413806
D,43122,ALL,1.8570969870196083,1.7116907992044064,1.7506421867875954,0.10645480023201292,-0.03895138758318906,0.14540618781520198
D,43122,dist::00_04,0.6750678407442239,0.8113903586131831,0.8448575473907921,-0.16978970664656823,-0.033467188777609014,-0.13632251786895921
D,43122,dist::05_09,1.5592248391106047,1.2713223582091318,1.3817978750589783,0.1774269640516264,-0.11047551684984658,0.28790248090147297
D,43122,dist::10_19,1.5919966425812035,1.4521910547556585,1.3397531681285615,0.25224347445264206,0.11243788662709697,0.13980558782554509
D,43122,dist::20_39,2.6870769035692015,2.426924632021433,2.5046325167899743,0.18244438677922714,-0.07770788476854129,0.26015227154776843
D,43122,dist::40_79,4.001654102601525,3.6711906139428416,3.9377174420489207,0.06393666055260416,-0.2665268281060791,0.33046348865868325
D,43122,nonidentical_remention,1.0520841858111496,0.9248983270755803,0.9786305247375247,0.07345366107362494,-0.05373219766194437,0.1271858587355693
D,43122,primary::nonidentical_remention,2.036878711618112,1.7466508787709163,1.98033175007695,0.05654696154116223,-0.23368087130603366,0.2902278328471959
D,43122,primary::verbatim_remention,2.678356115182241,2.4843343706950547,2.5075362037618953,0.1708199114203457,-0.02320183306684065,0.19402174448718634
D,43122,primary_sensitivity,2.4545072295635086,2.226913568825694,2.3235638162780865,0.13094341328542214,-0.0966502474523927,0.22759366073781484
D,43122,subtype::exact_named_entity,2.713599513689677,2.5424287075226504,2.55001557213068,0.16358394155899703,-0.007586864608029487,0.1711708061670265
D,43122,subtype::explicit_appositive_description,-0.13097554842631023,0.05286104944017199,-0.12262944645351835,-0.008346101972791883,0.17549049589369034,-0.1838365978664822
D,43122,subtype::full_name_to_acronym,0.009142898165044325,-0.01089607175616991,-0.022936716533842546,0.03207961469888687,0.012040644777672636,0.020038969921214234
D,43122,subtype::full_name_to_surname_or_final_token,3.645250157520242,3.168793442424152,3.5419862941914313,0.10326386332881077,-0.37319285176727934,0.4764567150960901
D,43122,subtype::indefinite_to_definite_nominal,1.0530558675527573,1.1251883904139202,1.6675999959309897,-0.6145441283782325,-0.5424116055170696,-0.0721325228611629
D,43122,subtype::nonperson_name_to_pronoun,0.054035383530638435,0.10514604283327406,0.015092788602818142,0.03894259492782029,0.09005325423045592,-0.05111065930263562
D,43122,subtype::person_name_to_pronoun,0.061124087521626104,0.016076358766244952,-0.07528868042212981,0.13641276794375592,0.09136503918837477,0.045047728755381156
D,43122,verbatim_remention,2.662109788228067,2.4984832713332326,2.5226538488376664,0.13945593939040046,-0.024170577504433854,0.16362651689483432
