i,item_id,split_key,source,target_kind,target_text,target_id,nll_base,top1_base,rank_base,nll_true,top1_true,rank_true,nll_decoy,top1_decoy,rank_decoy,changed_frac_bin,changed_target_frac_proxy,content_overlap,decoy_pair_id,decoy_row_index,doc_id,example_id,overlap_bin,pair_id,rewrite_words,row_index,source_words,target_char_end,target_char_start
1137,edit:frontier_consolidation_fwcompact_medium_059085:0:6-10,row:1211,compact_edit,content,uals,3881,9.498749732971191,0,1081,6.617388725280762,0,114,11.463974952697754,0,2643,0p4_0p6,0.4444444444444444,0.6,frontier_consolidation_fwcompact_medium_044096,1335,5527,751211,0p6_0p8,frontier_consolidation_fwcompact_medium_059085,9,1211,14,10,6
1138,edit:frontier_consolidation_fwcompact_medium_044607:0:95-98,row:274,compact_edit,content,ide,494,3.58001971244812,0,2,0.07665075361728668,1,1,1.7791717052459717,1,1,0p2_0p4,0.3076923076923077,0.5294117647058824,frontier_consolidation_fwcompact_medium_039570,1143,8532,750274,0p4_0p6,frontier_consolidation_fwcompact_medium_044607,13,274,24,98,95
1139,edit:frontier_consolidation_fwcompact_medium_056296:0:0-3,row:785,compact_edit,content,Men,6427,7.194447994232178,0,20,8.267891883850098,0,381,7.560585975646973,0,221,0p4_0p6,0.5,0.625,frontier_consolidation_fwcompact_medium_000981,894,15228,750785,0p6_0p8,frontier_consolidation_fwcompact_medium_056296,12,785,17,3,0
1140,edit:frontier_consolidation_fwcompact_medium_034396:0:87-90,row:248,compact_edit,content,ves,639,5.010293960571289,0,13,10.23887825012207,0,215,4.993777751922607,0,17,0p2_0p4,0.3076923076923077,0.5,frontier_consolidation_fwcompact_medium_008999,1133,14828,750248,0p4_0p6,frontier_consolidation_fwcompact_medium_034396,13,248,21,90,87
1141,edit:frontier_consolidation_fwcompact_medium_052667:0:18-23,row:1114,compact_edit,content,aries,4521,13.082123756408691,0,1872,1.1074260473251343,1,1,12.402116775512695,0,670,ge0p6,0.7,0.75,frontier_consolidation_fwcompact_medium_039159,1258,8789,751114,0p6_0p8,frontier_consolidation_fwcompact_medium_052667,10,1114,14,23,18
1142,edit:frontier_consolidation_fwcompact_medium_054433:0:0-3,row:633,compact_edit,function,The,308,1.8166577816009521,1,1,5.258400917053223,0,9,5.023599624633789,0,15,0p2_0p4,0.2,0.5454545454545454,frontier_consolidation_fwcompact_medium_004097,1428,4251,750633,0p4_0p6,frontier_consolidation_fwcompact_medium_054433,14,633,22,3,0
1143,edit:frontier_consolidation_fwcompact_medium_005532:0:12-16,row:2128,compact_edit,content,erve,3400,7.058087348937988,0,220,0.02184216119349003,1,1,7.517098903656006,0,322,0p2_0p4,0.25,0.625,frontier_consolidation_fwcompact_medium_003824,1332,12709,752128,0p6_0p8,frontier_consolidation_fwcompact_medium_005532,28,2128,42,16,12
1144,edit:frontier_consolidation_fwcompact_medium_000192:0:35-39,row:827,compact_edit,content,ging,2410,7.141701698303223,0,189,11.72436809539795,0,2454,8.289325714111328,0,675,0p2_0p4,0.2727272727272727,0.5625,frontier_consolidation_fwcompact_medium_048276,1569,15088,750827,0p4_0p6,frontier_consolidation_fwcompact_medium_000192,11,827,24,39,35
1145,edit:frontier_consolidation_fwcompact_medium_050398:0:25-33,row:178,compact_edit,content,atically,9457,3.407356023788452,0,8,0.03578292205929756,1,1,4.463517665863037,0,18,0p2_0p4,0.25,0.5384615384615384,frontier_consolidation_fwcompact_medium_038868,1078,8696,750178,0p4_0p6,frontier_consolidation_fwcompact_medium_050398,12,178,19,33,25
1146,edit:frontier_consolidation_fwcompact_medium_052458:0:134-138,row:2667,compact_edit,content,able,665,7.87750244140625,0,145,0.20784404873847961,1,1,6.814218521118164,0,41,0p2_0p4,0.3157894736842105,0.75,frontier_consolidation_fwcompact_medium_005095,436,5724,752667,0p6_0p8,frontier_consolidation_fwcompact_medium_052458,19,2667,31,138,134
1147,edit:frontier_consolidation_fwcompact_medium_055658:0:103-107,row:2126,compact_edit,content,here,913,9.167319297790527,0,960,0.1203022226691246,1,1,8.976202011108398,0,855,0p4_0p6,0.5,0.5,frontier_consolidation_fwcompact_medium_038465,2906,9667,752126,0p4_0p6,frontier_consolidation_fwcompact_medium_055658,14,2126,31,107,103
1148,edit:frontier_consolidation_fwcompact_medium_050859:0:71-78,row:702,compact_edit,content,iversal,7095,15.289494514465332,0,11256,16.087276458740234,0,9815,14.941216468811035,0,9470,0p4_0p6,0.5714285714285714,0.42105263157894735,frontier_consolidation_fwcompact_medium_042860,1478,4645,750702,0p4_0p6,frontier_consolidation_fwcompact_medium_050859,14,702,28,78,71
1149,edit:frontier_consolidation_fwcompact_medium_060796:0:12-14,row:2067,compact_edit,content,ch,314,5.6652936935424805,0,42,0.12732245028018951,1,1,7.43411922454834,0,310,ge0p6,0.6,0.4166666666666667,frontier_consolidation_fwcompact_medium_004378,2441,16232,752067,0p4_0p6,frontier_consolidation_fwcompact_medium_060796,10,2067,15,14,12
1150,edit:frontier_consolidation_fwcompact_medium_046046:0:0-8,row:2687,compact_edit,content,Consider,14875,9.43560791015625,0,1168,8.687467575073242,0,587,9.736937522888184,0,1449,0p2_0p4,0.21428571428571427,0.7692307692307693,frontier_consolidation_fwcompact_medium_009293,2641,4526,752687,0p6_0p8,frontier_consolidation_fwcompact_medium_046046,14,2687,26,8,0
1151,edit:frontier_consolidation_fwcompact_medium_006643:0:1-6,row:2377,compact_edit,content,aking,926,1.7816555500030518,1,1,0.25749146938323975,1,1,1.1893377304077148,1,1,0p4_0p6,0.4166666666666667,0.5384615384615384,frontier_consolidation_fwcompact_medium_039487,2657,14144,752377,0p4_0p6,frontier_consolidation_fwcompact_medium_006643,12,2377,21,6,1
1152,edit:frontier_consolidation_fwcompact_medium_040283:0:56-61,row:669,compact_edit,content,ments,1576,10.238816261291504,0,1252,0.06099211052060127,1,1,9.948345184326172,0,1200,0p2_0p4,0.26666666666666666,0.6666666666666666,frontier_consolidation_fwcompact_medium_009918,776,13536,750669,0p6_0p8,frontier_consolidation_fwcompact_medium_040283,15,669,26,61,56
1153,edit:frontier_consolidation_fwcompact_medium_006271:0:55-56,row:1475,compact_edit,content,y,93,11.436625480651855,0,5082,1.864627480506897,1,1,10.506006240844727,0,2969,0p2_0p4,0.375,0.46153846153846156,frontier_consolidation_fwcompact_medium_059418,2006,15208,751475,0p4_0p6,frontier_consolidation_fwcompact_medium_006271,8,1475,19,56,55
1154,edit:frontier_consolidation_fwcompact_medium_039294:0:67-71,row:887,compact_edit,content,ards,1898,7.372903347015381,0,205,0.011692091822624207,1,1,7.279470920562744,0,204,ge0p6,0.7222222222222222,0.4,frontier_consolidation_fwcompact_medium_057822,138,3338,750887,0p4_0p6,frontier_consolidation_fwcompact_medium_039294,18,887,33,71,67
1155,edit:frontier_consolidation_fwcompact_medium_028684:0:166-168,row:1519,compact_edit,content,'s,249,3.052569627761841,0,5,4.467425346374512,0,6,2.6123464107513428,0,4,0p2_0p4,0.24242424242424243,0.6666666666666666,frontier_consolidation_fwcompact_medium_028121,965,6354,751519,0p6_0p8,frontier_consolidation_fwcompact_medium_028684,33,1519,42,168,166
1156,edit:frontier_consolidation_fwcompact_medium_051701:0:0-4,row:2873,compact_edit,content,Care,4908,9.849740982055664,0,2309,0.04206698387861252,1,1,10.186301231384277,0,2995,0p2_0p4,0.3,0.6,frontier_consolidation_fwcompact_medium_012242,2860,10141,752873,0p6_0p8,frontier_consolidation_fwcompact_medium_051701,20,2873,26,4,0
1157,edit:frontier_consolidation_fwcompact_medium_007709:0:40-43,row:114,compact_edit,content,-up,5000,7.354761123657227,0,149,10.136351585388184,0,51,6.830462455749512,0,96,0p4_0p6,0.42857142857142855,0.47058823529411764,frontier_consolidation_fwcompact_medium_019997,1041,2691,750114,0p4_0p6,frontier_consolidation_fwcompact_medium_007709,14,114,26,43,40
1158,edit:frontier_consolidation_fwcompact_medium_017830:0:0-1,row:200,compact_edit,content,L,362,7.4346137046813965,0,280,7.070476055145264,0,207,8.394035339355469,0,671,0p2_0p4,0.2727272727272727,0.7,frontier_consolidation_fwcompact_medium_053906,190,12920,750200,0p6_0p8,frontier_consolidation_fwcompact_medium_017830,11,200,17,1,0
1159,edit:frontier_consolidation_fwcompact_medium_030153:0:0-6,row:2752,compact_edit,content,People,3284,5.221113204956055,0,26,7.898053169250488,0,134,6.613287448883057,0,62,0p4_0p6,0.5789473684210527,0.45,frontier_consolidation_fwcompact_medium_013175,226,13158,752752,0p4_0p6,frontier_consolidation_fwcompact_medium_030153,19,2752,36,6,0
1160,edit:frontier_consolidation_fwcompact_medium_005105:0:2-4,row:1224,compact_edit,content,le,242,8.172629356384277,0,146,12.673005104064941,0,1858,7.135237693786621,0,205,0p2_0p4,0.375,0.8571428571428571,frontier_consolidation_fwcompact_medium_051476,1092,16272,751224,ge0p8,frontier_consolidation_fwcompact_medium_005105,8,1224,14,4,2
1161,edit:frontier_consolidation_fwcompact_medium_035423:0:33-37,row:2647,compact_edit,content,mers,9791,7.1660966873168945,0,196,9.312576293945312,0,7,7.314510345458984,0,248,0p2_0p4,0.23529411764705882,0.47058823529411764,frontier_consolidation_fwcompact_medium_004319,2861,10849,752647,0p4_0p6,frontier_consolidation_fwcompact_medium_035423,17,2647,26,37,33
1162,edit:frontier_consolidation_fwcompact_medium_019038:0:72-76,row:1401,compact_edit,content,wise,4241,14.245859146118164,0,2788,8.344565391540527,0,65,14.744603157043457,0,2175,0p2_0p4,0.35714285714285715,0.6,frontier_consolidation_fwcompact_medium_060145,1515,2566,751401,0p6_0p8,frontier_consolidation_fwcompact_medium_019038,14,1401,23,76,72
1163,edit:frontier_consolidation_fwcompact_medium_013608:0:87-91,row:567,compact_edit,content,ence,746,9.466363906860352,0,854,2.2349441051483154,1,1,7.461065292358398,0,287,lt0p2,0.14285714285714285,0.631578947368421,frontier_consolidation_fwcompact_medium_035450,1245,6061,750567,0p6_0p8,frontier_consolidation_fwcompact_medium_013608,21,567,35,91,87
1164,edit:frontier_consolidation_fwcompact_medium_014321:0:0-8,row:197,compact_edit,content,Everyone,6543,13.003296852111816,0,803,14.326360702514648,0,1288,13.648561477661133,0,1251,ge0p6,0.6,0.5555555555555556,frontier_consolidation_fwcompact_medium_042997,1101,5252,750197,0p4_0p6,frontier_consolidation_fwcompact_medium_014321,10,197,18,8,0
1165,edit:frontier_consolidation_fwcompact_medium_000254:0:56-60,row:1560,compact_edit,content,kers,10730,11.910826683044434,0,6410,13.00380802154541,0,5982,14.763193130493164,0,12007,0p4_0p6,0.47058823529411764,0.43478260869565216,frontier_consolidation_fwcompact_medium_036859,2283,5423,751560,0p4_0p6,frontier_consolidation_fwcompact_medium_000254,17,1560,42,60,56
1166,edit:frontier_consolidation_fwcompact_medium_045423:0:0-8,row:2537,compact_edit,content,Republic,4440,9.206724166870117,0,1402,0.015159748494625092,1,1,7.149041175842285,0,173,0p2_0p4,0.35,0.55,frontier_consolidation_fwcompact_medium_014426,2446,384,752537,0p4_0p6,frontier_consolidation_fwcompact_medium_045423,20,2537,32,8,0
1167,edit:frontier_consolidation_fwcompact_medium_003582:0:71-76,row:889,compact_edit,content,aging,6189,6.477838516235352,0,48,0.2499953657388687,1,1,6.418510913848877,0,79,0p4_0p6,0.4,0.45,frontier_consolidation_fwcompact_medium_052955,1618,16136,750889,0p4_0p6,frontier_consolidation_fwcompact_medium_003582,15,889,22,76,71
1168,edit:frontier_consolidation_fwcompact_medium_046888:0:46-52,row:2150,compact_edit,content,alling,8065,8.93575382232666,0,510,0.02673717588186264,1,1,8.590463638305664,0,467,0p2_0p4,0.375,0.6666666666666666,frontier_consolidation_fwcompact_medium_011209,2182,16761,752150,0p6_0p8,frontier_consolidation_fwcompact_medium_046888,8,2150,17,52,46
1169,edit:frontier_consolidation_fwcompact_medium_042463:0:3-6,row:1129,compact_edit,content,oll,615,10.793628692626953,0,4428,0.010860972106456757,1,1,12.283862113952637,0,6884,0p2_0p4,0.3157894736842105,0.6666666666666666,frontier_consolidation_fwcompact_medium_016635,2050,13705,751129,0p6_0p8,frontier_consolidation_fwcompact_medium_042463,19,1129,34,6,3
1170,edit:frontier_consolidation_fwcompact_medium_059419:0:51-53,row:1444,compact_edit,content,it,205,3.8864240646362305,0,4,0.008349393494427204,1,1,3.090345859527588,1,1,0p2_0p4,0.25,0.7272727272727273,frontier_consolidation_fwcompact_medium_056509,2074,6562,751444,0p6_0p8,frontier_consolidation_fwcompact_medium_059419,16,1444,23,53,51
1171,edit:frontier_consolidation_fwcompact_medium_051245:0:0-2,row:2852,compact_edit,connective,If,959,6.979428291320801,0,81,10.697999000549316,0,223,7.3280205726623535,0,95,0p4_0p6,0.5625,0.6923076923076923,frontier_consolidation_fwcompact_medium_030557,2826,1815,752852,0p6_0p8,frontier_consolidation_fwcompact_medium_051245,16,2852,22,2,0
1172,edit:frontier_consolidation_fwcompact_medium_061501:0:0-4,row:1472,compact_edit,pronoun,Your,2110,9.168702125549316,0,606,5.486627101898193,0,9,10.687650680541992,0,2107,0p4_0p6,0.5833333333333334,0.46153846153846156,frontier_consolidation_fwcompact_medium_041202,2019,7742,751472,0p4_0p6,frontier_consolidation_fwcompact_medium_061501,12,1472,20,4,0
1173,edit:frontier_consolidation_fwcompact_medium_006839:0:0-4,row:169,compact_edit,content,Also,7117,14.188186645507812,0,12497,11.864068984985352,0,4775,11.583545684814453,0,5745,0p4_0p6,0.5294117647058824,0.42857142857142855,frontier_consolidation_fwcompact_medium_007913,82,10214,750169,0p4_0p6,frontier_consolidation_fwcompact_medium_006839,17,169,26,4,0
1174,edit:frontier_consolidation_fwcompact_medium_058466:0:15-20,row:2232,compact_edit,content,akers,9108,8.301451683044434,0,513,9.260412216186523,0,760,8.077215194702148,0,380,0p2_0p4,0.21052631578947367,0.6666666666666666,frontier_consolidation_fwcompact_medium_025585,23,16968,752232,0p6_0p8,frontier_consolidation_fwcompact_medium_058466,19,2232,27,20,15
1175,edit:frontier_consolidation_fwcompact_medium_024066:0:0-10,row:1609,compact_edit,content,Scientists,5368,8.595466613769531,0,727,4.078979015350342,0,2,13.49596118927002,0,4461,0p2_0p4,0.3333333333333333,0.4117647058823529,frontier_consolidation_fwcompact_medium_060199,2127,3216,751609,0p4_0p6,frontier_consolidation_fwcompact_medium_024066,15,1609,24,10,0
1176,edit:frontier_consolidation_fwcompact_medium_013338:0:33-35,row:161,compact_edit,content,'s,249,2.7301089763641357,0,4,0.1284177154302597,1,1,2.2656354904174805,0,2,0p2_0p4,0.26666666666666666,0.5,frontier_consolidation_fwcompact_medium_033158,1092,6075,750161,0p4_0p6,frontier_consolidation_fwcompact_medium_013338,15,161,26,35,33
1177,edit:frontier_consolidation_fwcompact_medium_057330:0:23-25,row:2335,compact_edit,content,'s,249,1.8214553594589233,0,2,0.646152138710022,1,1,1.8923306465148926,0,2,0p2_0p4,0.3333333333333333,0.6363636363636364,frontier_consolidation_fwcompact_medium_038310,2360,16877,752335,0p6_0p8,frontier_consolidation_fwcompact_medium_057330,12,2335,18,25,23
1178,edit:frontier_consolidation_fwcompact_medium_030792:0:0-3,row:51,compact_edit,content,Sun,5173,6.6943888664245605,0,105,5.221106052398682,0,2,8.603836059570312,0,946,0p4_0p6,0.4444444444444444,0.625,frontier_consolidation_fwcompact_medium_011411,53,6645,750051,0p6_0p8,frontier_consolidation_fwcompact_medium_030792,9,51,14,3,0
1179,edit:frontier_consolidation_fwcompact_medium_001479:0:75-77,row:2361,compact_edit,content,an,221,6.006604194641113,0,77,0.012180822901427746,1,1,5.977818489074707,0,80,0p2_0p4,0.2857142857142857,0.6153846153846154,frontier_consolidation_fwcompact_medium_025368,2369,8294,752361,0p6_0p8,frontier_consolidation_fwcompact_medium_001479,14,2361,18,77,75
1180,edit:frontier_consolidation_fwcompact_medium_031745:0:94-98,row:1763,compact_edit,content,ving,612,4.090631484985352,0,7,5.169068336486816,0,18,4.395488739013672,0,11,0p2_0p4,0.3157894736842105,0.5238095238095238,frontier_consolidation_fwcompact_medium_040823,48,5093,751763,0p4_0p6,frontier_consolidation_fwcompact_medium_031745,19,1763,31,98,94
1181,edit:frontier_consolidation_fwcompact_medium_016414:0:32-36,row:2559,compact_edit,content,iles,4092,7.547671318054199,0,376,0.030978787690401077,1,1,6.610437393188477,0,114,0p4_0p6,0.45454545454545453,0.8181818181818182,frontier_consolidation_fwcompact_medium_007948,1967,686,752559,ge0p8,frontier_consolidation_fwcompact_medium_016414,11,2559,16,36,32
1182,edit:frontier_consolidation_fwcompact_medium_050628:0:0-3,row:1756,compact_edit,content,Ins,9264,11.992473602294922,0,4135,14.661543846130371,0,5533,13.969878196716309,0,10384,0p4_0p6,0.5,0.5,frontier_consolidation_fwcompact_medium_051360,2254,11897,751756,0p4_0p6,frontier_consolidation_fwcompact_medium_050628,10,1756,19,3,0
1183,edit:frontier_consolidation_fwcompact_medium_028243:0:140-144,row:203,compact_edit,content,ates,785,2.513185501098633,1,1,2.4718074798583984,1,1,2.824174404144287,1,1,0p2_0p4,0.2222222222222222,0.42857142857142855,frontier_consolidation_fwcompact_medium_039961,2113,14978,750203,0p4_0p6,frontier_consolidation_fwcompact_medium_028243,26,203,39,144,140
1184,edit:frontier_consolidation_fwcompact_medium_010669:0:33-35,row:2883,compact_edit,content,'s,249,3.610224723815918,0,8,5.087559700012207,0,13,3.023127317428589,0,6,lt0p2,0.14285714285714285,0.6153846153846154,frontier_consolidation_fwcompact_medium_009705,2103,1600,752883,0p6_0p8,frontier_consolidation_fwcompact_medium_010669,21,2883,31,35,33
1185,edit:frontier_consolidation_fwcompact_medium_054148:0:21-26,row:512,compact_edit,content,igned,5176,6.39432430267334,0,94,9.286768913269043,0,125,6.497588157653809,0,90,0p4_0p6,0.45454545454545453,0.4444444444444444,frontier_consolidation_fwcompact_medium_004333,1351,11357,750512,0p4_0p6,frontier_consolidation_fwcompact_medium_054148,11,512,17,26,21
1186,edit:frontier_consolidation_fwcompact_medium_024307:0:63-65,row:867,compact_edit,content,gy,1830,3.7714600563049316,0,4,17.289682388305664,0,5277,10.568995475769043,0,1875,0p2_0p4,0.2222222222222222,0.7222222222222222,frontier_consolidation_fwcompact_medium_005095,436,4034,750867,0p6_0p8,frontier_consolidation_fwcompact_medium_024307,18,867,30,65,63
1187,edit:frontier_consolidation_fwcompact_medium_011965:0:38-43,row:2341,compact_edit,content,guard,12695,11.555068969726562,0,3183,0.05877210572361946,1,1,11.68597412109375,0,3547,0p2_0p4,0.36363636363636365,0.5555555555555556,frontier_consolidation_fwcompact_medium_039487,2657,16052,752341,0p4_0p6,frontier_consolidation_fwcompact_medium_011965,11,2341,23,43,38
1188,edit:frontier_consolidation_fwcompact_medium_045526:0:50-55,row:2998,compact_edit,content,inary,3994,8.84589958190918,0,701,0.3001289665699005,1,1,8.671629905700684,0,630,0p4_0p6,0.47058823529411764,0.4074074074074074,frontier_consolidation_fwcompact_medium_017468,1130,7543,752998,0p4_0p6,frontier_consolidation_fwcompact_medium_045526,17,2998,44,55,50
1189,edit:frontier_consolidation_fwcompact_medium_018112:0:14-16,row:462,compact_edit,content,'t,294,0.03189774602651596,1,1,0.03028499335050583,1,1,0.04087196663022041,1,1,0p2_0p4,0.26666666666666666,0.5,frontier_consolidation_fwcompact_medium_019421,1321,1799,750462,0p4_0p6,frontier_consolidation_fwcompact_medium_018112,15,462,25,16,14
1190,edit:frontier_consolidation_fwcompact_medium_014085:0:0-3,row:1940,compact_edit,content,Aer,14807,14.062478065490723,0,13054,7.017569065093994,0,108,15.238632202148438,0,13252,0p4_0p6,0.5454545454545454,0.5384615384615384,frontier_consolidation_fwcompact_medium_058172,2393,3888,751940,0p4_0p6,frontier_consolidation_fwcompact_medium_014085,11,1940,18,3,0
1191,edit:frontier_consolidation_fwcompact_medium_060492:0:20-24,row:2578,compact_edit,content,ists,1441,6.839922904968262,0,104,0.09208168089389801,1,1,7.213683128356934,0,148,0p4_0p6,0.4,0.75,frontier_consolidation_fwcompact_medium_025902,2583,8995,752578,0p6_0p8,frontier_consolidation_fwcompact_medium_060492,10,2578,20,24,20
1192,edit:frontier_consolidation_fwcompact_medium_058821:0:0-5,row:513,compact_edit,content,Visit,3644,21.840007781982422,0,16381,19.20425796508789,0,16235,21.553102493286133,0,16377,0p2_0p4,0.23076923076923078,0.5,frontier_consolidation_fwcompact_medium_057233,2134,9105,750513,0p4_0p6,frontier_consolidation_fwcompact_medium_058821,26,513,43,5,0
1193,edit:frontier_consolidation_fwcompact_medium_032518:0:0-2,row:1936,compact_edit,function,On,1029,2.136202335357666,0,3,5.1025166511535645,0,17,3.967907190322876,0,7,0p2_0p4,0.23529411764705882,0.6,frontier_consolidation_fwcompact_medium_060721,1383,2040,751936,0p6_0p8,frontier_consolidation_fwcompact_medium_032518,17,1936,20,2,0
1194,edit:frontier_consolidation_fwcompact_medium_057169:0:58-60,row:1193,compact_edit,content,ar,224,11.09126091003418,0,2737,0.043138302862644196,1,1,10.880556106567383,0,2183,0p2_0p4,0.2631578947368421,0.7142857142857143,frontier_consolidation_fwcompact_medium_017099,849,237,751193,0p6_0p8,frontier_consolidation_fwcompact_medium_057169,19,1193,27,60,58
1195,edit:frontier_consolidation_fwcompact_medium_013729:0:1-3,row:40,compact_edit,content,ig,403,7.490172386169434,0,309,5.054145812988281,0,26,5.738123893737793,0,60,0p2_0p4,0.3076923076923077,0.5,frontier_consolidation_fwcompact_medium_026625,1014,7012,750040,0p4_0p6,frontier_consolidation_fwcompact_medium_013729,13,40,27,3,1
1196,edit:frontier_consolidation_fwcompact_medium_037260:0:32-34,row:958,compact_edit,content,or,217,5.656018257141113,0,45,6.458029747009277,0,104,5.55870246887207,0,35,0p2_0p4,0.36363636363636365,0.37037037037037035,frontier_consolidation_fwcompact_medium_026061,1813,360,750958,lt0p4,frontier_consolidation_fwcompact_medium_037260,22,958,36,34,32
1197,edit:frontier_consolidation_fwcompact_medium_020009:0:11-15,row:2321,compact_edit,content,orts,3417,7.934179306030273,0,479,7.8439226150512695,0,161,7.589908599853516,0,239,0p4_0p6,0.5,0.5,frontier_consolidation_fwcompact_medium_018341,2653,8729,752321,0p4_0p6,frontier_consolidation_fwcompact_medium_020009,8,2321,14,15,11
1198,edit:frontier_consolidation_fwcompact_medium_006496:0:65-67,row:1067,compact_edit,content,'s,249,6.099382400512695,0,20,7.2859907150268555,0,20,5.6984782218933105,0,13,0p2_0p4,0.2,0.9090909090909091,frontier_consolidation_fwcompact_medium_042245,604,6190,751067,ge0p8,frontier_consolidation_fwcompact_medium_006496,15,1067,18,67,65
1199,edit:frontier_consolidation_fwcompact_medium_045258:0:0-2,row:1567,compact_edit,function,As,920,10.494804382324219,0,1504,8.496268272399902,0,254,10.597421646118164,0,1652,0p2_0p4,0.2962962962962963,0.5416666666666666,frontier_consolidation_fwcompact_medium_057767,2148,10582,751567,0p4_0p6,frontier_consolidation_fwcompact_medium_045258,27,1567,38,2,0
1200,edit:frontier_consolidation_fwcompact_medium_028190:0:57-60,row:1642,compact_edit,content,uls,6832,7.935628890991211,0,55,0.04698263481259346,1,1,8.5055570602417,0,40,ge0p6,0.6470588235294118,0.7692307692307693,frontier_consolidation_fwcompact_medium_040649,215,7482,751642,0p6_0p8,frontier_consolidation_fwcompact_medium_028190,17,1642,23,60,57
1201,edit:frontier_consolidation_fwcompact_medium_059342:0:14-18,row:1946,compact_edit,content,ares,8463,6.536200523376465,0,110,5.634154319763184,0,38,5.914552688598633,0,65,0p2_0p4,0.38095238095238093,0.5,frontier_consolidation_fwcompact_medium_033288,705,12555,751946,0p4_0p6,frontier_consolidation_fwcompact_medium_059342,21,1946,30,18,14
1202,edit:frontier_consolidation_fwcompact_medium_007190:0:0-5,row:1474,compact_edit,connective,After,1482,9.254120826721191,0,600,10.282447814941406,0,787,11.68415641784668,0,2866,lt0p2,0.1875,0.4166666666666667,frontier_consolidation_fwcompact_medium_015775,511,10455,751474,0p4_0p6,frontier_consolidation_fwcompact_medium_007190,16,1474,26,5,0
1203,edit:frontier_consolidation_fwcompact_medium_035327:0:20-22,row:363,compact_edit,content,el,411,6.446516036987305,0,112,0.01579277031123638,1,1,6.544713973999023,0,117,0p4_0p6,0.4375,0.38095238095238093,frontier_consolidation_fwcompact_medium_058891,451,9090,750363,lt0p4,frontier_consolidation_fwcompact_medium_035327,16,363,28,22,20
1204,edit:frontier_consolidation_fwcompact_medium_006219:0:150-152,row:2447,compact_edit,content,ly,278,6.144597053527832,0,71,10.081621170043945,0,545,6.8758087158203125,0,129,0p4_0p6,0.52,0.375,frontier_consolidation_fwcompact_medium_031287,1496,5740,752447,lt0p4,frontier_consolidation_fwcompact_medium_006219,25,2447,37,152,150
1205,edit:frontier_consolidation_fwcompact_medium_011772:0:72-75,row:1604,compact_edit,content,ent,271,9.999560356140137,0,1034,10.158037185668945,0,454,8.887153625488281,0,589,0p4_0p6,0.4166666666666667,0.46153846153846156,frontier_consolidation_fwcompact_medium_015554,2152,16955,751604,0p4_0p6,frontier_consolidation_fwcompact_medium_011772,12,1604,22,75,72
1206,edit:frontier_consolidation_fwcompact_medium_020435:0:66-68,row:479,compact_edit,content,up,812,9.448576927185059,0,1149,10.454310417175293,0,597,9.72300910949707,0,1527,0p2_0p4,0.2,0.48148148148148145,frontier_consolidation_fwcompact_medium_020510,1993,1886,750479,0p4_0p6,frontier_consolidation_fwcompact_medium_020435,20,479,32,68,66
1207,edit:frontier_consolidation_fwcompact_medium_038543:0:0-1,row:1255,compact_edit,content,M,273,9.198966026306152,0,1129,9.595325469970703,0,1628,10.100967407226562,0,1979,0p2_0p4,0.25,0.6666666666666666,frontier_consolidation_fwcompact_medium_023358,1229,3555,751255,0p6_0p8,frontier_consolidation_fwcompact_medium_038543,16,1255,25,1,0
1208,edit:frontier_consolidation_fwcompact_medium_023755:0:108-109,row:74,compact_edit,content,s,87,6.2903594970703125,0,52,7.620843410491943,0,216,5.089162826538086,0,17,0p2_0p4,0.38461538461538464,0.6818181818181818,frontier_consolidation_fwcompact_medium_011213,1183,6089,750074,0p6_0p8,frontier_consolidation_fwcompact_medium_023755,25,74,41,109,108
1209,edit:frontier_consolidation_fwcompact_medium_053028:0:55-60,row:1943,compact_edit,content,ating,1127,3.793055534362793,0,6,3.255139112472534,0,3,2.605581045150757,1,1,0p2_0p4,0.23076923076923078,0.5833333333333334,frontier_consolidation_fwcompact_medium_045634,2399,7838,751943,0p4_0p6,frontier_consolidation_fwcompact_medium_053028,13,1943,19,60,55
1210,edit:frontier_consolidation_fwcompact_medium_019735:0:49-50,row:2384,compact_edit,number,5,25,4.001809120178223,0,8,0.056325092911720276,1,1,4.446460247039795,0,9,0p4_0p6,0.47058823529411764,0.5,frontier_consolidation_fwcompact_medium_060011,1555,860,752384,0p4_0p6,frontier_consolidation_fwcompact_medium_019735,17,2384,25,50,49
1211,edit:frontier_consolidation_fwcompact_medium_038504:0:62-63,row:1939,compact_edit,number,8,28,2.675839424133301,0,2,0.029875265434384346,1,1,2.7683188915252686,0,2,ge0p6,0.6,0.375,frontier_consolidation_fwcompact_medium_052949,2770,6655,751939,lt0p4,frontier_consolidation_fwcompact_medium_038504,10,1939,15,63,62
1212,edit:frontier_consolidation_fwcompact_medium_055563:0:70-75,row:599,compact_edit,content,-term,10461,6.83885383605957,0,121,11.692049980163574,0,565,6.074899673461914,0,55,lt0p2,0.1111111111111111,0.5714285714285714,frontier_consolidation_fwcompact_medium_057233,2134,6152,750599,0p4_0p6,frontier_consolidation_fwcompact_medium_055563,27,599,42,75,70
