arm,dose,rho,dose_name,data_arm,checkpoint,words,BLiMP,Supplement,EWoK,Entity,COMPS,Reading,cheap6_no_GlobalPIQA,cheap5_no_GlobalPIQA_Reading,EWoK_plus_Entity_sum,source_type,per_target,label
,1.0,,dose1,,chck_10M,10000000.0,2.220000000000006,-4.309999999999995,-1.4399999999999977,-0.28999999999999915,-0.0899999999999963,-0.5199999999999996,-0.7383333333333297,-0.7819999999999965,-1.7299999999999898,,,dose1_view_minus_clean
,1.0,,dose1,,chck_20M,20000000.0,0.9499999999999957,-1.759999999999998,1.5899999999999963,-0.9400000000000013,-0.740000000000002,0.04499999999999993,-0.1425000000000054,-0.18000000000000682,0.6499999999999915,,,dose1_view_minus_clean
,1.0,,dose1,,chck_30M,30000000.0,1.2299999999999969,0.3100000000000023,-0.020000000000003126,1.3200000000000003,0.20000000000000284,0.45999999999999996,0.5833333333333357,0.607999999999997,1.299999999999983,,,dose1_view_minus_clean
,1.0,,dose1,,chck_40M,40000000.0,0.3499999999999943,1.3900000000000006,0.17999999999999972,2.0,1.2899999999999991,1.5,1.1183333333333252,1.0419999999999945,2.1799999999999926,,,dose1_view_minus_clean
,1.0,,dose1,,chck_50M,50000000.0,0.4299999999999997,1.9699999999999989,-1.9799999999999969,2.960000000000001,0.6599999999999966,0.5199999999999996,0.7600000000000051,0.8079999999999998,0.980000000000004,,,dose1_view_minus_clean
,1.0,,dose1,,chck_60M,60000000.0,0.4200000000000017,1.4699999999999989,-1.4799999999999969,1.870000000000001,0.7100000000000009,1.1550000000000011,0.6908333333333374,0.5980000000000061,0.39000000000000057,,,dose1_view_minus_clean
,1.0,,dose1,,chck_70M,70000000.0,0.980000000000004,1.0900000000000034,1.5300000000000011,2.3900000000000006,0.6899999999999977,1.4350000000000005,1.3525000000000063,1.3359999999999985,3.9200000000000017,,,dose1_view_minus_clean
,1.0,,dose1,,chck_80M,80000000.0,1.5300000000000011,2.059999999999995,2.030000000000001,2.3299999999999983,0.6499999999999986,0.8499999999999996,1.5749999999999957,1.7199999999999989,4.359999999999999,,,dose1_view_minus_clean
,1.8209293539856442,,dose1p82,,chck_10M,10000000.0,0.7900000000000063,-3.6400000000000006,-1.25,0.46000000000000085,0.010000000000005116,0.019999999999999574,-0.6016666666666666,-0.7259999999999991,-0.789999999999992,,,dose1p82_view_minus_clean
,1.8209293539856442,,dose1p82,,chck_20M,20000000.0,1.6999999999999957,-0.6000000000000014,1.8699999999999974,-0.05999999999999872,-0.7700000000000031,-0.71,0.23833333333332973,0.42799999999999727,1.809999999999988,,,dose1p82_view_minus_clean
,1.8209293539856442,,dose1p82,,chck_30M,30000000.0,-0.1600000000000037,1.4600000000000009,0.9899999999999949,1.6099999999999994,-0.490000000000002,0.35499999999999954,0.6274999999999977,0.681999999999988,2.5999999999999943,,,dose1p82_view_minus_clean
,1.8209293539856442,,dose1p82,,chck_40M,40000000.0,0.29999999999999716,3.3800000000000026,-0.03999999999999915,1.4100000000000001,0.30000000000000426,0.6399999999999988,0.9983333333333348,1.0700000000000003,1.3699999999999903,,,dose1p82_view_minus_clean
