arm,dose,rho,dose_name,data_arm,checkpoint,words,BLiMP,Supplement,EWoK,Entity,COMPS,Reading,cheap6_no_GlobalPIQA,cheap5_no_GlobalPIQA_Reading,EWoK_plus_Entity_sum,source_type,per_target,label
,1.8209293539856442,,dose1p82,,chck_50M,50000000.0,0.6999999999999957,1.1499999999999986,-2.009999999999998,2.879999999999999,0.1699999999999946,0.6649999999999991,0.592499999999994,0.5779999999999959,0.8700000000000045,,,dose1p82_view_minus_clean
,1.8209293539856442,,dose1p82,,chck_60M,60000000.0,0.8299999999999983,1.4100000000000037,-2.4399999999999977,2.09,0.29999999999999716,1.1750000000000007,0.5608333333333348,0.4380000000000024,-0.3499999999999943,,,dose1p82_view_minus_clean
,1.8209293539856442,,dose1p82,,chck_70M,70000000.0,2.740000000000009,1.3400000000000034,-1.1299999999999955,4.84,-0.15000000000000568,0.8800000000000008,1.4200000000000017,1.5280000000000058,3.710000000000008,,,dose1p82_view_minus_clean
,1.8209293539856442,,dose1p82,,chck_80M,80000000.0,2.6299999999999955,0.240000000000002,-0.3399999999999963,4.25,-0.35999999999999943,0.4450000000000003,1.1441666666666706,1.283999999999999,3.910000000000011,,,dose1p82_view_minus_clean
,2.641480921798262,,dose2p64,,chck_10M,10000000,2.180000000000007,-2.5799999999999983,-0.75,0.9200000000000017,0.09000000000000341,0.4450000000000003,0.05083333333333684,-0.027999999999998693,0.17000000000001592,,,dose2p64_view_minus_clean
,2.641480921798262,,dose2p64,,chck_20M,20000000,1.25,0.6899999999999977,1.0600000000000023,-1.6000000000000014,-0.7299999999999969,-0.3200000000000003,0.05833333333333002,0.13399999999999324,-0.5400000000000063,,,dose2p64_view_minus_clean
,2.641480921798262,,dose2p64,,chck_30M,30000000,-1.5500000000000043,-2.4599999999999937,0.6699999999999946,3.530000000000001,-0.6700000000000017,1.535000000000001,0.17583333333332973,-0.09600000000000364,4.199999999999989,,,dose2p64_view_minus_clean
,2.641480921798262,,dose2p64,,chck_40M,40000000,0.44999999999999574,3.4299999999999997,1.1600000000000037,2.7699999999999996,-0.03999999999999915,0.6199999999999992,1.3983333333333263,1.553999999999995,3.9299999999999926,,,dose2p64_view_minus_clean
,2.641480921798262,,dose2p64,,chck_50M,50000000,1.6199999999999974,4.100000000000001,-0.05999999999999517,4.739999999999998,0.0799999999999983,0.8399999999999981,1.8866666666666703,2.0960000000000036,4.680000000000007,,,dose2p64_view_minus_clean
,2.641480921798262,,dose2p64,,chck_60M,60000000,1.3800000000000097,4.190000000000005,0.14000000000000057,2.7900000000000027,0.46000000000000085,0.625,1.5975000000000037,1.7920000000000087,2.930000000000007,,,dose2p64_view_minus_clean
,2.641480921798262,,dose2p64,,chck_70M,70000000,1.6099999999999994,0.5600000000000023,-0.46999999999999886,3.129999999999999,0.04999999999999716,0.15000000000000036,0.8383333333333383,0.9759999999999991,2.6599999999999966,,,dose2p64_view_minus_clean
,2.641480921798262,,dose2p64,,chck_80M,80000000,1.7199999999999989,1.769999999999996,0.8200000000000003,3.25,-0.3500000000000014,0.20999999999999996,1.2366666666666646,1.4420000000000002,4.070000000000007,,,dose2p64_view_minus_clean
