arm,dose,rho,dose_name,data_arm,checkpoint,words,BLiMP,Supplement,EWoK,Entity,COMPS,Reading,cheap6_no_GlobalPIQA,cheap5_no_GlobalPIQA_Reading,EWoK_plus_Entity_sum,source_type,per_target,label,contrast
,,,,,chck_10M,10000000,-0.3200000000000003,0.14000000000000057,-1.1500000000000057,-0.5100000000000016,-0.509999999999998,0.5,-0.30833333333333,-0.47000000000000597,-1.6600000000000108,,,roberta_max_view_minus_clean,roberta_total_transfer
,,,,,chck_20M,20000000,0.00999999999999801,1.6700000000000017,0.5799999999999983,-1.6999999999999993,0.29999999999999716,0.4449999999999994,0.21749999999999403,0.17199999999999704,-1.1200000000000045,,,roberta_max_view_minus_clean,roberta_total_transfer
