pattern,n,frac,inherited16_non_submission_43022,inherited16_non_submission_43122,legal16_8x480_43022,legal16_8x480_43122,legal40_8x480_43022,legal40_8x480_43122,legal40_12x384_depth_43022,domains_top,ContextDiff_top,coverage
1001100,30,0.0039380414807035965,1,0,0,1,1,0,0,"{""agent-properties"": 2, ""material-dynamics"": 3, ""physical-relations"": 10, ""quantitative-properties"": 4, ""social-relations"": 6}","{""antonym"": 22, ""material"": 3, ""negation"": 2, ""variable swap"": 3}","{""all_content_mean_count_mean"": 2138.53958994709, ""all_content_mean_count_median"": 1385.5, ""concept_min_count_mean"": 667.5909090909091, ""concept_min_count_median"": 226.0, ""context_diff_min_count_mean"": 1025.72, ""context_diff_min_count_median"": 419.0, ""contrast_term_anywhere_frac"": 0.6666666666666666, ""contrast_term_in_context_diff_frac"": 0.5333333333333333, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.055492898913951545, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 30, ""target_diff_min_count_mean"": 676.1, ""target_diff_min_count_median"": 17.0}"
1100110,30,0.0039380414807035965,1,1,0,0,1,1,0,"{""agent-properties"": 8, ""material-dynamics"": 8, ""physical-interactions"": 4, ""social-interactions"": 3, ""social-relations"": 5}","{""antonym"": 16, ""material"": 8, ""negation"": 1, ""other"": 2, ""variable swap"": 2}","{""all_content_mean_count_mean"": 1498.014695767196, ""all_content_mean_count_median"": 753.6, ""concept_min_count_mean"": 1077.3, ""concept_min_count_median"": 149.0, ""context_diff_min_count_mean"": 716.1538461538462, ""context_diff_min_count_median"": 202.0, ""contrast_term_anywhere_frac"": 0.3, ""contrast_term_in_context_diff_frac"": 0.2, ""legal16_context_frac_lt50_mean"": 0.00013020833333333333, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.08136002886002887, ""legal40_context_frac_lt50_median"": 0.047619047619047616, ""n"": 30, ""target_diff_min_count_mean"": 250.64, ""target_diff_min_count_median"": 31.0}"
0001111,29,0.00380677343134681,0,0,0,1,1,1,1,"{""agent-properties"": 1, ""physical-interactions"": 3, ""physical-relations"": 10, ""social-relations"": 10, ""spatial-relations"": 2}","{""antonym"": 15, ""game"": 1, ""material"": 1, ""other"": 6, ""variable swap"": 4}","{""all_content_mean_count_mean"": 1944.0915024630542, ""all_content_mean_count_median"": 1355.625, ""concept_min_count_mean"": 413.42857142857144, ""concept_min_count_median"": 416.0, ""context_diff_min_count_mean"": 1811.4347826086957, ""context_diff_min_count_median"": 1194.0, ""contrast_term_anywhere_frac"": 0.4827586206896552, ""contrast_term_in_context_diff_frac"": 0.3448275862068966, ""legal16_context_frac_lt50_mean"": 0.0008081896551724138, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.10532281567535999, ""legal40_context_frac_lt50_median"": 0.1, ""n"": 29, ""target_diff_min_count_mean"": 406.8421052631579, ""target_diff_min_count_median"": 275.0}"
0011011,29,0.00380677343134681,0,0,1,1,0,1,1,"{""agent-properties"": 3, ""material-dynamics"": 8, ""social-interactions"": 4, ""social-properties"": 3, ""social-relations"": 3}","{""antonym"": 14, ""material"": 8, ""other"": 1, ""variable swap"": 4, ""variable_swap"": 2}","{""all_content_mean_count_mean"": 1257.509058565955, ""all_content_mean_count_median"": 337.85714285714283, ""concept_min_count_mean"": 990.448275862069, ""concept_min_count_median"": 88.0, ""context_diff_min_count_mean"": 1997.608695652174, ""context_diff_min_count_median"": 98.0, ""contrast_term_anywhere_frac"": 0.27586206896551724, ""contrast_term_in_context_diff_frac"": 0.1724137931034483, ""legal16_context_frac_lt50_mean"": 0.0005387931034482759, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.1112418454705206, ""legal40_context_frac_lt50_median"": 0.06666666666666667, ""n"": 29, ""target_diff_min_count_mean"": 230.42307692307693, ""target_diff_min_count_median"": 12.0}"
0101001,29,0.00380677343134681,0,1,0,1,0,0,1,"{""agent-properties"": 5, ""material-dynamics"": 11, ""material-properties"": 1, ""social-interactions"": 7, ""social-relations"": 3}","{""antonym"": 14, ""material"": 12, ""negation"": 2, ""other"": 1}","{""all_content_mean_count_mean"": 1615.7232223714982, ""all_content_mean_count_median"": 1371.4285714285713, ""concept_min_count_mean"": 150.10344827586206, ""concept_min_count_median"": 68.0, ""context_diff_min_count_mean"": 652.75, ""context_diff_min_count_median"": 59.0, ""contrast_term_anywhere_frac"": 0.10344827586206896, ""contrast_term_in_context_diff_frac"": 0.06896551724137931, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.045914793993674964, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 29, ""target_diff_min_count_mean"": 27.64, ""target_diff_min_count_median"": 24.0}"
1000010,29,0.00380677343134681,1,0,0,0,0,1,0,"{""agent-properties"": 2, ""physical-dynamics"": 4, ""physical-interactions"": 3, ""physical-relations"": 4, ""social-relations"": 10}","{""antonym"": 16, ""material"": 1, ""negation"": 2, ""other"": 4, ""variable swap"": 6}","{""all_content_mean_count_mean"": 1243.3848385331144, ""all_content_mean_count_median"": 952.5, ""concept_min_count_mean"": 535.1724137931035, ""concept_min_count_median"": 136.0, ""context_diff_min_count_mean"": 553.6363636363636, ""context_diff_min_count_median"": 331.0, ""contrast_term_anywhere_frac"": 0.27586206896551724, ""contrast_term_in_context_diff_frac"": 0.20689655172413793, ""legal16_context_frac_lt50_mean"": 0.00013469827586206896, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.08156168544099578, ""legal40_context_frac_lt50_median"": 0.05555555555555555, ""n"": 29, ""target_diff_min_count_mean"": 264.72, ""target_diff_min_count_median"": 70.0}"
1001101,29,0.00380677343134681,1,0,0,1,1,0,1,"{""agent-properties"": 11, ""material-dynamics"": 2, ""material-properties"": 2, ""physical-relations"": 3, ""social-relations"": 5}","{""antonym"": 17, ""game"": 1, ""material"": 4, ""other"": 4, ""variable swap"": 2}","{""all_content_mean_count_mean"": 1956.9496118823706, ""all_content_mean_count_median"": 1984.111111111111, ""concept_min_count_mean"": 539.1379310344828, ""concept_min_count_median"": 207.0, ""context_diff_min_count_mean"": 751.56, ""context_diff_min_count_median"": 724.0, ""contrast_term_anywhere_frac"": 0.4827586206896552, ""contrast_term_in_context_diff_frac"": 0.3448275862068966, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.050509111690653266, ""legal40_context_frac_lt50_median"": 0.05555555555555555, ""n"": 29, ""target_diff_min_count_mean"": 427.25, ""target_diff_min_count_median"": 40.0}"
1110001,29,0.00380677343134681,1,1,1,0,0,0,1,"{""material-dynamics"": 8, ""physical-dynamics"": 6, ""social-interactions"": 3, ""social-relations"": 3, ""spatial-relations"": 3}","{""antonym"": 18, ""material"": 9, ""variable swap"": 2}","{""all_content_mean_count_mean"": 1311.7818965517242, ""all_content_mean_count_median"": 817.0, ""concept_min_count_mean"": 254.77777777777777, ""concept_min_count_median"": 88.0, ""context_diff_min_count_mean"": 418.7037037037037, ""context_diff_min_count_median"": 96.0, ""contrast_term_anywhere_frac"": 0.3103448275862069, ""contrast_term_in_context_diff_frac"": 0.2413793103448276, ""legal16_context_frac_lt50_mean"": 0.0005387931034482759, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.06746089490268871, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 29, ""target_diff_min_count_mean"": 157.0, ""target_diff_min_count_median"": 49.0}"
0110011,28,0.0036755053819900237,0,1,1,0,0,1,1,"{""agent-properties"": 2, ""material-dynamics"": 9, ""physical-interactions"": 4, ""quantitative-properties"": 3, ""social-relations"": 5}","{""antonym"": 13, ""material"": 9, ""negation"": 2, ""other"": 2, ""variable swap"": 1}","{""all_content_mean_count_mean"": 1891.4091798082868, ""all_content_mean_count_median"": 1364.857142857143, ""concept_min_count_mean"": 491.2962962962963, ""concept_min_count_median"": 149.0, ""context_diff_min_count_mean"": 545.75, ""context_diff_min_count_median"": 59.0, ""contrast_term_anywhere_frac"": 0.4642857142857143, ""contrast_term_in_context_diff_frac"": 0.32142857142857145, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.04182923169267707, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 28, ""target_diff_min_count_mean"": 257.32, ""target_diff_min_count_median"": 31.0}"
0110110,28,0.0036755053819900237,0,1,1,0,1,1,0,"{""agent-properties"": 4, ""material-dynamics"": 3, ""physical-interactions"": 4, ""social-interactions"": 2, ""spatial-relations"": 10}","{""antonym"": 12, ""material"": 3, ""other"": 3, ""variable swap"": 10}","{""all_content_mean_count_mean"": 1646.7573554421767, ""all_content_mean_count_median"": 1217.125, ""concept_min_count_mean"": 594.9629629629629, ""concept_min_count_median"": 492.0, ""context_diff_min_count_mean"": 320.8235294117647, ""context_diff_min_count_median"": 123.0, ""contrast_term_anywhere_frac"": 0.6071428571428571, ""contrast_term_in_context_diff_frac"": 0.17857142857142858, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.05002582719517319, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 28, ""target_diff_min_count_mean"": 201.95, ""target_diff_min_count_median"": 53.0}"
1011001,28,0.0036755053819900237,1,0,1,1,0,0,1,"{""agent-properties"": 5, ""material-dynamics"": 9, ""physical-interactions"": 3, ""social-interactions"": 2, ""social-relations"": 4}","{""antonym"": 12, ""material"": 9, ""negation"": 1, ""other"": 2, ""variable swap"": 4}","{""all_content_mean_count_mean"": 1661.3576955782314, ""all_content_mean_count_median"": 303.8, ""concept_min_count_mean"": 931.5357142857143, ""concept_min_count_median"": 146.0, ""context_diff_min_count_mean"": 289.375, ""context_diff_min_count_median"": 32.0, ""contrast_term_anywhere_frac"": 0.21428571428571427, ""contrast_term_in_context_diff_frac"": 0.10714285714285714, ""legal16_context_frac_lt50_mean"": 0.0004185267857142857, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.13658920506001443, ""legal40_context_frac_lt50_median"": 0.15789473684210525, ""n"": 28, ""target_diff_min_count_mean"": 87.32, ""target_diff_min_count_median"": 31.0}"
1011110,28,0.0036755053819900237,1,0,1,1,1,1,0,"{""agent-properties"": 3, ""material-dynamics"": 11, ""material-properties"": 1, ""physical-relations"": 4, ""social-relations"": 6}","{""antonym"": 14, ""material"": 11, ""negation"": 2, ""variable swap"": 1}","{""all_content_mean_count_mean"": 1421.9672193877552, ""all_content_mean_count_median"": 1375.142857142857, ""concept_min_count_mean"": 264.1923076923077, ""concept_min_count_median"": 133.0, ""context_diff_min_count_mean"": 511.3333333333333, ""context_diff_min_count_median"": 60.0, ""contrast_term_anywhere_frac"": 0.10714285714285714, ""contrast_term_in_context_diff_frac"": 0.03571428571428571, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.06587611427836991, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 28, ""target_diff_min_count_mean"": 84.8695652173913, ""target_diff_min_count_median"": 24.0}"
1100011,28,0.0036755053819900237,1,1,0,0,0,1,1,"{""agent-properties"": 11, ""material-dynamics"": 1, ""quantitative-properties"": 2, ""social-properties"": 7, ""social-relations"": 3}","{""antonym"": 17, ""material"": 1, ""other"": 4, ""variable swap"": 6}","{""all_content_mean_count_mean"": 2540.5036281179136, ""all_content_mean_count_median"": 2499.9, ""concept_min_count_mean"": 552.9285714285714, ""concept_min_count_median"": 236.0, ""context_diff_min_count_mean"": 708.1428571428571, ""context_diff_min_count_median"": 252.0, ""contrast_term_anywhere_frac"": 0.6428571428571429, ""contrast_term_in_context_diff_frac"": 0.21428571428571427, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.07573356096824695, ""legal40_context_frac_lt50_median"": 0.0625, ""n"": 28, ""target_diff_min_count_mean"": 362.2173913043478, ""target_diff_min_count_median"": 81.0}"
1110110,28,0.0036755053819900237,1,1,1,0,1,1,0,"{""agent-properties"": 9, ""material-dynamics"": 2, ""physical-dynamics"": 4, ""social-relations"": 3, ""spatial-relations"": 3}","{""antonym"": 16, ""material"": 4, ""negation"": 4, ""other"": 1, ""variable swap"": 2}","{""all_content_mean_count_mean"": 2110.3915391156465, ""all_content_mean_count_median"": 1504.5, ""concept_min_count_mean"": 654.3571428571429, ""concept_min_count_median"": 210.0, ""context_diff_min_count_mean"": 707.3478260869565, ""context_diff_min_count_median"": 323.0, ""contrast_term_anywhere_frac"": 0.35714285714285715, ""contrast_term_in_context_diff_frac"": 0.21428571428571427, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.04505570344079661, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 28, ""target_diff_min_count_mean"": 416.23809523809524, ""target_diff_min_count_median"": 40.0}"
0001011,27,0.003544237332633237,0,0,0,1,0,1,1,"{""agent-properties"": 4, ""physical-interactions"": 3, ""social-interactions"": 4, ""social-properties"": 3, ""social-relations"": 9}","{""antonym"": 14, ""number"": 1, ""other"": 2, ""variable swap"": 10}","{""all_content_mean_count_mean"": 2355.0152410346855, ""all_content_mean_count_median"": 1929.375, ""concept_min_count_mean"": 1443.3333333333333, ""concept_min_count_median"": 136.0, ""context_diff_min_count_mean"": 1424.2941176470588, ""context_diff_min_count_median"": 583.0, ""contrast_term_anywhere_frac"": 0.2222222222222222, ""contrast_term_in_context_diff_frac"": 0.1111111111111111, ""legal16_context_frac_lt50_mean"": 0.00028935185185185184, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.11580027274901716, ""legal40_context_frac_lt50_median"": 0.09090909090909091, ""n"": 27, ""target_diff_min_count_mean"": 436.16, ""target_diff_min_count_median"": 9.0}"
0010110,27,0.003544237332633237,0,0,1,0,1,1,0,"{""agent-properties"": 6, ""physical-interactions"": 1, ""physical-relations"": 3, ""social-relations"": 11, ""spatial-relations"": 5}","{""antonym"": 19, ""other"": 2, ""variable swap"": 6}","{""all_content_mean_count_mean"": 1275.9535861258084, ""all_content_mean_count_median"": 572.8333333333334, ""concept_min_count_mean"": 654.5925925925926, ""concept_min_count_median"": 416.0, ""context_diff_min_count_mean"": 734.047619047619, ""context_diff_min_count_median"": 241.0, ""contrast_term_anywhere_frac"": 0.2962962962962963, ""contrast_term_in_context_diff_frac"": 0.1111111111111111, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.11440479375635894, ""legal40_context_frac_lt50_median"": 0.1111111111111111, ""n"": 27, ""target_diff_min_count_mean"": 378.2, ""target_diff_min_count_median"": 204.0}"
0011100,27,0.003544237332633237,0,0,1,1,1,0,0,"{""agent-properties"": 6, ""physical-dynamics"": 2, ""physical-interactions"": 3, ""quantitative-properties"": 3, ""social-relations"": 9}","{""antonym"": 19, ""other"": 3, ""variable swap"": 5}","{""all_content_mean_count_mean"": 2419.422060552616, ""all_content_mean_count_median"": 1490.5, ""concept_min_count_mean"": 702.7407407407408, ""concept_min_count_median"": 210.0, ""context_diff_min_count_mean"": 444.95, ""context_diff_min_count_median"": 202.0, ""contrast_term_anywhere_frac"": 0.2962962962962963, ""contrast_term_in_context_diff_frac"": 0.07407407407407407, ""legal16_context_frac_lt50_mean"": 0.00014467592592592592, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.0955984133271715, ""legal40_context_frac_lt50_median"": 0.0625, ""n"": 27, ""target_diff_min_count_mean"": 663.952380952381, ""target_diff_min_count_median"": 133.0}"
0011101,27,0.003544237332633237,0,0,1,1,1,0,1,"{""agent-properties"": 9, ""material-dynamics"": 2, ""physical-relations"": 2, ""social-relations"": 6, ""spatial-relations"": 2}","{""antonym"": 15, ""material"": 3, ""other"": 1, ""variable swap"": 8}","{""all_content_mean_count_mean"": 2159.487830687831, ""all_content_mean_count_median"": 2323.1111111111113, ""concept_min_count_mean"": 1401.3461538461538, ""concept_min_count_median"": 210.0, ""context_diff_min_count_mean"": 1858.6842105263158, ""context_diff_min_count_median"": 418.0, ""contrast_term_anywhere_frac"": 0.4444444444444444, ""contrast_term_in_context_diff_frac"": 0.18518518518518517, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.10552848922414139, ""legal40_context_frac_lt50_median"": 0.09523809523809523, ""n"": 27, ""target_diff_min_count_mean"": 675.85, ""target_diff_min_count_median"": 34.0}"
1000101,27,0.003544237332633237,1,0,0,0,1,0,1,"{""agent-properties"": 9, ""material-dynamics"": 2, ""physical-interactions"": 3, ""social-relations"": 6, ""spatial-relations"": 3}","{""antonym"": 17, ""material"": 3, ""variable swap"": 7}","{""all_content_mean_count_mean"": 2275.3262345679013, ""all_content_mean_count_median"": 2191.1428571428573, ""concept_min_count_mean"": 441.8888888888889, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 1349.6190476190477, ""context_diff_min_count_median"": 1381.0, ""contrast_term_anywhere_frac"": 0.4444444444444444, ""contrast_term_in_context_diff_frac"": 0.3333333333333333, ""legal16_context_frac_lt50_mean"": 0.00028935185185185184, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.07825152478145254, ""legal40_context_frac_lt50_median"": 0.1, ""n"": 27, ""target_diff_min_count_mean"": 419.8235294117647, ""target_diff_min_count_median"": 24.0}"
1010100,27,0.003544237332633237,1,0,1,0,1,0,0,"{""agent-properties"": 3, ""material-dynamics"": 3, ""material-properties"": 3, ""physical-dynamics"": 3, ""physical-relations"": 5}","{""antonym"": 19, ""material"": 4, ""negation"": 2, ""other"": 2}","{""all_content_mean_count_mean"": 1869.894885361552, ""all_content_mean_count_median"": 1295.142857142857, ""concept_min_count_mean"": 657.0833333333334, ""concept_min_count_median"": 146.0, ""context_diff_min_count_mean"": 891.88, ""context_diff_min_count_median"": 419.0, ""contrast_term_anywhere_frac"": 0.5555555555555556, ""contrast_term_in_context_diff_frac"": 0.2962962962962963, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.02532601143712255, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 27, ""target_diff_min_count_mean"": 509.77272727272725, ""target_diff_min_count_median"": 70.0}"
1110011,27,0.003544237332633237,1,1,1,0,0,1,1,"{""agent-properties"": 10, ""material-dynamics"": 2, ""physical-relations"": 7, ""social-properties"": 2, ""social-relations"": 4}","{""antonym"": 14, ""material"": 2, ""other"": 4, ""variable swap"": 7}","{""all_content_mean_count_mean"": 1754.3823633156967, ""all_content_mean_count_median"": 960.5, ""concept_min_count_mean"": 659.4545454545455, ""concept_min_count_median"": 236.0, ""context_diff_min_count_mean"": 818.2, ""context_diff_min_count_median"": 419.0, ""contrast_term_anywhere_frac"": 0.6666666666666666, ""contrast_term_in_context_diff_frac"": 0.4444444444444444, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.01815375982042649, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 27, ""target_diff_min_count_mean"": 251.23529411764707, ""target_diff_min_count_median"": 81.0}"
1001110,26,0.0034129692832764505,1,0,0,1,1,1,0,"{""agent-properties"": 1, ""material-dynamics"": 11, ""physical-interactions"": 1, ""quantitative-properties"": 1, ""social-relations"": 12}","{""antonym"": 10, ""material"": 11, ""number"": 1, ""other"": 1, ""variable swap"": 3}","{""all_content_mean_count_mean"": 1254.831177156177, ""all_content_mean_count_median"": 1364.142857142857, ""concept_min_count_mean"": 126.76923076923077, ""concept_min_count_median"": 88.0, ""context_diff_min_count_mean"": 400.7391304347826, ""context_diff_min_count_median"": 59.0, ""contrast_term_anywhere_frac"": 0.19230769230769232, ""contrast_term_in_context_diff_frac"": 0.07692307692307693, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.13177186061801446, ""legal40_context_frac_lt50_median"": 0.125, ""n"": 26, ""target_diff_min_count_mean"": 74.57692307692308, ""target_diff_min_count_median"": 22.0}"
1100001,26,0.0034129692832764505,1,1,0,0,0,0,1,"{""agent-properties"": 3, ""material-dynamics"": 8, ""physical-dynamics"": 2, ""physical-interactions"": 2, ""social-relations"": 7}","{""antonym"": 16, ""material"": 8, ""other"": 1, ""variable swap"": 1}","{""all_content_mean_count_mean"": 1777.3086080586081, ""all_content_mean_count_median"": 1524.8333333333333, ""concept_min_count_mean"": 172.0, ""concept_min_count_median"": 136.0, ""context_diff_min_count_mean"": 813.0, ""context_diff_min_count_median"": 520.0, ""contrast_term_anywhere_frac"": 0.46153846153846156, ""contrast_term_in_context_diff_frac"": 0.4230769230769231, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.04881430703799125, ""legal40_context_frac_lt50_median"": 0.05263157894736842, ""n"": 26, ""target_diff_min_count_mean"": 154.79166666666666, ""target_diff_min_count_median"": 24.0}"
0100101,24,0.0031504331845628774,0,1,0,0,1,0,1,"{""agent-properties"": 2, ""material-dynamics"": 5, ""social-properties"": 5, ""social-relations"": 4, ""spatial-relations"": 3}","{""antonym"": 13, ""material"": 5, ""negation"": 3, ""other"": 2, ""variable swap"": 1}","{""all_content_mean_count_mean"": 2215.1821293290045, ""all_content_mean_count_median"": 1369.1818181818182, ""concept_min_count_mean"": 268.75, ""concept_min_count_median"": 88.0, ""context_diff_min_count_mean"": 625.7826086956521, ""context_diff_min_count_median"": 99.0, ""contrast_term_anywhere_frac"": 0.5416666666666666, ""contrast_term_in_context_diff_frac"": 0.25, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.08372460013326886, ""legal40_context_frac_lt50_median"": 0.1, ""n"": 24, ""target_diff_min_count_mean"": 177.75, ""target_diff_min_count_median"": 53.0}"
1101011,24,0.0031504331845628774,1,1,0,1,0,1,1,"{""agent-properties"": 8, ""material-dynamics"": 2, ""quantitative-properties"": 2, ""social-properties"": 4, ""social-relations"": 4}","{""antonym"": 13, ""game"": 1, ""material"": 3, ""negation"": 2, ""variable swap"": 4}","{""all_content_mean_count_mean"": 2453.203406084656, ""all_content_mean_count_median"": 1967.5714285714287, ""concept_min_count_mean"": 530.4166666666666, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 844.7058823529412, ""context_diff_min_count_median"": 98.0, ""contrast_term_anywhere_frac"": 0.375, ""contrast_term_in_context_diff_frac"": 0.125, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.06397319892869428, ""legal40_context_frac_lt50_median"": 0.058823529411764705, ""n"": 24, ""target_diff_min_count_mean"": 414.63157894736844, ""target_diff_min_count_median"": 51.0}"
1110010,24,0.0031504331845628774,1,1,1,0,0,1,0,"{""agent-properties"": 10, ""physical-interactions"": 1, ""physical-relations"": 7, ""social-properties"": 1, ""social-relations"": 4}","{""antonym"": 13, ""other"": 7, ""variable swap"": 4}","{""all_content_mean_count_mean"": 2763.645171957672, ""all_content_mean_count_median"": 2690.125, ""concept_min_count_mean"": 410.3636363636364, ""concept_min_count_median"": 275.0, ""context_diff_min_count_mean"": 1498.0, ""context_diff_min_count_median"": 619.0, ""contrast_term_anywhere_frac"": 0.3333333333333333, ""contrast_term_in_context_diff_frac"": 0.08333333333333333, ""legal16_context_frac_lt50_mean"": 0.0003255208333333333, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.051339553477711374, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 24, ""target_diff_min_count_mean"": 283.88235294117646, ""target_diff_min_count_median"": 81.0}"
0001110,23,0.003019165135206091,0,0,0,1,1,1,0,"{""agent-properties"": 4, ""material-dynamics"": 7, ""physical-interactions"": 2, ""physical-relations"": 4, ""social-relations"": 6}","{""antonym"": 11, ""material"": 7, ""other"": 1, ""variable swap"": 4}","{""all_content_mean_count_mean"": 1436.2681504485852, ""all_content_mean_count_median"": 918.25, ""concept_min_count_mean"": 317.3478260869565, ""concept_min_count_median"": 149.0, ""context_diff_min_count_mean"": 689.952380952381, ""context_diff_min_count_median"": 340.0, ""contrast_term_anywhere_frac"": 0.17391304347826086, ""contrast_term_in_context_diff_frac"": 0.08695652173913043, ""legal16_context_frac_lt50_mean"": 0.0006793478260869565, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.08300543849742933, ""legal40_context_frac_lt50_median"": 0.05263157894736842, ""n"": 23, ""target_diff_min_count_mean"": 164.77777777777777, ""target_diff_min_count_median"": 31.0}"
0001101,21,0.002756629036492518,0,0,0,1,1,0,1,"{""agent-properties"": 4, ""material-properties"": 6, ""physical-relations"": 5, ""social-properties"": 3, ""spatial-relations"": 2}","{""antonym"": 17, ""material"": 1, ""negation"": 1, ""variable swap"": 2}","{""all_content_mean_count_mean"": 2436.4290266611692, ""all_content_mean_count_median"": 960.5, ""concept_min_count_mean"": 1502.2941176470588, ""concept_min_count_median"": 136.0, ""context_diff_min_count_mean"": 1386.5294117647059, ""context_diff_min_count_median"": 138.0, ""contrast_term_anywhere_frac"": 0.38095238095238093, ""contrast_term_in_context_diff_frac"": 0.19047619047619047, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.03614525111419521, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 21, ""target_diff_min_count_mean"": 332.8, ""target_diff_min_count_median"": 34.0}"
0110010,21,0.002756629036492518,0,1,1,0,0,1,0,"{""agent-properties"": 4, ""material-properties"": 2, ""physical-interactions"": 4, ""physical-relations"": 3, ""social-relations"": 5}","{""antonym"": 13, ""game"": 1, ""material"": 2, ""negation"": 1, ""other"": 2}","{""all_content_mean_count_mean"": 2190.590854119426, ""all_content_mean_count_median"": 1461.125, ""concept_min_count_mean"": 1556.857142857143, ""concept_min_count_median"": 226.0, ""context_diff_min_count_mean"": 870.6842105263158, ""context_diff_min_count_median"": 637.0, ""contrast_term_anywhere_frac"": 0.6190476190476191, ""contrast_term_in_context_diff_frac"": 0.5238095238095238, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.08668760433466316, ""legal40_context_frac_lt50_median"": 0.1, ""n"": 21, ""target_diff_min_count_mean"": 558.625, ""target_diff_min_count_median"": 53.0}"
