pattern,n,frac,inherited16_non_submission_43022,inherited16_non_submission_43122,legal16_8x480_43022,legal16_8x480_43122,legal40_8x480_43022,legal40_8x480_43122,legal40_12x384_depth_43022,domains_top,ContextDiff_top,coverage
1001010,21,0.002756629036492518,1,0,0,1,0,1,0,"{""agent-properties"": 9, ""physical-interactions"": 3, ""physical-relations"": 1, ""quantitative-properties"": 1, ""social-relations"": 6}","{""antonym"": 10, ""negation"": 1, ""other"": 3, ""variable swap"": 7}","{""all_content_mean_count_mean"": 2384.282350718065, ""all_content_mean_count_median"": 1101.7142857142858, ""concept_min_count_mean"": 1488.142857142857, ""concept_min_count_median"": 416.0, ""context_diff_min_count_mean"": 412.14285714285717, ""context_diff_min_count_median"": 143.0, ""contrast_term_anywhere_frac"": 0.38095238095238093, ""contrast_term_in_context_diff_frac"": 0.14285714285714285, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.062123788909503194, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 21, ""target_diff_min_count_mean"": 431.46666666666664, ""target_diff_min_count_median"": 51.0}"
1010110,21,0.002756629036492518,1,0,1,0,1,1,0,"{""agent-properties"": 3, ""material-dynamics"": 7, ""physical-dynamics"": 2, ""physical-interactions"": 2, ""spatial-relations"": 4}","{""antonym"": 8, ""material"": 7, ""negation"": 2, ""other"": 3, ""variable swap"": 1}","{""all_content_mean_count_mean"": 1950.836470143613, ""all_content_mean_count_median"": 1588.3333333333333, ""concept_min_count_mean"": 713.3809523809524, ""concept_min_count_median"": 226.0, ""context_diff_min_count_mean"": 1680.2777777777778, ""context_diff_min_count_median"": 619.0, ""contrast_term_anywhere_frac"": 0.42857142857142855, ""contrast_term_in_context_diff_frac"": 0.19047619047619047, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.015476190476190477, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 21, ""target_diff_min_count_mean"": 284.11764705882354, ""target_diff_min_count_median"": 40.0}"
1101100,21,0.002756629036492518,1,1,0,1,1,0,0,"{""agent-properties"": 7, ""material-dynamics"": 2, ""material-properties"": 5, ""social-properties"": 2, ""social-relations"": 2}","{""antonym"": 13, ""material"": 3, ""variable swap"": 5}","{""all_content_mean_count_mean"": 1652.7347505668936, ""all_content_mean_count_median"": 992.6666666666666, ""concept_min_count_mean"": 268.9047619047619, ""concept_min_count_median"": 53.0, ""context_diff_min_count_mean"": 660.625, ""context_diff_min_count_median"": 151.0, ""contrast_term_anywhere_frac"": 0.47619047619047616, ""contrast_term_in_context_diff_frac"": 0.3333333333333333, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.07063492063492063, ""legal40_context_frac_lt50_median"": 0.03333333333333333, ""n"": 21, ""target_diff_min_count_mean"": 44.25, ""target_diff_min_count_median"": 34.0}"
0011001,20,0.002625360987135731,0,0,1,1,0,0,1,"{""agent-properties"": 4, ""physical-interactions"": 2, ""physical-relations"": 1, ""quantitative-properties"": 1, ""social-relations"": 9}","{""antonym"": 13, ""other"": 4, ""variable swap"": 3}","{""all_content_mean_count_mean"": 1356.694861111111, ""all_content_mean_count_median"": 1037.0, ""concept_min_count_mean"": 403.05, ""concept_min_count_median"": 136.0, ""context_diff_min_count_mean"": 364.9375, ""context_diff_min_count_median"": 199.0, ""contrast_term_anywhere_frac"": 0.4, ""contrast_term_in_context_diff_frac"": 0.25, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.11094191826928398, ""legal40_context_frac_lt50_median"": 0.1111111111111111, ""n"": 20, ""target_diff_min_count_mean"": 315.8125, ""target_diff_min_count_median"": 22.0}"
0011110,20,0.002625360987135731,0,0,1,1,1,1,0,"{""agent-properties"": 2, ""material-dynamics"": 8, ""physical-interactions"": 2, ""social-relations"": 4, ""spatial-relations"": 2}","{""antonym"": 10, ""material"": 8, ""negation"": 1, ""number"": 1}","{""all_content_mean_count_mean"": 1754.8242370129872, ""all_content_mean_count_median"": 1309.5, ""concept_min_count_mean"": 200.3684210526316, ""concept_min_count_median"": 88.0, ""context_diff_min_count_mean"": 646.45, ""context_diff_min_count_median"": 96.0, ""contrast_term_anywhere_frac"": 0.45, ""contrast_term_in_context_diff_frac"": 0.3, ""legal16_context_frac_lt50_mean"": 0.000390625, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.043383190883190884, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 20, ""target_diff_min_count_mean"": 116.76470588235294, ""target_diff_min_count_median"": 24.0}"
0101110,20,0.002625360987135731,0,1,0,1,1,1,0,"{""agent-properties"": 2, ""physical-interactions"": 3, ""social-interactions"": 3, ""social-properties"": 5, ""spatial-relations"": 3}","{""antonym"": 14, ""game"": 1, ""negation"": 1, ""other"": 1, ""variable swap"": 3}","{""all_content_mean_count_mean"": 2195.6805357142857, ""all_content_mean_count_median"": 836.6, ""concept_min_count_mean"": 385.9, ""concept_min_count_median"": 325.0, ""context_diff_min_count_mean"": 641.9230769230769, ""context_diff_min_count_median"": 436.0, ""contrast_term_anywhere_frac"": 0.4, ""contrast_term_in_context_diff_frac"": 0.15, ""legal16_context_frac_lt50_mean"": 0.0001953125, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.06772814388913459, ""legal40_context_frac_lt50_median"": 0.05263157894736842, ""n"": 20, ""target_diff_min_count_mean"": 222.5, ""target_diff_min_count_median"": 151.0}"
0111010,20,0.002625360987135731,0,1,1,1,0,1,0,"{""agent-properties"": 11, ""physical-interactions"": 1, ""social-interactions"": 2, ""social-properties"": 2, ""social-relations"": 4}","{""antonym"": 15, ""other"": 4, ""variable swap"": 1}","{""all_content_mean_count_mean"": 2923.136785714286, ""all_content_mean_count_median"": 2804.4444444444443, ""concept_min_count_mean"": 326.7, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 1161.0, ""context_diff_min_count_median"": 1540.0, ""contrast_term_anywhere_frac"": 0.7, ""contrast_term_in_context_diff_frac"": 0.55, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.12564178876678878, ""legal40_context_frac_lt50_median"": 0.125, ""n"": 20, ""target_diff_min_count_mean"": 259.8181818181818, ""target_diff_min_count_median"": 35.0}"
0111100,20,0.002625360987135731,0,1,1,1,1,0,0,"{""agent-properties"": 7, ""material-dynamics"": 1, ""physical-interactions"": 2, ""social-relations"": 5, ""spatial-relations"": 2}","{""antonym"": 13, ""material"": 1, ""number"": 1, ""other"": 2, ""variable swap"": 2}","{""all_content_mean_count_mean"": 1588.437023809524, ""all_content_mean_count_median"": 1252.0, ""concept_min_count_mean"": 1120.85, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 2045.8333333333333, ""context_diff_min_count_median"": 1194.0, ""contrast_term_anywhere_frac"": 0.55, ""contrast_term_in_context_diff_frac"": 0.4, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.05027708402708403, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 20, ""target_diff_min_count_mean"": 731.25, ""target_diff_min_count_median"": 204.0}"
1011100,20,0.002625360987135731,1,0,1,1,1,0,0,"{""agent-properties"": 4, ""physical-interactions"": 2, ""physical-relations"": 2, ""quantitative-properties"": 2, ""social-relations"": 4}","{""antonym"": 12, ""material"": 1, ""other"": 7}","{""all_content_mean_count_mean"": 3164.1429563492065, ""all_content_mean_count_median"": 2124.714285714286, ""concept_min_count_mean"": 1629.611111111111, ""concept_min_count_median"": 236.0, ""context_diff_min_count_mean"": 394.44444444444446, ""context_diff_min_count_median"": 277.0, ""contrast_term_anywhere_frac"": 0.7, ""contrast_term_in_context_diff_frac"": 0.45, ""legal16_context_frac_lt50_mean"": 0.000390625, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.03548791486291486, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 20, ""target_diff_min_count_mean"": 236.85714285714286, ""target_diff_min_count_median"": 133.0}"
1100100,20,0.002625360987135731,1,1,0,0,1,0,0,"{""agent-properties"": 1, ""material-dynamics"": 4, ""quantitative-properties"": 3, ""social-properties"": 4, ""social-relations"": 6}","{""antonym"": 5, ""material"": 5, ""negation"": 1, ""other"": 3, ""variable swap"": 6}","{""all_content_mean_count_mean"": 2044.4147619047621, ""all_content_mean_count_median"": 1311.2857142857142, ""concept_min_count_mean"": 615.25, ""concept_min_count_median"": 133.0, ""context_diff_min_count_mean"": 342.2857142857143, ""context_diff_min_count_median"": 125.0, ""contrast_term_anywhere_frac"": 0.5, ""contrast_term_in_context_diff_frac"": 0.15, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.11646825396825397, ""legal40_context_frac_lt50_median"": 0.08333333333333333, ""n"": 20, ""target_diff_min_count_mean"": 171.0, ""target_diff_min_count_median"": 9.0}"
0100011,19,0.0024940929377789446,0,1,0,0,0,1,1,"{""agent-properties"": 6, ""material-dynamics"": 1, ""physical-interactions"": 3, ""physical-relations"": 3, ""quantitative-properties"": 2}","{""antonym"": 15, ""material"": 1, ""negation"": 2, ""other"": 1}","{""all_content_mean_count_mean"": 2140.320739348371, ""all_content_mean_count_median"": 2410.0, ""concept_min_count_mean"": 1737.8333333333333, ""concept_min_count_median"": 261.0, ""context_diff_min_count_mean"": 861.4375, ""context_diff_min_count_median"": 619.0, ""contrast_term_anywhere_frac"": 0.631578947368421, ""contrast_term_in_context_diff_frac"": 0.3684210526315789, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.05130249867091972, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 19, ""target_diff_min_count_mean"": 202.4, ""target_diff_min_count_median"": 81.0}"
1010010,19,0.0024940929377789446,1,0,1,0,0,1,0,"{""physical-interactions"": 3, ""physical-relations"": 7, ""social-properties"": 3, ""social-relations"": 2, ""spatial-relations"": 2}","{""antonym"": 16, ""other"": 1, ""variable swap"": 2}","{""all_content_mean_count_mean"": 1605.1475506949191, ""all_content_mean_count_median"": 847.6666666666666, ""concept_min_count_mean"": 576.9333333333333, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 1701.625, ""context_diff_min_count_median"": 527.0, ""contrast_term_anywhere_frac"": 0.5263157894736842, ""contrast_term_in_context_diff_frac"": 0.3157894736842105, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.06759467742439879, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 19, ""target_diff_min_count_mean"": 496.8333333333333, ""target_diff_min_count_median"": 236.0}"
1011010,19,0.0024940929377789446,1,0,1,1,0,1,0,"{""agent-properties"": 1, ""material-dynamics"": 2, ""physical-relations"": 4, ""social-interactions"": 3, ""social-relations"": 7}","{""antonym"": 11, ""material"": 2, ""other"": 1, ""variable swap"": 5}","{""all_content_mean_count_mean"": 784.3727652464495, ""all_content_mean_count_median"": 639.0, ""concept_min_count_mean"": 217.33333333333334, ""concept_min_count_median"": 42.0, ""context_diff_min_count_mean"": 598.5714285714286, ""context_diff_min_count_median"": 232.0, ""contrast_term_anywhere_frac"": 0.21052631578947367, ""contrast_term_in_context_diff_frac"": 0.05263157894736842, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.0753541608030772, ""legal40_context_frac_lt50_median"": 0.058823529411764705, ""n"": 19, ""target_diff_min_count_mean"": 167.0, ""target_diff_min_count_median"": 22.0}"
1000011,18,0.0023628248884221582,1,0,0,0,0,1,1,"{""agent-properties"": 7, ""quantitative-properties"": 3, ""social-properties"": 3, ""social-relations"": 4, ""spatial-relations"": 1}","{""antonym"": 11, ""negation"": 1, ""other"": 4, ""variable swap"": 2}","{""all_content_mean_count_mean"": 2015.7906746031747, ""all_content_mean_count_median"": 1385.5714285714287, ""concept_min_count_mean"": 1414.2777777777778, ""concept_min_count_median"": 151.0, ""context_diff_min_count_mean"": 927.0625, ""context_diff_min_count_median"": 1078.0, ""contrast_term_anywhere_frac"": 0.5, ""contrast_term_in_context_diff_frac"": 0.2777777777777778, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.10426424932527144, ""legal40_context_frac_lt50_median"": 0.08695652173913043, ""n"": 18, ""target_diff_min_count_mean"": 221.8, ""target_diff_min_count_median"": 40.0}"
1001011,18,0.0023628248884221582,1,0,0,1,0,1,1,"{""agent-properties"": 7, ""physical-interactions"": 2, ""quantitative-properties"": 2, ""social-properties"": 1, ""social-relations"": 5}","{""antonym"": 10, ""negation"": 1, ""number"": 2, ""other"": 1, ""variable swap"": 4}","{""all_content_mean_count_mean"": 2067.849408770242, ""all_content_mean_count_median"": 1866.0, ""concept_min_count_mean"": 3800.4444444444443, ""concept_min_count_median"": 511.0, ""context_diff_min_count_mean"": 863.8571428571429, ""context_diff_min_count_median"": 654.0, ""contrast_term_anywhere_frac"": 0.4444444444444444, ""contrast_term_in_context_diff_frac"": 0.2777777777777778, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.058535226956279586, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 18, ""target_diff_min_count_mean"": 420.5625, ""target_diff_min_count_median"": 241.0}"
1010001,18,0.0023628248884221582,1,0,1,0,0,0,1,"{""material-dynamics"": 2, ""physical-interactions"": 8, ""physical-relations"": 2, ""social-relations"": 3, ""spatial-relations"": 3}","{""antonym"": 14, ""material"": 2, ""other"": 2}","{""all_content_mean_count_mean"": 1536.4105599647266, ""all_content_mean_count_median"": 726.4, ""concept_min_count_mean"": 309.8125, ""concept_min_count_median"": 226.0, ""context_diff_min_count_mean"": 383.9375, ""context_diff_min_count_median"": 445.0, ""contrast_term_anywhere_frac"": 0.3333333333333333, ""contrast_term_in_context_diff_frac"": 0.2222222222222222, ""legal16_context_frac_lt50_mean"": 0.0010850694444444445, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.053566207184628234, ""legal40_context_frac_lt50_median"": 0.047619047619047616, ""n"": 18, ""target_diff_min_count_mean"": 151.14285714285714, ""target_diff_min_count_median"": 73.0}"
0001001,17,0.0022315568390653714,0,0,0,1,0,0,1,"{""agent-properties"": 7, ""material-dynamics"": 3, ""material-properties"": 1, ""physical-interactions"": 2, ""social-relations"": 2}","{""antonym"": 8, ""game"": 2, ""material"": 4, ""negation"": 2, ""other"": 1}","{""all_content_mean_count_mean"": 1654.7100373482726, ""all_content_mean_count_median"": 1538.5714285714287, ""concept_min_count_mean"": 660.2941176470588, ""concept_min_count_median"": 210.0, ""context_diff_min_count_mean"": 350.42857142857144, ""context_diff_min_count_median"": 114.0, ""contrast_term_anywhere_frac"": 0.4117647058823529, ""contrast_term_in_context_diff_frac"": 0.17647058823529413, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.0633897676717746, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 17, ""target_diff_min_count_mean"": 322.07142857142856, ""target_diff_min_count_median"": 40.0}"
0010011,17,0.0022315568390653714,0,0,1,0,0,1,1,"{""physical-interactions"": 3, ""physical-relations"": 3, ""social-properties"": 3, ""social-relations"": 3, ""spatial-relations"": 3}","{""antonym"": 9, ""material"": 1, ""negation"": 2, ""other"": 1, ""variable swap"": 4}","{""all_content_mean_count_mean"": 1955.1861981156098, ""all_content_mean_count_median"": 1242.142857142857, ""concept_min_count_mean"": 1554.4705882352941, ""concept_min_count_median"": 261.0, ""context_diff_min_count_mean"": 2342.0, ""context_diff_min_count_median"": 692.0, ""contrast_term_anywhere_frac"": 0.47058823529411764, ""contrast_term_in_context_diff_frac"": 0.17647058823529413, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.04131652661064426, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 17, ""target_diff_min_count_mean"": 261.73333333333335, ""target_diff_min_count_median"": 123.0}"
1010011,16,0.002100288789708585,1,0,1,0,0,1,1,"{""physical-dynamics"": 3, ""physical-interactions"": 3, ""social-properties"": 2, ""social-relations"": 3, ""spatial-relations"": 2}","{""antonym"": 12, ""material"": 1, ""negation"": 1, ""other"": 2}","{""all_content_mean_count_mean"": 1443.405368416306, ""all_content_mean_count_median"": 1375.142857142857, ""concept_min_count_mean"": 382.1875, ""concept_min_count_median"": 46.0, ""context_diff_min_count_mean"": 824.9333333333333, ""context_diff_min_count_median"": 54.0, ""contrast_term_anywhere_frac"": 0.5, ""contrast_term_in_context_diff_frac"": 0.3125, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.06781775210084033, ""legal40_context_frac_lt50_median"": 0.05555555555555555, ""n"": 16, ""target_diff_min_count_mean"": 298.53333333333336, ""target_diff_min_count_median"": 19.0}"
0101101,15,0.0019690207403517982,0,1,0,1,1,0,1,"{""agent-properties"": 2, ""physical-interactions"": 1, ""physical-relations"": 5, ""quantitative-properties"": 3, ""spatial-relations"": 2}","{""antonym"": 13, ""negation"": 2}","{""all_content_mean_count_mean"": 2140.0056878306877, ""all_content_mean_count_median"": 962.0, ""concept_min_count_mean"": 788.9333333333333, ""concept_min_count_median"": 226.0, ""context_diff_min_count_mean"": 1103.4615384615386, ""context_diff_min_count_median"": 527.0, ""contrast_term_anywhere_frac"": 0.4666666666666667, ""contrast_term_in_context_diff_frac"": 0.2, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.035155844155844156, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 15, ""target_diff_min_count_mean"": 599.3846153846154, ""target_diff_min_count_median"": 207.0}"
0110100,15,0.0019690207403517982,0,1,1,0,1,0,0,"{""agent-properties"": 5, ""material-properties"": 1, ""physical-interactions"": 1, ""physical-relations"": 1, ""social-relations"": 5}","{""antonym"": 8, ""other"": 2, ""variable swap"": 5}","{""all_content_mean_count_mean"": 2474.1791005291007, ""all_content_mean_count_median"": 2591.3333333333335, ""concept_min_count_mean"": 1749.4, ""concept_min_count_median"": 210.0, ""context_diff_min_count_mean"": 1818.1, ""context_diff_min_count_median"": 1540.0, ""contrast_term_anywhere_frac"": 0.4, ""contrast_term_in_context_diff_frac"": 0.3333333333333333, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.1061404608463432, ""legal40_context_frac_lt50_median"": 0.1, ""n"": 15, ""target_diff_min_count_mean"": 131.25, ""target_diff_min_count_median"": 53.0}"
0101100,11,0.001443948542924652,0,1,0,1,1,0,0,"{""agent-properties"": 3, ""material-dynamics"": 2, ""physical-dynamics"": 2, ""physical-interactions"": 1, ""physical-relations"": 2}","{""antonym"": 5, ""material"": 2, ""negation"": 2, ""other"": 1, ""variable swap"": 1}","{""all_content_mean_count_mean"": 1468.0752886002886, ""all_content_mean_count_median"": 996.2857142857143, ""concept_min_count_mean"": 538.0, ""concept_min_count_median"": 226.0, ""context_diff_min_count_mean"": 645.0, ""context_diff_min_count_median"": 619.0, ""contrast_term_anywhere_frac"": 0.2727272727272727, ""contrast_term_in_context_diff_frac"": 0.18181818181818182, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.061130097972203236, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 11, ""target_diff_min_count_mean"": 114.77777777777777, ""target_diff_min_count_median"": 64.0}"
