example_id,source,words,loss,n_masked,arm,role,checkpoint,seed
34715,gutenberg,160,2.6533944606781006,26,D_C_43022,C,chck_80M,43022
57252,simple_wiki,160,3.1768064498901367,32,D_C_43022,C,chck_80M,43022
245,bnc_spoken,160,2.616995334625244,29,D_C_43022,C,chck_80M,43022
40267,open_subtitles,160,3.58465576171875,25,D_C_43022,C,chck_80M,43022
29592,gutenberg,160,4.264827251434326,36,D_C_43022,C,chck_80M,43022
25862,gutenberg,160,4.558086395263672,29,D_C_43022,C,chck_80M,43022
12973,childes,160,2.1233813762664795,27,D_C_43022,C,chck_80M,43022
4568,bnc_spoken,160,3.571286201477051,27,D_C_43022,C,chck_80M,43022
34034,gutenberg,160,4.117103576660156,32,D_C_43022,C,chck_80M,43022
60763,simple_wiki,160,3.3361613750457764,33,D_C_43022,C,chck_80M,43022
4664,bnc_spoken,160,4.0654520988464355,34,D_C_43022,C,chck_80M,43022
10575,childes,160,1.3273755311965942,30,D_C_43022,C,chck_80M,43022
16004,childes,160,1.256540060043335,38,D_C_43022,C,chck_80M,43022
41264,open_subtitles,160,2.564100980758667,32,D_C_43022,C,chck_80M,43022
16052,childes,160,0.8342686295509338,36,D_C_43022,C,chck_80M,43022
24796,gutenberg,160,3.405604124069214,37,D_C_43022,C,chck_80M,43022
3202,bnc_spoken,160,4.303684234619141,24,D_C_43022,C,chck_80M,43022
43196,open_subtitles,160,2.163717269897461,29,D_C_43022,C,chck_80M,43022
12105,childes,160,1.317812442779541,35,D_C_43022,C,chck_80M,43022
58281,simple_wiki,160,3.608567237854004,36,D_C_43022,C,chck_80M,43022
18239,childes,160,1.3069944381713867,33,D_C_43022,C,chck_80M,43022
54800,simple_wiki,160,3.4392495155334473,40,D_C_43022,C,chck_80M,43022
24538,gutenberg,160,3.750103235244751,39,D_C_43022,C,chck_80M,43022
12025,childes,160,2.5445852279663086,36,D_C_43022,C,chck_80M,43022
42529,open_subtitles,160,0.932462751865387,33,D_C_43022,C,chck_80M,43022
57450,simple_wiki,160,2.5302817821502686,36,D_C_43022,C,chck_80M,43022
47039,open_subtitles,160,3.0964317321777344,25,D_C_43022,C,chck_80M,43022
29746,gutenberg,160,2.964691400527954,28,D_C_43022,C,chck_80M,43022
20530,childes,160,1.885189414024353,50,D_C_43022,C,chck_80M,43022
33127,gutenberg,160,2.7788872718811035,27,D_C_43022,C,chck_80M,43022
