family,arch,arm_a,arm_b,checkpoint,seed,group,contrast,n,delta_mean_gain_a_minus_b,mean_gain_a,mean_gain_b
rewrite,D,D_R_43222,D_C_43222,chck_100M,43222,ALL,RminusC,5892,-0.757769868276887,3.246773106752426,4.004542975029313
rewrite,D,D_R_43222,D_V_43222,chck_100M,43222,ALL,RminusV,5892,-1.3759161947133722,3.246773106752426,4.622689301465798
rewrite,D,D_V_43222,D_C_43222,chck_100M,43222,ALL,VminusC,5892,0.6181463264364853,4.622689301465798,4.004542975029313
rewrite,D,D_V_43222,D_R_43222,chck_100M,43222,ALL,VminusR,5892,1.3759161947133722,4.622689301465798,3.246773106752426
rewrite,D,D_C_43222,D_R_43222,chck_100M,43222,ALL,CminusR,5892,0.757769868276887,4.004542975029313,3.246773106752426
rewrite,D,D_R_43222,D_C_43222,chck_100M,43222,token_nonoverlap,RminusC,2732,-0.8388401732588628,0.31488251833831155,1.1537226915971743
rewrite,D,D_R_43222,D_V_43222,chck_100M,43222,token_nonoverlap,RminusV,2732,-1.675280217916584,0.31488251833831155,1.9901627362548955
rewrite,D,D_V_43222,D_C_43222,chck_100M,43222,token_nonoverlap,VminusC,2732,0.8364400446577211,1.9901627362548955,1.1537226915971743
rewrite,D,D_V_43222,D_R_43222,chck_100M,43222,token_nonoverlap,VminusR,2732,1.675280217916584,1.9901627362548955,0.31488251833831155
rewrite,D,D_C_43222,D_R_43222,chck_100M,43222,token_nonoverlap,CminusR,2732,0.8388401732588628,1.1537226915971743,0.31488251833831155
rewrite,D,D_R_43222,D_C_43222,chck_100M,43222,token_overlap,RminusC,3160,-0.6876799716912041,5.781559526862351,6.469239498553555
rewrite,D,D_R_43222,D_V_43222,chck_100M,43222,token_overlap,RminusV,3160,-1.1170989442731267,5.781559526862351,6.8986584711354775
rewrite,D,D_V_43222,D_C_43222,chck_100M,43222,token_overlap,VminusC,3160,0.42941897258192263,6.8986584711354775,6.469239498553555
rewrite,D,D_V_43222,D_R_43222,chck_100M,43222,token_overlap,VminusR,3160,1.1170989442731267,6.8986584711354775,5.781559526862351
rewrite,D,D_C_43222,D_R_43222,chck_100M,43222,token_overlap,CminusR,3160,0.6876799716912041,6.469239498553555,5.781559526862351
rewrite,D,D_R_43222,D_C_43222,chck_80M,43222,ALL,RminusC,5892,-0.815298163921689,3.1841302075767013,3.9994283714983903
rewrite,D,D_R_43222,D_V_43222,chck_80M,43222,ALL,RminusV,5892,-1.4061188764750199,3.1841302075767013,4.590249084051721
rewrite,D,D_V_43222,D_C_43222,chck_80M,43222,ALL,VminusC,5892,0.5908207125533309,4.590249084051721,3.9994283714983903
rewrite,D,D_V_43222,D_R_43222,chck_80M,43222,ALL,VminusR,5892,1.4061188764750199,4.590249084051721,3.1841302075767013
rewrite,D,D_C_43222,D_R_43222,chck_80M,43222,ALL,CminusR,5892,0.815298163921689,3.9994283714983903,3.1841302075767013
rewrite,D,D_R_43222,D_C_43222,chck_80M,43222,token_nonoverlap,RminusC,2732,-0.8919698255323931,0.2254264049851922,1.1173962305175853
rewrite,D,D_R_43222,D_V_43222,chck_80M,43222,token_nonoverlap,RminusV,2732,-1.7392437825494005,0.2254264049851922,1.9646701875345927
rewrite,D,D_V_43222,D_C_43222,chck_80M,43222,token_nonoverlap,VminusC,2732,0.8472739570170074,1.9646701875345927,1.1173962305175853
rewrite,D,D_V_43222,D_R_43222,chck_80M,43222,token_nonoverlap,VminusR,2732,1.7392437825494005,1.9646701875345927,0.2254264049851922
rewrite,D,D_C_43222,D_R_43222,chck_80M,43222,token_nonoverlap,CminusR,2732,0.8919698255323931,1.1173962305175853,0.2254264049851922
rewrite,D,D_R_43222,D_C_43222,chck_80M,43222,token_overlap,RminusC,3160,-0.7490111450861061,5.742098178677968,6.491109323764074
rewrite,D,D_R_43222,D_V_43222,chck_80M,43222,token_overlap,RminusV,3160,-1.1181134197043843,5.742098178677968,6.860211598382352
rewrite,D,D_V_43222,D_C_43222,chck_80M,43222,token_overlap,VminusC,3160,0.36910227461827816,6.860211598382352,6.491109323764074
rewrite,D,D_V_43222,D_R_43222,chck_80M,43222,token_overlap,VminusR,3160,1.1181134197043843,6.860211598382352,5.742098178677968
rewrite,D,D_C_43222,D_R_43222,chck_80M,43222,token_overlap,CminusR,3160,0.7490111450861061,6.491109323764074,5.742098178677968
rewrite,D,D_R_43222,D_C_43222,chck_90M,43222,ALL,RminusC,5892,-0.7552434776367325,3.249795798160879,4.005039275797611
rewrite,D,D_R_43222,D_V_43222,chck_90M,43222,ALL,RminusV,5892,-1.3637545936260929,3.249795798160879,4.613550391786972
rewrite,D,D_V_43222,D_C_43222,chck_90M,43222,ALL,VminusC,5892,0.6085111159893604,4.613550391786972,4.005039275797611
rewrite,D,D_V_43222,D_R_43222,chck_90M,43222,ALL,VminusR,5892,1.3637545936260929,4.613550391786972,3.249795798160879
rewrite,D,D_C_43222,D_R_43222,chck_90M,43222,ALL,CminusR,5892,0.7552434776367325,4.005039275797611,3.249795798160879
rewrite,D,D_R_43222,D_C_43222,chck_90M,43222,token_nonoverlap,RminusC,2732,-0.8201359742835653,0.33262484864985276,1.152760822933418
rewrite,D,D_R_43222,D_V_43222,chck_90M,43222,token_nonoverlap,RminusV,2732,-1.6541684264218124,0.33262484864985276,1.9867932750716653
rewrite,D,D_V_43222,D_C_43222,chck_90M,43222,token_nonoverlap,VminusC,2732,0.8340324521382472,1.9867932750716653,1.152760822933418
rewrite,D,D_V_43222,D_R_43222,chck_90M,43222,token_nonoverlap,VminusR,2732,1.6541684264218124,1.9867932750716653,0.33262484864985276
rewrite,D,D_C_43222,D_R_43222,chck_90M,43222,token_nonoverlap,CminusR,2732,0.8201359742835653,1.152760822933418,0.33262484864985276
rewrite,D,D_R_43222,D_C_43222,chck_90M,43222,token_overlap,RminusC,3160,-0.6991402178775088,5.771856251978639,6.470996469856148
rewrite,D,D_R_43222,D_V_43222,chck_90M,43222,token_overlap,RminusV,3160,-1.1126752926140977,5.771856251978639,6.884531544592737
rewrite,D,D_V_43222,D_C_43222,chck_90M,43222,token_overlap,VminusC,3160,0.4135350747365889,6.884531544592737,6.470996469856148
rewrite,D,D_V_43222,D_R_43222,chck_90M,43222,token_overlap,VminusR,3160,1.1126752926140977,6.884531544592737,5.771856251978639
rewrite,D,D_C_43222,D_R_43222,chck_90M,43222,token_overlap,CminusR,3160,0.6991402178775088,6.470996469856148,5.771856251978639
