family,arch,arm_a,arm_b,checkpoint,seed,group,contrast,n,delta_mean_margin_full_a_minus_b,delta_mean_effect_no_initial_qbox_a_minus_b,delta_mean_effect_no_last_relevant_update_a_minus_b,delta_mean_effect_no_all_relevant_updates_a_minus_b,mean_effect_no_all_relevant_updates_a,mean_effect_no_all_relevant_updates_b,mean_effect_no_initial_qbox_a,mean_effect_no_initial_qbox_b,mean_effect_no_last_relevant_update_a,mean_effect_no_last_relevant_update_b,mean_margin_full_a,mean_margin_full_b
entity_ablation,D,D_R_43222,D_C_43222,chck_100M,43222,ALL,RminusC,1221,-0.5497227068944703,0.6218563684435481,0.23453742417641887,-0.249270188937194,-2.0369847740590523,-1.7877145851218583,0.7496688820232533,0.12781251357970522,-0.5907339894263887,-0.8252714136028075,0.11192171127336324,0.6616444181678336
entity_ablation,D,D_R_43222,D_V_43222,chck_100M,43222,ALL,RminusV,1221,-0.7520081800005164,0.9400583648479054,0.24040150351938316,-0.8482170477753579,-2.0369847740590523,-1.1887677262836944,0.7496688820232533,-0.19038948282465204,-0.5907339894263887,-0.8311354929457718,0.11192171127336324,0.8639298912738796
entity_ablation,D,D_V_43222,D_C_43222,chck_100M,43222,ALL,VminusC,1221,0.20228547310604605,-0.31820199640435726,-0.00586407934296429,0.5989468588381639,-1.1887677262836944,-1.7877145851218583,-0.19038948282465204,0.12781251357970522,-0.8311354929457718,-0.8252714136028075,0.8639298912738796,0.6616444181678336
entity_ablation,D,D_V_43222,D_R_43222,chck_100M,43222,ALL,VminusR,1221,0.7520081800005164,-0.9400583648479054,-0.24040150351938316,0.8482170477753579,-1.1887677262836944,-2.0369847740590523,-0.19038948282465204,0.7496688820232533,-0.8311354929457718,-0.5907339894263887,0.8639298912738796,0.11192171127336324
entity_ablation,D,D_C_43222,D_R_43222,chck_100M,43222,ALL,CminusR,1221,0.5497227068944703,-0.6218563684435481,-0.23453742417641887,0.249270188937194,-1.7877145851218583,-2.0369847740590523,0.12781251357970522,0.7496688820232533,-0.8252714136028075,-0.5907339894263887,0.6616444181678336,0.11192171127336324
entity_ablation,D,D_R_43222,D_C_43222,chck_100M,43222,rel_ge2,RminusC,1205,-0.5481964661805461,0.6257230305634593,0.23675352488934254,-0.2534780897261937,-2.0649302476731077,-1.811452157946914,0.7444275665394499,0.11870453597599046,-0.5994761331200105,-0.836229658009353,0.11610556694358216,0.6643020331241283
entity_ablation,D,D_R_43222,D_V_43222,chck_100M,43222,rel_ge2,RminusV,1205,-0.7398660715499359,0.9306897859170229,0.23384859257713886,-0.8692246448758725,-2.0649302476731077,-1.1957056027972353,0.7444275665394499,-0.1862622193775731,-0.5994761331200105,-0.8333247256971493,0.11610556694358216,0.8559716384935181
entity_ablation,D,D_V_43222,D_C_43222,chck_100M,43222,rel_ge2,VminusC,1205,0.19166960536938982,-0.30496675535356355,0.0029049323122036785,0.6157465551496788,-1.1957056027972353,-1.811452157946914,-0.1862622193775731,0.11870453597599046,-0.8333247256971493,-0.836229658009353,0.8559716384935181,0.6643020331241283
entity_ablation,D,D_V_43222,D_R_43222,chck_100M,43222,rel_ge2,VminusR,1205,0.7398660715499359,-0.9306897859170229,-0.23384859257713886,0.8692246448758725,-1.1957056027972353,-2.0649302476731077,-0.1862622193775731,0.7444275665394499,-0.8333247256971493,-0.5994761331200105,0.8559716384935181,0.11610556694358216
entity_ablation,D,D_C_43222,D_R_43222,chck_100M,43222,rel_ge2,CminusR,1205,0.5481964661805461,-0.6257230305634593,-0.23675352488934254,0.2534780897261937,-1.811452157946914,-2.0649302476731077,0.11870453597599046,0.7444275665394499,-0.836229658009353,-0.5994761331200105,0.6643020331241283,0.11610556694358216
entity_ablation,D,D_R_43222,D_C_43222,chck_100M,43222,rel_ge3,RminusC,716,-0.5598079803394538,0.6725178649805111,0.2744705057676944,-0.28624854437673886,-2.3712522239013256,-2.0850036795245868,0.6877877914747379,0.015269926494226775,-0.5668289757973655,-0.8412994815650598,0.42615071099313945,0.9859586913325933
entity_ablation,D,D_R_43222,D_V_43222,chck_100M,43222,rel_ge3,RminusV,716,-0.6567065265216974,0.8253181589423944,0.29842281849357677,-1.0274773634158532,-2.3712522239013256,-1.3437748604854725,0.6877877914747379,-0.13753036746765648,-0.5668289757973655,-0.8652517942909422,0.42615071099313945,1.0828572375148369
entity_ablation,D,D_V_43222,D_C_43222,chck_100M,43222,rel_ge3,VminusC,716,0.09689854618224358,-0.15280029396188327,-0.023952312725882385,0.7412288190391143,-1.3437748604854725,-2.0850036795245868,-0.13753036746765648,0.015269926494226775,-0.8652517942909422,-0.8412994815650598,1.0828572375148369,0.9859586913325933
entity_ablation,D,D_V_43222,D_R_43222,chck_100M,43222,rel_ge3,VminusR,716,0.6567065265216974,-0.8253181589423944,-0.29842281849357677,1.0274773634158532,-1.3437748604854725,-2.3712522239013256,-0.13753036746765648,0.6877877914747379,-0.8652517942909422,-0.5668289757973655,1.0828572375148369,0.42615071099313945
entity_ablation,D,D_C_43222,D_R_43222,chck_100M,43222,rel_ge3,CminusR,716,0.5598079803394538,-0.6725178649805111,-0.2744705057676944,0.28624854437673886,-2.0850036795245868,-2.3712522239013256,0.015269926494226775,0.6877877914747379,-0.8412994815650598,-0.5668289757973655,0.9859586913325933,0.42615071099313945
entity_ablation,D,D_R_43222,D_C_43222,chck_100M,43222,rel_updates_1,RminusC,16,-0.6646677106618881,0.33064837753772736,0.06763733923435211,0.06763733923435211,0.06765870749950409,2.136826515197754e-05,1.1444054543972015,0.8137570768594742,0.06765870749950409,2.136826515197754e-05,-0.2031749188899994,0.46149279177188873
entity_ablation,D,D_R_43222,D_V_43222,chck_100M,43222,rel_updates_1,RminusV,16,-1.6664607226848602,1.6456294655799866,0.7339176088571548,0.7339176088571548,0.06765870749950409,-0.6662589013576508,1.1444054543972015,-0.501224011182785,0.06765870749950409,-0.6662589013576508,-0.2031749188899994,1.4632858037948608
entity_ablation,D,D_V_43222,D_C_43222,chck_100M,43222,rel_updates_1,VminusC,16,1.001793012022972,-1.3149810880422592,-0.6662802696228027,-0.6662802696228027,-0.6662589013576508,2.136826515197754e-05,-0.501224011182785,0.8137570768594742,-0.6662589013576508,2.136826515197754e-05,1.4632858037948608,0.46149279177188873
entity_ablation,D,D_V_43222,D_R_43222,chck_100M,43222,rel_updates_1,VminusR,16,1.6664607226848602,-1.6456294655799866,-0.7339176088571548,-0.7339176088571548,-0.6662589013576508,0.06765870749950409,-0.501224011182785,1.1444054543972015,-0.6662589013576508,0.06765870749950409,1.4632858037948608,-0.2031749188899994
entity_ablation,D,D_C_43222,D_R_43222,chck_100M,43222,rel_updates_1,CminusR,16,0.6646677106618881,-0.33064837753772736,-0.06763733923435211,-0.06763733923435211,2.136826515197754e-05,0.06765870749950409,0.8137570768594742,1.1444054543972015,2.136826515197754e-05,0.06765870749950409,0.46149279177188873,-0.2031749188899994
entity_ablation,D,D_R_43222,D_C_43222,chck_100M,43222,rel_updates_2,RminusC,489,-0.5311947399274215,0.557205440701273,0.1815278432760502,-0.20549517453234856,-1.6164097262428339,-1.4109145517104853,0.8273602433213183,0.27015480262004526,-0.6472785148030653,-0.8288063580791155,-0.3378664640165058,0.19332827591091578
entity_ablation,D,D_R_43222,D_V_43222,chck_100M,43222,rel_updates_2,RminusV,489,-0.8616293317548824,1.0849762581334523,0.13929819225777396,-0.6375090079134471,-1.6164097262428339,-0.9789007183293867,0.8273602433213183,-0.25761601481213403,-0.6472785148030653,-0.7865767070608393,-0.3378664640165058,0.5237628677383767
entity_ablation,D,D_V_43222,D_C_43222,chck_100M,43222,rel_updates_2,VminusC,489,0.3304345918274609,-0.5277708174321794,0.04222965101827625,0.43201383338109856,-0.9789007183293867,-1.4109145517104853,-0.25761601481213403,0.27015480262004526,-0.7865767070608393,-0.8288063580791155,0.5237628677383767,0.19332827591091578
entity_ablation,D,D_V_43222,D_R_43222,chck_100M,43222,rel_updates_2,VminusR,489,0.8616293317548824,-1.0849762581334523,-0.13929819225777396,0.6375090079134471,-0.9789007183293867,-1.6164097262428339,-0.25761601481213403,0.8273602433213183,-0.7865767070608393,-0.6472785148030653,0.5237628677383767,-0.3378664640165058
entity_ablation,D,D_C_43222,D_R_43222,chck_100M,43222,rel_updates_2,CminusR,489,0.5311947399274215,-0.557205440701273,-0.1815278432760502,0.20549517453234856,-1.4109145517104853,-1.6164097262428339,0.27015480262004526,0.8273602433213183,-0.8288063580791155,-0.6472785148030653,0.19332827591091578,-0.3378664640165058
entity_ablation,D,D_R_43222,D_C_43222,chck_100M,43222,rel_updates_3,RminusC,296,-0.8293761721736677,0.8986512484482012,0.4656852316111326,-0.1605489997042191,-2.1012721368791283,-1.9407231371749092,0.7579913041680246,-0.14065994428017656,-0.43725768089093064,-0.9029429125020633,-0.049864211396591085,0.7795119607770765
entity_ablation,D,D_R_43222,D_V_43222,chck_100M,43222,rel_updates_3,RminusV,296,-0.6899208384188447,0.8801991660651324,0.39430157784875985,-0.8115991354492065,-2.1012721368791283,-1.2896730014299218,0.7579913041680246,-0.12220786189710772,-0.43725768089093064,-0.8315592587396905,-0.049864211396591085,0.6400566270222535
entity_ablation,D,D_V_43222,D_C_43222,chck_100M,43222,rel_updates_3,VminusC,296,-0.139455333754823,0.018452082383068835,0.07138365376237277,0.6510501357449874,-1.2896730014299218,-1.9407231371749092,-0.12220786189710772,-0.14065994428017656,-0.8315592587396905,-0.9029429125020633,0.6400566270222535,0.7795119607770765
entity_ablation,D,D_V_43222,D_R_43222,chck_100M,43222,rel_updates_3,VminusR,296,0.6899208384188447,-0.8801991660651324,-0.39430157784875985,0.8115991354492065,-1.2896730014299218,-2.1012721368791283,-0.12220786189710772,0.7579913041680246,-0.8315592587396905,-0.43725768089093064,0.6400566270222535,-0.049864211396591085
entity_ablation,D,D_C_43222,D_R_43222,chck_100M,43222,rel_updates_3,CminusR,296,0.8293761721736677,-0.8986512484482012,-0.4656852316111326,0.1605489997042191,-1.9407231371749092,-2.1012721368791283,-0.14065994428017656,0.7579913041680246,-0.9029429125020633,-0.43725768089093064,0.7795119607770765,-0.049864211396591085
entity_ablation,D,D_R_43222,D_C_43222,chck_100M,43222,rel_updates_4,RminusC,326,-0.5655220203513016,0.4579767918019939,0.1605468754845163,-0.3738878269914103,-2.4894402630718573,-2.115552436080447,0.6412973926385488,0.1833206008365549,-0.7098497054053962,-0.8703965808899125,0.4789166926332047,1.0444387129845063
entity_ablation,D,D_R_43222,D_V_43222,chck_100M,43222,rel_updates_4,RminusV,326,-0.7871982048899848,0.8294149761093906,0.28321418655247776,-1.1351150870551725,-2.4894402630718573,-1.3543251760166848,0.6412973926385488,-0.18811758347084187,-0.7098497054053962,-0.9930638919578739,0.4789166926332047,1.2661148975231895
entity_ablation,D,D_V_43222,D_C_43222,chck_100M,43222,rel_updates_4,VminusC,326,0.2216761845386832,-0.3714381843073968,-0.12266731106796147,0.7612272600637622,-1.3543251760166848,-2.115552436080447,-0.18811758347084187,0.1833206008365549,-0.9930638919578739,-0.8703965808899125,1.2661148975231895,1.0444387129845063
entity_ablation,D,D_V_43222,D_R_43222,chck_100M,43222,rel_updates_4,VminusR,326,0.7871982048899848,-0.8294149761093906,-0.28321418655247776,1.1351150870551725,-1.3543251760166848,-2.4894402630718573,-0.18811758347084187,0.6412973926385488,-0.9930638919578739,-0.7098497054053962,1.2661148975231895,0.4789166926332047
entity_ablation,D,D_C_43222,D_R_43222,chck_100M,43222,rel_updates_4,CminusR,326,0.5655220203513016,-0.4579767918019939,-0.1605468754845163,0.3738878269914103,-2.115552436080447,-2.4894402630718573,0.1833206008365549,0.6412973926385488,-0.8703965808899125,-0.7098497054053962,1.0444387129845063,0.4789166926332047
entity_ablation,D,D_R_43222,D_C_43222,chck_100M,43222,rel_updates_5,RminusC,94,0.3088618263285212,0.7044849750843454,0.06744438473214492,-0.3781278964052808,-2.8115161067627845,-2.4333882103575037,0.6279540708724488,-0.07653090421189652,-0.4788326506919049,-0.5462770354240498,1.7420944026175966,1.4332325762890754
