family,arch,seed,group,contrast,n,n_checkpoints,late_mean_delta_mean_margin_full_a_minus_b,late_mean_delta_mean_effect_no_initial_qbox_a_minus_b,late_mean_delta_mean_effect_no_last_relevant_update_a_minus_b,late_mean_delta_mean_effect_no_all_relevant_updates_a_minus_b
entity_ablation,D,43222,ALL,CminusR,1221,3,0.4739844539440983,-0.5819812840063846,-0.22561817844236873,0.22324895094790298
entity_ablation,D,43222,ALL,RminusC,1221,3,-0.4739844539440983,0.5819812840063846,0.22561817844236873,-0.22324895094790298
entity_ablation,D,43222,ALL,RminusV,1221,3,-0.7012610807404667,0.8767154639535448,0.25766852381505706,-0.7807323360907684
entity_ablation,D,43222,ALL,VminusC,1221,3,0.22727662679636837,-0.29473417994716017,-0.032050345372688326,0.5574833851428654
entity_ablation,D,43222,ALL,VminusR,1221,3,0.7012610807404667,-0.8767154639535448,-0.25766852381505706,0.7807323360907684
entity_ablation,D,43222,rel_ge2,CminusR,1205,3,0.47243524304440404,-0.5861470731420966,-0.22725388826093904,0.2275733025984151
entity_ablation,D,43222,rel_ge2,RminusC,1205,3,-0.47243524304440404,0.5861470731420966,0.22725388826093904,-0.2275733025984151
entity_ablation,D,43222,rel_ge2,RminusV,1205,3,-0.690072433807131,0.8683229120955758,0.25123121619513095,-0.8009575389459584
entity_ablation,D,43222,rel_ge2,VminusC,1205,3,0.21763719076272692,-0.2821758389534792,-0.0239773279341919,0.5733842363475433
entity_ablation,D,43222,rel_ge2,VminusR,1205,3,0.690072433807131,-0.8683229120955758,-0.25123121619513095,0.8009575389459584
entity_ablation,D,43222,rel_ge3,CminusR,716,3,0.4705476523472387,-0.6370749789250241,-0.2634033502896405,0.2678146197476201
entity_ablation,D,43222,rel_ge3,RminusC,716,3,-0.4705476523472387,0.6370749789250241,0.2634033502896405,-0.2678146197476201
entity_ablation,D,43222,rel_ge3,RminusV,716,3,-0.6124307461138433,0.7764424933831674,0.3218781279826631,-0.9524652311783041
entity_ablation,D,43222,rel_ge3,VminusC,716,3,0.14188309376660457,-0.1393675144581433,-0.058474777693022596,0.684650611430684
entity_ablation,D,43222,rel_ge3,VminusR,716,3,0.6124307461138433,-0.7764424933831674,-0.3218781279826631,0.9524652311783041
entity_ablation,D,43222,rel_updates_1,CminusR,16,3,0.5906593998273214,-0.26824528972307843,-0.10242878273129463,-0.10242878273129463
entity_ablation,D,43222,rel_updates_1,RminusC,16,3,-0.5906593998273214,0.26824528972307843,0.10242878273129463,0.10242878273129463
entity_ablation,D,43222,rel_updates_1,RminusV,16,3,-1.5439060529073079,1.508779525756836,0.7424782539407412,0.7424782539407412
