arm,checkpoint,copy_pairs,elapsed_sec,entity_items,rewrite_pairs,scored_records
D_V_43222,chck_80M,2000,23.09,1221,5892,25552
D_V_43222,chck_90M,2000,20.99,1221,5892,25552
D_V_43222,chck_100M,2000,20.84,1221,5892,25552
D_C_43222,chck_80M,2000,21.36,1221,5892,25552
D_C_43222,chck_90M,2000,20.74,1221,5892,25552
D_C_43222,chck_100M,2000,21.52,1221,5892,25552
D_R_43222,chck_80M,2000,20.71,1221,5892,25552
D_R_43222,chck_90M,2000,21.09,1221,5892,25552
D_R_43222,chck_100M,2000,20.77,1221,5892,25552
