feature,r_feature_child_aoa,p_feature_child_aoa,r_feature_measured_model_aoa,p_feature_measured_model_aoa,n_child,n_model
whole_logfreq,-0.0713524767954459,0.15125588937499096,-0.6213974018475322,2.000143377908363e-25,406,225
childes_logfreq,-0.20470345666118278,3.2381845412288874e-05,-0.5242477979569843,2.7635540270675513e-17,406,225
bnc_logfreq,0.04205884899545964,0.39798606540793247,-0.5682002537754139,1.2305392245430155e-20,406,225
opensub_logfreq,0.03718278709694597,0.45496647740970036,-0.6279062552231642,4.476157380896644e-26,406,225
spoken_mix_logfreq,-0.18086227343431754,0.0002489937761778047,-0.5448338458683386,8.567350051219979e-19,406,225
childes_minus_whole,-0.32250382892680474,2.7959988193391818e-11,0.35631918848439836,3.8742640809744515e-08,406,225
