endpoint,form,source_id,row_index,position,token_id,token,token_kind,distance_to_nearest_special,row_active_tokens,row_length_bin,kl
coherent86_alpha075,coherent_no_special,308219,19,51,11902,Ġeducated,content,-1,201,128-255,0.02795938216149807
coherent86_alpha075,short_add_special,950870,24,17,9614,Ġfilms,content,17,41,32-63,0.027723170816898346
coherent86_alpha075,coherent_add_special,951788,17,164,2826,-g,content,49,214,128-255,0.027607467025518417
coherent86_alpha075,coherent_add_special,22956,8,9,61,Y,content,9,256,>=256,0.02713344246149063
coherent86_alpha075,coherent_no_special,1800,1,77,3507,Ġimmediately,content,-1,201,128-255,0.02626992017030716
coherent86_alpha075,coherent_add_special,22956,8,56,377,our,content,56,256,>=256,0.026090193539857864
coherent86_alpha075,short_add_special,22977,27,42,3136,ĠPeter,content,11,54,32-63,0.02585132233798504
coherent86_alpha075,coherent_no_special,950870,2,176,492,Ġany,content,-1,203,128-255,0.02567206136882305
coherent_special_98097_alpha075,coherent_add_special,308557,13,1,8792,ĠInstead,content,1,232,128-255,1.9089008569717407
coherent_special_98097_alpha075,coherent_add_special,950870,2,1,8983,ĠAP,content,1,205,128-255,1.3482431173324585
coherent_special_98097_alpha075,short_add_special,950870,20,1,2197,ĠApril,content,1,24,16-31,1.1634554862976074
coherent_special_98097_alpha075,coherent_add_special,45443,28,1,14253,ĠWOMAN,content,1,242,128-255,0.6513656973838806
coherent_special_98097_alpha075,short_add_special,950870,20,0,1,<s>,special,0,24,16-31,0.609251081943512
coherent_special_98097_alpha075,short_add_special,950870,20,23,2,</s>,special,0,24,16-31,0.5651644468307495
coherent_special_98097_alpha075,coherent_add_special,48710,18,1,1207,Ġdisc,content,1,246,128-255,0.47697919607162476
coherent_special_98097_alpha075,short_add_special,950870,19,0,1,<s>,special,0,36,32-63,0.4641028046607971
coherent_special_98097_alpha075,short_add_special,33506,7,1,951,ĠHow,content,1,61,32-63,0.45776936411857605
coherent_special_98097_alpha075,coherent_add_special,13107,29,1,266,Ġre,content,1,243,128-255,0.35845842957496643
coherent_special_98097_alpha075,short_add_special,22977,26,1,1236,ĠWhy,content,1,23,16-31,0.33337703347206116
coherent_special_98097_alpha075,short_add_special,950870,23,1,10296,ĠWhether,content,1,67,64-127,0.25090327858924866
coherent_special_98097_alpha075,short_add_special,1800,17,1,6363,ĠNice,content,1,10,0-15,0.248953714966774
coherent_special_98097_alpha075,coherent_add_special,57335,26,1,9438,Ġmulti,content,1,247,128-255,0.20814567804336548
coherent_special_98097_alpha075,short_add_special,33506,1,1,2198,ĠBen,content,1,8,0-15,0.1793062835931778
coherent_special_98097_alpha075,short_add_special,950870,24,1,10296,ĠWhether,content,1,41,32-63,0.1547844111919403
coherent_special_98097_alpha075,short_add_special,33506,0,0,1,<s>,special,0,4,0-15,0.1530313342809677
coherent_special_98097_alpha075,coherent_add_special,29417,22,1,12269,Ġexhaust,content,1,239,128-255,0.13925284147262573
coherent_special_98097_alpha075,short_add_special,22977,25,1,2669,Ġsnow,content,1,52,32-63,0.12520110607147217
coherent_special_98097_alpha075,coherent_add_special,45443,28,0,1,<s>,special,0,242,128-255,0.1233280599117279
coherent_special_98097_alpha075,short_add_special,33506,0,3,2,</s>,special,0,4,0-15,0.1232524886727333
coherent_special_98097_alpha075,coherent_add_special,53539,30,0,1,<s>,special,0,224,128-255,0.12076369673013687
coherent_special_98097_alpha075,coherent_add_special,13107,29,3,692,ile,content,3,243,128-255,0.12046710401773453
coherent_special_98097_alpha075,short_add_special,950870,19,1,8983,ĠAP,content,1,36,32-63,0.11300186812877655
coherent_special_98097_alpha075,coherent_no_special,32315,11,66,558,ish,content,-1,227,128-255,0.11116190254688263
coherent_special_98097_alpha075,coherent_add_special,32315,11,67,558,ish,content,67,229,128-255,0.10551834851503372
coherent_special_98097_alpha075,short_add_special,1800,18,25,4740,ĠMet,content,25,89,64-127,0.09664462506771088
coherent_special_98097_alpha075,short_add_special,33506,3,1,306,"Ġ""",content,1,11,0-15,0.09255015850067139
coherent_special_98097_alpha075,short_add_special,1800,15,0,1,<s>,special,0,12,0-15,0.0920875295996666
coherent_special_98097_alpha075,coherent_no_special,13107,29,2,692,ile,content,-1,241,128-255,0.08815676718950272
coherent_special_98097_alpha075,coherent_add_special,32315,11,0,1,<s>,special,0,229,128-255,0.08774172514677048
coherent_special_98097_alpha075,short_add_special,1800,18,1,1262,ĠNow,content,1,89,64-127,0.08714845776557922
coherent_special_98097_alpha075,coherent_add_special,950870,2,42,318,Ġli,content,42,205,128-255,0.08486779034137726
coherent_special_98097_alpha075,coherent_add_special,50391,21,0,1,<s>,special,0,235,128-255,0.08394680917263031
coherent_special_98097_alpha075,short_add_special,950870,22,0,1,<s>,special,0,18,16-31,0.08128461241722107
coherent_special_98097_alpha075,coherent_no_special,45443,28,0,14253,ĠWOMAN,content,-1,240,128-255,0.07995378971099854
coherent_special_98097_alpha075,short_add_special,33506,1,7,2,</s>,special,0,8,0-15,0.07987499982118607
coherent_special_98097_alpha075,coherent_add_special,22956,8,255,2,</s>,special,0,256,>=256,0.07926364243030548
coherent_special_98097_alpha075,short_add_special,1800,15,11,2,</s>,special,0,12,0-15,0.07209309935569763
coherent_special_98097_alpha075,short_add_special,22977,29,0,1,<s>,special,0,22,16-31,0.06906867027282715
coherent_special_98098_alpha075,coherent_add_special,308557,13,1,8792,ĠInstead,content,1,232,128-255,2.8761634826660156
coherent_special_98098_alpha075,coherent_add_special,950870,2,1,8983,ĠAP,content,1,205,128-255,1.558974266052246
coherent_special_98098_alpha075,coherent_add_special,45443,28,1,14253,ĠWOMAN,content,1,242,128-255,1.3249790668487549
coherent_special_98098_alpha075,short_add_special,950870,20,1,2197,ĠApril,content,1,24,16-31,1.131119728088379
coherent_special_98098_alpha075,short_add_special,950870,20,23,2,</s>,special,0,24,16-31,1.0666401386260986
coherent_special_98098_alpha075,short_add_special,950870,20,0,1,<s>,special,0,24,16-31,0.9152100086212158
coherent_special_98098_alpha075,coherent_add_special,13107,29,1,266,Ġre,content,1,243,128-255,0.6016779541969299
coherent_special_98098_alpha075,short_add_special,950870,19,0,1,<s>,special,0,36,32-63,0.4109135866165161
coherent_special_98098_alpha075,short_add_special,33506,7,1,951,ĠHow,content,1,61,32-63,0.39580240845680237
coherent_special_98098_alpha075,short_add_special,22977,26,1,1236,ĠWhy,content,1,23,16-31,0.3875933587551117
coherent_special_98098_alpha075,coherent_add_special,48710,18,1,1207,Ġdisc,content,1,246,128-255,0.3088163435459137
coherent_special_98098_alpha075,short_add_special,950870,23,1,10296,ĠWhether,content,1,67,64-127,0.27817249298095703
coherent_special_98098_alpha075,coherent_add_special,45443,28,0,1,<s>,special,0,242,128-255,0.24997128546237946
coherent_special_98098_alpha075,coherent_add_special,22956,8,255,2,</s>,special,0,256,>=256,0.2473621815443039
coherent_special_98098_alpha075,coherent_add_special,57335,26,1,9438,Ġmulti,content,1,247,128-255,0.24048908054828644
coherent_special_98098_alpha075,short_add_special,1800,17,1,6363,ĠNice,content,1,10,0-15,0.22003382444381714
coherent_special_98098_alpha075,short_add_special,33506,1,7,2,</s>,special,0,8,0-15,0.2149905115365982
coherent_special_98098_alpha075,coherent_add_special,57335,26,245,22,2,content,1,247,128-255,0.2086440771818161
coherent_special_98098_alpha075,short_add_special,950870,24,1,10296,ĠWhether,content,1,41,32-63,0.19223922491073608
coherent_special_98098_alpha075,short_add_special,33506,0,3,2,</s>,special,0,4,0-15,0.18528896570205688
coherent_special_98098_alpha075,short_add_special,1800,17,9,2,</s>,special,0,10,0-15,0.18392091989517212
coherent_special_98098_alpha075,short_add_special,33506,1,1,2198,ĠBen,content,1,8,0-15,0.17275847494602203
coherent_special_98098_alpha075,short_add_special,1800,15,0,1,<s>,special,0,12,0-15,0.16763807833194733
coherent_special_98098_alpha075,coherent_add_special,22956,8,0,1,<s>,special,0,256,>=256,0.1476009488105774
coherent_special_98098_alpha075,coherent_add_special,29417,22,1,12269,Ġexhaust,content,1,239,128-255,0.1425601840019226
coherent_special_98098_alpha075,coherent_no_special,42826,27,122,971,ents,content,-1,209,128-255,0.1390782594680786
coherent_special_98098_alpha075,short_add_special,33506,0,0,1,<s>,special,0,4,0-15,0.12930254638195038
coherent_special_98098_alpha075,short_add_special,1800,11,1,758,ĠThat,content,1,6,0-15,0.12826615571975708
coherent_special_98098_alpha075,short_add_special,22977,25,1,2669,Ġsnow,content,1,52,32-63,0.12531690299510956
coherent_special_98098_alpha075,coherent_add_special,42826,27,123,971,ents,content,87,211,128-255,0.12290795147418976
coherent_special_98098_alpha075,short_add_special,22977,26,22,2,</s>,special,0,23,16-31,0.12155067920684814
coherent_special_98098_alpha075,short_add_special,950870,19,1,8983,ĠAP,content,1,36,32-63,0.11738348752260208
coherent_special_98098_alpha075,short_add_special,950870,22,17,2,</s>,special,0,18,16-31,0.11601929366588593
coherent_special_98098_alpha075,coherent_add_special,37148,15,0,1,<s>,special,0,201,128-255,0.1133820116519928
coherent_special_98098_alpha075,short_add_special,22977,29,0,1,<s>,special,0,22,16-31,0.10841892659664154
coherent_special_98098_alpha075,short_add_special,33506,3,1,306,"Ġ""",content,1,11,0-15,0.10121116787195206
coherent_special_98098_alpha075,coherent_add_special,13107,29,3,692,ile,content,3,243,128-255,0.09974079579114914
coherent_special_98098_alpha075,coherent_add_special,53539,30,0,1,<s>,special,0,224,128-255,0.09962828457355499
coherent_special_98098_alpha075,short_add_special,950870,23,48,9879,Ġsteak,content,18,67,64-127,0.09103019535541534
coherent_special_98098_alpha075,coherent_no_special,50391,21,7,1201,Ġpoint,content,-1,233,128-255,0.09086966514587402
