model,temperature,calib_mean_nll_T1,calib_best_mean_nll,qwen_delta_spec_T1,qwen_delta_spec_Tfit,qwen_delta_spec_rank,common_both_T1,common_both_Tfit,common_both_rank,common_delta_swing_T1,common_delta_swing_Tfit,common_delta_rank_swing
coherent86,1.1,3.984628384961532,3.970562770160345,0.0,0.0,0.0,20,20,20,0.0,0.0,0.0
sparse_focus_seed62064,1.1,3.951609981747774,3.945547106862068,0.0016756124773787116,0.0020557124912738848,-5.413194444444444,21,21,21,-0.04880538066228234,-0.04505195023048483,2.2390476190476343
dense_focus_seed62064,1.1,4.0164319088825815,3.9995077362212426,0.1743143003092458,0.15194935254894923,69.89072916666667,21,21,20,0.6033858109372003,0.538546733387879,115.20476190476192
dense_focus_seed62065,1.1,4.017249701573299,4.0000614335688836,0.17833735039871598,0.15540364948243626,71.86121527777777,21,21,20,0.5960553641546338,0.531859248904955,116.42809523809525
densemask_sparselabel_seed62064,1.1,4.020669095103557,4.002054626817027,0.16915143952187564,0.14678865148714978,66.97135416666667,21,21,20,0.6098622747829983,0.5443574689115799,117.79809523809524
