uid,domain,idx,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,selection_pattern,selection_DiD_item,margin_strict50_43022,margin_strict50_43122,delta_margin_431_minus_430,correct_strict50_43022,correct_strict50_43122,pattern_strict50
material-dynamics_134,material-dynamics,134,drape,pour,direct,material,concept swap,0110,-2,-2.8099632263183594,-0.8997936248779297,1.9101696014404297,0,0,00
material-dynamics_136,material-dynamics,136,drape,pour,direct,material,concept swap,0110,-2,-2.3301944732666016,-0.3036613464355469,2.0265331268310547,0,0,00
material-dynamics_138,material-dynamics,138,drape,pour,direct,material,concept swap,0110,-2,-2.065216064453125,-0.7738380432128906,1.2913780212402344,0,0,00
material-dynamics_152,material-dynamics,152,drape,stir,direct,material,concept swap,0110,-2,-2.0371952056884766,0.14597320556640625,2.183168411254883,0,1,01
material-dynamics_160,material-dynamics,160,drape,stir,direct,material,concept swap,0110,-2,-2.8099632263183594,-0.8997936248779297,1.9101696014404297,0,0,00
material-dynamics_164,material-dynamics,164,drape,stir,direct,material,concept swap,0110,-2,-2.3301944732666016,-0.3036613464355469,2.0265331268310547,0,0,00
material-dynamics_168,material-dynamics,168,drape,stir,direct,material,concept swap,0110,-2,-2.065216064453125,-0.7738380432128906,1.2913780212402344,0,0,00
material-dynamics_404,material-dynamics,404,rip ,pour,direct,material,concept swap,0110,-2,-3.109426498413086,-1.5992279052734375,1.5101985931396484,0,0,00
material-dynamics_406,material-dynamics,406,rip ,pour,direct,material,concept swap,0110,-2,-0.5166358947753906,-0.69061279296875,-0.17397689819335938,0,0,00
material-dynamics_408,material-dynamics,408,rip ,pour,direct,material,concept swap,0110,-2,0.7418308258056641,-0.9464778900146484,-1.6883087158203125,1,0,10
material-dynamics_440,material-dynamics,440,rip ,stir,direct,material,concept swap,0110,-2,-3.109426498413086,-1.5992279052734375,1.5101985931396484,0,0,00
material-dynamics_444,material-dynamics,444,rip ,stir,direct,material,concept swap,0110,-2,-0.5166358947753906,-0.69061279296875,-0.17397689819335938,0,0,00
material-dynamics_448,material-dynamics,448,rip ,stir,direct,material,concept swap,0110,-2,0.7418308258056641,-0.9464778900146484,-1.6883087158203125,1,0,10
material-dynamics_478,material-dynamics,478,squeeze,pour,direct,material,concept swap,0110,-2,-4.463279724121094,0.36884117126464844,4.832120895385742,0,1,01
material-dynamics_482,material-dynamics,482,squeeze,pour,direct,material,concept swap,0110,-2,-1.3057594299316406,0.7335834503173828,2.0393428802490234,0,1,01
material-dynamics_486,material-dynamics,486,squeeze,pour,direct,material,concept swap,0110,-2,-0.20972442626953125,0.42049598693847656,0.6302204132080078,0,1,01
material-dynamics_525,material-dynamics,525,squeeze,stir,direct,material,concept swap,0110,-2,-0.8338584899902344,1.1350364685058594,1.9688949584960938,0,1,01
material-dynamics_538,material-dynamics,538,squeeze,stir,direct,material,concept swap,0110,-2,-4.463279724121094,0.36884117126464844,4.832120895385742,0,1,01
material-dynamics_541,material-dynamics,541,squeeze,stir,direct,material,concept swap,0110,-2,-3.3421688079833984,-0.6401844024658203,2.701984405517578,0,0,00
material-dynamics_546,material-dynamics,546,squeeze,stir,direct,material,concept swap,0110,-2,-1.3057594299316406,0.7335834503173828,2.0393428802490234,0,1,01
material-dynamics_554,material-dynamics,554,squeeze,stir,direct,material,concept swap,0110,-2,-0.20972442626953125,0.42049598693847656,0.6302204132080078,0,1,01
material-dynamics_661,material-dynamics,661,tap,stir,direct,material,concept swap,0110,-2,-0.8338584899902344,1.1350364685058594,1.9688949584960938,0,1,01
material-dynamics_665,material-dynamics,665,tap,stir,direct,material,concept swap,0110,-2,-3.3421688079833984,-0.6401844024658203,2.701984405517578,0,0,00
material-dynamics_31,material-dynamics,31,break,flap,indirect,material,concept swap,0110,-2,-0.41748809814453125,-3.3770503997802734,-2.959562301635742,0,0,00
material-dynamics_177,material-dynamics,177,drape,stir,indirect,material,concept swap,0110,-2,-1.8775482177734375,-0.3831462860107422,1.4944019317626953,0,0,00
material-dynamics_187,material-dynamics,187,drape,stir,indirect,material,concept swap,0110,-2,0.4858894348144531,-1.1891517639160156,-1.6750411987304688,1,0,10
material-dynamics_257,material-dynamics,257,fold,stir,indirect,material,concept swap,0110,-2,-1.8775482177734375,-0.3831462860107422,1.4944019317626953,0,0,00
material-dynamics_260,material-dynamics,260,fold,stir,indirect,material,concept swap,0110,-2,-2.6397628784179688,-1.6550121307373047,0.9847507476806641,0,0,00
material-dynamics_267,material-dynamics,267,fold,stir,indirect,material,concept swap,0110,-2,0.4858894348144531,-1.1891517639160156,-1.6750411987304688,1,0,10
material-dynamics_317,material-dynamics,317,hang,stir,indirect,material,concept swap,0110,-2,-1.8775482177734375,-0.3831462860107422,1.4944019317626953,0,0,00
material-dynamics_320,material-dynamics,320,hang,stir,indirect,material,concept swap,0110,-2,-2.6170501708984375,-4.105792999267578,-1.4887428283691406,0,0,00
material-dynamics_327,material-dynamics,327,hang,stir,indirect,material,concept swap,0110,-2,0.4858894348144531,-1.1891517639160156,-1.6750411987304688,1,0,10
material-dynamics_457,material-dynamics,457,rip ,stir,indirect,material,concept swap,0110,-2,-1.8775482177734375,-0.3831462860107422,1.4944019317626953,0,0,00
material-dynamics_467,material-dynamics,467,rip ,stir,indirect,material,concept swap,0110,-2,0.4858894348144531,-1.1891517639160156,-1.6750411987304688,1,0,10
material-dynamics_503,material-dynamics,503,squeeze,pour,indirect,material,concept swap,0110,-2,0.9908962249755859,-1.7116565704345703,-2.7025527954101562,1,0,10
material-dynamics_579,material-dynamics,579,squeeze,stir,indirect,material,concept swap,0110,-2,-1.8775482177734375,-0.3831462860107422,1.4944019317626953,0,0,00
material-dynamics_585,material-dynamics,585,squeeze,stir,indirect,material,concept swap,0110,-2,2.149263381958008,0.7929859161376953,-1.3562774658203125,1,1,11
material-dynamics_611,material-dynamics,611,squeeze,stir,indirect,material,concept swap,0110,-2,-1.9150047302246094,0.0062847137451171875,1.9212894439697266,0,1,01
material-dynamics_617,material-dynamics,617,squeeze,stir,indirect,material,concept swap,0110,-2,0.4858894348144531,-1.1891517639160156,-1.6750411987304688,1,0,10
material-dynamics_682,material-dynamics,682,tap,stir,indirect,material,concept swap,0110,-2,-1.037369728088379,-0.23215293884277344,0.8052167892456055,0,0,00
material-dynamics_687,material-dynamics,687,tap,stir,indirect,material,concept swap,0110,-2,-1.9150047302246094,0.0062847137451171875,1.9212894439697266,0,1,01
material-dynamics_757,material-dynamics,757,wrinkle,stir,indirect,material,concept swap,0110,-2,-1.8775482177734375,-0.3831462860107422,1.4944019317626953,0,0,00
material-dynamics_767,material-dynamics,767,wrinkle,stir,indirect,material,concept swap,0110,-2,0.4858894348144531,-1.1891517639160156,-1.6750411987304688,1,0,10
material-dynamics_2,material-dynamics,2,break,drip,direct,material,concept swap,1110,-1,-0.819488525390625,-1.180490493774414,-0.36100196838378906,0,0,00
material-dynamics_6,material-dynamics,6,break,drip,direct,material,concept swap,0010,-1,0.1631183624267578,-1.978189468383789,-2.141307830810547,1,0,10
material-dynamics_8,material-dynamics,8,break,drip,direct,material,concept swap,0010,-1,0.09168052673339844,-1.7443151473999023,-1.8359956741333008,1,0,10
material-dynamics_21,material-dynamics,21,break,flap,direct,material,concept swap,1110,-1,-0.7748832702636719,8.32094955444336,9.095832824707031,0,1,01
material-dynamics_23,material-dynamics,23,break,flap,direct,material,concept swap,1110,-1,-0.3089752197265625,7.480623245239258,7.78959846496582,0,1,01
material-dynamics_25,material-dynamics,25,break,flap,direct,material,concept swap,1110,-1,0.5180587768554688,7.619600296020508,7.101541519165039,1,1,11
material-dynamics_27,material-dynamics,27,break,flap,direct,material,concept swap,1110,-1,-0.7857685089111328,8.103565216064453,8.889333724975586,0,1,01
material-dynamics_29,material-dynamics,29,break,flap,direct,material,concept swap,1110,-1,-0.6653251647949219,8.16617202758789,8.831497192382812,0,1,01
material-dynamics_56,material-dynamics,56,break,ripple,direct,material,concept swap,1110,-1,-0.819488525390625,-1.180490493774414,-0.36100196838378906,0,0,00
material-dynamics_64,material-dynamics,64,break,ripple,direct,material,concept swap,0010,-1,0.1631183624267578,-1.978189468383789,-2.141307830810547,1,0,10
material-dynamics_68,material-dynamics,68,break,ripple,direct,material,concept swap,0010,-1,0.09168052673339844,-1.7443151473999023,-1.8359956741333008,1,0,10
material-dynamics_92,material-dynamics,92,break,splash,direct,material,concept swap,1110,-1,-0.819488525390625,-1.180490493774414,-0.36100196838378906,0,0,00
material-dynamics_96,material-dynamics,96,break,splash,direct,material,concept swap,0010,-1,0.1631183624267578,-1.978189468383789,-2.141307830810547,1,0,10
material-dynamics_98,material-dynamics,98,break,splash,direct,material,concept swap,0010,-1,0.09168052673339844,-1.7443151473999023,-1.8359956741333008,1,0,10
material-dynamics_155,material-dynamics,155,drape,stir,direct,material,concept swap,1110,-1,-0.33609580993652344,0.9144363403320312,1.2505321502685547,0,1,01
material-dynamics_157,material-dynamics,157,drape,stir,direct,material,concept swap,1110,-1,2.4814014434814453,1.1766605377197266,-1.3047409057617188,1,1,11
material-dynamics_159,material-dynamics,159,drape,stir,direct,material,concept swap,1110,-1,-0.6771316528320312,-1.0725135803222656,-0.3953819274902344,0,0,00
material-dynamics_162,material-dynamics,162,drape,stir,direct,material,concept swap,0010,-1,-1.2616844177246094,-0.16641998291015625,1.0952644348144531,0,0,00
material-dynamics_166,material-dynamics,166,drape,stir,direct,material,concept swap,0111,-1,0.6103363037109375,0.6920242309570312,0.08168792724609375,1,1,11
material-dynamics_191,material-dynamics,191,flap,drip,direct,material,concept swap,0111,-1,-0.5185661315917969,3.2956390380859375,3.8142051696777344,0,1,01
material-dynamics_193,material-dynamics,193,flap,drip,direct,material,concept swap,0111,-1,0.28948020935058594,3.8146533966064453,3.5251731872558594,1,1,11
material-dynamics_195,material-dynamics,195,flap,drip,direct,material,concept swap,0111,-1,-0.31702423095703125,4.486480712890625,4.803504943847656,0,1,01
material-dynamics_197,material-dynamics,197,flap,drip,direct,material,concept swap,0111,-1,-0.35343170166015625,3.308748245239258,3.662179946899414,0,1,01
material-dynamics_199,material-dynamics,199,flap,drip,direct,material,concept swap,0111,-1,-0.7261562347412109,3.056507110595703,3.782663345336914,0,1,01
material-dynamics_210,material-dynamics,210,fold,pour,direct,material,concept swap,0111,-1,0.7535629272460938,0.8076572418212891,0.05409431457519531,1,1,11
material-dynamics_214,material-dynamics,214,fold,pour,direct,material,concept swap,0111,-1,-3.2189598083496094,-0.4872703552246094,2.731689453125,0,0,00
material-dynamics_218,material-dynamics,218,fold,pour,direct,material,concept swap,0111,-1,1.406270980834961,-0.20380020141601562,-1.6100711822509766,1,0,10
material-dynamics_232,material-dynamics,232,fold,stir,direct,material,concept swap,0111,-1,0.7535629272460938,0.8076572418212891,0.05409431457519531,1,1,11
material-dynamics_234,material-dynamics,234,fold,stir,direct,material,concept swap,0111,-1,-0.6891288757324219,-1.4890060424804688,-0.7998771667480469,0,0,00
material-dynamics_235,material-dynamics,235,fold,stir,direct,material,concept swap,1110,-1,-0.33609580993652344,0.9144363403320312,1.2505321502685547,0,1,01
material-dynamics_13,material-dynamics,13,break,drip,indirect,material,concept swap,1111,0,0.6743450164794922,1.9255523681640625,1.2512073516845703,1,1,11
material-dynamics_15,material-dynamics,15,break,drip,indirect,material,concept swap,1111,0,-0.3639030456542969,-1.6918773651123047,-1.3279743194580078,0,0,00
material-dynamics_17,material-dynamics,17,break,drip,indirect,material,concept swap,1111,0,1.4923133850097656,1.9310302734375,0.4387168884277344,1,1,11
material-dynamics_19,material-dynamics,19,break,drip,indirect,material,concept swap,1111,0,-0.6363906860351562,1.6802845001220703,2.3166751861572266,0,1,01
material-dynamics_30,material-dynamics,30,break,flap,indirect,material,concept swap,1111,0,1.5652236938476562,0.4668388366699219,-1.0983848571777344,1,1,11
material-dynamics_34,material-dynamics,34,break,flap,indirect,material,concept swap,1111,0,-0.9816093444824219,0.24413490295410156,1.2257442474365234,0,1,01
material-dynamics_39,material-dynamics,39,break,flap,indirect,material,concept swap,1111,0,0.9397678375244141,1.1777381896972656,0.23797035217285156,1,1,11
material-dynamics_53,material-dynamics,53,break,ripple,direct,material,concept swap,1111,0,1.1324806213378906,5.943290710449219,4.810810089111328,1,1,11
material-dynamics_61,material-dynamics,61,break,ripple,direct,material,concept swap,1111,0,1.6064395904541016,6.220726013183594,4.614286422729492,1,1,11
material-dynamics_65,material-dynamics,65,break,ripple,direct,material,concept swap,1111,0,0.8642501831054688,6.372413635253906,5.5081634521484375,1,1,11
material-dynamics_12,material-dynamics,12,break,drip,indirect,material,concept swap,0000,0,-0.3390617370605469,-1.4636402130126953,-1.1245784759521484,0,0,00
material-dynamics_16,material-dynamics,16,break,drip,indirect,material,concept swap,0000,0,-1.2323112487792969,-4.065646171569824,-2.8333349227905273,0,0,00
material-dynamics_18,material-dynamics,18,break,drip,indirect,material,concept swap,0000,0,-0.06046295166015625,-1.8631629943847656,-1.8027000427246094,0,0,00
material-dynamics_33,material-dynamics,33,break,flap,indirect,material,concept swap,0000,0,0.35236549377441406,-1.6976680755615234,-2.0500335693359375,1,0,10
material-dynamics_38,material-dynamics,38,break,flap,indirect,material,concept swap,0000,0,-0.3052101135253906,-1.4839324951171875,-1.1787223815917969,0,0,00
material-dynamics_76,material-dynamics,76,break,ripple,indirect,material,concept swap,0000,0,-0.3390617370605469,-1.4636402130126953,-1.1245784759521484,0,0,00
material-dynamics_82,material-dynamics,82,break,ripple,indirect,material,concept swap,0000,0,-1.2323112487792969,-4.065646171569824,-2.8333349227905273,0,0,00
material-dynamics_86,material-dynamics,86,break,ripple,indirect,material,concept swap,0000,0,-0.06046295166015625,-1.8631629943847656,-1.8027000427246094,0,0,00
material-dynamics_88,material-dynamics,88,break,ripple,indirect,material,concept swap,0000,0,-0.3052101135253906,-1.4839324951171875,-1.1787223815917969,0,0,00
material-dynamics_102,material-dynamics,102,break,splash,indirect,material,concept swap,0000,0,-0.3390617370605469,-1.4636402130126953,-1.1245784759521484,0,0,00
physical-dynamics_5,physical-dynamics,5,accelerate,slow down,direct,antonym,concept swap,0110,-2,2.8844757080078125,0.5265159606933594,-2.357959747314453,1,1,11
physical-dynamics_7,physical-dynamics,7,accelerate,slow down,direct,antonym,concept swap,0110,-2,2.0561466217041016,0.1817340850830078,-1.8744125366210938,1,1,11
physical-dynamics_1,physical-dynamics,1,accelerate,slow down,direct,antonym,concept swap,0100,-1,2.0899620056152344,0.761138916015625,-1.3288230895996094,1,1,11
physical-dynamics_3,physical-dynamics,3,accelerate,slow down,direct,antonym,concept swap,1110,-1,1.6288089752197266,1.2144775390625,-0.41433143615722656,1,1,11
physical-dynamics_9,physical-dynamics,9,accelerate,slow down,direct,antonym,concept swap,0100,-1,1.5803890228271484,-0.030591964721679688,-1.6109809875488281,1,0,10
physical-dynamics_24,physical-dynamics,24,fall,rise,direct,antonym,concept swap,0111,-1,0.5467033386230469,0.82330322265625,0.2765998840332031,1,1,11
physical-dynamics_26,physical-dynamics,26,fall,rise,direct,antonym,concept swap,0100,-1,0.8271074295043945,-1.5479679107666016,-2.375075340270996,1,0,10
physical-dynamics_40,physical-dynamics,40,grow,shrink,direct,antonym,concept swap,0010,-1,-1.5570640563964844,0.31595611572265625,1.8730201721191406,0,1,01
physical-dynamics_42,physical-dynamics,42,grow,shrink,direct,antonym,concept swap,0010,-1,-1.6326141357421875,-0.6276969909667969,1.0049171447753906,0,0,00
physical-dynamics_44,physical-dynamics,44,grow,shrink,direct,antonym,concept swap,0010,-1,-1.2625694274902344,0.554046630859375,1.8166160583496094,0,1,01
physical-dynamics_45,physical-dynamics,45,grow,shrink,direct,antonym,concept swap,1110,-1,0.29235267639160156,-1.0386390686035156,-1.3309917449951172,1,0,10
physical-dynamics_46,physical-dynamics,46,grow,shrink,direct,antonym,concept swap,0010,-1,-1.829641342163086,-0.218536376953125,1.611104965209961,0,0,00
physical-dynamics_48,physical-dynamics,48,grow,shrink,direct,antonym,concept swap,0010,-1,-1.7094917297363281,-0.12339019775390625,1.5861015319824219,0,0,00
physical-dynamics_49,physical-dynamics,49,grow,shrink,direct,antonym,concept swap,1110,-1,0.2989768981933594,-0.8992042541503906,-1.19818115234375,1,0,10
physical-dynamics_81,physical-dynamics,81,sink,float,direct,antonym,concept swap,0100,-1,0.49428367614746094,1.8628921508789062,1.3686084747314453,1,1,11
physical-dynamics_83,physical-dynamics,83,sink,float,direct,antonym,concept swap,0100,-1,-0.21219444274902344,-0.32607269287109375,-0.11387825012207031,0,0,00
physical-dynamics_95,physical-dynamics,95,sink,float,direct,antonym,concept swap,0100,-1,-2.8035993576049805,-1.5966777801513672,1.2069215774536133,0,0,00
physical-dynamics_99,physical-dynamics,99,sink,float,direct,antonym,concept swap,0100,-1,-1.3529052734375,-1.0945911407470703,0.2583141326904297,0,0,00
physical-dynamics_103,physical-dynamics,103,sink,float,indirect,antonym,concept swap,1110,-1,0.4869384765625,-0.8211822509765625,-1.3081207275390625,1,0,10
physical-dynamics_107,physical-dynamics,107,sink,float,indirect,antonym,concept swap,1110,-1,-0.34241676330566406,-1.8841028213500977,-1.5416860580444336,0,0,00
physical-dynamics_110,physical-dynamics,110,sink,float,indirect,antonym,concept swap,0010,-1,0.60943603515625,-2.3446578979492188,-2.9540939331054688,1,0,10
physical-dynamics_112,physical-dynamics,112,sink,float,indirect,antonym,concept swap,0010,-1,-0.11349105834960938,-4.496334075927734,-4.382843017578125,0,0,00
physical-dynamics_114,physical-dynamics,114,sink,float,indirect,antonym,concept swap,0010,-1,0.31296348571777344,-3.445140838623047,-3.7581043243408203,1,0,10
physical-dynamics_115,physical-dynamics,115,sink,float,indirect,antonym,concept swap,0111,-1,4.341452598571777,-1.1195459365844727,-5.46099853515625,1,0,10
physical-dynamics_116,physical-dynamics,116,sink,float,indirect,antonym,concept swap,0010,-1,-1.0644283294677734,-2.986042022705078,-1.9216136932373047,0,0,00
physical-dynamics_118,physical-dynamics,118,sink,float,indirect,antonym,concept swap,0010,-1,0.4018878936767578,-3.0683135986328125,-3.4702014923095703,1,0,10
physical-dynamics_51,physical-dynamics,51,roll,slide,indirect,negation,concept swap,0010,-1,-0.20232582092285156,0.6939449310302734,0.896270751953125,0,1,01
physical-dynamics_52,physical-dynamics,52,roll,slide,indirect,negation,concept swap,1110,-1,0.08268928527832031,0.5790519714355469,0.49636268615722656,1,1,11
physical-dynamics_59,physical-dynamics,59,roll,slide,indirect,negation,concept swap,0010,-1,0.21966552734375,0.8141651153564453,0.5944995880126953,1,1,11
physical-dynamics_62,physical-dynamics,62,roll,slide,indirect,other,concept swap,1110,-1,-1.107900619506836,-0.8424434661865234,0.2654571533203125,0,0,00
physical-dynamics_64,physical-dynamics,64,roll,slide,indirect,other,concept swap,1110,-1,1.5570907592773438,1.9323482513427734,0.3752574920654297,1,1,11
physical-dynamics_66,physical-dynamics,66,roll,slide,indirect,other,concept swap,0100,-1,-0.7664108276367188,0.2518157958984375,1.0182266235351562,0,1,01
physical-dynamics_0,physical-dynamics,0,accelerate,slow down,direct,antonym,concept swap,1111,0,1.0171470642089844,0.9875087738037109,-0.029638290405273438,1,1,11
physical-dynamics_2,physical-dynamics,2,accelerate,slow down,direct,antonym,concept swap,1111,0,0.8984661102294922,-0.06252670288085938,-0.9609928131103516,1,0,10
physical-dynamics_4,physical-dynamics,4,accelerate,slow down,direct,antonym,concept swap,1111,0,0.014675140380859375,0.55010986328125,0.5354347229003906,1,1,11
physical-dynamics_6,physical-dynamics,6,accelerate,slow down,direct,antonym,concept swap,1111,0,0.8327159881591797,0.49131202697753906,-0.3414039611816406,1,1,11
physical-dynamics_8,physical-dynamics,8,accelerate,slow down,direct,antonym,concept swap,1111,0,1.4569683074951172,1.641500473022461,0.18453216552734375,1,1,11
physical-dynamics_10,physical-dynamics,10,accelerate,slow down,indirect,antonym,concept swap,1111,0,1.3665542602539062,-0.5761957168579102,-1.9427499771118164,1,0,10
physical-dynamics_12,physical-dynamics,12,accelerate,slow down,indirect,antonym,concept swap,1111,0,0.6585369110107422,-0.5181455612182617,-1.176682472229004,1,0,10
physical-dynamics_14,physical-dynamics,14,accelerate,slow down,indirect,antonym,concept swap,1111,0,1.0510234832763672,-0.4455604553222656,-1.4965839385986328,1,0,10
physical-dynamics_16,physical-dynamics,16,accelerate,slow down,indirect,antonym,concept swap,1111,0,1.3504953384399414,-0.4310150146484375,-1.781510353088379,1,0,10
physical-dynamics_18,physical-dynamics,18,accelerate,slow down,indirect,antonym,concept swap,1111,0,1.2196979522705078,-0.5618057250976562,-1.781503677368164,1,0,10
physical-dynamics_20,physical-dynamics,20,fall,rise,direct,antonym,concept swap,0000,0,0.4906778335571289,0.20901870727539062,-0.2816591262817383,1,1,11
physical-dynamics_22,physical-dynamics,22,fall,rise,direct,antonym,concept swap,0000,0,0.3048086166381836,-1.6982851028442383,-2.003093719482422,1,0,10
physical-dynamics_28,physical-dynamics,28,fall,rise,direct,antonym,concept swap,0000,0,0.5361671447753906,0.07701969146728516,-0.45914745330810547,1,1,11
physical-dynamics_33,physical-dynamics,33,fall,rise,direct,antonym,concept swap,0000,0,-0.2710733413696289,-1.8291091918945312,-1.5580358505249023,0,0,00
physical-dynamics_36,physical-dynamics,36,fall,rise,direct,antonym,concept swap,0000,0,0.3787803649902344,0.9566783905029297,0.5778980255126953,1,1,11
physical-dynamics_38,physical-dynamics,38,fall,rise,direct,antonym,concept swap,0000,0,0.4459514617919922,-1.5330810546875,-1.9790325164794922,1,0,10
physical-dynamics_57,physical-dynamics,57,roll,slide,indirect,negation,concept swap,0000,0,0.2084827423095703,0.8506717681884766,0.6421890258789062,1,1,11
physical-dynamics_70,physical-dynamics,70,roll,slide,indirect,other,concept swap,0000,0,-1.4806709289550781,-1.0082740783691406,0.4723968505859375,0,0,00
physical-dynamics_72,physical-dynamics,72,roll,slide,indirect,other,concept swap,0000,0,-1.0667266845703125,0.009609222412109375,1.0763359069824219,0,1,01
physical-dynamics_74,physical-dynamics,74,roll,slide,indirect,other,concept swap,0000,0,-1.2321348190307617,-1.3913040161132812,-0.15916919708251953,0,0,00
spatial-relations_355,spatial-relations,355,left,right,direct,antonym,concept swap,0110,-2,3.817035675048828,0.7359580993652344,-3.0810775756835938,1,1,11
spatial-relations_359,spatial-relations,359,left,right,direct,antonym,concept swap,0110,-2,3.9378795623779297,2.4797897338867188,-1.458089828491211,1,1,11
spatial-relations_363,spatial-relations,363,left,right,direct,antonym,concept swap,0110,-2,4.445407867431641,1.1503868103027344,-3.2950210571289062,1,1,11
spatial-relations_375,spatial-relations,375,left,right,direct,antonym,variable swap,0110,-2,3.817035675048828,0.7359580993652344,-3.0810775756835938,1,1,11
spatial-relations_379,spatial-relations,379,left,right,direct,antonym,variable swap,0110,-2,3.9378795623779297,2.4797897338867188,-1.458089828491211,1,1,11
spatial-relations_383,spatial-relations,383,left,right,direct,antonym,variable swap,0110,-2,4.445407867431641,1.1503868103027344,-3.2950210571289062,1,1,11
spatial-relations_25,spatial-relations,25,above,below,indirect,antonym,concept swap,0110,-2,0.2664470672607422,-2.5457401275634766,-2.8121871948242188,1,0,10
spatial-relations_29,spatial-relations,29,above,below,indirect,antonym,concept swap,0110,-2,-1.119211196899414,-0.0852508544921875,1.0339603424072266,0,0,00
spatial-relations_36,spatial-relations,36,above,below,indirect,antonym,concept swap,0110,-2,-3.814464569091797,-2.993440628051758,0.8210239410400391,0,0,00
spatial-relations_304,spatial-relations,304,front,behind,indirect,antonym,concept swap,0110,-2,-0.10883712768554688,0.906376838684082,1.015213966369629,0,1,01
