arm_key,contrast_group,model_family,seed,data_role,checkpoint,predictions,split,numops,n_gold_filtered,n_pred,n_scored,correct,score_pp,pred_option0_frac,pred_not_in_options_frac
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,4,353,353,353,77,21.813031161473088,0.21813031161473087,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_80M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,5,116,116,116,26,22.413793103448278,0.22413793103448276,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,0,508,508,508,175,34.44881889763779,0.34448818897637795,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,1,428,428,428,62,14.485981308411215,0.14485981308411214,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,2,413,413,413,81,19.612590799031477,0.19612590799031476,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,3,409,409,409,86,21.026894865525673,0.21026894865525672,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,4,434,434,434,125,28.80184331797235,0.2880184331797235,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,5,123,123,123,30,24.390243902439025,0.24390243902439024,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,0,517,517,517,289,55.89941972920696,0.5589941972920697,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,1,409,409,409,46,11.246943765281173,0.11246943765281174,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,2,405,405,405,79,19.506172839506174,0.19506172839506172,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,3,425,425,425,66,15.529411764705882,0.15529411764705883,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,4,388,388,388,81,20.876288659793815,0.20876288659793815,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,5,94,94,94,22,23.404255319148938,0.23404255319148937,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,0,516,516,516,289,56.007751937984494,0.560077519379845,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,1,437,437,437,65,14.874141876430206,0.14874141876430205,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,2,399,399,399,69,17.293233082706767,0.17293233082706766,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,3,406,406,406,82,20.19704433497537,0.2019704433497537,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,4,353,353,353,79,22.379603399433428,0.2237960339943343,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_90M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,5,116,116,116,25,21.551724137931036,0.21551724137931033,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,0,508,508,508,172,33.85826771653543,0.33858267716535434,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,1,428,428,428,65,15.186915887850468,0.15186915887850466,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,2,413,413,413,83,20.09685230024213,0.2009685230024213,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,3,409,409,409,85,20.78239608801956,0.2078239608801956,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,4,434,434,434,123,28.341013824884794,0.2834101382488479,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,5,123,123,123,30,24.390243902439025,0.24390243902439024,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,0,517,517,517,286,55.319148936170215,0.5531914893617021,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,1,409,409,409,44,10.75794621026895,0.10757946210268948,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,2,405,405,405,74,18.271604938271604,0.18271604938271604,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,3,425,425,425,68,16.0,0.16,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,4,388,388,388,74,19.072164948453608,0.19072164948453607,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,5,94,94,94,23,24.46808510638298,0.24468085106382978,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,0,516,516,516,285,55.23255813953488,0.5523255813953488,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,1,437,437,437,65,14.874141876430206,0.14874141876430205,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,2,399,399,399,70,17.54385964912281,0.17543859649122806,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,3,406,406,406,78,19.211822660098523,0.1921182266009852,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,4,353,353,353,76,21.52974504249292,0.21529745042492918,0.0
deberta_basin1_repeat,deberta_basin1,DeBERTa,43022,repeat,chck_100M,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,5,116,116,116,24,20.689655172413794,0.20689655172413793,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_80M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_view_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,0,508,508,508,143,28.1496062992126,0.281496062992126,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_80M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_view_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,1,428,428,428,66,15.42056074766355,0.1542056074766355,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_80M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_view_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,2,413,413,413,99,23.97094430992736,0.2397094430992736,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_80M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_view_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,3,409,409,409,106,25.91687041564792,0.2591687041564792,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_80M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_view_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,4,434,434,434,155,35.714285714285715,0.35714285714285715,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_80M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_view_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,5,123,123,123,38,30.89430894308943,0.3089430894308943,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_80M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_view_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,0,517,517,517,214,41.3926499032882,0.41392649903288203,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_80M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_view_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,1,409,409,409,64,15.647921760391197,0.15647921760391198,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_80M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_view_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,2,405,405,405,78,19.25925925925926,0.1925925925925926,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_80M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_view_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,3,425,425,425,116,27.294117647058822,0.27294117647058824,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_80M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_view_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,4,388,388,388,110,28.350515463917525,0.28350515463917525,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_80M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_view_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,5,94,94,94,33,35.1063829787234,0.35106382978723405,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_80M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_view_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,0,516,516,516,244,47.286821705426355,0.4728682170542636,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_80M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_view_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,1,437,437,437,76,17.391304347826086,0.17391304347826086,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_80M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_view_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,2,399,399,399,79,19.79949874686717,0.19799498746867167,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_80M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_view_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,3,406,406,406,99,24.38423645320197,0.2438423645320197,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_80M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_view_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,4,353,353,353,110,31.161473087818695,0.311614730878187,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_80M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_view_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,5,116,116,116,42,36.206896551724135,0.3620689655172414,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_90M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_90M/Entity/chck_90M/full_second_basin_max_view_seed43122_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,0,508,508,508,147,28.937007874015748,0.28937007874015747,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_90M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_90M/Entity/chck_90M/full_second_basin_max_view_seed43122_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,1,428,428,428,59,13.785046728971963,0.1378504672897196,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_90M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_90M/Entity/chck_90M/full_second_basin_max_view_seed43122_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,2,413,413,413,91,22.033898305084747,0.22033898305084745,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_90M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_90M/Entity/chck_90M/full_second_basin_max_view_seed43122_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,3,409,409,409,99,24.205378973105134,0.24205378973105135,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_90M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_90M/Entity/chck_90M/full_second_basin_max_view_seed43122_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,4,434,434,434,146,33.64055299539171,0.33640552995391704,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_90M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_90M/Entity/chck_90M/full_second_basin_max_view_seed43122_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,5,123,123,123,36,29.26829268292683,0.2926829268292683,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_90M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_90M/Entity/chck_90M/full_second_basin_max_view_seed43122_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,0,517,517,517,212,41.005802707930364,0.41005802707930367,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_90M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_90M/Entity/chck_90M/full_second_basin_max_view_seed43122_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,1,409,409,409,67,16.381418092909534,0.16381418092909536,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_90M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_90M/Entity/chck_90M/full_second_basin_max_view_seed43122_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,2,405,405,405,77,19.012345679012345,0.19012345679012346,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_90M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_90M/Entity/chck_90M/full_second_basin_max_view_seed43122_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,3,425,425,425,118,27.764705882352942,0.2776470588235294,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_90M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_90M/Entity/chck_90M/full_second_basin_max_view_seed43122_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,4,388,388,388,109,28.09278350515464,0.2809278350515464,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_90M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_90M/Entity/chck_90M/full_second_basin_max_view_seed43122_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,5,94,94,94,30,31.914893617021278,0.3191489361702128,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_90M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_90M/Entity/chck_90M/full_second_basin_max_view_seed43122_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,0,516,516,516,244,47.286821705426355,0.4728682170542636,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_90M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_90M/Entity/chck_90M/full_second_basin_max_view_seed43122_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,1,437,437,437,72,16.475972540045767,0.16475972540045766,0.0
deberta_basin2_view,deberta_basin2,DeBERTa,43122,view,chck_90M,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_90M/Entity/chck_90M/full_second_basin_max_view_seed43122_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents,2,399,399,399,85,21.303258145363408,0.21303258145363407,0.0
