contrast_name,contrast,checkpoint,words,model_family,seed_A,seed_B,arm_A,arm_B,group,numops_group,split_group,A_macro_pp,B_macro_pp,delta_macro_pp,A_micro_pp,B_micro_pp,delta_micro_pp,A_pred_option0_frac,B_pred_option0_frac,delta_pred_option0_frac,A_n_scored,B_n_scored
deberta_basin1,view_minus_repeat,chck_80M,80000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,numops_4,4,all,32.35784854898802,21.841377942227613,10.516470606760404,32.680851063829785,22.04255319148936,10.638297872340424,0.32680851063829786,0.2204255319148936,0.10638297872340424,1175,1175
deberta_basin1,view_minus_repeat,chck_80M,80000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,numops_5,5,all,33.22546908521176,22.693544250189387,10.531924835022377,33.333333333333336,22.822822822822822,10.510510510510514,0.3333333333333333,0.22822822822822822,0.1051051051051051,333,333
deberta_basin1,view_minus_repeat,chck_80M,80000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,regular_nonzero_ops,nonzero,regular,24.96151404681151,16.555481359173342,8.406032687638167,23.823358512492735,15.68855316676351,8.134805345729225,0.23823358512492737,0.1568855316676351,0.08134805345729226,1721,1721
deberta_basin1,view_minus_repeat,chck_80M,80000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,regular_zero_ops,zero,regular,40.81237911025145,53.57833655705996,-12.765957446808514,40.81237911025145,53.57833655705996,-12.765957446808514,0.4081237911025145,0.5357833655705996,-0.12765957446808507,517,517
deberta_basin1,view_minus_repeat,chck_80M,80000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,split_ambiref,all,ambiref,27.485147131447732,23.436986454299213,4.04816067714852,27.127429805615552,23.758099352051836,3.369330453563716,0.2712742980561555,0.23758099352051837,0.033693304535637125,2315,2315
deberta_basin1,view_minus_repeat,chck_80M,80000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,split_move_contents,all,move_contents,28.863505131486736,24.28547338428096,4.578031747205777,28.378985181859004,25.954198473282442,2.424786708576562,0.28378985181859,0.2595419847328244,0.024247867085765595,2227,2227
deberta_basin1,view_minus_repeat,chck_80M,80000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,split_regular,all,regular,27.603324890718167,22.72595722548778,4.877367665230388,27.74798927613941,24.441465594280608,3.3065236818588026,0.2774798927613941,0.24441465594280606,0.033065236818588056,2238,2238
deberta_basin1,view_minus_repeat,chck_80M,80000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,zero_ops,zero,all,38.55987318080224,47.559439415131806,-8.999566234329563,38.61129136924075,47.631408176508764,-9.02011680726801,0.3861129136924075,0.4763140817650876,-0.09020116807268008,1541,1541
deberta_basin1,view_minus_repeat,chck_90M,90000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,all_18_subtasks,all,all,28.190451620328744,24.5295757743401,3.6608758459886452,27.876106194690266,25.825958702064895,2.0501474926253707,,,,6780,6780
deberta_basin1,view_minus_repeat,chck_90M,90000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,ambiref_nonzero_ops,nonzero,ambiref,26.557284658956455,21.663510838675947,4.893773820280508,26.009961261759823,21.250691754288876,4.759269507470947,0.26009961261759823,0.21250691754288878,0.04759269507470945,1807,1807
deberta_basin1,view_minus_repeat,chck_90M,90000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,ambiref_zero_ops,zero,ambiref,29.921259842519685,34.44881889763779,-4.5275590551181075,29.921259842519685,34.44881889763779,-4.5275590551181075,0.2992125984251969,0.34448818897637795,-0.04527559055118108,508,508
deberta_basin1,view_minus_repeat,chck_90M,90000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,move_contents_nonzero_ops,nonzero,move_contents,25.86574159511226,19.25914936629536,6.606592228816901,23.728813559322035,18.70251315020456,5.026300409117475,0.23728813559322035,0.18702513150204558,0.05026300409117476,1711,1711
deberta_basin1,view_minus_repeat,chck_90M,90000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,move_contents_zero_ops,zero,move_contents,44.96124031007752,56.007751937984494,-11.046511627906973,44.96124031007752,56.007751937984494,-11.046511627906973,0.4496124031007752,0.560077519379845,-0.11046511627906974,516,516
deberta_basin1,view_minus_repeat,chck_90M,90000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,nonzero_ops,nonzero,all,26.154234713073702,19.678424891552833,6.475809821520869,24.775720557358273,19.049436915441877,5.726283641916396,0.24775720557358274,0.19049436915441878,0.057262836419163965,5239,5239
deberta_basin1,view_minus_repeat,chck_90M,90000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,numops_0,0,all,38.37153615660397,48.78533018827642,-10.413794031672445,38.416612589227775,48.864373783257626,-10.447761194029852,0.3841661258922777,0.48864373783257625,-0.10447761194029853,1541,1541
deberta_basin1,view_minus_repeat,chck_90M,90000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,numops_1,1,all,15.602048935904724,13.535688983374198,2.066359952530526,15.620094191522764,13.57927786499215,2.0408163265306136,0.15620094191522763,0.1357927786499215,0.020408163265306117,1274,1274
deberta_basin1,view_minus_repeat,chck_90M,90000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,numops_2,2,all,22.496689516215735,18.803998907081475,3.69269060913426,22.514379622021362,18.816762530813477,3.697617091207885,0.22514379622021363,0.18816762530813474,0.03697617091207889,1217,1217
deberta_basin1,view_minus_repeat,chck_90M,90000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,numops_3,3,all,26.693490919679565,18.917783655068977,7.775707264610588,26.693548387096776,18.870967741935484,7.822580645161292,0.2669354838709677,0.18870967741935485,0.07822580645161287,1240,1240
deberta_basin1,view_minus_repeat,chck_90M,90000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,numops_4,4,all,32.24800435298885,24.019245125733196,8.228759227255654,32.51063829787234,24.25531914893617,8.25531914893617,0.3251063829787234,0.2425531914893617,0.08255319148936172,1175,1175
deberta_basin1,view_minus_repeat,chck_90M,90000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,numops_5,5,all,33.73093984057962,23.115407786506335,10.615532054073288,33.633633633633636,23.123123123123122,10.510510510510514,0.33633633633633636,0.23123123123123124,0.10510510510510512,333,333
deberta_basin1,view_minus_repeat,chck_90M,90000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,regular_nonzero_ops,nonzero,regular,26.039677885152383,18.112614469687195,7.927063415465188,24.52062754212667,17.083091226031378,7.437536316095294,0.24520627542126672,0.17083091226031377,0.07437536316095295,1721,1721
deberta_basin1,view_minus_repeat,chck_90M,90000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,regular_zero_ops,zero,regular,40.2321083172147,55.89941972920696,-15.667311411992259,40.2321083172147,55.89941972920696,-15.667311411992259,0.402321083172147,0.5589941972920697,-0.15667311411992269,517,517
deberta_basin1,view_minus_repeat,chck_90M,90000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,split_ambiref,all,ambiref,27.117947189550325,23.794395515169587,3.323551674380738,26.868250539956804,24.146868250539956,2.721382289416848,0.26868250539956806,0.24146868250539957,0.027213822894168488,2315,2315
deberta_basin1,view_minus_repeat,chck_90M,90000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,split_move_contents,all,move_contents,29.048324714273136,25.383916461576884,3.6644082526962514,28.6484059272564,27.346205657835654,1.3022002694207444,0.286484059272564,0.27346205657835654,0.013022002694207446,2227,2227
deberta_basin1,view_minus_repeat,chck_90M,90000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,split_regular,all,regular,28.405082957162772,24.410415346273822,3.99466761088895,28.15013404825737,26.050044682752457,2.100089365504914,0.28150134048257375,0.2605004468275246,0.021000893655049147,2238,2238
deberta_basin1,view_minus_repeat,chck_90M,90000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,zero_ops,zero,all,38.37153615660397,48.78533018827642,-10.413794031672445,38.416612589227775,48.864373783257626,-10.447761194029852,0.3841661258922777,0.48864373783257625,-0.10447761194029853,1541,1541
deberta_basin1,view_minus_repeat,chck_100M,100000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,all_18_subtasks,all,all,28.091994136541672,24.20146791108955,3.8905262254521205,27.772861356932154,25.442477876106196,2.330383480825958,,,,6780,6780
deberta_basin1,view_minus_repeat,chck_100M,100000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,ambiref_nonzero_ops,nonzero,ambiref,26.487193766105115,21.759484400687192,4.7277093654179225,26.06530160486995,21.361372440509133,4.703929164360819,0.2606530160486995,0.2136137244050913,0.047039291643608205,1807,1807
deberta_basin1,view_minus_repeat,chck_100M,100000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,ambiref_zero_ops,zero,ambiref,30.31496062992126,33.85826771653543,-3.5433070866141705,30.31496062992126,33.85826771653543,-3.5433070866141705,0.3031496062992126,0.33858267716535434,-0.035433070866141725,508,508
deberta_basin1,view_minus_repeat,chck_100M,100000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,move_contents_nonzero_ops,nonzero,move_contents,25.761777463948597,18.769844880111652,6.991932583836945,23.436586791350088,18.293395675043833,5.143191116306255,0.23436586791350086,0.18293395675043833,0.05143191116306253,1711,1711
deberta_basin1,view_minus_repeat,chck_100M,100000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,move_contents_zero_ops,zero,move_contents,44.96124031007752,55.23255813953488,-10.27131782945736,44.96124031007752,55.23255813953488,-10.27131782945736,0.4496124031007752,0.5523255813953488,-0.1027131782945736,516,516
deberta_basin1,view_minus_repeat,chck_100M,100000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,nonzero_ops,nonzero,all,25.996944106857182,19.414429840491426,6.582514266365756,24.58484443596106,18.744035121206338,5.840809314754722,0.24584844435961062,0.18744035121206337,0.058408093147547246,5239,5239
deberta_basin1,view_minus_repeat,chck_100M,100000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,numops_0,0,all,38.56724428496413,48.136658264080175,-9.569413979116042,38.61129136924075,48.2154445165477,-9.604153147306945,0.3861129136924075,0.48215444516547695,-0.09604153147306943,1541,1541
deberta_basin1,view_minus_repeat,chck_100M,100000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,numops_1,1,all,15.523757281981355,13.606334658183208,1.9174226237981475,15.54160125588697,13.657770800627944,1.8838304552590266,0.1554160125588697,0.13657770800627944,0.01883830455259025,1274,1274
deberta_basin1,view_minus_repeat,chck_100M,100000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,numops_2,2,all,22.242874396705304,18.637438962545513,3.6054354341597907,22.26787181594084,18.65242399342646,3.61544782251438,0.22267871815940837,0.1865242399342646,0.03615447822514378,1217,1217
deberta_basin1,view_minus_repeat,chck_100M,100000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,numops_3,3,all,26.20575494340726,18.66473958270603,7.5410153607012305,26.20967741935484,18.629032258064516,7.580645161290324,0.26209677419354843,0.18629032258064515,0.07580645161290328,1240,1240
deberta_basin1,view_minus_repeat,chck_100M,100000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,numops_4,4,all,32.265040459800375,22.98097460527711,9.284065854523266,32.51063829787234,23.23404255319149,9.27659574468085,0.3251063829787234,0.2323404255319149,0.09276595744680852,1175,1175
deberta_basin1,view_minus_repeat,chck_100M,100000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,numops_5,5,all,33.7472934523916,23.182661393745263,10.564632058646339,33.633633633633636,23.123123123123122,10.510510510510514,0.33633633633633636,0.23123123123123124,0.10510510510510512,333,333
deberta_basin1,view_minus_repeat,chck_100M,100000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,regular_nonzero_ops,nonzero,regular,25.74186109051783,17.713960240675426,8.027900849842403,24.171993027309703,16.44392794886694,7.728065078442764,0.24171993027309704,0.16443927948866938,0.07728065078442767,1721,1721
deberta_basin1,view_minus_repeat,chck_100M,100000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,regular_zero_ops,zero,regular,40.42553191489362,55.319148936170215,-14.893617021276597,40.42553191489362,55.319148936170215,-14.893617021276597,0.40425531914893614,0.5531914893617021,-0.148936170212766,517,517
deberta_basin1,view_minus_repeat,chck_100M,100000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,split_ambiref,all,ambiref,27.12515491007447,23.7759482866619,3.34920662341257,26.997840172786177,24.103671706263498,2.894168466522679,0.26997840172786175,0.241036717062635,0.028941684665226758,2315,2315
deberta_basin1,view_minus_repeat,chck_100M,100000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,split_move_contents,all,move_contents,28.961687938303413,24.84696375668219,4.114724181621224,28.423888639425236,26.852267624607094,1.5716210148181418,0.2842388863942524,0.26852267624607096,0.01571621014818142,2227,2227
deberta_basin1,view_minus_repeat,chck_100M,100000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,split_regular,all,regular,28.189139561247128,23.981491689924557,4.207647871322571,27.926720285969616,25.424486148346737,2.502234137622878,0.27926720285969614,0.25424486148346737,0.025022341376228774,2238,2238
deberta_basin1,view_minus_repeat,chck_100M,100000000,DeBERTa,43022,43022,deberta_basin1_view,deberta_basin1_repeat,zero_ops,zero,all,38.56724428496413,48.136658264080175,-9.569413979116042,38.61129136924075,48.2154445165477,-9.604153147306945,0.3861129136924075,0.48215444516547695,-0.09604153147306943,1541,1541
deberta_basin2,view_minus_repeat,chck_80M,80000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,all_18_subtasks,all,all,27.96375857418497,25.269050015782618,2.6947085584023505,27.61061946902655,25.958702064896755,1.6519174041297937,,,,6780,6780
deberta_basin2,view_minus_repeat,chck_80M,80000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,ambiref_nonzero_ops,nonzero,ambiref,26.383394026122794,22.513345810187147,3.870048215935647,25.67791920309906,21.97011621472053,3.7078029883785284,0.2567791920309906,0.2197011621472053,0.03707802988378528,1807,1807
deberta_basin2,view_minus_repeat,chck_80M,80000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,ambiref_zero_ops,zero,ambiref,28.1496062992126,32.48031496062992,-4.330708661417319,28.1496062992126,32.48031496062992,-4.330708661417319,0.281496062992126,0.3248031496062992,-0.04330708661417321,508,508
deberta_basin2,view_minus_repeat,chck_80M,80000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,move_contents_nonzero_ops,nonzero,move_contents,25.78868183748761,19.334261653598855,6.454420183888754,23.728813559322035,17.650496785505553,6.078316773816482,0.23728813559322035,0.1765049678550555,0.060783167738164834,1711,1711
deberta_basin2,view_minus_repeat,chck_80M,80000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,move_contents_zero_ops,zero,move_contents,47.286821705426355,58.13953488372093,-10.852713178294572,47.286821705426355,58.13953488372093,-10.852713178294572,0.4728682170542636,0.5813953488372093,-0.10852713178294576,516,516
deberta_basin2,view_minus_repeat,chck_80M,80000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,nonzero_ops,nonzero,all,25.76790509516015,20.516223994499505,5.251681100660644,24.2603550295858,19.144874976140486,5.115480053445314,0.24260355029585798,0.19144874976140486,0.05115480053445312,5239,5239
deberta_basin2,view_minus_repeat,chck_80M,80000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,numops_0,0,all,38.943025969309055,49.03318012219819,-10.090154152889134,39.00064892926671,49.1239454899416,-10.123296560674888,0.3900064892926671,0.49123945489941595,-0.10123296560674883,1541,1541
deberta_basin2,view_minus_repeat,chck_80M,80000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,numops_1,1,all,16.15326228529361,13.885783059375727,2.2674792259178833,16.16954474097331,13.893249607535322,2.276295133437989,0.16169544740973313,0.1389324960753532,0.022762951334379916,1274,1274
deberta_basin2,view_minus_repeat,chck_80M,80000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,numops_2,2,all,21.00990077201793,18.143968416542506,2.8659323554754224,21.03533278553821,18.159408381265408,2.8759244042728014,0.21035332785538208,0.18159408381265407,0.028759244042728005,1217,1217
deberta_basin2,view_minus_repeat,chck_80M,80000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,numops_3,3,all,25.865074838636236,19.117032800811074,6.7480420378251615,25.887096774193548,19.112903225806452,6.774193548387096,0.25887096774193546,0.19112903225806452,0.06774193548387095,1240,1240
deberta_basin2,view_minus_repeat,chck_80M,80000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,numops_4,4,all,31.74209142200731,22.99580241094894,8.74628901105837,31.914893617021278,23.319148936170212,8.595744680851066,0.3191489361702128,0.23319148936170211,0.08595744680851067,1175,1175
deberta_basin2,view_minus_repeat,chck_80M,80000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,numops_5,5,all,34.06919615784566,28.438533284819272,5.630662873026388,33.933933933933936,28.22822822822823,5.705705705705707,0.33933933933933935,0.2822822822822823,0.05705705705705705,333,333
deberta_basin2,view_minus_repeat,chck_80M,80000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,regular_nonzero_ops,nonzero,regular,25.13163942187004,19.701064519712514,5.430574902157527,23.300406740267288,17.664148750726323,5.636257989540965,0.23300406740267288,0.17664148750726322,0.05636257989540966,1721,1721
deberta_basin2,view_minus_repeat,chck_80M,80000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,regular_zero_ops,zero,regular,41.3926499032882,56.479690522243715,-15.087040618955513,41.3926499032882,56.479690522243715,-15.087040618955513,0.41392649903288203,0.5647969052224371,-0.15087040618955505,517,517
deberta_basin2,view_minus_repeat,chck_80M,80000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,split_ambiref,all,ambiref,26.677762738304427,24.17450733526094,2.503255403043486,26.220302375809936,24.276457883369332,1.9438444924406042,0.26220302375809934,0.24276457883369332,0.019438444924406023,2315,2315
deberta_basin2,view_minus_repeat,chck_80M,80000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,split_move_contents,all,move_contents,29.371705148810737,25.801807191952534,3.5698979568582025,29.18724741805119,27.031881454872025,2.1553659631791646,0.2918724741805119,0.27031881454872025,0.021553659631791622,2227,2227
deberta_basin2,view_minus_repeat,chck_80M,80000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,split_regular,all,regular,27.841807835439734,25.830835520134382,2.0109723153053523,27.4798927613941,26.630920464700626,0.848972296693475,0.27479892761394104,0.26630920464700625,0.008489722966934787,2238,2238
deberta_basin2,view_minus_repeat,chck_80M,80000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,zero_ops,zero,all,38.943025969309055,49.03318012219819,-10.090154152889134,39.00064892926671,49.1239454899416,-10.123296560674888,0.3900064892926671,0.49123945489941595,-0.10123296560674883,1541,1541
deberta_basin2,view_minus_repeat,chck_90M,90000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,all_18_subtasks,all,all,27.435210921875427,24.712740271787904,2.722470650087523,27.1976401179941,25.265486725663717,1.9321533923303846,,,,6780,6780
deberta_basin2,view_minus_repeat,chck_90M,90000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,ambiref_nonzero_ops,nonzero,ambiref,24.586633937096074,21.6981323638936,2.8885015732024755,23.85168788046486,21.029330381848368,2.8223574986164905,0.23851687880464859,0.21029330381848368,0.0282235749861649,1807,1807
deberta_basin2,view_minus_repeat,chck_90M,90000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,ambiref_zero_ops,zero,ambiref,28.937007874015748,31.299212598425196,-2.362204724409448,28.937007874015748,31.299212598425196,-2.362204724409448,0.28937007874015747,0.31299212598425197,-0.023622047244094502,508,508
deberta_basin2,view_minus_repeat,chck_90M,90000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,move_contents_nonzero_ops,nonzero,move_contents,26.10096956889082,19.93864662165073,6.162322947240092,23.9041496201052,17.88427819988311,6.019871420222092,0.23904149620105203,0.17884278199883108,0.06019871420222095,1711,1711
deberta_basin2,view_minus_repeat,chck_90M,90000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,move_contents_zero_ops,zero,move_contents,47.286821705426355,57.36434108527132,-10.077519379844965,47.286821705426355,57.36434108527132,-10.077519379844965,0.4728682170542636,0.5736434108527132,-0.10077519379844962,516,516
deberta_basin2,view_minus_repeat,chck_90M,90000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,nonzero_ops,nonzero,all,25.106944287092347,20.10802111086875,4.998923176223595,23.68772666539416,18.629509448368008,5.058217217026151,0.2368772666539416,0.1862950944836801,0.05058217217026151,5239,5239
deberta_basin2,view_minus_repeat,chck_90M,90000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,numops_0,0,all,39.07654409579082,47.73633607638369,-8.659791980592864,39.130434782608695,47.82608695652174,-8.695652173913047,0.391304347826087,0.4782608695652174,-0.08695652173913043,1541,1541
deberta_basin2,view_minus_repeat,chck_90M,90000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,numops_1,1,all,15.547479120642421,13.001745428835678,2.5457336918067437,15.54160125588697,13.029827315541601,2.5117739403453694,0.1554160125588697,0.130298273155416,0.025117739403453687,1274,1274
deberta_basin2,view_minus_repeat,chck_90M,90000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,numops_2,2,all,20.783167376486833,17.977240653422633,2.8059267230642,20.788824979457683,17.99506984387839,2.7937551355792927,0.20788824979457682,0.1799506984387839,0.027937551355792928,1217,1217
deberta_basin2,view_minus_repeat,chck_90M,90000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,numops_3,3,all,25.205135017500805,18.066742758143643,7.138392259357161,25.241935483870968,18.06451612903226,7.177419354838708,0.2524193548387097,0.18064516129032257,0.07177419354838713,1240,1240
deberta_basin2,view_minus_repeat,chck_90M,90000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,numops_4,4,all,31.248222648435185,22.902994321761298,8.345228326673887,31.319148936170212,23.148936170212767,8.170212765957444,0.3131914893617021,0.23148936170212767,0.08170212765957444,1175,1175
deberta_basin2,view_minus_repeat,chck_90M,90000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,numops_5,5,all,32.75071727239649,28.59138239218049,4.159334880216004,32.732732732732735,28.52852852852853,4.204204204204206,0.32732732732732733,0.2852852852852853,0.04204204204204204,333,333
deberta_basin2,view_minus_repeat,chck_90M,90000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,regular_nonzero_ops,nonzero,regular,24.633229355290148,18.687284347061915,5.945945008228232,23.300406740267288,16.850668216153398,6.44973852411389,0.23300406740267288,0.168506682161534,0.06449738524113888,1721,1721
deberta_basin2,view_minus_repeat,chck_90M,90000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,regular_zero_ops,zero,regular,41.005802707930364,54.54545454545455,-13.539651837524183,41.005802707930364,54.54545454545455,-13.539651837524183,0.41005802707930367,0.5454545454545454,-0.13539651837524175,517,517
deberta_basin2,view_minus_repeat,chck_90M,90000000,DeBERTa,43122,43122,deberta_basin2_view,deberta_basin2_repeat,split_ambiref,all,ambiref,25.311696259916022,23.2983124029822,2.013383856933821,24.967602591792655,23.2829373650108,1.6846652267818563,0.24967602591792656,0.232829373650108,0.016846652267818563,2315,2315
