column,group_level,group_id,n_items,rise_gains,rise_losses,rise_unchanged,rise_net,rise_net_pct,rise_gain_pct,rise_loss_pct,rise_churn_pct,fall_gains,fall_losses,fall_unchanged,fall_net,fall_net_pct,fall_gain_pct,fall_loss_pct,fall_churn_pct
BLiMP,column,BLiMP,59875,1164,929,57782,235,0.3924843423799582,1.9440501043841336,1.5515657620041754,3.495615866388309,751,669,58455,82,0.1369519832985386,1.2542797494780795,1.1173277661795407,2.3716075156576197
Supplement,column,Supplement,5218,72,47,5099,25,0.4791107704101188,1.3798390187811422,0.9007282483710234,2.2805672671521657,36,44,5138,-8,-0.15331544653123802,0.6899195093905711,0.8432349559218091,1.5331544653123803
EWoK,column,EWoK,7618,203,244,7171,-41,-0.5381990023628249,2.6647414019427673,3.2029404043055916,5.86768180624836,140,150,7328,-10,-0.13126804935678654,1.8377526909950117,1.9690207403517985,3.8067734313468105
Entity,column,Entity,6780,178,142,6460,36,0.5309734513274336,2.6253687315634218,2.094395280235988,4.71976401179941,97,101,6582,-4,-0.058997050147492625,1.4306784660766962,1.4896755162241888,2.920353982300885
COMPS,column,COMPS,91028,3224,3093,84711,131,0.14391176341345518,3.5417673682822866,3.3978556048688318,6.939622973151119,2297,2136,86595,161,0.17686865579821595,2.52339939359318,2.3465307377949642,4.869930131388144
GlobalPIQA,column,GlobalPIQA,203,3,3,197,0,0.0,1.477832512315271,1.477832512315271,2.955665024630542,2,5,196,-3,-1.477832512315271,0.9852216748768473,2.4630541871921183,3.4482758620689653
