domain,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
agent-properties,2210,0.49592760180995477,804,0.36380090497737555,0.7217235188509874,1114,0.004360798746347427
social-relations,1548,0.5103359173126615,508,0.3281653746770026,0.6701846965699209,758,0.14196964958682656
physical-relations,818,0.48166259168704156,305,0.37286063569682154,0.7193396226415094,424,-0.11026029009371996
material-dynamics,770,0.5012987012987012,242,0.3142857142857143,0.6302083333333334,384,-0.0694282054901123
spatial-relations,490,0.4673469387755102,204,0.4163265306122449,0.7816091954022989,261,-0.10251057427376509
physical-interactions,556,0.4748201438848921,181,0.3255395683453237,0.6198630136986302,292,0.0004158858209848404
social-properties,328,0.4725609756097561,125,0.38109756097560976,0.7225433526011561,173,-0.34715327713638544
quantitative-properties,314,0.5382165605095541,80,0.25477707006369427,0.5517241379310345,145,0.23171460628509521
social-interactions,294,0.5476190476190477,80,0.272108843537415,0.6015037593984962,133,0.38079886697232723
material-properties,170,0.48823529411764705,57,0.3352941176470588,0.6551724137931034,87,-0.08229674398899078
physical-dynamics,120,0.525,35,0.2916666666666667,0.6140350877192983,57,0.34219332691282034
