seed,contrast,n_checkpoints,n_tokens_min,mean_gain_delta,mean_true_delta,mean_unrel_delta,mean_excess_true_cost,mean_frac_excess_positive_tokens
43022,RSminusC,3,2184,-0.09641759782998001,-0.5574731885861937,-0.6538907864161736,0.09641759782998,0.5163308913308913
43022,RSminusR,3,2184,0.49189165841894095,-0.8606030583865366,-0.3687113999675957,-0.49189165841894095,0.4249084249084249
43022,RminusC,3,2184,-0.5883092562489209,0.303129869800343,-0.28517938644857793,0.5883092562489209,0.6010378510378511
43022,VminusC,3,2184,0.5399937984968993,-1.067914583797024,-0.5279207853001249,-0.5399937984968993,0.40430402930402937
43022,VminusR,3,2184,1.1283030547458202,-1.3710444535973672,-0.242741398851547,-1.1283030547458202,0.33348595848595847
