seed,contrast,pair_id,mean_gain_delta,mean_true_delta,mean_unrel_delta,mean_excess_true_cost
43022,RSminusC,compact:frontier_consolidation_fwcompact_expansion_000126,-1.8734441598256428,1.4321283499399822,-0.4413158098856608,1.8734441598256428
43022,RSminusC,compact:frontier_consolidation_fwcompact_expansion_000164,-3.192903677622477,0.6008986632029215,-2.5920050144195557,3.192903677622477
43022,RSminusC,compact:frontier_consolidation_fwcompact_expansion_000275,-0.3841452598571777,1.0979174772898357,0.7137722174326578,0.38414525985717773
43022,RSminusC,compact:frontier_consolidation_fwcompact_expansion_000286,0.027144670486450122,0.28562140464782715,0.31276607513427734,-0.027144670486450195
43022,RSminusC,compact:frontier_consolidation_fwcompact_expansion_000565,2.101480801900228,-0.9388650258382162,1.1626157760620117,-2.101480801900228
43022,RSminusC,compact:frontier_consolidation_fwcompact_expansion_000594,-0.647566502292951,0.8612675120433172,0.2137010097503662,0.647566502292951
43022,RSminusC,compact:frontier_consolidation_fwcompact_expansion_000883,-1.8572835127512615,-0.22092008590698242,-2.0782035986582437,1.8572835127512615
43022,RSminusC,compact:frontier_consolidation_fwcompact_expansion_000886,-1.1322928269704182,0.16650907198588052,-0.9657837549845375,1.132292826970418
43022,RSminusC,compact:frontier_consolidation_fwcompact_expansion_000899,0.051441510518392,1.1712007522583014,1.2226422627766926,-0.05144151051839133
43022,RSminusC,compact:frontier_consolidation_fwcompact_expansion_001020,-0.8691925207773843,0.4179713726043701,-0.45122114817301434,0.8691925207773844
43022,RSminusC,compact:frontier_consolidation_fwcompact_expansion_001026,-0.5395316680272421,0.7291884819666544,0.18965681393941244,0.5395316680272421
43022,RSminusC,compact:frontier_consolidation_fwcompact_expansion_001099,-2.71005646387736,2.2013052304585776,-0.5087512334187826,2.71005646387736
43022,RSminusC,compact:frontier_consolidation_fwcompact_expansion_001206,0.9702163425584635,-0.6778532663981119,0.29236307616035145,-0.9702163425584635
43022,RSminusC,compact:frontier_consolidation_fwcompact_expansion_001233,2.362853209177653,-2.106910069783529,0.25594313939412433,-2.362853209177653
43022,RSminusC,compact:frontier_consolidation_fwcompact_expansion_001241,-1.8075798352559407,0.1606766382853196,-1.646903196970622,1.8075798352559416
43022,RSminusC,compact:frontier_consolidation_fwcompact_expansion_001251,-0.16022411982218424,-2.6101346810658774,-2.7703588008880615,0.16022411982218424
