pair_id,gain_a,true_a,unrel_a,gain_b,true_b,unrel_b,seed,checkpoint,contrast,gain_delta,true_delta,unrel_delta,excess_true_cost
compact:frontier_consolidation_fwcompact_expansion_000126,1.2195749282836914,8.177246570587158,9.39682149887085,3.17307710647583,6.782801628112793,9.955878734588623,43022,chck_100M,RSminusC,-1.9535021781921387,1.3944449424743652,-0.5590572357177734,1.9535021781921387
compact:frontier_consolidation_fwcompact_expansion_000164,-0.4905142784118651,5.705868244171143,5.215353965759277,2.8205459117889404,5.08154559135437,7.9020915031433105,43022,chck_100M,RSminusC,-3.3110601902008057,0.6243226528167725,-2.686737537384033,3.3110601902008057
compact:frontier_consolidation_fwcompact_expansion_000275,-0.07786083221435547,6.824733018875122,6.746872186660767,0.11880898475646977,5.753592252731323,5.872401237487793,43022,chck_100M,RSminusC,-0.19666981697082525,1.0711407661437988,0.8744709491729736,0.1966698169708252
compact:frontier_consolidation_fwcompact_expansion_000286,0.784731388092041,9.8153715133667,10.60010290145874,0.7031493186950684,9.436408519744873,10.139557838439941,43022,chck_100M,RSminusC,0.08158206939697266,0.37896299362182617,0.46054506301879883,-0.08158206939697266
compact:frontier_consolidation_fwcompact_expansion_000565,-0.4429149627685547,6.989784240722656,6.546869277954102,-2.319608688354492,7.522313117980957,5.202704429626465,43022,chck_100M,RSminusC,1.8766937255859375,-0.5325288772583008,1.3441648483276367,-1.8766937255859375
compact:frontier_consolidation_fwcompact_expansion_000594,-0.0469366908073425,5.199483215808868,5.152546525001526,0.5375330746173859,4.29194287955761,4.829475954174995,43022,chck_100M,RSminusC,-0.5844697654247284,0.9075403362512589,0.32307057082653046,0.5844697654247284
compact:frontier_consolidation_fwcompact_expansion_000883,-3.106656074523926,8.915234088897705,5.808578014373779,-1.2941322326660156,9.15091323852539,7.856781005859375,43022,chck_100M,RSminusC,-1.8125238418579102,-0.23567914962768555,-2.0482029914855957,1.8125238418579102
compact:frontier_consolidation_fwcompact_expansion_000886,1.2591264247894287,4.694901943206787,5.954028367996216,2.311511754989624,4.691929340362549,7.003441095352173,43022,chck_100M,RSminusC,-1.0523853302001953,0.0029726028442382812,-1.049412727355957,1.0523853302001953
compact:frontier_consolidation_fwcompact_expansion_000899,-1.9711265563964844,12.08302354812622,10.111896991729736,-1.9115548133850098,10.844161987304688,8.932607173919678,43022,chck_100M,RSminusC,-0.05957174301147461,1.2388615608215332,1.1792898178100586,0.05957174301147461
compact:frontier_consolidation_fwcompact_expansion_001020,1.245854139328003,7.159735679626465,8.405589818954468,2.191232919692993,6.595836400985718,8.787069320678711,43022,chck_100M,RSminusC,-0.9453787803649902,0.5638992786407471,-0.38147950172424316,0.9453787803649902
compact:frontier_consolidation_fwcompact_expansion_001026,2.5950119495391846,4.300246238708496,6.895258188247681,2.8344626426696777,3.595395088195801,6.4298577308654785,43022,chck_100M,RSminusC,-0.23945069313049316,0.7048511505126953,0.46540045738220215,0.23945069313049316
compact:frontier_consolidation_fwcompact_expansion_001099,-0.7429118156433108,10.711878776550293,9.968966960906982,2.1280102729797363,8.393575668334961,10.521585941314697,43022,chck_100M,RSminusC,-2.870922088623047,2.318303108215332,-0.5526189804077148,2.870922088623047
compact:frontier_consolidation_fwcompact_expansion_001206,0.76718869805336,2.704339623451233,3.471528321504593,-0.20561593025922775,3.301881432533264,3.0962655022740364,43022,chck_100M,RSminusC,0.9728046283125877,-0.5975418090820312,0.3752628192305565,-0.9728046283125877
compact:frontier_consolidation_fwcompact_expansion_001233,2.8469367027282715,2.129645824432373,4.9765825271606445,0.9114766120910645,4.215035438537598,5.126512050628662,43022,chck_100M,RSminusC,1.935460090637207,-2.0853896141052246,-0.14992952346801758,-1.935460090637207
compact:frontier_consolidation_fwcompact_expansion_001241,-1.747917652130127,9.280758619308472,7.532840967178345,-0.49886178970336914,9.644432067871094,9.145570278167725,43022,chck_100M,RSminusC,-1.2490558624267578,-0.36367344856262207,-1.6127293109893799,1.2490558624267578
compact:frontier_consolidation_fwcompact_expansion_001251,-0.4782710075378418,8.609606981277466,8.131335973739624,-0.3861813545227051,11.284699440002441,10.898518085479736,43022,chck_100M,RSminusC,-0.09208965301513672,-2.6750924587249756,-2.7671821117401123,0.09208965301513672
compact:frontier_consolidation_fwcompact_expansion_001256,0.06158089637756359,8.351693630218506,8.41327452659607,0.22760534286499026,9.197824954986572,9.425430297851562,43022,chck_100M,RSminusC,-0.16602444648742667,-0.8461313247680664,-1.0121557712554932,0.16602444648742676
compact:frontier_consolidation_fwcompact_expansion_001279,-1.877430438995361,5.827413558959961,3.9499831199646,0.0411796569824218,5.41163444519043,5.452814102172852,43022,chck_100M,RSminusC,-1.918610095977783,0.41577911376953125,-1.5028309822082515,1.9186100959777828
compact:frontier_consolidation_fwcompact_expansion_001450,-0.39160609245300293,5.180348873138428,4.788742780685425,1.3068244457244873,6.2260236740112305,7.532848119735718,43022,chck_100M,RSminusC,-1.6984305381774902,-1.0456748008728027,-2.744105339050293,1.6984305381774902
compact:frontier_consolidation_fwcompact_expansion_001618,0.7352784276008606,0.2880644202232361,1.023342847824097,2.752372622489929,1.3038665056228638,4.056239128112793,43022,chck_100M,RSminusC,-2.0170941948890686,-1.0158020853996277,-3.0328962802886963,2.0170941948890686
compact:frontier_consolidation_fwcompact_expansion_001829,2.320896625518799,4.303252220153809,6.624148845672607,6.274003505706787,0.812772274017334,7.086775779724121,43022,chck_100M,RSminusC,-3.9531068801879883,3.4904799461364746,-0.46262693405151367,3.9531068801879883
compact:frontier_consolidation_fwcompact_expansion_001862,-0.9561104774475098,8.173990249633789,7.217879772186279,0.6883010864257812,6.128596305847168,6.816897392272949,43022,chck_100M,RSminusC,-1.644411563873291,2.045393943786621,0.4009823799133301,1.644411563873291
