domain,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
agent-properties,2210,0.49411764705882355,804,0.36380090497737555,0.7191413237924866,1118,0.02553160861134529
social-relations,1548,0.5064599483204134,526,0.3397932816537468,0.6884816753926701,764,0.1554218903183937
physical-relations,818,0.4718826405867971,307,0.3753056234718826,0.7106481481481481,432,0.06302415952086449
material-dynamics,770,0.5012987012987012,250,0.3246753246753247,0.6510416666666666,384,-0.07572640664875507
spatial-relations,490,0.4714285714285714,206,0.4204081632653061,0.7953667953667953,259,-0.07015031378250569
physical-interactions,556,0.4676258992805755,193,0.3471223021582734,0.652027027027027,296,-0.02318216860294342
social-properties,328,0.4817073170731707,126,0.38414634146341464,0.7411764705882353,170,-0.48857714980840683
social-interactions,294,0.5374149659863946,88,0.29931972789115646,0.6470588235294118,136,0.27210081461817026
quantitative-properties,314,0.5,84,0.267515923566879,0.535031847133758,157,0.3092058217152953
material-properties,170,0.4764705882352941,57,0.3352941176470588,0.6404494382022472,89,-0.050875457003712654
physical-dynamics,120,0.5083333333333333,36,0.3,0.6101694915254238,59,0.3369762352667749
