model,kl_teacher_to_student_mean,kl_student_to_teacher_mean,delta_ce_student_minus_teacher,delta_rank_student_minus_teacher,ce_improved_fraction_vs_teacher,rank_improved_fraction_vs_teacher,tokens,elapsed_sec
coherent86,3.7099162740272554e-09,3.7099162740272554e-09,0.0,0.0,0.0,0.0,10348,4.5
sparse_focus_seed62064,0.006901257393855039,0.007153528949492771,0.0009192786347603401,-0.5775995361422497,0.3661577116350986,0.0984731349052957,10348,3.7
densemask_sparselabel_seed62064,0.024486417746424075,0.025222206650252134,0.02896905581279293,5.881522999613452,0.4732315423270197,0.0937379203710862,10348,3.6
dense_focus_seed62064,0.028272541600578672,0.029301066079746124,0.03151871276076899,6.282083494395052,0.4594124468496328,0.09644375724777735,10348,3.6
pres_lambda1_trainmode_confounded,0.013810983024880284,0.01395569485405213,0.022016203076303996,4.6505604947816,0.5325666795516042,0.08658678005411674,10348,3.6
