model,temperature,calib_nll_T1,qwen_delta_spec_T1_vs_chck82,qwen_delta_spec_Tfit_vs_chck82,qwen_delta_spec_rank_vs_chck82,qwen_delta_total_Tfit_vs_chck82,qwen_delta_total_rank_vs_chck82,common_delta_swing_T1_vs_chck82,common_delta_swing_Tfit_vs_chck82,common_delta_rank_swing_vs_chck82,common_both_T1,common_both_Tfit,common_both_rank,correct_source_delta_nll_Tfit_vs_chck82,correct_source_delta_rank_vs_chck82,wrong_source_delta_nll_Tfit_vs_chck82,wrong_source_delta_rank_vs_chck82,view_only_delta_nll_Tfit_vs_chck82,view_only_delta_rank_vs_chck82
chck82_slow_scale1p75,1.1,3.9939419337190114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,20,20,0.0,0.0,0.0,0.0,0.0,0.0
coherent86_alpha075,1.1,3.984628384961532,0.005285407664875189,0.007922278449016934,-4.670208333333334,0.008515410853821471,-3.931319444444446,0.04218394835790016,0.037433195632128324,5.347619047619027,20,20,20,-0.012390415983067617,1.130729166666667,-0.004468137534050695,-3.539479166666667,-0.003875005129246155,-2.8005902777777787
dense64_u0080,1.1,4.0164319088825815,0.179599707974121,0.15987163099796617,65.22052083333332,0.1073080382031104,31.18579861111111,0.6455697592951004,0.5759799290200074,120.55238095238096,21,21,20,-0.04094085468289753,10.448854166666667,0.11893077631506863,75.669375,0.06636718352021286,41.634652777777774
dense65_u0080,1.1,4.017249701573299,0.18362275806359118,0.1633259279314532,67.19100694444445,0.10990137300098367,32.16184027777778,0.638239312512534,0.5692924445370832,121.77571428571427,21,21,20,-0.04144883017469612,10.291493055555556,0.12187709775675708,77.4825,0.06845254282628756,42.45333333333333
clean_pres64_u0080,1.1,4.004602749932271,0.12388004121370613,0.10866824603717154,38.02628472222223,0.07826485606641251,18.62767361111111,0.42940649665537345,0.3833086365816139,80.22142857142856,21,21,20,-0.030976196782042584,5.857256944444445,0.07769204925512894,43.883541666666666,0.04728865928436991,24.484930555555554
clean_pres65_u0080,1.1,4.001655974926857,0.12325110202655197,0.10832930971092235,38.471250000000005,0.07802634022011061,18.858020833333335,0.4249835808220366,0.379381176382303,78.48142857142855,21,21,20,-0.031742272341830864,5.426909722222223,0.07658703736909148,43.89815972222222,0.04628406787827973,24.284930555555555
