arm,checkpoint,copy_pairs,elapsed_sec,entity_items,rewrite_pairs,scored_records
D_C_43222,chck_80M,2000,16.4,1221,5892,25552
D_C_43222,chck_90M,2000,14.62,1221,5892,25552
D_C_43222,chck_100M,2000,14.4,1221,5892,25552
