pair_id,family,target_word,ord_word_pos,scr_word_pos,nll_ord_s,nll_scr_s,nll_ord,nll_scr,I_f,source_effect_ord,source_effect_scr,order_effect_with_source,order_effect_without_source,copy_zone,lex_class,source_match_bin,source_decile_min,source_decile_max,counterpart_visible,complete_bpe_copy,contentlike,min_visible_gap,family_x_copy_zone
compact:frontier_consolidation_fwcompact_medium_050448,compact_vs_compact_scrambled,I,0,7,3.6518304347991943,3.923065185546875,1.8345541954040527,4.737363815307617,-2.631574869155884,-1.8172762393951416,0.8142986297607422,0.27123475074768066,2.9028096199035645,prefix_only,function,1_unique,5,5,True,True,False,5,compact_vs_compact_scrambled/prefix_only
compact:frontier_consolidation_fwcompact_medium_050448,compact_vs_compact_scrambled,from,5,6,3.923748254776001,8.30737018585205,3.2341768741607666,9.982144355773926,-2.3643455505371094,-0.6895713806152344,1.674774169921875,4.38362193107605,6.747967481613159,absent,function,0,,,False,False,False,,compact_vs_compact_scrambled/absent
compact:frontier_consolidation_fwcompact_medium_050448,compact_vs_compact_scrambled,my,6,0,0.008291465230286121,11.637365341186523,1.6377480030059814,10.68508529663086,2.5817365823313594,1.6294565377756953,-0.9522800445556641,11.629073875956237,9.047337293624878,tail_only,function,1_unique,8,8,True,True,False,8,compact_vs_compact_scrambled/tail_only
compact:frontier_consolidation_fwcompact_medium_050448,compact_vs_compact_scrambled,require,1,1,0.8649499416351318,12.114543914794922,7.467823028564453,9.478925704956055,9.238491296768188,6.602873086929321,-2.635618209838867,11.24959397315979,2.0111026763916016,tail_only,content,1_unique,6,6,True,True,True,5,compact_vs_compact_scrambled/tail_only
compact:frontier_consolidation_fwcompact_medium_050448,compact_vs_compact_scrambled,drawing,3,2,0.03519972041249275,14.082049369812012,9.017420768737793,12.706136703491211,10.358133714646101,8.9822210483253,-1.3759126663208008,14.046849649399519,3.688715934753418,prefix_only,content,1_unique,4,4,True,True,True,10,compact_vs_compact_scrambled/prefix_only
compact:frontier_consolidation_fwcompact_medium_025568,compact_vs_compact_scrambled,the,9,9,0.003839622251689434,9.700119972229004,0.4612840414047241,7.2499775886535645,2.907586802728474,0.4574444191530347,-2.4501423835754395,9.696280349977314,6.78869354724884,both_prefix_tail,function,2_3,1,8,True,True,False,31,compact_vs_compact_scrambled/both_prefix_tail
compact:frontier_consolidation_fwcompact_medium_025568,compact_vs_compact_scrambled,Chikungunya,5,5,0.047774811089038846,0.1826778408139944,6.5645647048950195,7.5931396484375,-0.8936719138175249,6.5167898938059805,7.410461807623506,0.13490302972495555,1.0285749435424805,tail_only,capitalized_content,1_unique,9,9,True,False,True,11,compact_vs_compact_scrambled/tail_only
compact:frontier_consolidation_fwcompact_medium_025568,compact_vs_compact_scrambled,are,6,10,0.45344722270965576,7.5732598304748535,1.1529622077941895,9.409542083740234,-1.1367672681808472,0.6995149850845337,1.8362822532653809,7.119812607765198,8.256579875946045,absent,function,0,,,False,False,False,,compact_vs_compact_scrambled/absent
compact:frontier_consolidation_fwcompact_medium_025568,compact_vs_compact_scrambled,Asin,0,12,2.7633514031767845,0.8581092059612274,8.359956502914429,5.908288240432739,0.5464260652661324,5.596605099737644,5.050179034471512,-1.905242197215557,-2.4516682624816895,prefix_only,capitalized_content,1_unique,0,0,True,True,True,39,compact_vs_compact_scrambled/prefix_only
compact:frontier_consolidation_fwcompact_medium_025568,compact_vs_compact_scrambled,stated,1,4,5.743656158447266,9.801284790039062,14.161774635314941,12.237229347229004,5.982173919677734,8.418118476867676,2.4359445571899414,4.057628631591797,-1.9245452880859375,absent,content,0,,,False,False,True,,compact_vs_compact_scrambled/absent
compact:frontier_consolidation_fwcompact_medium_058845,compact_vs_compact_scrambled,recurrence.,15,6,2.196234387345612,2.864852599799633,7.212550044059753,6.6874008774757385,1.1937673790380359,5.016315656714141,3.8225482776761055,0.668618212454021,-0.5251491665840149,tail_only,content,1_unique,9,9,True,True,True,23,compact_vs_compact_scrambled/tail_only
compact:frontier_consolidation_fwcompact_medium_058845,compact_vs_compact_scrambled,blood,10,2,0.13594742119312286,12.231525421142578,8.792098999023438,12.29647159576416,8.591205403208733,8.656151577830315,0.06494617462158203,12.095577999949455,3.5043725967407227,absent,content,0,,,False,False,True,,compact_vs_compact_scrambled/absent
compact:frontier_consolidation_fwcompact_medium_058845,compact_vs_compact_scrambled,Fred,2,15,0.04494738578796387,16.53809928894043,12.944759368896484,16.160751342773438,13.277159929275513,12.89981198310852,-0.3773479461669922,16.493151903152466,3.215991973876953,prefix_only,capitalized_content,1_unique,1,1,True,True,True,32,compact_vs_compact_scrambled/prefix_only
compact:frontier_consolidation_fwcompact_medium_058845,compact_vs_compact_scrambled,Hutch/University,3,8,0.02868106048554182,9.508540534973145,8.201937770843506,8.855102062225342,8.826695183105766,8.173256710357963,-0.6534384727478031,9.479859474487602,0.6531642913818363,prefix_only,capitalized_content,1_unique,2,2,True,True,True,28,compact_vs_compact_scrambled/prefix_only
compact:frontier_consolidation_fwcompact_medium_058845,compact_vs_compact_scrambled,Consortium,7,1,0.03585540813704332,9.216330210367838,7.227639357248942,7.4371466636657715,8.970967495813966,7.191783949111899,-1.7791835467020665,9.180474802230794,0.20950730641682913,prefix_only,capitalized_content,1_unique,4,4,True,False,True,29,compact_vs_compact_scrambled/prefix_only
compact:frontier_consolidation_fwcompact_medium_015388,compact_vs_compact_scrambled,the,17,16,0.0029572586063295603,10.257359504699707,0.08829500526189804,8.359359741210938,1.983337510144338,0.08533774665556848,-1.8979997634887695,10.254402246093377,8.27106473594904,both_prefix_tail,function,4plus,0,8,True,True,False,35,compact_vs_compact_scrambled/both_prefix_tail
compact:frontier_consolidation_fwcompact_medium_015388,compact_vs_compact_scrambled,pattern:,8,6,1.3511835932731628,7.756457328796387,7.156440734863281,8.571280002593994,4.990434467792511,5.805257141590118,0.8148226737976074,6.405273735523224,1.414839267730713,prefix_only,content,1_unique,2,2,True,False,True,46,compact_vs_compact_scrambled/prefix_only
