contrast,quantity,window,n,mean,median,min,max,checkpoints
D1_BminusCmax,exEntity5,endpoint80,1,0.6200000000000045,0.6200000000000045,0.6200000000000045,0.6200000000000045,chck_80M
D1_BminusCmax,exEntity5,late80_100,3,0.33499999999999847,0.2769999999999939,0.10799999999999699,0.6200000000000045,chck_80M;chck_90M;chck_100M
D1_BminusCold,BLiMP,common10_80,8,2.267500000000002,2.2150000000000034,0.9200000000000017,3.6000000000000014,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_BminusCold,BLiMP,endpoint80,1,2.5900000000000034,2.5900000000000034,2.5900000000000034,2.5900000000000034,chck_80M
D1_BminusCold,BLiMP,late80_100,1,2.5900000000000034,2.5900000000000034,2.5900000000000034,2.5900000000000034,chck_80M
D1_BminusCold,COMPS,common10_80,8,0.040000000000000036,0.054999999999999716,-0.990000000000002,0.8299999999999983,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_BminusCold,COMPS,endpoint80,1,0.8299999999999983,0.8299999999999983,0.8299999999999983,0.8299999999999983,chck_80M
D1_BminusCold,COMPS,late80_100,1,0.8299999999999983,0.8299999999999983,0.8299999999999983,0.8299999999999983,chck_80M
D1_BminusCold,EWoK,common10_80,8,0.6375000000000011,0.46499999999999986,-1.2800000000000011,3.8299999999999983,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_BminusCold,EWoK,endpoint80,1,0.970000000000006,0.970000000000006,0.970000000000006,0.970000000000006,chck_80M
D1_BminusCold,EWoK,late80_100,1,0.970000000000006,0.970000000000006,0.970000000000006,0.970000000000006,chck_80M
D1_BminusCold,EWoK_plus_Entity_sum,common10_80,1,0.5600000000000023,0.5600000000000023,0.5600000000000023,0.5600000000000023,chck_80M
D1_BminusCold,EWoK_plus_Entity_sum,endpoint80,1,0.5600000000000023,0.5600000000000023,0.5600000000000023,0.5600000000000023,chck_80M
D1_BminusCold,EWoK_plus_Entity_sum,late80_100,1,0.5600000000000023,0.5600000000000023,0.5600000000000023,0.5600000000000023,chck_80M
D1_BminusCold,Entity,common10_80,1,0.14999999999999858,0.14999999999999858,0.14999999999999858,0.14999999999999858,chck_80M
D1_BminusCold,Entity,endpoint80,1,0.14999999999999858,0.14999999999999858,0.14999999999999858,0.14999999999999858,chck_80M
D1_BminusCold,Entity,late80_100,1,0.14999999999999858,0.14999999999999858,0.14999999999999858,0.14999999999999858,chck_80M
D1_BminusCold,Reading,common10_80,8,0.46499999999999975,0.3624999999999998,0.02499999999999858,1.12,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_BminusCold,Reading,endpoint80,1,0.14000000000000057,0.14000000000000057,0.14000000000000057,0.14000000000000057,chck_80M
D1_BminusCold,Reading,late80_100,1,0.14000000000000057,0.14000000000000057,0.14000000000000057,0.14000000000000057,chck_80M
D1_BminusCold,Supplement,common10_80,8,0.4275000000000002,0.6849999999999987,-1.7299999999999969,2.1300000000000026,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_BminusCold,Supplement,endpoint80,1,-0.05000000000000426,-0.05000000000000426,-0.05000000000000426,-0.05000000000000426,chck_80M
D1_BminusCold,Supplement,late80_100,1,-0.05000000000000426,-0.05000000000000426,-0.05000000000000426,-0.05000000000000426,chck_80M
D1_BminusCold,cheap5_no_GlobalPIQA_Reading,common10_80,1,0.8979999999999961,0.8979999999999961,0.8979999999999961,0.8979999999999961,chck_80M
D1_BminusCold,cheap5_no_GlobalPIQA_Reading,endpoint80,1,0.8979999999999961,0.8979999999999961,0.8979999999999961,0.8979999999999961,chck_80M
D1_BminusCold,cheap5_no_GlobalPIQA_Reading,late80_100,1,0.8979999999999961,0.8979999999999961,0.8979999999999961,0.8979999999999961,chck_80M
D1_BminusCold,cheap6_no_GlobalPIQA,common10_80,1,0.7716666666666683,0.7716666666666683,0.7716666666666683,0.7716666666666683,chck_80M
D1_BminusCold,cheap6_no_GlobalPIQA,endpoint80,1,0.7716666666666683,0.7716666666666683,0.7716666666666683,0.7716666666666683,chck_80M
D1_BminusCold,cheap6_no_GlobalPIQA,late80_100,1,0.7716666666666683,0.7716666666666683,0.7716666666666683,0.7716666666666683,chck_80M
D1_BminusCold,exEntity4_noReading,common10_80,8,0.8431250000000015,0.8000000000000007,0.3549999999999969,1.480000000000004,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_BminusCold,exEntity4_noReading,endpoint80,1,1.0850000000000009,1.0850000000000009,1.0850000000000009,1.0850000000000009,chck_80M
D1_BminusCold,exEntity4_noReading,late80_100,1,1.0850000000000009,1.0850000000000009,1.0850000000000009,1.0850000000000009,chck_80M
D1_BminusCold,exEntity5,common10_80,8,0.7675000000000018,0.7545000000000002,0.31700000000000017,1.2409999999999997,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_BminusCold,exEntity5,endpoint80,1,0.8960000000000008,0.8960000000000008,0.8960000000000008,0.8960000000000008,chck_80M
D1_BminusCold,exEntity5,late80_100,1,0.8960000000000008,0.8960000000000008,0.8960000000000008,0.8960000000000008,chck_80M
D1_BminusR,BLiMP,common10_80,8,0.9800000000000004,1.0,0.3300000000000054,1.8599999999999994,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_BminusR,BLiMP,endpoint100,1,0.7600000000000051,0.7600000000000051,0.7600000000000051,0.7600000000000051,chck_100M
D1_BminusR,BLiMP,endpoint80,1,1.1400000000000006,1.1400000000000006,1.1400000000000006,1.1400000000000006,chck_80M
D1_BminusR,BLiMP,late80_100,3,0.8900000000000006,0.769999999999996,0.7600000000000051,1.1400000000000006,chck_80M;chck_90M;chck_100M
D1_BminusR,COMPS,common10_80,8,0.2712500000000002,0.264999999999997,-0.6200000000000045,1.3100000000000023,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_BminusR,COMPS,endpoint100,1,1.1899999999999977,1.1899999999999977,1.1899999999999977,1.1899999999999977,chck_100M
D1_BminusR,COMPS,endpoint80,1,1.3100000000000023,1.3100000000000023,1.3100000000000023,1.3100000000000023,chck_80M
D1_BminusR,COMPS,late80_100,3,1.2133333333333336,1.1899999999999977,1.1400000000000006,1.3100000000000023,chck_80M;chck_90M;chck_100M
D1_BminusR,EWoK,common10_80,8,-0.28999999999999915,-0.42499999999999716,-2.030000000000001,1.6499999999999986,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_BminusR,EWoK,endpoint100,1,-0.6300000000000026,-0.6300000000000026,-0.6300000000000026,-0.6300000000000026,chck_100M
D1_BminusR,EWoK,endpoint80,1,-0.779999999999994,-0.779999999999994,-0.779999999999994,-0.779999999999994,chck_80M
D1_BminusR,EWoK,late80_100,3,-0.733333333333332,-0.779999999999994,-0.7899999999999991,-0.6300000000000026,chck_80M;chck_90M;chck_100M
D1_BminusR,EWoK_plus_Entity_sum,common10_80,1,0.3100000000000023,0.3100000000000023,0.3100000000000023,0.3100000000000023,chck_80M
D1_BminusR,EWoK_plus_Entity_sum,endpoint100,1,0.22999999999999687,0.22999999999999687,0.22999999999999687,0.22999999999999687,chck_100M
D1_BminusR,EWoK_plus_Entity_sum,endpoint80,1,0.3100000000000023,0.3100000000000023,0.3100000000000023,0.3100000000000023,chck_80M
D1_BminusR,EWoK_plus_Entity_sum,late80_100,3,0.14500000000000077,0.22999999999999687,-0.10499999999999687,0.3100000000000023,chck_80M;chck_90M;chck_100M
D1_BminusR,Entity,common10_80,1,1.3999999999999986,1.3999999999999986,1.3999999999999986,1.3999999999999986,chck_80M
D1_BminusR,Entity,endpoint100,1,1.0899999999999999,1.0899999999999999,1.0899999999999999,1.0899999999999999,chck_100M
D1_BminusR,Entity,endpoint80,1,1.3999999999999986,1.3999999999999986,1.3999999999999986,1.3999999999999986,chck_80M
D1_BminusR,Entity,late80_100,3,1.0233333333333323,1.0899999999999999,0.5799999999999983,1.3999999999999986,chck_80M;chck_90M;chck_100M
D1_BminusR,Reading,common10_80,8,-0.11500000000000032,-0.15500000000000025,-0.5350000000000001,0.46999999999999886,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_BminusR,Reading,endpoint100,1,-0.23499999999999943,-0.23499999999999943,-0.23499999999999943,-0.23499999999999943,chck_100M
D1_BminusR,Reading,endpoint80,1,-0.4450000000000003,-0.4450000000000003,-0.4450000000000003,-0.4450000000000003,chck_80M
D1_BminusR,Reading,late80_100,3,-0.32999999999999946,-0.3099999999999987,-0.4450000000000003,-0.23499999999999943,chck_80M;chck_90M;chck_100M
D1_BminusR,Supplement,common10_80,8,0.31875000000000053,0.7800000000000011,-1.2999999999999972,1.3999999999999986,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_BminusR,Supplement,endpoint100,1,0.23000000000000398,0.23000000000000398,0.23000000000000398,0.23000000000000398,chck_100M
D1_BminusR,Supplement,endpoint80,1,0.7199999999999989,0.7199999999999989,0.7199999999999989,0.7199999999999989,chck_80M
D1_BminusR,Supplement,late80_100,3,0.4633333333333359,0.44000000000000483,0.23000000000000398,0.7199999999999989,chck_80M;chck_90M;chck_100M
D1_BminusR,cheap5_no_GlobalPIQA_Reading,common10_80,1,0.7579999999999956,0.7579999999999956,0.7579999999999956,0.7579999999999956,chck_80M
D1_BminusR,cheap5_no_GlobalPIQA_Reading,endpoint100,1,0.5280000000000058,0.5280000000000058,0.5280000000000058,0.5280000000000058,chck_100M
D1_BminusR,cheap5_no_GlobalPIQA_Reading,endpoint80,1,0.7579999999999956,0.7579999999999956,0.7579999999999956,0.7579999999999956,chck_80M
D1_BminusR,cheap5_no_GlobalPIQA_Reading,late80_100,3,0.5713333333333352,0.5280000000000058,0.4280000000000044,0.7579999999999956,chck_80M;chck_90M;chck_100M
D1_BminusR,cheap6_no_GlobalPIQA,common10_80,1,0.5575000000000045,0.5575000000000045,0.5575000000000045,0.5575000000000045,chck_80M
D1_BminusR,cheap6_no_GlobalPIQA,endpoint100,1,0.40083333333333115,0.40083333333333115,0.40083333333333115,0.40083333333333115,chck_100M
D1_BminusR,cheap6_no_GlobalPIQA,endpoint80,1,0.5575000000000045,0.5575000000000045,0.5575000000000045,0.5575000000000045,chck_80M
D1_BminusR,cheap6_no_GlobalPIQA,late80_100,3,0.4211111111111118,0.40083333333333115,0.3049999999999997,0.5575000000000045,chck_80M;chck_90M;chck_100M
D1_BminusR,exEntity4_noReading,common10_80,8,0.3199999999999994,0.4400000000000013,-0.5125000000000028,0.769999999999996,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_BminusR,exEntity4_noReading,endpoint100,1,0.38750000000000284,0.38750000000000284,0.38750000000000284,0.38750000000000284,chck_100M
D1_BminusR,exEntity4_noReading,endpoint80,1,0.5975000000000037,0.5975000000000037,0.5975000000000037,0.5975000000000037,chck_80M
D1_BminusR,exEntity4_noReading,late80_100,3,0.4583333333333357,0.39000000000000057,0.38750000000000284,0.5975000000000037,chck_80M;chck_90M;chck_100M
D1_BminusR,exEntity5,common10_80,8,0.23300000000000143,0.2710000000000008,-0.4480000000000004,0.6859999999999999,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_BminusR,exEntity5,endpoint100,1,0.2629999999999981,0.2629999999999981,0.2629999999999981,0.2629999999999981,chck_100M
D1_BminusR,exEntity5,endpoint80,1,0.3890000000000029,0.3890000000000029,0.3890000000000029,0.3890000000000029,chck_80M
D1_BminusR,exEntity5,late80_100,3,0.300666666666667,0.2629999999999981,0.25,0.3890000000000029,chck_80M;chck_90M;chck_100M
D1_RminusCmax,BLiMP,common10_80,8,0.9087500000000004,1.0800000000000018,-0.29999999999999716,1.9600000000000009,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_RminusCmax,BLiMP,endpoint100,1,-0.25,-0.25,-0.25,-0.25,chck_100M
D1_RminusCmax,BLiMP,endpoint80,1,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716,chck_80M
D1_RminusCmax,BLiMP,late80_100,3,-0.2666666666666657,-0.25,-0.29999999999999716,-0.25,chck_80M;chck_90M;chck_100M
D1_RminusCmax,COMPS,common10_80,8,-0.13874999999999993,-0.2849999999999966,-0.7899999999999991,0.740000000000002,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_RminusCmax,COMPS,endpoint100,1,-0.5399999999999991,-0.5399999999999991,-0.5399999999999991,-0.5399999999999991,chck_100M
D1_RminusCmax,COMPS,endpoint80,1,-0.6200000000000045,-0.6200000000000045,-0.6200000000000045,-0.6200000000000045,chck_80M
D1_RminusCmax,COMPS,late80_100,3,-0.4633333333333359,-0.5399999999999991,-0.6200000000000045,-0.23000000000000398,chck_80M;chck_90M;chck_100M
D1_RminusCmax,EWoK,common10_80,8,0.9662499999999996,1.1649999999999991,-0.8699999999999974,2.1599999999999966,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_RminusCmax,EWoK,endpoint100,1,-0.4799999999999969,-0.4799999999999969,-0.4799999999999969,-0.4799999999999969,chck_100M
D1_RminusCmax,EWoK,endpoint80,1,1.4199999999999946,1.4199999999999946,1.4199999999999946,1.4199999999999946,chck_80M
D1_RminusCmax,EWoK,late80_100,3,0.1666666666666643,-0.44000000000000483,-0.4799999999999969,1.4199999999999946,chck_80M;chck_90M;chck_100M
D1_RminusCmax,EWoK_plus_Entity_sum,common10_80,8,0.6643750000000006,0.8900000000000006,-1.8199999999999932,1.7150000000000034,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_RminusCmax,EWoK_plus_Entity_sum,endpoint100,1,-0.5500000000000043,-0.5500000000000043,-0.5500000000000043,-0.5500000000000043,chck_100M
D1_RminusCmax,EWoK_plus_Entity_sum,endpoint80,1,0.42499999999999716,0.42499999999999716,0.42499999999999716,0.42499999999999716,chck_80M
D1_RminusCmax,EWoK_plus_Entity_sum,late80_100,3,-0.18500000000000463,-0.4300000000000068,-0.5500000000000043,0.42499999999999716,chck_80M;chck_90M;chck_100M
D1_RminusCmax,Entity,common10_80,8,0.36250000000000115,0.9550000000000018,-3.259999999999998,2.41,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_RminusCmax,Entity,endpoint100,1,-0.620000000000001,-0.620000000000001,-0.620000000000001,-0.620000000000001,chck_100M
D1_RminusCmax,Entity,endpoint80,1,-0.5700000000000003,-0.5700000000000003,-0.5700000000000003,-0.5700000000000003,chck_80M
D1_RminusCmax,Entity,late80_100,3,-0.5366666666666665,-0.5700000000000003,-0.620000000000001,-0.41999999999999815,chck_80M;chck_90M;chck_100M
D1_RminusCmax,Reading,common10_80,8,0.3006249999999996,0.3050000000000006,-0.4900000000000011,0.9100000000000001,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_RminusCmax,Reading,endpoint100,1,0.7549999999999999,0.7549999999999999,0.7549999999999999,0.7549999999999999,chck_100M
D1_RminusCmax,Reading,endpoint80,1,0.8949999999999996,0.8949999999999996,0.8949999999999996,0.8949999999999996,chck_80M
D1_RminusCmax,Reading,late80_100,3,0.8349999999999996,0.8549999999999995,0.7549999999999999,0.8949999999999996,chck_80M;chck_90M;chck_100M
D1_RminusCmax,Supplement,common10_80,8,0.14374999999999982,-0.19500000000000028,-2.75,2.1299999999999955,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_RminusCmax,Supplement,endpoint100,1,-0.2600000000000051,-0.2600000000000051,-0.2600000000000051,-0.2600000000000051,chck_100M
D1_RminusCmax,Supplement,endpoint80,1,-0.240000000000002,-0.240000000000002,-0.240000000000002,-0.240000000000002,chck_80M
D1_RminusCmax,Supplement,late80_100,3,-0.1000000000000038,-0.240000000000002,-0.2600000000000051,0.19999999999999574,chck_80M;chck_90M;chck_100M
D1_RminusCmax,cheap5_no_GlobalPIQA_Reading,common10_80,8,0.4485000000000019,0.44700000000000273,-0.06199999999999761,1.176000000000002,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_RminusCmax,cheap5_no_GlobalPIQA_Reading,endpoint100,1,-0.4300000000000068,-0.4300000000000068,-0.4300000000000068,-0.4300000000000068,chck_100M
D1_RminusCmax,cheap5_no_GlobalPIQA_Reading,endpoint80,1,-0.06199999999999761,-0.06199999999999761,-0.06199999999999761,-0.06199999999999761,chck_80M
D1_RminusCmax,cheap5_no_GlobalPIQA_Reading,late80_100,3,-0.240000000000002,-0.22800000000000153,-0.4300000000000068,-0.06199999999999761,chck_80M;chck_90M;chck_100M
D1_RminusCmax,cheap6_no_GlobalPIQA,common10_80,8,0.42385416666666753,0.39166666666666927,0.042499999999996874,1.1316666666666677,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_RminusCmax,cheap6_no_GlobalPIQA,endpoint100,1,-0.2325000000000017,-0.2325000000000017,-0.2325000000000017,-0.2325000000000017,chck_100M
D1_RminusCmax,cheap6_no_GlobalPIQA,endpoint80,1,0.09749999999999659,0.09749999999999659,0.09749999999999659,0.09749999999999659,chck_80M
D1_RminusCmax,cheap6_no_GlobalPIQA,late80_100,3,-0.06083333333333485,-0.04749999999999943,-0.2325000000000017,0.09749999999999659,chck_80M;chck_90M;chck_100M
D1_RminusCmax,exEntity4_noReading,common10_80,8,0.47000000000000064,0.39124999999999943,0.06499999999999773,1.2000000000000028,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_RminusCmax,exEntity4_noReading,endpoint100,1,-0.3825000000000003,-0.3825000000000003,-0.3825000000000003,-0.3825000000000003,chck_100M
D1_RminusCmax,exEntity4_noReading,endpoint80,1,0.06499999999999773,0.06499999999999773,0.06499999999999773,0.06499999999999773,chck_80M
D1_RminusCmax,exEntity4_noReading,late80_100,3,-0.16583333333333408,-0.17999999999999972,-0.3825000000000003,0.06499999999999773,chck_80M;chck_90M;chck_100M
D1_RminusCmax,exEntity5,common10_80,8,0.43612499999999965,0.3724999999999987,0.07600000000000051,1.141999999999996,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_RminusCmax,exEntity5,endpoint100,1,-0.15500000000000114,-0.15500000000000114,-0.15500000000000114,-0.15500000000000114,chck_100M
D1_RminusCmax,exEntity5,endpoint80,1,0.23100000000000165,0.23100000000000165,0.23100000000000165,0.23100000000000165,chck_80M
D1_RminusCmax,exEntity5,late80_100,3,0.034333333333331474,0.026999999999993918,-0.15500000000000114,0.23100000000000165,chck_80M;chck_90M;chck_100M
D1_RminusCold,BLiMP,common10_80,8,1.2875000000000014,1.4550000000000054,-0.3400000000000034,2.3100000000000023,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_RminusCold,BLiMP,endpoint80,1,1.4500000000000028,1.4500000000000028,1.4500000000000028,1.4500000000000028,chck_80M
D1_RminusCold,BLiMP,late80_100,1,1.4500000000000028,1.4500000000000028,1.4500000000000028,1.4500000000000028,chck_80M
D1_RminusCold,COMPS,common10_80,8,-0.23125000000000018,-0.21000000000000085,-1.0300000000000011,0.490000000000002,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_RminusCold,COMPS,endpoint80,1,-0.480000000000004,-0.480000000000004,-0.480000000000004,-0.480000000000004,chck_80M
D1_RminusCold,COMPS,late80_100,1,-0.480000000000004,-0.480000000000004,-0.480000000000004,-0.480000000000004,chck_80M
D1_RminusCold,EWoK,common10_80,8,0.9275000000000002,1.2199999999999989,-1.4299999999999997,2.740000000000002,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_RminusCold,EWoK,endpoint80,1,1.75,1.75,1.75,1.75,chck_80M
D1_RminusCold,EWoK,late80_100,1,1.75,1.75,1.75,1.75,chck_80M
D1_RminusCold,EWoK_plus_Entity_sum,common10_80,8,0.6531250000000002,0.8699999999999974,-2.204999999999991,2.0149999999999935,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
D1_RminusCold,EWoK_plus_Entity_sum,endpoint80,1,0.25,0.25,0.25,0.25,chck_80M
D1_RminusCold,EWoK_plus_Entity_sum,late80_100,1,0.25,0.25,0.25,0.25,chck_80M
D1_RminusCold,Entity,common10_80,8,0.37875000000000103,0.9300000000000015,-3.7099999999999973,2.3099999999999987,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
