contrast,arm_a,arm_b,checkpoint,words,quantity,missing_a,missing_b
D2_VminusCmax,D2_V,D2_Cmax,chck_10M,10000000,COMPS,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_10M,10000000,Reading,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_10M,10000000,cheap6_no_GlobalPIQA,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_10M,10000000,cheap5_no_GlobalPIQA_Reading,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_10M,10000000,exEntity5,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_10M,10000000,exEntity4_noReading,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_10M,10000000,EWoK_plus_Entity_sum,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_20M,20000000,BLiMP,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_20M,20000000,Supplement,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_20M,20000000,EWoK,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_20M,20000000,Entity,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_20M,20000000,COMPS,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_20M,20000000,Reading,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_20M,20000000,cheap6_no_GlobalPIQA,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_20M,20000000,cheap5_no_GlobalPIQA_Reading,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_20M,20000000,exEntity5,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_20M,20000000,exEntity4_noReading,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_20M,20000000,EWoK_plus_Entity_sum,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_30M,30000000,BLiMP,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_30M,30000000,Supplement,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_30M,30000000,EWoK,True,True
D2_VminusCmax,D2_V,D2_Cmax,chck_30M,30000000,Entity,True,True
