arm,role,reference,seed,checkpoint,words,family,payload,description,score,is_aggregate
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_50M,50000000,COMPS,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_50M.json,DeBERTa basin1 MAX-geometry clean control,51.56,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_50M,50000000,Reading,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_50M.json,DeBERTa basin1 MAX-geometry clean control,8.475000000000001,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_60M,60000000,BLiMP,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_60M.json,DeBERTa basin1 MAX-geometry clean control,64.54,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_60M,60000000,Supplement,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_60M.json,DeBERTa basin1 MAX-geometry clean control,57.31,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_60M,60000000,EWoK,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_60M.json,DeBERTa basin1 MAX-geometry clean control,50.01,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_60M,60000000,Entity,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_60M.json,DeBERTa basin1 MAX-geometry clean control,24.93,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_60M,60000000,COMPS,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_60M.json,DeBERTa basin1 MAX-geometry clean control,50.82,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_60M,60000000,Reading,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_60M.json,DeBERTa basin1 MAX-geometry clean control,7.57,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_70M,70000000,BLiMP,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_70M.json,DeBERTa basin1 MAX-geometry clean control,66.31,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_70M,70000000,Supplement,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_70M.json,DeBERTa basin1 MAX-geometry clean control,58.69,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_70M,70000000,EWoK,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_70M.json,DeBERTa basin1 MAX-geometry clean control,49.63,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_70M,70000000,Entity,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_70M.json,DeBERTa basin1 MAX-geometry clean control,24.44,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_70M,70000000,COMPS,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_70M.json,DeBERTa basin1 MAX-geometry clean control,51.35,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_70M,70000000,Reading,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_70M.json,DeBERTa basin1 MAX-geometry clean control,7.5,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_80M,80000000,BLiMP,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_80M.json,DeBERTa basin1 MAX-geometry clean control,66.33,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_80M,80000000,Supplement,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_80M.json,DeBERTa basin1 MAX-geometry clean control,58.07,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_80M,80000000,EWoK,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_80M.json,DeBERTa basin1 MAX-geometry clean control,49.31,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_80M,80000000,Entity,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_80M.json,DeBERTa basin1 MAX-geometry clean control,24.05,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_80M,80000000,COMPS,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_80M.json,DeBERTa basin1 MAX-geometry clean control,51.42,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_80M,80000000,Reading,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_80M.json,DeBERTa basin1 MAX-geometry clean control,7.130000000000001,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_90M,90000000,BLiMP,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_90M.json,DeBERTa basin1 MAX-geometry clean control,66.95,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_90M,90000000,Supplement,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_90M.json,DeBERTa basin1 MAX-geometry clean control,57.71,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_90M,90000000,EWoK,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_90M.json,DeBERTa basin1 MAX-geometry clean control,50.42,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_90M,90000000,Entity,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_90M.json,DeBERTa basin1 MAX-geometry clean control,24.95,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_90M,90000000,COMPS,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_90M.json,DeBERTa basin1 MAX-geometry clean control,51.39,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_90M,90000000,Reading,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_90M.json,DeBERTa basin1 MAX-geometry clean control,7.185,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_100M,100000000,BLiMP,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_100M.json,DeBERTa basin1 MAX-geometry clean control,66.88,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_100M,100000000,Supplement,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_100M.json,DeBERTa basin1 MAX-geometry clean control,57.88,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_100M,100000000,EWoK,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_100M.json,DeBERTa basin1 MAX-geometry clean control,50.36,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_100M,100000000,Entity,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_100M.json,DeBERTa basin1 MAX-geometry clean control,24.82,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_100M,100000000,COMPS,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_100M.json,DeBERTa basin1 MAX-geometry clean control,51.58,
D1_Cmax,C,deberta_basin1_maxgeom,43022,chck_100M,100000000,Reading,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_100M.json,DeBERTa basin1 MAX-geometry clean control,7.215,
D2_V,V,deberta_basin2,43122,chck_80M,80000000,Entity,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/per_target/second_basin_max_view_seed43122_chck_80M.json,DeBERTa basin2 MAX compact source-conditioned view,27.96,
D2_V,V,deberta_basin2,43122,chck_90M,90000000,Entity,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/per_target/second_basin_max_view_seed43122_chck_90M.json,DeBERTa basin2 MAX compact source-conditioned view,27.44,
D2_V,V,deberta_basin2,43122,chck_100M,100000000,Entity,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/per_target/second_basin_max_view_seed43122_chck_100M.json,DeBERTa basin2 MAX compact source-conditioned view,27.42,
D2_R,R,deberta_basin2,43122,chck_80M,80000000,Entity,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/repeat_eval/per_target/second_basin_max_repeat_seed43122_chck_80M.json,DeBERTa basin2 MAX exact repeat,25.27,
D2_R,R,deberta_basin2,43122,chck_90M,90000000,Entity,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/repeat_eval/per_target/second_basin_max_repeat_seed43122_chck_90M.json,DeBERTa basin2 MAX exact repeat,24.71,
D2_R,R,deberta_basin2,43122,chck_100M,100000000,Entity,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/repeat_eval/per_target/second_basin_max_repeat_seed43122_chck_100M.json,DeBERTa basin2 MAX exact repeat,25.22,
Rbt_V,V,roberta,43022,chck_10M,10000000,BLiMP,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_10M.json,RoBERTa MAX compact source-conditioned view,53.93,
Rbt_V,V,roberta,43022,chck_10M,10000000,Supplement,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_10M.json,RoBERTa MAX compact source-conditioned view,49.85,
Rbt_V,V,roberta,43022,chck_10M,10000000,EWoK,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_10M.json,RoBERTa MAX compact source-conditioned view,49.55,
Rbt_V,V,roberta,43022,chck_10M,10000000,Entity,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_10M.json,RoBERTa MAX compact source-conditioned view,16.68,
Rbt_V,V,roberta,43022,chck_10M,10000000,COMPS,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_10M.json,RoBERTa MAX compact source-conditioned view,49.75,
Rbt_V,V,roberta,43022,chck_10M,10000000,Reading,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_10M.json,RoBERTa MAX compact source-conditioned view,7.484999999999999,
Rbt_V,V,roberta,43022,chck_20M,20000000,BLiMP,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_20M.json,RoBERTa MAX compact source-conditioned view,54.9,
Rbt_V,V,roberta,43022,chck_20M,20000000,Supplement,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_20M.json,RoBERTa MAX compact source-conditioned view,53.6,
Rbt_V,V,roberta,43022,chck_20M,20000000,EWoK,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_20M.json,RoBERTa MAX compact source-conditioned view,50.3,
Rbt_V,V,roberta,43022,chck_20M,20000000,Entity,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_20M.json,RoBERTa MAX compact source-conditioned view,16.27,
Rbt_V,V,roberta,43022,chck_20M,20000000,COMPS,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_20M.json,RoBERTa MAX compact source-conditioned view,50.16,
Rbt_V,V,roberta,43022,chck_20M,20000000,Reading,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_20M.json,RoBERTa MAX compact source-conditioned view,7.5649999999999995,
Rbt_V,V,roberta,43022,chck_30M,30000000,BLiMP,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_30M.json,RoBERTa MAX compact source-conditioned view,55.61,
Rbt_V,V,roberta,43022,chck_30M,30000000,Supplement,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_30M.json,RoBERTa MAX compact source-conditioned view,51.59,
Rbt_V,V,roberta,43022,chck_30M,30000000,EWoK,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_30M.json,RoBERTa MAX compact source-conditioned view,48.87,
Rbt_V,V,roberta,43022,chck_30M,30000000,Entity,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_30M.json,RoBERTa MAX compact source-conditioned view,17.29,
Rbt_V,V,roberta,43022,chck_30M,30000000,COMPS,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_30M.json,RoBERTa MAX compact source-conditioned view,50.66,
Rbt_V,V,roberta,43022,chck_30M,30000000,Reading,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_30M.json,RoBERTa MAX compact source-conditioned view,8.01,
Rbt_V,V,roberta,43022,chck_40M,40000000,BLiMP,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_40M.json,RoBERTa MAX compact source-conditioned view,56.4,
Rbt_V,V,roberta,43022,chck_40M,40000000,Supplement,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_40M.json,RoBERTa MAX compact source-conditioned view,51.89,
Rbt_V,V,roberta,43022,chck_40M,40000000,EWoK,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_40M.json,RoBERTa MAX compact source-conditioned view,51.33,
Rbt_V,V,roberta,43022,chck_40M,40000000,Entity,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_40M.json,RoBERTa MAX compact source-conditioned view,16.62,
Rbt_V,V,roberta,43022,chck_40M,40000000,COMPS,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_40M.json,RoBERTa MAX compact source-conditioned view,51.14,
Rbt_V,V,roberta,43022,chck_40M,40000000,Reading,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_40M.json,RoBERTa MAX compact source-conditioned view,7.47,
Rbt_V,V,roberta,43022,chck_50M,50000000,BLiMP,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_50M.json,RoBERTa MAX compact source-conditioned view,56.85,
Rbt_V,V,roberta,43022,chck_50M,50000000,Supplement,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_50M.json,RoBERTa MAX compact source-conditioned view,50.98,
Rbt_V,V,roberta,43022,chck_50M,50000000,EWoK,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_50M.json,RoBERTa MAX compact source-conditioned view,51.39,
Rbt_V,V,roberta,43022,chck_50M,50000000,Entity,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_50M.json,RoBERTa MAX compact source-conditioned view,17.02,
Rbt_V,V,roberta,43022,chck_50M,50000000,COMPS,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_50M.json,RoBERTa MAX compact source-conditioned view,51.27,
Rbt_V,V,roberta,43022,chck_50M,50000000,Reading,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_50M.json,RoBERTa MAX compact source-conditioned view,7.5,
Rbt_V,V,roberta,43022,chck_60M,60000000,BLiMP,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_60M.json,RoBERTa MAX compact source-conditioned view,57.08,
Rbt_V,V,roberta,43022,chck_60M,60000000,Supplement,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_60M.json,RoBERTa MAX compact source-conditioned view,52.12,
Rbt_V,V,roberta,43022,chck_60M,60000000,EWoK,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_60M.json,RoBERTa MAX compact source-conditioned view,51.01,
Rbt_V,V,roberta,43022,chck_60M,60000000,Entity,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_60M.json,RoBERTa MAX compact source-conditioned view,19.86,
Rbt_V,V,roberta,43022,chck_60M,60000000,COMPS,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_60M.json,RoBERTa MAX compact source-conditioned view,51.97,
Rbt_V,V,roberta,43022,chck_60M,60000000,Reading,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_60M.json,RoBERTa MAX compact source-conditioned view,7.565,
Rbt_V,V,roberta,43022,chck_70M,70000000,BLiMP,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_70M.json,RoBERTa MAX compact source-conditioned view,56.87,
Rbt_V,V,roberta,43022,chck_70M,70000000,Supplement,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_70M.json,RoBERTa MAX compact source-conditioned view,51.7,
Rbt_V,V,roberta,43022,chck_70M,70000000,EWoK,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_70M.json,RoBERTa MAX compact source-conditioned view,50.0,
Rbt_V,V,roberta,43022,chck_70M,70000000,Entity,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_70M.json,RoBERTa MAX compact source-conditioned view,18.82,
Rbt_V,V,roberta,43022,chck_70M,70000000,COMPS,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_70M.json,RoBERTa MAX compact source-conditioned view,51.44,
Rbt_V,V,roberta,43022,chck_70M,70000000,Reading,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_70M.json,RoBERTa MAX compact source-conditioned view,6.73,
Rbt_V,V,roberta,43022,chck_80M,80000000,BLiMP,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_80M.json,RoBERTa MAX compact source-conditioned view,55.03,
Rbt_V,V,roberta,43022,chck_80M,80000000,Supplement,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_80M.json,RoBERTa MAX compact source-conditioned view,53.47,
Rbt_V,V,roberta,43022,chck_80M,80000000,EWoK,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_80M.json,RoBERTa MAX compact source-conditioned view,51.37,
Rbt_V,V,roberta,43022,chck_80M,80000000,Entity,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_80M.json,RoBERTa MAX compact source-conditioned view,19.38,
Rbt_V,V,roberta,43022,chck_80M,80000000,COMPS,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_80M.json,RoBERTa MAX compact source-conditioned view,51.62,
Rbt_V,V,roberta,43022,chck_80M,80000000,Reading,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_80M.json,RoBERTa MAX compact source-conditioned view,7.465,
Rbt_V,V,roberta,43022,chck_90M,90000000,BLiMP,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_90M.json,RoBERTa MAX compact source-conditioned view,54.55,
Rbt_V,V,roberta,43022,chck_90M,90000000,Supplement,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_90M.json,RoBERTa MAX compact source-conditioned view,52.38,
Rbt_V,V,roberta,43022,chck_90M,90000000,EWoK,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_90M.json,RoBERTa MAX compact source-conditioned view,51.04,
Rbt_V,V,roberta,43022,chck_90M,90000000,Entity,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_90M.json,RoBERTa MAX compact source-conditioned view,19.25,
Rbt_V,V,roberta,43022,chck_90M,90000000,COMPS,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_90M.json,RoBERTa MAX compact source-conditioned view,51.59,
Rbt_V,V,roberta,43022,chck_90M,90000000,Reading,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_90M.json,RoBERTa MAX compact source-conditioned view,7.445,
Rbt_V,V,roberta,43022,chck_100M,100000000,BLiMP,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_100M.json,RoBERTa MAX compact source-conditioned view,54.41,
Rbt_V,V,roberta,43022,chck_100M,100000000,Supplement,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_100M.json,RoBERTa MAX compact source-conditioned view,52.25,
Rbt_V,V,roberta,43022,chck_100M,100000000,EWoK,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_100M.json,RoBERTa MAX compact source-conditioned view,51.52,
Rbt_V,V,roberta,43022,chck_100M,100000000,Entity,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_100M.json,RoBERTa MAX compact source-conditioned view,19.36,
Rbt_V,V,roberta,43022,chck_100M,100000000,COMPS,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_100M.json,RoBERTa MAX compact source-conditioned view,51.71,
Rbt_V,V,roberta,43022,chck_100M,100000000,Reading,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_100M.json,RoBERTa MAX compact source-conditioned view,7.52,
Rbt_R,R,roberta,43022,chck_10M,10000000,EWoK,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_10M.json,RoBERTa MAX exact repeat,49.86,
Rbt_R,R,roberta,43022,chck_80M,80000000,Entity,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_80M.json,RoBERTa MAX exact repeat,18.87,
Rbt_R,R,roberta,43022,chck_90M,90000000,Entity,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_90M.json,RoBERTa MAX exact repeat,19.27,
Rbt_R,R,roberta,43022,chck_100M,100000000,Entity,experiments/archive/frontier_consolidation/data/roberta_maxdose_repeat_eval/eval/per_target/roberta_max_repeat_seed43022_chck_100M.json,RoBERTa MAX exact repeat,19.09,
Rbt_C,C,roberta_maxgeom,43022,chck_10M,10000000,BLiMP,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_clean_chck_10M.json,RoBERTa MAX-geometry clean control,54.25,
Rbt_C,C,roberta_maxgeom,43022,chck_10M,10000000,Supplement,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_clean_chck_10M.json,RoBERTa MAX-geometry clean control,49.71,
Rbt_C,C,roberta_maxgeom,43022,chck_10M,10000000,EWoK,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_clean_chck_10M.json,RoBERTa MAX-geometry clean control,50.7,
Rbt_C,C,roberta_maxgeom,43022,chck_10M,10000000,Entity,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_clean_chck_10M.json,RoBERTa MAX-geometry clean control,17.19,
Rbt_C,C,roberta_maxgeom,43022,chck_10M,10000000,COMPS,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_clean_chck_10M.json,RoBERTa MAX-geometry clean control,50.26,
Rbt_C,C,roberta_maxgeom,43022,chck_10M,10000000,Reading,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_clean_chck_10M.json,RoBERTa MAX-geometry clean control,6.984999999999999,
Rbt_C,C,roberta_maxgeom,43022,chck_20M,20000000,BLiMP,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_clean_chck_20M.json,RoBERTa MAX-geometry clean control,54.89,
Rbt_C,C,roberta_maxgeom,43022,chck_20M,20000000,Supplement,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_clean_chck_20M.json,RoBERTa MAX-geometry clean control,51.93,
Rbt_C,C,roberta_maxgeom,43022,chck_20M,20000000,EWoK,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_clean_chck_20M.json,RoBERTa MAX-geometry clean control,49.72,
Rbt_C,C,roberta_maxgeom,43022,chck_20M,20000000,Entity,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_clean_chck_20M.json,RoBERTa MAX-geometry clean control,17.97,
