arm,architecture,seed,role,checkpoint,words,family,score,payload,description
deberta_basin1_breadth,deberta,43022,B,chck_20M,20000000,Supplement,56.6,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_20M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_20M,20000000,EWoK,49.0,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_20M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_20M,20000000,COMPS,50.01,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_20M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_20M,20000000,Reading,8.79,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_20M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_30M,30000000,BLiMP,62.77,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_30M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_30M,30000000,Supplement,55.82,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_30M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_30M,30000000,EWoK,52.28,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_30M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_30M,30000000,COMPS,50.65,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_30M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_30M,30000000,Reading,8.75,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_30M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_40M,40000000,BLiMP,64.36,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_40M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_40M,40000000,Supplement,57.63,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_40M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_40M,40000000,EWoK,49.4,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_40M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_40M,40000000,COMPS,50.56,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_40M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_40M,40000000,Reading,7.199999999999999,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_40M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_50M,50000000,BLiMP,65.18,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_50M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_50M,50000000,Supplement,58.87,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_50M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_50M,50000000,EWoK,49.16,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_50M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_50M,50000000,COMPS,51.16,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_50M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_50M,50000000,Reading,7.91,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_50M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_60M,60000000,BLiMP,66.11,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_60M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_60M,60000000,Supplement,58.53,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_60M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_60M,60000000,EWoK,49.77,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_60M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_60M,60000000,COMPS,51.56,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_60M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_60M,60000000,Reading,7.744999999999999,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_60M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_70M,70000000,BLiMP,67.11,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_70M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_70M,70000000,Supplement,59.94,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_70M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_70M,70000000,EWoK,49.65,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_70M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_70M,70000000,COMPS,51.92,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_70M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_70M,70000000,Reading,7.59,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_70M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_80M,80000000,BLiMP,67.17,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_80M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_80M,80000000,Supplement,58.55,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_80M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_80M,80000000,EWoK,49.95,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_80M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_80M,80000000,Entity,24.88,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_80M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_80M,80000000,COMPS,52.11,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_80M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_80M,80000000,Reading,7.58,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_80M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_90M,90000000,BLiMP,67.47,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_90M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_90M,90000000,Supplement,58.35,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_90M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_90M,90000000,EWoK,49.19,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_90M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_90M,90000000,Entity,25.11,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_90M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_90M,90000000,COMPS,52.3,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_90M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_90M,90000000,Reading,7.73,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_90M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_100M,100000000,BLiMP,67.39,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_100M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_100M,100000000,Supplement,57.85,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_100M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_100M,100000000,EWoK,49.25,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_100M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_100M,100000000,Entity,25.29,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_100M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_100M,100000000,COMPS,52.23,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_100M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_breadth,deberta,43022,B,chck_100M,100000000,Reading,7.735,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_100M.json,first-basin MAX same-population sentence-breadth arm
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_10M,10000000,BLiMP,56.0,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_10M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_10M,10000000,Supplement,51.55,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_10M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_10M,10000000,EWoK,49.76,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_10M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_10M,10000000,Entity,17.47,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_10M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_10M,10000000,COMPS,49.93,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_10M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_10M,10000000,Reading,7.945,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_10M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_20M,20000000,BLiMP,58.91,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_20M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_20M,20000000,Supplement,56.74,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_20M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_20M,20000000,EWoK,48.97,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_20M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_20M,20000000,Entity,18.72,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_20M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_20M,20000000,COMPS,50.14,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_20M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_20M,20000000,Reading,8.07,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_20M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_30M,30000000,BLiMP,60.98,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_30M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_30M,30000000,Supplement,57.73,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_30M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_30M,30000000,EWoK,48.6,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_30M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_30M,30000000,Entity,22.02,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_30M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_30M,30000000,COMPS,50.73,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_30M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_30M,30000000,Reading,8.125,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_30M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_40M,40000000,BLiMP,60.56,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_40M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_40M,40000000,Supplement,57.29,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_40M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_40M,40000000,EWoK,48.33,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_40M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_80M,80000000,BLiMP,66.33,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_80M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_80M,80000000,Supplement,58.07,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_80M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_80M,80000000,EWoK,49.31,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_80M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_80M,80000000,Entity,24.05,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_80M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_80M,80000000,COMPS,51.42,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_80M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_80M,80000000,Reading,7.130000000000001,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_80M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_90M,90000000,BLiMP,66.95,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_90M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_90M,90000000,Supplement,57.71,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_90M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_90M,90000000,EWoK,50.42,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_90M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_90M,90000000,Entity,24.95,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_90M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_90M,90000000,COMPS,51.39,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_90M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_90M,90000000,Reading,7.185,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_90M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_100M,100000000,BLiMP,66.88,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_100M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_100M,100000000,Supplement,57.88,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_100M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_100M,100000000,EWoK,50.36,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_100M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_100M,100000000,Entity,24.82,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_100M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_100M,100000000,COMPS,51.58,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_100M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin1_clean_maxgeom,deberta,43022,C,chck_100M,100000000,Reading,7.215,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/per_target/deberta_maxgeom_clean_seed43022_chck_100M.json,"first-basin MAX-geometry clean control, pending training/scoring"
deberta_basin2_view,deberta,43122,V,chck_80M,80000000,Entity,27.96,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/per_target/second_basin_max_view_seed43122_chck_80M.json,second-basin MAX compact re-expression arm; currently mainly Entity/EWoK
deberta_basin2_view,deberta,43122,V,chck_90M,90000000,Entity,27.44,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/per_target/second_basin_max_view_seed43122_chck_90M.json,second-basin MAX compact re-expression arm; currently mainly Entity/EWoK
deberta_basin2_view,deberta,43122,V,chck_100M,100000000,Entity,27.42,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/per_target/second_basin_max_view_seed43122_chck_100M.json,second-basin MAX compact re-expression arm; currently mainly Entity/EWoK
deberta_basin2_repeat,deberta,43122,R,chck_80M,80000000,Entity,25.27,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/repeat_eval/per_target/second_basin_max_repeat_seed43122_chck_80M.json,second-basin MAX exact-repeat arm; currently mainly Entity/EWoK
deberta_basin2_repeat,deberta,43122,R,chck_90M,90000000,Entity,24.71,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/repeat_eval/per_target/second_basin_max_repeat_seed43122_chck_90M.json,second-basin MAX exact-repeat arm; currently mainly Entity/EWoK
deberta_basin2_repeat,deberta,43122,R,chck_100M,100000000,Entity,25.22,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/repeat_eval/per_target/second_basin_max_repeat_seed43122_chck_100M.json,second-basin MAX exact-repeat arm; currently mainly Entity/EWoK
roberta_view,roberta,43022,V,chck_10M,10000000,BLiMP,53.93,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_10M.json,RoBERTa MAX compact re-expression arm
roberta_view,roberta,43022,V,chck_10M,10000000,Supplement,49.85,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_10M.json,RoBERTa MAX compact re-expression arm
roberta_view,roberta,43022,V,chck_10M,10000000,EWoK,49.55,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_10M.json,RoBERTa MAX compact re-expression arm
roberta_view,roberta,43022,V,chck_10M,10000000,Entity,16.68,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_10M.json,RoBERTa MAX compact re-expression arm
roberta_view,roberta,43022,V,chck_10M,10000000,COMPS,49.75,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_10M.json,RoBERTa MAX compact re-expression arm
roberta_view,roberta,43022,V,chck_10M,10000000,Reading,7.484999999999999,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_10M.json,RoBERTa MAX compact re-expression arm
roberta_view,roberta,43022,V,chck_20M,20000000,BLiMP,54.9,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_20M.json,RoBERTa MAX compact re-expression arm
roberta_view,roberta,43022,V,chck_20M,20000000,Supplement,53.6,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_20M.json,RoBERTa MAX compact re-expression arm
roberta_view,roberta,43022,V,chck_20M,20000000,EWoK,50.3,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_20M.json,RoBERTa MAX compact re-expression arm
roberta_view,roberta,43022,V,chck_20M,20000000,Entity,16.27,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_20M.json,RoBERTa MAX compact re-expression arm
roberta_view,roberta,43022,V,chck_20M,20000000,COMPS,50.16,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_20M.json,RoBERTa MAX compact re-expression arm
roberta_view,roberta,43022,V,chck_20M,20000000,Reading,7.5649999999999995,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_20M.json,RoBERTa MAX compact re-expression arm
roberta_view,roberta,43022,V,chck_30M,30000000,BLiMP,55.61,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_30M.json,RoBERTa MAX compact re-expression arm
roberta_view,roberta,43022,V,chck_30M,30000000,Supplement,51.59,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_30M.json,RoBERTa MAX compact re-expression arm
roberta_view,roberta,43022,V,chck_30M,30000000,EWoK,48.87,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_30M.json,RoBERTa MAX compact re-expression arm
roberta_view,roberta,43022,V,chck_30M,30000000,Entity,17.29,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_30M.json,RoBERTa MAX compact re-expression arm
roberta_view,roberta,43022,V,chck_30M,30000000,COMPS,50.66,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_30M.json,RoBERTa MAX compact re-expression arm
roberta_view,roberta,43022,V,chck_30M,30000000,Reading,8.01,experiments/archive/frontier_consolidation/data/roberta_viewclean_total_stable_eval/eval/per_target/roberta_viewclean_total_view_chck_30M.json,RoBERTa MAX compact re-expression arm
