checkpoint,words,quantity,VminusR,VminusB,BminusR,triangle_sum_VB_plus_BR,residual,fraction_of_VminusR_from_BminusR
chck_10M,10000000,BLiMP,-0.12999999999999545,-1.4199999999999946,1.2899999999999991,-0.12999999999999545,0.0,-9.923076923077264
chck_10M,10000000,Supplement,-1.480000000000004,-1.3900000000000006,-0.09000000000000341,-1.480000000000004,0.0,0.06081081081081295
chck_10M,10000000,EWoK,0.6799999999999997,-0.9699999999999989,1.6499999999999986,0.6799999999999997,0.0,2.426470588235293
chck_10M,10000000,COMPS,-0.0899999999999963,0.18999999999999773,-0.27999999999999403,-0.0899999999999963,0.0,3.1111111111111724
chck_10M,10000000,Reading,-0.48499999999999943,-0.3650000000000002,-0.11999999999999922,-0.48499999999999943,0.0,0.2474226804123698
chck_10M,10000000,exEntity5,-0.30100000000000193,-0.7910000000000039,0.490000000000002,-0.30100000000000193,0.0,-1.6279069767441823
chck_10M,10000000,exEntity4_noReading,-0.25500000000000256,-0.8975000000000009,0.6424999999999983,-0.25500000000000256,0.0,-2.519607843137223
chck_20M,20000000,BLiMP,-0.8799999999999955,-1.9099999999999966,1.0300000000000011,-0.8799999999999955,0.0,-1.1704545454545527
chck_20M,20000000,Supplement,0.0,1.2999999999999972,-1.2999999999999972,0.0,0.0,
chck_20M,20000000,EWoK,0.04000000000000625,1.2000000000000028,-1.1599999999999966,0.04000000000000625,0.0,-28.99999999999538
chck_20M,20000000,COMPS,-0.35999999999999943,0.2600000000000051,-0.6200000000000045,-0.35999999999999943,0.0,1.7222222222222376
chck_20M,20000000,Reading,-0.6750000000000007,-0.48499999999999943,-0.19000000000000128,-0.6750000000000007,0.0,0.28148148148148305
chck_20M,20000000,exEntity5,-0.375,0.0730000000000004,-0.4480000000000004,-0.375,0.0,1.1946666666666677
chck_20M,20000000,exEntity4_noReading,-0.29999999999999716,0.21250000000000568,-0.5125000000000028,-0.29999999999999716,0.0,1.708333333333359
chck_30M,30000000,BLiMP,-2.1400000000000006,-2.470000000000006,0.3300000000000054,-2.1400000000000006,0.0,-0.154205607476638
chck_30M,30000000,Supplement,0.11000000000000654,-0.7299999999999969,0.8400000000000034,0.11000000000000654,0.0,7.636363636363214
chck_30M,30000000,EWoK,-1.6400000000000006,-3.1600000000000037,1.5200000000000031,-1.6400000000000006,0.0,-0.9268292682926845
chck_30M,30000000,COMPS,-0.0800000000000054,-0.3500000000000014,0.269999999999996,-0.0800000000000054,0.0,-3.3749999999997224
chck_30M,30000000,Reading,0.8849999999999998,0.4150000000000009,0.46999999999999886,0.8849999999999998,0.0,0.5310734463276825
chck_30M,30000000,exEntity5,-0.5730000000000004,-1.2590000000000003,0.6859999999999999,-0.5730000000000004,0.0,-1.1972076788830706
chck_30M,30000000,exEntity4_noReading,-0.9375,-1.677500000000002,0.740000000000002,-0.9375,0.0,-0.7893333333333354
chck_40M,40000000,BLiMP,0.7899999999999991,-1.0700000000000003,1.8599999999999994,0.7899999999999991,0.0,2.3544303797468373
chck_40M,40000000,Supplement,2.8599999999999994,2.009999999999998,0.8500000000000014,2.8599999999999994,0.0,0.29720279720279774
chck_40M,40000000,EWoK,-0.259999999999998,-0.18999999999999773,-0.07000000000000028,-0.259999999999998,0.0,0.2692307692307724
chck_40M,40000000,COMPS,0.990000000000002,0.5499999999999972,0.44000000000000483,0.990000000000002,0.0,0.4444444444444484
chck_40M,40000000,Reading,0.0600000000000005,0.5950000000000006,-0.5350000000000001,0.0600000000000005,0.0,-8.916666666666595
chck_40M,40000000,exEntity5,0.8880000000000052,0.3790000000000049,0.5090000000000003,0.8880000000000052,0.0,0.5731981981981952
chck_40M,40000000,exEntity4_noReading,1.0949999999999989,0.32500000000000284,0.769999999999996,1.0949999999999989,0.0,0.7031963470319605
chck_50M,50000000,BLiMP,0.6499999999999915,-0.19000000000001194,0.8400000000000034,0.6499999999999915,0.0,1.2923076923077146
chck_50M,50000000,Supplement,3.4100000000000037,2.3700000000000045,1.0399999999999991,3.4100000000000037,0.0,0.30498533724340116
chck_50M,50000000,EWoK,-0.36999999999999744,1.220000000000006,-1.5900000000000034,-0.36999999999999744,0.0,4.2972972972973364
chck_50M,50000000,COMPS,0.13000000000000256,-0.12999999999999545,0.259999999999998,0.13000000000000256,0.0,1.9999999999999454
chck_50M,50000000,Reading,0.3249999999999984,0.3999999999999986,-0.07500000000000018,0.3249999999999984,0.0,-0.23076923076923245
chck_50M,50000000,exEntity5,0.8290000000000006,0.7339999999999947,0.09500000000000597,0.8290000000000006,0.0,0.11459589867310724
chck_50M,50000000,exEntity4_noReading,0.9549999999999983,0.8174999999999955,0.13750000000000284,0.9549999999999983,0.0,0.14397905759162627
