contrast,arm_a,arm_b,checkpoint,words,quantity,missing_a,missing_b
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_70M,70000000,exEntity5,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_70M,70000000,exEntity4_noReading,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_70M,70000000,EWoK_plus_Entity_sum,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_80M,80000000,BLiMP,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_80M,80000000,Supplement,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_80M,80000000,EWoK,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_80M,80000000,COMPS,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_80M,80000000,Reading,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_80M,80000000,cheap6_no_GlobalPIQA,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_80M,80000000,cheap5_no_GlobalPIQA_Reading,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_80M,80000000,exEntity5,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_80M,80000000,exEntity4_noReading,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_80M,80000000,EWoK_plus_Entity_sum,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_90M,90000000,BLiMP,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_90M,90000000,Supplement,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_90M,90000000,EWoK,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_90M,90000000,COMPS,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_90M,90000000,Reading,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_90M,90000000,cheap6_no_GlobalPIQA,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_90M,90000000,cheap5_no_GlobalPIQA_Reading,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_90M,90000000,exEntity5,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_90M,90000000,exEntity4_noReading,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_90M,90000000,EWoK_plus_Entity_sum,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_100M,100000000,BLiMP,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_100M,100000000,Supplement,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_100M,100000000,EWoK,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_100M,100000000,COMPS,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_100M,100000000,Reading,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_100M,100000000,cheap6_no_GlobalPIQA,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_100M,100000000,cheap5_no_GlobalPIQA_Reading,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_100M,100000000,exEntity5,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_100M,100000000,exEntity4_noReading,True,True
deberta_basin2_VminusR,deberta_basin2_view,deberta_basin2_repeat,chck_100M,100000000,EWoK_plus_Entity_sum,True,True
deberta_basin2_VminusC_maxgeom,deberta_basin2_view,deberta_basin2_clean_maxgeom,chck_10M,10000000,BLiMP,True,True
deberta_basin2_VminusC_maxgeom,deberta_basin2_view,deberta_basin2_clean_maxgeom,chck_10M,10000000,Supplement,True,True
deberta_basin2_VminusC_maxgeom,deberta_basin2_view,deberta_basin2_clean_maxgeom,chck_10M,10000000,EWoK,True,True
deberta_basin2_VminusC_maxgeom,deberta_basin2_view,deberta_basin2_clean_maxgeom,chck_10M,10000000,Entity,True,True
deberta_basin2_VminusC_maxgeom,deberta_basin2_view,deberta_basin2_clean_maxgeom,chck_10M,10000000,COMPS,True,True
deberta_basin2_VminusC_maxgeom,deberta_basin2_view,deberta_basin2_clean_maxgeom,chck_10M,10000000,Reading,True,True
deberta_basin2_VminusC_maxgeom,deberta_basin2_view,deberta_basin2_clean_maxgeom,chck_10M,10000000,cheap6_no_GlobalPIQA,True,True
deberta_basin2_VminusC_maxgeom,deberta_basin2_view,deberta_basin2_clean_maxgeom,chck_10M,10000000,cheap5_no_GlobalPIQA_Reading,True,True
deberta_basin2_VminusC_maxgeom,deberta_basin2_view,deberta_basin2_clean_maxgeom,chck_10M,10000000,exEntity5,True,True
deberta_basin2_VminusC_maxgeom,deberta_basin2_view,deberta_basin2_clean_maxgeom,chck_10M,10000000,exEntity4_noReading,True,True
deberta_basin2_VminusC_maxgeom,deberta_basin2_view,deberta_basin2_clean_maxgeom,chck_10M,10000000,EWoK_plus_Entity_sum,True,True
deberta_basin2_VminusC_maxgeom,deberta_basin2_view,deberta_basin2_clean_maxgeom,chck_20M,20000000,BLiMP,True,True
deberta_basin2_VminusC_maxgeom,deberta_basin2_view,deberta_basin2_clean_maxgeom,chck_20M,20000000,Supplement,True,True
deberta_basin2_VminusC_maxgeom,deberta_basin2_view,deberta_basin2_clean_maxgeom,chck_20M,20000000,EWoK,True,True
deberta_basin2_VminusC_maxgeom,deberta_basin2_view,deberta_basin2_clean_maxgeom,chck_20M,20000000,Entity,True,True
deberta_basin2_VminusC_maxgeom,deberta_basin2_view,deberta_basin2_clean_maxgeom,chck_20M,20000000,COMPS,True,True
deberta_basin2_VminusC_maxgeom,deberta_basin2_view,deberta_basin2_clean_maxgeom,chck_20M,20000000,Reading,True,True
deberta_basin2_VminusC_maxgeom,deberta_basin2_view,deberta_basin2_clean_maxgeom,chck_20M,20000000,cheap6_no_GlobalPIQA,True,True
