ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
antonym,3374,0.496443390634262,1122,0.33254297569650265,0.6603884638022366,1699,-0.013423394644632936
variable swap,2564,0.49804992199687986,1030,0.4017160686427457,0.8003108003108003,1287,-0.04541708808392286
material,840,0.48333333333333334,269,0.3202380952380952,0.619815668202765,434,-0.05170656996779144
other,490,0.5755102040816327,102,0.20816326530612245,0.49038461538461536,208,0.37033711338881403
negation,190,0.6157894736842106,24,0.12631578947368421,0.3287671232876712,73,0.5852567628026009
number,80,0.575,20,0.25,0.5882352941176471,34,0.21906248736195266
game,20,0.6,7,0.35,0.875,8,0.26511985063552856
variable_swap,30,0.6333333333333333,7,0.23333333333333334,0.6363636363636364,11,1.7298091258853674
active-passive,30,0.6,6,0.2,0.5,12,2.4358718395233154
