seed,arm,checkpoint,probe_set,packet_type,slot_mode,n_packets,mean_full_new_minus_source_T,se_full_new_minus_source_T,frac_pos_full_new_minus_source_T,mean_full_new_minus_source_U,se_full_new_minus_source_U,frac_pos_full_new_minus_source_U,mean_full_new_minus_source_N,se_full_new_minus_source_N,frac_pos_full_new_minus_source_N,mean_full_new_minus_source_T_minus_U,se_full_new_minus_source_T_minus_U,frac_pos_full_new_minus_source_T_minus_U,mean_full_new_minus_source_T_minus_N,se_full_new_minus_source_T_minus_N,frac_pos_full_new_minus_source_T_minus_N,mean_content_new_minus_source_T,se_content_new_minus_source_T,frac_pos_content_new_minus_source_T,mean_content_new_minus_source_U,se_content_new_minus_source_U,frac_pos_content_new_minus_source_U,mean_content_new_minus_source_N,se_content_new_minus_source_N,frac_pos_content_new_minus_source_N,mean_content_new_minus_source_T_minus_U,se_content_new_minus_source_T_minus_U,frac_pos_content_new_minus_source_T_minus_U,mean_content_new_minus_source_T_minus_N,se_content_new_minus_source_T_minus_N,frac_pos_content_new_minus_source_T_minus_N,mean_full_source_minus_new_T,se_full_source_minus_new_T,frac_pos_full_source_minus_new_T,mean_full_source_minus_new_U,se_full_source_minus_new_U,frac_pos_full_source_minus_new_U,mean_full_source_minus_new_N,se_full_source_minus_new_N,frac_pos_full_source_minus_new_N,mean_full_source_minus_new_T_minus_U,se_full_source_minus_new_T_minus_U,frac_pos_full_source_minus_new_T_minus_U,mean_full_source_minus_new_T_minus_N,se_full_source_minus_new_T_minus_N,frac_pos_full_source_minus_new_T_minus_N,mean_content_source_minus_new_T,se_content_source_minus_new_T,frac_pos_content_source_minus_new_T,mean_content_source_minus_new_U,se_content_source_minus_new_U,frac_pos_content_source_minus_new_U,mean_content_source_minus_new_N,se_content_source_minus_new_N,frac_pos_content_source_minus_new_N,mean_content_source_minus_new_T_minus_U,se_content_source_minus_new_T_minus_U,frac_pos_content_source_minus_new_T_minus_U,mean_content_source_minus_new_T_minus_N,se_content_source_minus_new_T_minus_N,frac_pos_content_source_minus_new_T_minus_N
43022,clean,final,balanced_heldout,UNCHANGED_DISTRACTOR_USE,template,200,0.46027282524910357,0.16897378694283025,0.55,-3.811591257369248,0.23090772266418352,0.11,-3.936132690409528,0.22845699623163376,0.1,4.271864082618352,0.18473592057110286,0.955,4.396405515658632,0.18646193060003113,0.965,0.6544984341674266,0.20495590381907022,0.54,-4.347805698541683,0.24580100324538767,0.13,-4.523724288034672,0.24058988437980938,0.095,5.00230413270911,0.1908656646754437,0.96,5.178222722202099,0.1923324576373422,0.96,-0.46027282524910357,0.16897378694283025,0.45,3.811591257369248,0.23090772266418352,0.89,3.936132690409528,0.22845699623163376,0.9,-4.271864082618352,0.18473592057110286,0.045,-4.396405515658632,0.18646193060003113,0.035,-0.6544984341674266,0.20495590381907022,0.46,4.347805698541683,0.24580100324538767,0.87,4.523724288034672,0.24058988437980938,0.905,-5.00230413270911,0.1908656646754437,0.04,-5.178222722202099,0.1923324576373422,0.04
43022,clean,final,balanced_heldout,UPDATED_USE,template,200,0.7288878465236241,0.22305170035243296,0.545,-4.54456635308915,0.2493666865151308,0.095,-4.753261902388867,0.24764489118468647,0.09,5.273454199612774,0.1931609430609864,0.96,5.482149748912491,0.197485862650542,0.97,0.8193296685771041,0.24007987105246087,0.565,-5.018484413392122,0.2518680808218566,0.095,-5.257085724544712,0.25002797510370395,0.085,5.837814081969226,0.19222724847789596,0.96,6.076415393121817,0.19857784315053684,0.97,-0.7288878465236241,0.22305170035243296,0.455,4.54456635308915,0.2493666865151308,0.905,4.753261902388867,0.24764489118468647,0.91,-5.273454199612774,0.1931609430609864,0.04,-5.482149748912491,0.197485862650542,0.03,-0.8193296685771041,0.24007987105246087,0.435,5.018484413392122,0.2518680808218566,0.905,5.257085724544712,0.25002797510370395,0.915,-5.837814081969226,0.19222724847789596,0.04,-6.076415393121817,0.19857784315053684,0.03
43022,clean,final,extended_nontrain,UNCHANGED_DISTRACTOR_USE,template,200,0.46027282524910357,0.16897378694283025,0.55,-3.811591257369248,0.23090772266418352,0.11,-3.936132690409528,0.22845699623163376,0.1,4.271864082618352,0.18473592057110286,0.955,4.396405515658632,0.18646193060003113,0.965,0.6544984341674266,0.20495590381907022,0.54,-4.347805698541683,0.24580100324538767,0.13,-4.523724288034672,0.24058988437980938,0.095,5.00230413270911,0.1908656646754437,0.96,5.178222722202099,0.1923324576373422,0.96,-0.46027282524910357,0.16897378694283025,0.45,3.811591257369248,0.23090772266418352,0.89,3.936132690409528,0.22845699623163376,0.9,-4.271864082618352,0.18473592057110286,0.045,-4.396405515658632,0.18646193060003113,0.035,-0.6544984341674266,0.20495590381907022,0.46,4.347805698541683,0.24580100324538767,0.87,4.523724288034672,0.24058988437980938,0.905,-5.00230413270911,0.1908656646754437,0.04,-5.178222722202099,0.1923324576373422,0.04
43022,clean,final,extended_nontrain,UPDATED_USE,template,1125,0.8412547356296116,0.09725478499191213,0.5928888888888889,-4.481175864711116,0.1068951160836848,0.10844444444444444,-4.764210272610099,0.10648021416147616,0.09155555555555556,5.322430600340728,0.08378339960493196,0.9573333333333334,5.605465008239711,0.08585555187083979,0.968,1.0457846388812049,0.10523304288031643,0.6,-4.714834695327095,0.11021987182251174,0.11911111111111111,-5.065431841909617,0.10846014625310396,0.10044444444444445,5.7606193342083,0.08465519835102243,0.9546666666666667,6.111216480790822,0.08592598295871476,0.968,-0.8412547356296116,0.09725478499191213,0.4071111111111111,4.481175864711116,0.1068951160836848,0.8915555555555555,4.764210272610099,0.10648021416147616,0.9084444444444445,-5.322430600340728,0.08378339960493196,0.042666666666666665,-5.605465008239711,0.08585555187083979,0.032,-1.0457846388812049,0.10523304288031643,0.4,4.714834695327095,0.11021987182251174,0.8808888888888889,5.065431841909617,0.10846014625310396,0.8995555555555556,-5.7606193342083,0.08465519835102243,0.04533333333333334,-6.111216480790822,0.08592598295871476,0.032
43022,repeat,final,balanced_heldout,UNCHANGED_DISTRACTOR_USE,template,200,0.4613251411766313,0.1690650754127805,0.545,-3.9481482630457267,0.22332312803689328,0.08,-4.044333785639264,0.2197403194965162,0.09,4.409473404222358,0.18570337017659264,0.945,4.505658926815895,0.18680159402610588,0.95,0.6460569654027374,0.20104707503274982,0.56,-4.530920692307756,0.23601484030194422,0.1,-4.651932272861454,0.23145547125632215,0.08,5.176977657710493,0.19405850971998556,0.935,5.297989238264192,0.196019328978673,0.95,-0.4613251411766313,0.1690650754127805,0.455,3.9481482630457267,0.22332312803689328,0.92,4.044333785639264,0.2197403194965162,0.91,-4.409473404222358,0.18570337017659264,0.055,-4.505658926815895,0.18680159402610588,0.05,-0.6460569654027374,0.20104707503274982,0.44,4.530920692307756,0.23601484030194422,0.9,4.651932272861454,0.23145547125632215,0.92,-5.176977657710493,0.19405850971998556,0.065,-5.297989238264192,0.196019328978673,0.05
43022,repeat,final,balanced_heldout,UPDATED_USE,template,200,0.8679647937947652,0.2264784401024918,0.555,-4.665160665230769,0.25308791648510603,0.09,-4.788809850340181,0.2501820770205552,0.095,5.533125459025535,0.1959061402014458,0.975,5.656774644134946,0.19514246314756445,0.975,0.9433524119964373,0.24045351393740577,0.57,-5.132554816772246,0.25301490463296156,0.085,-5.280809782628262,0.24839493344807503,0.085,6.075907228768684,0.1955931008912459,0.975,6.2241621946247,0.19419480227997027,0.975,-0.8679647937947652,0.2264784401024918,0.445,4.665160665230769,0.25308791648510603,0.91,4.788809850340181,0.2501820770205552,0.905,-5.533125459025535,0.1959061402014458,0.025,-5.656774644134946,0.19514246314756445,0.025,-0.9433524119964373,0.24045351393740577,0.43,5.132554816772246,0.25301490463296156,0.915,5.280809782628262,0.24839493344807503,0.915,-6.075907228768684,0.1955931008912459,0.025,-6.2241621946247,0.19419480227997027,0.025
43022,repeat,final,extended_nontrain,UNCHANGED_DISTRACTOR_USE,template,200,0.4613251411766313,0.1690650754127805,0.545,-3.9481482630457267,0.22332312803689328,0.08,-4.044333785639264,0.2197403194965162,0.09,4.409473404222358,0.18570337017659264,0.945,4.505658926815895,0.18680159402610588,0.95,0.6460569654027374,0.20104707503274982,0.56,-4.530920692307756,0.23601484030194422,0.1,-4.651932272861454,0.23145547125632215,0.08,5.176977657710493,0.19405850971998556,0.935,5.297989238264192,0.196019328978673,0.95,-0.4613251411766313,0.1690650754127805,0.455,3.9481482630457267,0.22332312803689328,0.92,4.044333785639264,0.2197403194965162,0.91,-4.409473404222358,0.18570337017659264,0.055,-4.505658926815895,0.18680159402610588,0.05,-0.6460569654027374,0.20104707503274982,0.44,4.530920692307756,0.23601484030194422,0.9,4.651932272861454,0.23145547125632215,0.92,-5.176977657710493,0.19405850971998556,0.065,-5.297989238264192,0.196019328978673,0.05
43022,repeat,final,extended_nontrain,UPDATED_USE,template,1125,1.029904937951824,0.09622615250335187,0.632,-4.500847947771032,0.10494505418975711,0.10488888888888889,-4.73633950930971,0.10260465103489312,0.0951111111111111,5.530752885722856,0.08533901332691363,0.968,5.766244447261534,0.08575487401904265,0.9724444444444444,1.2341640789442156,0.10466178591899251,0.6293333333333333,-4.7564247218188855,0.10838899598899777,0.11555555555555555,-5.037665442168058,0.10471203865478858,0.09955555555555555,5.990588800763102,0.08531704404773426,0.9671111111111111,6.271829521112274,0.08490118738219989,0.9706666666666667,-1.029904937951824,0.09622615250335187,0.368,4.500847947771032,0.10494505418975711,0.8951111111111111,4.73633950930971,0.10260465103489312,0.9048888888888889,-5.530752885722856,0.08533901332691363,0.032,-5.766244447261534,0.08575487401904265,0.027555555555555555,-1.2341640789442156,0.10466178591899251,0.37066666666666664,4.7564247218188855,0.10838899598899777,0.8844444444444445,5.037665442168058,0.10471203865478858,0.9004444444444445,-5.990588800763102,0.08531704404773426,0.03288888888888889,-6.271829521112274,0.08490118738219989,0.029333333333333333
43022,repeat_split,final,balanced_heldout,UNCHANGED_DISTRACTOR_USE,template,200,0.4582855077447026,0.1753989194797253,0.6,-3.637011258581928,0.2174775234989417,0.1,-3.7676016531010244,0.2124754473722085,0.09,4.095296766326631,0.18434397978968375,0.97,4.225887160845727,0.18582725048671844,0.955,0.6307781791810247,0.2061763097495895,0.595,-4.1448179644286975,0.2298121490461601,0.1,-4.357328719949538,0.22116562156799088,0.09,4.7755961436097225,0.1909629121631545,0.965,4.988106899130563,0.19476567887621937,0.96,-0.4582855077447026,0.1753989194797253,0.4,3.637011258581928,0.2174775234989417,0.9,3.7676016531010244,0.2124754473722085,0.91,-4.095296766326631,0.18434397978968375,0.03,-4.225887160845727,0.18582725048671844,0.045,-0.6307781791810247,0.2061763097495895,0.405,4.1448179644286975,0.2298121490461601,0.9,4.357328719949538,0.22116562156799088,0.91,-4.7755961436097225,0.1909629121631545,0.035,-4.988106899130563,0.19476567887621937,0.04
43022,repeat_split,final,balanced_heldout,UPDATED_USE,template,200,0.9684096847115261,0.23065801289864438,0.59,-4.11987392553922,0.24403704783956334,0.125,-4.355718131772978,0.2434784728315444,0.095,5.0882836102507465,0.18619075529717635,0.965,5.324127816484504,0.18935934603680013,0.975,1.0975158718754168,0.24477583432872776,0.615,-4.511951359394499,0.24481926404412624,0.105,-4.788780948905821,0.24542952922038397,0.085,5.609467231269916,0.18782911689504964,0.96,5.886296820781237,0.19077815627113293,0.975,-0.9684096847115261,0.23065801289864438,0.41,4.11987392553922,0.24403704783956334,0.875,4.355718131772978,0.2434784728315444,0.905,-5.0882836102507465,0.18619075529717635,0.035,-5.324127816484504,0.18935934603680013,0.025,-1.0975158718754168,0.24477583432872776,0.385,4.511951359394499,0.24481926404412624,0.895,4.788780948905821,0.24542952922038397,0.915,-5.609467231269916,0.18782911689504964,0.04,-5.886296820781237,0.19077815627113293,0.025
