seed,arm,checkpoint,probe_set,slot_mode,packet_type,packet_id,gold_state_type,updated_conflict_heuristic,full_new_minus_source_T,full_new_minus_source_U,full_new_minus_source_N,full_new_minus_source_T_minus_U,full_new_minus_source_T_minus_N,full_new_minus_source_U_minus_N,content_new_minus_source_T,content_new_minus_source_U,content_new_minus_source_N,content_new_minus_source_T_minus_U,content_new_minus_source_T_minus_N,content_new_minus_source_U_minus_N,full_source_minus_new_T,full_source_minus_new_U,full_source_minus_new_N,full_source_minus_new_T_minus_U,full_source_minus_new_T_minus_N,full_source_minus_new_U_minus_N,content_source_minus_new_T,content_source_minus_new_U,content_source_minus_new_N,content_source_minus_new_T_minus_U,content_source_minus_new_T_minus_N,content_source_minus_new_U_minus_N,full_source_minus_swapped_T,full_source_minus_swapped_U,full_source_minus_swapped_N,full_source_minus_swapped_T_minus_U,full_source_minus_swapped_T_minus_N,full_source_minus_swapped_U_minus_N,content_source_minus_swapped_T,content_source_minus_swapped_U,content_source_minus_swapped_N,content_source_minus_swapped_T_minus_U,content_source_minus_swapped_T_minus_N,content_source_minus_swapped_U_minus_N
43022,clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,rw2s0_007606,possession_artifact,,-4.280639648623764,-4.250295689888299,-3.465599238872528,-0.03034395873546547,-0.8150404097512363,-0.7846964510157708,-5.829712914535776,-5.747741911793128,-4.812843283638358,-0.08197100274264812,-1.0168696308974177,-0.9348986281547695,4.280639648623764,4.250295689888299,3.465599238872528,0.03034395873546547,0.8150404097512363,0.7846964510157708,5.829712914535776,5.747741911793128,4.812843283638358,0.08197100274264812,1.0168696308974177,0.9348986281547695,2.297078491933644,-1.4084654603153468,2.564150807261467,3.705543952248991,-0.26707231532782316,-3.972616267576814,3.5983707975440966,-1.2913946053789307,3.9911011066287756,4.889765402923027,-0.392730309084679,-5.282495712007706
43022,clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,rw2s0_011096,other_relation_state,,-4.135409387946129,-4.702618474575381,-4.71715804071476,0.5672090866292523,0.5817486527686313,0.014539566139379012,-5.5846033319830894,-6.535333296051249,-6.535362692316994,0.9507299640681595,0.9507593603339046,2.9396265745162964e-05,4.135409387946129,4.702618474575381,4.71715804071476,-0.5672090866292523,-0.5817486527686313,-0.014539566139379012,5.5846033319830894,6.535333296051249,6.535362692316994,-0.9507299640681595,-0.9507593603339046,-2.9396265745162964e-05,4.6144029825925825,-0.036166786053217936,4.6027883006259795,4.6505697686458,0.01161468196660298,-4.638955086679197,5.9318715160091715,-0.006684975931420922,5.96952538851959,5.938556491940592,-0.037653872510418296,-5.976210364451011
43022,clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,rw2s0_017880,other_relation_state,,-2.5172252567572286,-14.529071607074002,-13.917696032454842,12.011846350316773,11.400470775697613,-0.61137557461916,-2.500681618414819,-14.511682539619505,-13.897912998497485,12.011000921204687,11.397231380082665,-0.6137695411220196,2.5172252567572286,14.529071607074002,13.917696032454842,-12.011846350316773,-11.400470775697613,0.61137557461916,2.500681618414819,14.511682539619505,13.897912998497485,-12.011000921204687,-11.397231380082665,0.6137695411220196,5.273008336694329,1.7196625035314355,4.681449924191111,3.5533458331628935,0.5915584125032183,-2.9617874206596753,8.757520456674198,2.823329552449286,7.751613159477711,5.934190904224913,1.0059072971964875,-4.928283607028424
43022,clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,rw_002632,location_containment,,-0.13829475658629753,-0.2256591935392602,-0.14535815061868299,0.08736443695296267,0.007063394032385456,-0.08030104292057721,-0.24346224645463127,-0.3315561160755654,-0.24100041024697322,0.08809386962093413,-0.0024618362076580524,-0.09055570582859218,0.13829475658629753,0.2256591935392602,0.14535815061868299,-0.08736443695296267,-0.007063394032385456,0.08030104292057721,0.24346224645463127,0.3315561160755654,0.24100041024697322,-0.08809386962093413,0.0024618362076580524,0.09055570582859218,7.111263481213245,2.3714047087181824,6.959620761836414,4.739858772495063,0.1516427193768317,-4.588216053118231,8.605397074234983,2.916117443641027,8.412123818695544,5.689279630593956,0.19327325553943808,-5.496006375054518
43022,clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,rw_023936,location_containment,,0.2391617683203915,-3.8575513735897355,-3.926100404086438,4.0967131419101275,4.1652621724068295,0.06854903049670247,0.15912826354615373,-4.203264765627683,-4.39808412194252,4.362393029173837,4.557212385488674,0.19481935631483704,-0.2391617683203915,3.8575513735897355,3.926100404086438,-4.0967131419101275,-4.1652621724068295,-0.06854903049670247,-0.15912826354615373,4.203264765627683,4.39808412194252,-4.362393029173837,-4.557212385488674,-0.19481935631483704,6.407047375903598,-1.3077036488712546,6.394292956839005,7.714751024774853,0.012754419064593847,-7.701996605710259,7.151549419760704,-1.4098036471754314,7.165826484560967,8.561353066936135,-0.014277064800263695,-8.575630131736398
43022,clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,rw2s0_014674,location_containment,,-0.0117066118413479,-4.5513159848827245,-4.569800442409339,4.539609373041377,4.558093830567992,0.01848445752661476,0.01754218184699615,-6.195591127056451,-6.265670147790972,6.213133308903447,6.283212329637968,0.07007902073452144,0.0117066118413479,4.5513159848827245,4.569800442409339,-4.539609373041377,-4.558093830567992,-0.01848445752661476,-0.01754218184699615,6.195591127056451,6.265670147790972,-6.213133308903447,-6.283212329637968,-0.07007902073452144,5.247576759301592,0.8932538836961612,5.06786458658753,4.354322875605431,0.17971217271406204,-4.174610702891369,5.8879987828433515,0.33537102756755693,6.080270472421709,5.552627755275795,-0.19227168957835783,-5.744899444854153
43022,clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,rw2s1_018012,other_relation_state,,0.11613101068439646,-3.7809462110802996,-3.9201997424814516,3.897077221764696,4.036330753165848,0.13925353140115204,0.25913799766983314,-5.4189841872347255,-5.679385345961366,5.6781221849045584,5.938523343631199,0.2604011587266406,-0.11613101068439646,3.7809462110802996,3.9201997424814516,-3.897077221764696,-4.036330753165848,-0.13925353140115204,-0.25913799766983314,5.4189841872347255,5.679385345961366,-5.6781221849045584,-5.938523343631199,-0.2604011587266406,3.465831978902376,-0.8372605347093971,3.6109117936653394,4.303092513611773,-0.14507981476296328,-4.448172328374737,5.101274369018419,-0.5784730745446203,5.049041630611533,5.679747443563039,0.052232738406885915,-5.627514705156153
43022,clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,rw2s0_021141,possession_artifact,,-2.4919460114712515,-5.31564501610895,-5.793846531150241,2.823699004637698,3.30190051967899,0.4782015150412917,-2.2891423111781477,-5.965533651225269,-6.195170739479363,3.6763913400471213,3.9060284283012154,0.22963708825409412,2.4919460114712515,5.31564501610895,5.793846531150241,-2.823699004637698,-3.30190051967899,-0.4782015150412917,2.2891423111781477,5.965533651225269,6.195170739479363,-3.6763913400471213,-3.9060284283012154,-0.22963708825409412,5.588431343125801,1.0464442663360387,5.875627656467259,4.541987076789762,-0.28719631334145834,-4.82918339013122,7.998153886757791,2.1135527842367687,8.423231747932732,5.884601102521023,-0.42507786117494106,-6.309678963695964
43022,clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,rw2s0_016104,status_condition_event,,1.2595788092662892,-0.442318769792716,-1.4137699498484535,1.7018975790590052,2.6733487591147425,0.9714511800557375,2.2931857102861004,0.6742777824401855,-1.0225034952163696,1.6189079278459149,3.31568920550247,1.6967812776565552,-1.2595788092662892,0.442318769792716,1.4137699498484535,-1.7018975790590052,-2.6733487591147425,-0.9714511800557375,-2.2931857102861004,-0.6742777824401855,1.0225034952163696,-1.6189079278459149,-3.31568920550247,-1.6967812776565552,1.999075047671795,-4.158778347447514,1.6974629614502188,6.157853395119309,0.3016120862215761,-5.856241308897733,1.048190275828044,-6.953447080682963,0.5739741325378418,8.001637356511008,0.4742161432902021,-7.527421213220805
43022,clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,rw2s0_021911,other_relation_state,,-0.4580909039868857,-2.8184264390729368,-2.805667975801043,2.360335535086051,2.3475770718141575,-0.012758463271893561,-1.1906733863055705,-5.201071124337613,-4.960556749068201,4.010397738032042,3.7698833627626303,-0.2405143752694121,0.4580909039868857,2.8184264390729368,2.805667975801043,-2.360335535086051,-2.3475770718141575,0.012758463271893561,1.1906733863055705,5.201071124337613,4.960556749068201,-4.010397738032042,-3.7698833627626303,0.2405143752694121,5.633842781655923,-1.2596909548904347,5.640417036787507,6.893533736546358,-0.006574255131583939,-6.900107991677942,7.71165096629411,-0.9616071258671581,7.665603021346033,8.673258092161268,0.04604794494807685,-8.62721014721319
