seed,comparison,checkpoint,probe_set,packet_type,slot_mode,n_packets,mean_delta_full_new_minus_source_T,se_delta_full_new_minus_source_T,frac_pos_delta_full_new_minus_source_T,mean_delta_full_new_minus_source_U,se_delta_full_new_minus_source_U,frac_pos_delta_full_new_minus_source_U,mean_delta_full_new_minus_source_N,se_delta_full_new_minus_source_N,frac_pos_delta_full_new_minus_source_N,mean_delta_full_new_minus_source_T_minus_U,se_delta_full_new_minus_source_T_minus_U,frac_pos_delta_full_new_minus_source_T_minus_U,mean_delta_full_new_minus_source_T_minus_N,se_delta_full_new_minus_source_T_minus_N,frac_pos_delta_full_new_minus_source_T_minus_N,mean_delta_content_new_minus_source_T,se_delta_content_new_minus_source_T,frac_pos_delta_content_new_minus_source_T,mean_delta_content_new_minus_source_U,se_delta_content_new_minus_source_U,frac_pos_delta_content_new_minus_source_U,mean_delta_content_new_minus_source_N,se_delta_content_new_minus_source_N,frac_pos_delta_content_new_minus_source_N,mean_delta_content_new_minus_source_T_minus_U,se_delta_content_new_minus_source_T_minus_U,frac_pos_delta_content_new_minus_source_T_minus_U,mean_delta_content_new_minus_source_T_minus_N,se_delta_content_new_minus_source_T_minus_N,frac_pos_delta_content_new_minus_source_T_minus_N,mean_delta_full_source_minus_new_T,se_delta_full_source_minus_new_T,frac_pos_delta_full_source_minus_new_T,mean_delta_full_source_minus_new_U,se_delta_full_source_minus_new_U,frac_pos_delta_full_source_minus_new_U,mean_delta_full_source_minus_new_N,se_delta_full_source_minus_new_N,frac_pos_delta_full_source_minus_new_N,mean_delta_full_source_minus_new_T_minus_U,se_delta_full_source_minus_new_T_minus_U,frac_pos_delta_full_source_minus_new_T_minus_U,mean_delta_full_source_minus_new_T_minus_N,se_delta_full_source_minus_new_T_minus_N,frac_pos_delta_full_source_minus_new_T_minus_N,mean_delta_content_source_minus_new_T,se_delta_content_source_minus_new_T,frac_pos_delta_content_source_minus_new_T,mean_delta_content_source_minus_new_U,se_delta_content_source_minus_new_U,frac_pos_delta_content_source_minus_new_U,mean_delta_content_source_minus_new_N,se_delta_content_source_minus_new_N,frac_pos_delta_content_source_minus_new_N,mean_delta_content_source_minus_new_T_minus_U,se_delta_content_source_minus_new_T_minus_U,frac_pos_delta_content_source_minus_new_T_minus_U,mean_delta_content_source_minus_new_T_minus_N,se_delta_content_source_minus_new_T_minus_N,frac_pos_delta_content_source_minus_new_T_minus_N
43022,repeat_minus_clean,final,balanced_heldout,UNCHANGED_DISTRACTOR_USE,template,200,0.0010523159275277563,0.06024046296723613,0.52,-0.13655700567647844,0.062366034075301474,0.415,-0.10820109522973553,0.06649579151537983,0.425,0.13760932160400619,0.06311197029844715,0.6,0.10925341115726327,0.06506828280241021,0.575,-0.008441468764689155,0.06988190737951956,0.505,-0.1831149937660727,0.07480655150982077,0.45,-0.12820798482678158,0.07889898803977896,0.43,0.17467352500138356,0.07220740094268076,0.575,0.11976651606209242,0.07472332825367418,0.57,-0.0010523159275277563,0.06024046296723613,0.48,0.13655700567647844,0.062366034075301474,0.585,0.10820109522973553,0.06649579151537983,0.575,-0.13760932160400619,0.06311197029844715,0.4,-0.10925341115726327,0.06506828280241021,0.425,0.008441468764689155,0.06988190737951956,0.495,0.1831149937660727,0.07480655150982077,0.55,0.12820798482678158,0.07889898803977896,0.57,-0.17467352500138356,0.07220740094268076,0.425,-0.11976651606209242,0.07472332825367418,0.43
43022,repeat_minus_clean,final,balanced_heldout,UPDATED_USE,template,200,0.1390769472711411,0.08504584089260991,0.535,-0.1205943121416194,0.08960422318858588,0.47,-0.03554794795131428,0.08655141472404032,0.495,0.2596712594127605,0.07853864716675031,0.62,0.17462489522245536,0.07798163011138556,0.58,0.12402274341933321,0.09685530110412273,0.54,-0.11407040338012424,0.09845687505817857,0.51,-0.023724058083550208,0.094604207074167,0.52,0.23809314679945745,0.08939205796221417,0.605,0.14774680150288338,0.08814894646751122,0.555,-0.1390769472711411,0.08504584089260991,0.465,0.1205943121416194,0.08960422318858588,0.53,0.03554794795131428,0.08655141472404032,0.505,-0.2596712594127605,0.07853864716675031,0.38,-0.17462489522245536,0.07798163011138556,0.42,-0.12402274341933321,0.09685530110412273,0.46,0.11407040338012424,0.09845687505817857,0.49,0.023724058083550208,0.094604207074167,0.48,-0.23809314679945745,0.08939205796221417,0.395,-0.14774680150288338,0.08814894646751122,0.445
43022,repeat_minus_clean,final,extended_nontrain,UNCHANGED_DISTRACTOR_USE,template,200,0.0010523159275277563,0.06024046296723613,0.52,-0.13655700567647844,0.062366034075301474,0.415,-0.10820109522973553,0.06649579151537983,0.425,0.13760932160400619,0.06311197029844715,0.6,0.10925341115726327,0.06506828280241021,0.575,-0.008441468764689155,0.06988190737951956,0.505,-0.1831149937660727,0.07480655150982077,0.45,-0.12820798482678158,0.07889898803977896,0.43,0.17467352500138356,0.07220740094268076,0.575,0.11976651606209242,0.07472332825367418,0.57,-0.0010523159275277563,0.06024046296723613,0.48,0.13655700567647844,0.062366034075301474,0.585,0.10820109522973553,0.06649579151537983,0.575,-0.13760932160400619,0.06311197029844715,0.4,-0.10925341115726327,0.06506828280241021,0.425,0.008441468764689155,0.06988190737951956,0.495,0.1831149937660727,0.07480655150982077,0.55,0.12820798482678158,0.07889898803977896,0.57,-0.17467352500138356,0.07220740094268076,0.425,-0.11976651606209242,0.07472332825367418,0.43
43022,repeat_minus_clean,final,extended_nontrain,UPDATED_USE,template,1125,0.18865020232221238,0.0365444052029897,0.584,-0.01967208305991491,0.037002952635100436,0.48977777777777776,0.027870763300388863,0.03660689318388488,0.504,0.2083222853821273,0.035381538051620996,0.576,0.16077943902182348,0.03493937064192385,0.5724444444444444,0.18837944006301083,0.04028866940325035,0.5688888888888889,-0.04159002649179018,0.04104054544332571,0.48533333333333334,0.02776639974155903,0.04017444450421183,0.5182222222222223,0.22996946655480102,0.038946807018409656,0.568,0.1606130403214518,0.037864574423483795,0.568,-0.18865020232221238,0.0365444052029897,0.416,0.01967208305991491,0.037002952635100436,0.5102222222222222,-0.027870763300388863,0.03660689318388488,0.496,-0.2083222853821273,0.035381538051620996,0.424,-0.16077943902182348,0.03493937064192385,0.4275555555555556,-0.18837944006301083,0.04028866940325035,0.4311111111111111,0.04159002649179018,0.04104054544332571,0.5146666666666667,-0.02776639974155903,0.04017444450421183,0.4817777777777778,-0.22996946655480102,0.038946807018409656,0.432,-0.1606130403214518,0.037864574423483795,0.432
43022,repeat_split_minus_clean,final,balanced_heldout,UNCHANGED_DISTRACTOR_USE,template,200,-0.0019873175044009643,0.07904125126678264,0.51,0.17457999878731997,0.07479088854942355,0.55,0.16853103730850352,0.0759367701882366,0.54,-0.17656731629172093,0.07314954231063467,0.425,-0.17051835481290448,0.07865440440183456,0.435,-0.023720254986401776,0.08984589769272677,0.49,0.20298773411298515,0.09146278848202721,0.545,0.1663955680851342,0.08970425003675345,0.53,-0.22670798909938691,0.08359373919089154,0.435,-0.19011582307153596,0.08723214167978047,0.415,0.0019873175044009643,0.07904125126678264,0.49,-0.17457999878731997,0.07479088854942355,0.45,-0.16853103730850352,0.0759367701882366,0.46,0.17656731629172093,0.07314954231063467,0.575,0.17051835481290448,0.07865440440183456,0.565,0.023720254986401776,0.08984589769272677,0.51,-0.20298773411298515,0.09146278848202721,0.455,-0.1663955680851342,0.08970425003675345,0.47,0.22670798909938691,0.08359373919089154,0.565,0.19011582307153596,0.08723214167978047,0.585
43022,repeat_split_minus_clean,final,balanced_heldout,UPDATED_USE,template,200,0.2395218381879019,0.09636196721629876,0.58,0.42469242754992986,0.0841343690602679,0.65,0.39754377061588847,0.0822567397621301,0.645,-0.18517058936202796,0.08048581977093627,0.415,-0.15802193242798654,0.0810259897794089,0.44,0.2781862032983128,0.10560083774549496,0.59,0.5065330539976228,0.09087872722334112,0.67,0.4683047756388914,0.08865549399752155,0.62,-0.22834685069931007,0.08999892406957176,0.425,-0.19011857234057863,0.09031168713376102,0.45,-0.2395218381879019,0.09636196721629876,0.42,-0.42469242754992986,0.0841343690602679,0.35,-0.39754377061588847,0.0822567397621301,0.355,0.18517058936202796,0.08048581977093627,0.585,0.15802193242798654,0.0810259897794089,0.56,-0.2781862032983128,0.10560083774549496,0.41,-0.5065330539976228,0.09087872722334112,0.33,-0.4683047756388914,0.08865549399752155,0.38,0.22834685069931007,0.08999892406957176,0.575,0.19011857234057863,0.09031168713376102,0.55
43022,repeat_split_minus_clean,final,extended_nontrain,UNCHANGED_DISTRACTOR_USE,template,200,-0.0019873175044009643,0.07904125126678264,0.51,0.17457999878731997,0.07479088854942355,0.55,0.16853103730850352,0.0759367701882366,0.54,-0.17656731629172093,0.07314954231063467,0.425,-0.17051835481290448,0.07865440440183456,0.435,-0.023720254986401776,0.08984589769272677,0.49,0.20298773411298515,0.09146278848202721,0.545,0.1663955680851342,0.08970425003675345,0.53,-0.22670798909938691,0.08359373919089154,0.435,-0.19011582307153596,0.08723214167978047,0.415,0.0019873175044009643,0.07904125126678264,0.49,-0.17457999878731997,0.07479088854942355,0.45,-0.16853103730850352,0.0759367701882366,0.46,0.17656731629172093,0.07314954231063467,0.575,0.17051835481290448,0.07865440440183456,0.565,0.023720254986401776,0.08984589769272677,0.51,-0.20298773411298515,0.09146278848202721,0.455,-0.1663955680851342,0.08970425003675345,0.47,0.22670798909938691,0.08359373919089154,0.565,0.19011582307153596,0.08723214167978047,0.585
43022,repeat_split_minus_clean,final,extended_nontrain,UPDATED_USE,template,1125,0.25644369660555943,0.03738481846366233,0.6044444444444445,0.4352756497667008,0.03550219096800338,0.656,0.39360345481809794,0.0364255386109077,0.6337777777777778,-0.17883195316114137,0.034920306259761856,0.4142222222222222,-0.1371597582125385,0.03477570027754504,0.4444444444444444,0.30808467027055236,0.040971255266501756,0.5955555555555555,0.49927003825843297,0.039451372463999275,0.6568888888888889,0.46366820335739645,0.04014203640402952,0.64,-0.19118536798788055,0.03858020165265019,0.41333333333333333,-0.15558353308684408,0.03775715229368454,0.4275555555555556,-0.25644369660555943,0.03738481846366233,0.39555555555555555,-0.4352756497667008,0.03550219096800338,0.344,-0.39360345481809794,0.0364255386109077,0.3662222222222222,0.17883195316114137,0.034920306259761856,0.5857777777777777,0.1371597582125385,0.03477570027754504,0.5555555555555556,-0.30808467027055236,0.040971255266501756,0.40444444444444444,-0.49927003825843297,0.039451372463999275,0.3431111111111111,-0.46366820335739645,0.04014203640402952,0.36,0.19118536798788055,0.03858020165265019,0.5866666666666667,0.15558353308684408,0.03775715229368454,0.5724444444444444
43022,view_minus_clean,final,balanced_heldout,UNCHANGED_DISTRACTOR_USE,template,200,0.03588730973961493,0.07114683808193366,0.5,-0.19266949184233792,0.06385876275766783,0.375,-0.20664087026726624,0.06765640879150692,0.37,0.22855680158195285,0.06522018942217996,0.61,0.2425281800068812,0.07044924459399488,0.63,-0.037885291123438095,0.08418984668989372,0.505,-0.27653723354836673,0.07730089914977283,0.335,-0.29079668437273937,0.077600641372102,0.325,0.23865194242492865,0.07646509124134827,0.615,0.25291139324930123,0.08009498941204968,0.625,-0.03588730973961493,0.07114683808193366,0.5,0.19266949184233792,0.06385876275766783,0.625,0.20664087026726624,0.06765640879150692,0.63,-0.22855680158195285,0.06522018942217996,0.39,-0.2425281800068812,0.07044924459399488,0.37,0.037885291123438095,0.08418984668989372,0.495,0.27653723354836673,0.07730089914977283,0.665,0.29079668437273937,0.077600641372102,0.675,-0.23865194242492865,0.07646509124134827,0.385,-0.25291139324930123,0.08009498941204968,0.375
43022,view_minus_clean,final,balanced_heldout,UPDATED_USE,template,200,0.24845524174898995,0.09969032996564967,0.6,-0.06780182468080474,0.09289989235700684,0.49,-0.16286040485448663,0.09540651936798383,0.49,0.3162570664297947,0.08535326095833781,0.615,0.4113156466034766,0.08988693232370348,0.585,0.2512944203213121,0.107585748029265,0.56,-0.03966773609042576,0.10192035188761692,0.49,-0.1647723846370973,0.10370150085754573,0.47,0.29096215641173784,0.09395810338675875,0.59,0.41606680495840936,0.09701591766576856,0.595,-0.24845524174898995,0.09969032996564967,0.4,0.06780182468080474,0.09289989235700684,0.51,0.16286040485448663,0.09540651936798383,0.51,-0.3162570664297947,0.08535326095833781,0.385,-0.4113156466034766,0.08988693232370348,0.415,-0.2512944203213121,0.107585748029265,0.44,0.03966773609042576,0.10192035188761692,0.51,0.1647723846370973,0.10370150085754573,0.53,-0.29096215641173784,0.09395810338675875,0.41,-0.41606680495840936,0.09701591766576856,0.405
43022,view_minus_clean,final,extended_nontrain,UNCHANGED_DISTRACTOR_USE,template,200,0.03588730973961493,0.07114683808193366,0.5,-0.19266949184233792,0.06385876275766783,0.375,-0.20664087026726624,0.06765640879150692,0.37,0.22855680158195285,0.06522018942217996,0.61,0.2425281800068812,0.07044924459399488,0.63,-0.037885291123438095,0.08418984668989372,0.505,-0.27653723354836673,0.07730089914977283,0.335,-0.29079668437273937,0.077600641372102,0.325,0.23865194242492865,0.07646509124134827,0.615,0.25291139324930123,0.08009498941204968,0.625,-0.03588730973961493,0.07114683808193366,0.5,0.19266949184233792,0.06385876275766783,0.625,0.20664087026726624,0.06765640879150692,0.63,-0.22855680158195285,0.06522018942217996,0.39,-0.2425281800068812,0.07044924459399488,0.37,0.037885291123438095,0.08418984668989372,0.495,0.27653723354836673,0.07730089914977283,0.665,0.29079668437273937,0.077600641372102,0.675,-0.23865194242492865,0.07646509124134827,0.385,-0.25291139324930123,0.08009498941204968,0.375
