seed,comparison,checkpoint,probe_set,packet_type,slot_mode,n_packets,mean_delta_full_new_minus_source_T,se_delta_full_new_minus_source_T,frac_pos_delta_full_new_minus_source_T,mean_delta_full_new_minus_source_U,se_delta_full_new_minus_source_U,frac_pos_delta_full_new_minus_source_U,mean_delta_full_new_minus_source_N,se_delta_full_new_minus_source_N,frac_pos_delta_full_new_minus_source_N,mean_delta_full_new_minus_source_T_minus_U,se_delta_full_new_minus_source_T_minus_U,frac_pos_delta_full_new_minus_source_T_minus_U,mean_delta_full_new_minus_source_T_minus_N,se_delta_full_new_minus_source_T_minus_N,frac_pos_delta_full_new_minus_source_T_minus_N,mean_delta_content_new_minus_source_T,se_delta_content_new_minus_source_T,frac_pos_delta_content_new_minus_source_T,mean_delta_content_new_minus_source_U,se_delta_content_new_minus_source_U,frac_pos_delta_content_new_minus_source_U,mean_delta_content_new_minus_source_N,se_delta_content_new_minus_source_N,frac_pos_delta_content_new_minus_source_N,mean_delta_content_new_minus_source_T_minus_U,se_delta_content_new_minus_source_T_minus_U,frac_pos_delta_content_new_minus_source_T_minus_U,mean_delta_content_new_minus_source_T_minus_N,se_delta_content_new_minus_source_T_minus_N,frac_pos_delta_content_new_minus_source_T_minus_N,mean_delta_full_source_minus_new_T,se_delta_full_source_minus_new_T,frac_pos_delta_full_source_minus_new_T,mean_delta_full_source_minus_new_U,se_delta_full_source_minus_new_U,frac_pos_delta_full_source_minus_new_U,mean_delta_full_source_minus_new_N,se_delta_full_source_minus_new_N,frac_pos_delta_full_source_minus_new_N,mean_delta_full_source_minus_new_T_minus_U,se_delta_full_source_minus_new_T_minus_U,frac_pos_delta_full_source_minus_new_T_minus_U,mean_delta_full_source_minus_new_T_minus_N,se_delta_full_source_minus_new_T_minus_N,frac_pos_delta_full_source_minus_new_T_minus_N,mean_delta_content_source_minus_new_T,se_delta_content_source_minus_new_T,frac_pos_delta_content_source_minus_new_T,mean_delta_content_source_minus_new_U,se_delta_content_source_minus_new_U,frac_pos_delta_content_source_minus_new_U,mean_delta_content_source_minus_new_N,se_delta_content_source_minus_new_N,frac_pos_delta_content_source_minus_new_N,mean_delta_content_source_minus_new_T_minus_U,se_delta_content_source_minus_new_T_minus_U,frac_pos_delta_content_source_minus_new_T_minus_U,mean_delta_content_source_minus_new_T_minus_N,se_delta_content_source_minus_new_T_minus_N,frac_pos_delta_content_source_minus_new_T_minus_N
43022,view_minus_clean,final,extended_nontrain,UPDATED_USE,template,1125,0.3643972123577254,0.03994978409245316,0.6284444444444445,-0.001230698236526398,0.038049050879286776,0.488,-0.08748231204028276,0.039857168540986095,0.4817777777777778,0.36562791059425176,0.03737025629680255,0.6124444444444445,0.45187952439800816,0.03926862133023549,0.6142222222222222,0.36940214043012193,0.04324595198924514,0.6204444444444445,-0.015426561685844404,0.042464226125696294,0.48533333333333334,-0.10645288092776088,0.043507818371512796,0.47555555555555556,0.38482870211596637,0.040974572444335326,0.6017777777777777,0.4758550213578828,0.04206122310947741,0.6088888888888889,-0.3643972123577254,0.03994978409245316,0.37155555555555553,0.001230698236526398,0.038049050879286776,0.512,0.08748231204028276,0.039857168540986095,0.5182222222222223,-0.36562791059425176,0.03737025629680255,0.38755555555555554,-0.45187952439800816,0.03926862133023549,0.3857777777777778,-0.36940214043012193,0.04324595198924514,0.37955555555555553,0.015426561685844404,0.042464226125696294,0.5146666666666667,0.10645288092776088,0.043507818371512796,0.5244444444444445,-0.38482870211596637,0.040974572444335326,0.3982222222222222,-0.4758550213578828,0.04206122310947741,0.39111111111111113
43022,view_split_minus_clean,final,balanced_heldout,UNCHANGED_DISTRACTOR_USE,template,200,0.07569745812709033,0.05903537169458738,0.515,0.15837429612086473,0.06681480060360019,0.54,0.09582776238070649,0.06726337786107847,0.535,-0.08267683799377439,0.05902490345019218,0.45,-0.020130304253616144,0.06364046240052496,0.47,0.039982774378799976,0.07312940516922704,0.49,0.14527884082790948,0.07940557948700717,0.515,0.05834571695380471,0.08069140277591047,0.495,-0.10529606644910955,0.07073708663188162,0.445,-0.01836294257500475,0.07508391185455283,0.48,-0.07569745812709033,0.05903537169458738,0.485,-0.15837429612086473,0.06681480060360019,0.46,-0.09582776238070649,0.06726337786107847,0.465,0.08267683799377439,0.05902490345019218,0.55,0.020130304253616144,0.06364046240052496,0.53,-0.039982774378799976,0.07312940516922704,0.51,-0.14527884082790948,0.07940557948700717,0.485,-0.05834571695380471,0.08069140277591047,0.505,0.10529606644910955,0.07073708663188162,0.555,0.01836294257500475,0.07508391185455283,0.52
43022,view_split_minus_clean,final,balanced_heldout,UPDATED_USE,template,200,0.17466852092021076,0.08498693121809342,0.585,0.176755370647147,0.08342508845438307,0.625,0.08147148921285585,0.08745022407046892,0.615,-0.0020868497269362868,0.08213194084442095,0.48,0.09319703170735488,0.09264163116198328,0.485,0.1892756107528903,0.09645926343959885,0.56,0.20936036513338807,0.09242420197043438,0.615,0.09302708624802249,0.096609112037235,0.595,-0.02008475438049781,0.09316747671451087,0.48,0.09624852450486779,0.10216705209333968,0.5,-0.17466852092021076,0.08498693121809342,0.415,-0.176755370647147,0.08342508845438307,0.375,-0.08147148921285585,0.08745022407046892,0.385,0.0020868497269362868,0.08213194084442095,0.52,-0.09319703170735488,0.09264163116198328,0.515,-0.1892756107528903,0.09645926343959885,0.44,-0.20936036513338807,0.09242420197043438,0.385,-0.09302708624802249,0.096609112037235,0.405,0.02008475438049781,0.09316747671451087,0.52,-0.09624852450486779,0.10216705209333968,0.5
43022,view_split_minus_clean,final,extended_nontrain,UNCHANGED_DISTRACTOR_USE,template,200,0.07569745812709033,0.05903537169458738,0.515,0.15837429612086473,0.06681480060360019,0.54,0.09582776238070649,0.06726337786107847,0.535,-0.08267683799377439,0.05902490345019218,0.45,-0.020130304253616144,0.06364046240052496,0.47,0.039982774378799976,0.07312940516922704,0.49,0.14527884082790948,0.07940557948700717,0.515,0.05834571695380471,0.08069140277591047,0.495,-0.10529606644910955,0.07073708663188162,0.445,-0.01836294257500475,0.07508391185455283,0.48,-0.07569745812709033,0.05903537169458738,0.485,-0.15837429612086473,0.06681480060360019,0.46,-0.09582776238070649,0.06726337786107847,0.465,0.08267683799377439,0.05902490345019218,0.55,0.020130304253616144,0.06364046240052496,0.53,-0.039982774378799976,0.07312940516922704,0.51,-0.14527884082790948,0.07940557948700717,0.485,-0.05834571695380471,0.08069140277591047,0.505,0.10529606644910955,0.07073708663188162,0.555,0.01836294257500475,0.07508391185455283,0.52
43022,view_split_minus_clean,final,extended_nontrain,UPDATED_USE,template,1125,0.2498723307537839,0.036705610847062635,0.5911111111111111,0.28030216327857205,0.036715165905734724,0.6008888888888889,0.20346049968660795,0.03752830026625928,0.5777777777777777,-0.030429832524788116,0.0350466981659565,0.4871111111111111,0.04641183106717595,0.035844719328435456,0.5173333333333333,0.2920991028964834,0.040248008335663006,0.5875555555555556,0.3312588815815028,0.04100755385649391,0.5991111111111111,0.24705849791709894,0.041247198931762166,0.5742222222222222,-0.03915977868501941,0.03924688335591876,0.4817777777777778,0.045040604979384447,0.039164228087418394,0.5262222222222223,-0.2498723307537839,0.036705610847062635,0.4088888888888889,-0.28030216327857205,0.036715165905734724,0.39911111111111114,-0.20346049968660795,0.03752830026625928,0.4222222222222222,0.030429832524788116,0.0350466981659565,0.5128888888888888,-0.04641183106717595,0.035844719328435456,0.4826666666666667,-0.2920991028964834,0.040248008335663006,0.41244444444444445,-0.3312588815815028,0.04100755385649391,0.4008888888888889,-0.24705849791709894,0.041247198931762166,0.42577777777777776,0.03915977868501941,0.03924688335591876,0.5182222222222223,-0.045040604979384447,0.039164228087418394,0.4737777777777778
43122,repeat_minus_clean,final,balanced_heldout,UNCHANGED_DISTRACTOR_USE,template,200,-0.00016247375324453952,0.06089377137220731,0.5,-0.10702681136058867,0.06277469216521392,0.475,-0.1346574666485618,0.06260808752225376,0.42,0.10686433760734416,0.0688337384861189,0.52,0.13449499289531727,0.07005173080436176,0.57,0.010697610292119058,0.07656043644739714,0.49,-0.14957296662812947,0.07908839782179752,0.47,-0.14694246559279636,0.076512683299898,0.405,0.1602705769202485,0.08233320912692373,0.54,0.15764007588491538,0.0822075215888036,0.555,0.00016247375324453952,0.06089377137220731,0.5,0.10702681136058867,0.06277469216521392,0.525,0.1346574666485618,0.06260808752225376,0.58,-0.10686433760734416,0.0688337384861189,0.48,-0.13449499289531727,0.07005173080436176,0.43,-0.010697610292119058,0.07656043644739714,0.51,0.14957296662812947,0.07908839782179752,0.53,0.14694246559279636,0.076512683299898,0.595,-0.1602705769202485,0.08233320912692373,0.46,-0.15764007588491538,0.0822075215888036,0.445
43122,repeat_minus_clean,final,balanced_heldout,UPDATED_USE,template,200,0.32218648340723705,0.09193673737044672,0.565,-0.06668255323095934,0.09275983055979332,0.445,-0.056239628617288394,0.09079750463131726,0.48,0.38886903663819633,0.07930741628646985,0.66,0.3784261120245255,0.0782594974109564,0.61,0.32876396084518134,0.10277087684765113,0.575,-0.1366920552563464,0.10397482888292231,0.445,-0.08967834320911898,0.10034334291088481,0.475,0.46545601610152776,0.09085843155896832,0.68,0.41844230405430033,0.08923391216982457,0.625,-0.32218648340723705,0.09193673737044672,0.435,0.06668255323095934,0.09275983055979332,0.555,0.056239628617288394,0.09079750463131726,0.52,-0.38886903663819633,0.07930741628646985,0.34,-0.3784261120245255,0.0782594974109564,0.39,-0.32876396084518134,0.10277087684765113,0.425,0.1366920552563464,0.10397482888292231,0.555,0.08967834320911898,0.10034334291088481,0.525,-0.46545601610152776,0.09085843155896832,0.32,-0.41844230405430033,0.08923391216982457,0.375
43122,repeat_minus_clean,final,extended_nontrain,UNCHANGED_DISTRACTOR_USE,template,200,-0.00016247375324453952,0.06089377137220731,0.5,-0.10702681136058867,0.06277469216521392,0.475,-0.1346574666485618,0.06260808752225376,0.42,0.10686433760734416,0.0688337384861189,0.52,0.13449499289531727,0.07005173080436176,0.57,0.010697610292119058,0.07656043644739714,0.49,-0.14957296662812947,0.07908839782179752,0.47,-0.14694246559279636,0.076512683299898,0.405,0.1602705769202485,0.08233320912692373,0.54,0.15764007588491538,0.0822075215888036,0.555,0.00016247375324453952,0.06089377137220731,0.5,0.10702681136058867,0.06277469216521392,0.525,0.1346574666485618,0.06260808752225376,0.58,-0.10686433760734416,0.0688337384861189,0.48,-0.13449499289531727,0.07005173080436176,0.43,-0.010697610292119058,0.07656043644739714,0.51,0.14957296662812947,0.07908839782179752,0.53,0.14694246559279636,0.076512683299898,0.595,-0.1602705769202485,0.08233320912692373,0.46,-0.15764007588491538,0.0822075215888036,0.445
43122,repeat_minus_clean,final,extended_nontrain,UPDATED_USE,template,1125,0.2973697722748766,0.04021244199217625,0.584,-0.03441864949417018,0.03875383882023541,0.47555555555555556,-0.07622604199432538,0.039372606252043876,0.45955555555555555,0.33178842176904677,0.03723505683709323,0.616,0.373595814269202,0.03749750750588611,0.6266666666666667,0.2927015893946612,0.0443692988288287,0.5822222222222222,-0.08051694954917053,0.0433008730478819,0.4693333333333333,-0.11478400749194914,0.04347282882384135,0.45866666666666667,0.3732185389438317,0.04188818483826757,0.6248888888888889,0.40748559688661035,0.04159339442819998,0.6257777777777778,-0.2973697722748766,0.04021244199217625,0.416,0.03441864949417018,0.03875383882023541,0.5244444444444445,0.07622604199432538,0.039372606252043876,0.5404444444444444,-0.33178842176904677,0.03723505683709323,0.384,-0.373595814269202,0.03749750750588611,0.37333333333333335,-0.2927015893946612,0.0443692988288287,0.4177777777777778,0.08051694954917053,0.0433008730478819,0.5306666666666666,0.11478400749194914,0.04347282882384135,0.5413333333333333,-0.3732185389438317,0.04188818483826757,0.3751111111111111,-0.40748559688661035,0.04159339442819998,0.37422222222222223
43122,repeat_split_minus_clean,final,balanced_heldout,UNCHANGED_DISTRACTOR_USE,template,200,-0.08983679473587215,0.056074650163955894,0.465,0.18000453472700062,0.061320715236540355,0.585,0.1890886447869758,0.06532908411379966,0.57,-0.26984132946287276,0.06202151340424742,0.385,-0.27892543952284793,0.05796795710616942,0.395,-0.06473556345430131,0.0698481395441393,0.47,0.2378629567934583,0.07559875473062706,0.575,0.2499518159255815,0.08163207202459859,0.565,-0.30259852024775963,0.07512994902570254,0.415,-0.31468737937988284,0.07254859550513715,0.405,0.08983679473587215,0.056074650163955894,0.535,-0.18000453472700062,0.061320715236540355,0.415,-0.1890886447869758,0.06532908411379966,0.43,0.26984132946287276,0.06202151340424742,0.615,0.27892543952284793,0.05796795710616942,0.605,0.06473556345430131,0.0698481395441393,0.53,-0.2378629567934583,0.07559875473062706,0.425,-0.2499518159255815,0.08163207202459859,0.435,0.30259852024775963,0.07512994902570254,0.585,0.31468737937988284,0.07254859550513715,0.595
43122,repeat_split_minus_clean,final,balanced_heldout,UPDATED_USE,template,200,0.25694353223723465,0.09323746031029774,0.575,0.413481547033284,0.08790529965011767,0.665,0.3883422089215958,0.0893864281193041,0.645,-0.15653801479604934,0.08527791581782097,0.435,-0.13139867668436112,0.0869249543893662,0.445,0.30908512575506764,0.1037305682047821,0.575,0.47027873277630416,0.09909725223226613,0.67,0.4468462363948842,0.103144377137748,0.67,-0.16119360702123656,0.09534092294896052,0.44,-0.13776111063981655,0.09956226396140794,0.445,-0.25694353223723465,0.09323746031029774,0.425,-0.413481547033284,0.08790529965011767,0.335,-0.3883422089215958,0.0893864281193041,0.355,0.15653801479604934,0.08527791581782097,0.565,0.13139867668436112,0.0869249543893662,0.555,-0.30908512575506764,0.1037305682047821,0.425,-0.47027873277630416,0.09909725223226613,0.33,-0.4468462363948842,0.103144377137748,0.33,0.16119360702123656,0.09534092294896052,0.56,0.13776111063981655,0.09956226396140794,0.555
