ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
antonym,3374,0.508298755186722,1112,0.32957913455838767,0.6702833031946956,1659,-0.04781207421910949
variable swap,2564,0.5085803432137286,982,0.3829953198127925,0.7793650793650794,1260,0.0855282093398273
material,840,0.49523809523809526,229,0.2726190476190476,0.5400943396226415,424,0.051936713978648186
other,490,0.5530612244897959,111,0.22653061224489796,0.5068493150684932,219,0.17831318080425262
negation,190,0.6,36,0.18947368421052632,0.47368421052631576,76,0.4180383076891303
number,80,0.625,13,0.1625,0.43333333333333335,30,0.29745760187506676
active-passive,30,0.5333333333333333,8,0.26666666666666666,0.5714285714285714,14,0.40939104557037354
variable_swap,30,0.5,6,0.2,0.4,15,0.02430768683552742
game,20,0.7,2,0.1,0.3333333333333333,6,1.1702973237261176
