family,arch,arm_a,arm_b,checkpoint,seed,group,contrast,n,delta_mean_gain_a_minus_b,mean_gain_a,mean_gain_b
copy,RBT,RBT_R_43022,RBT_C_43022,chck_100M,43022,ALL,RminusC,2000,-0.19799273431859915,0.3280692169740796,0.5260619512926787
copy,RBT,RBT_R_43022,RBT_V_43022,chck_100M,43022,ALL,RminusV,2000,-0.1861857425686903,0.3280692169740796,0.5142549595427699
copy,RBT,RBT_V_43022,RBT_C_43022,chck_100M,43022,ALL,VminusC,2000,-0.011806991749908846,0.5142549595427699,0.5260619512926787
copy,RBT,RBT_V_43022,RBT_R_43022,chck_100M,43022,ALL,VminusR,2000,0.1861857425686903,0.5142549595427699,0.3280692169740796
copy,RBT,RBT_C_43022,RBT_R_43022,chck_100M,43022,ALL,CminusR,2000,0.19799273431859915,0.5260619512926787,0.3280692169740796
copy,RBT,RBT_R_43022,RBT_C_43022,chck_100M,43022,domain_bnc_spoken,RminusC,180,-0.20327756909860506,0.29524883098072474,0.4985264000793298
copy,RBT,RBT_R_43022,RBT_V_43022,chck_100M,43022,domain_bnc_spoken,RminusV,180,-0.1703571832014455,0.29524883098072474,0.46560601418217024
copy,RBT,RBT_V_43022,RBT_C_43022,chck_100M,43022,domain_bnc_spoken,VminusC,180,-0.032920385897159565,0.46560601418217024,0.4985264000793298
copy,RBT,RBT_V_43022,RBT_R_43022,chck_100M,43022,domain_bnc_spoken,VminusR,180,0.1703571832014455,0.46560601418217024,0.29524883098072474
copy,RBT,RBT_C_43022,RBT_R_43022,chck_100M,43022,domain_bnc_spoken,CminusR,180,0.20327756909860506,0.4985264000793298,0.29524883098072474
copy,RBT,RBT_R_43022,RBT_C_43022,chck_100M,43022,domain_childes,RminusC,642,-0.22167595831613485,0.2741675198867314,0.49584347820286623
copy,RBT,RBT_R_43022,RBT_V_43022,chck_100M,43022,domain_childes,RminusV,642,-0.21843010573169197,0.2741675198867314,0.49259762561842335
copy,RBT,RBT_V_43022,RBT_C_43022,chck_100M,43022,domain_childes,VminusC,642,-0.0032458525844428765,0.49259762561842335,0.49584347820286623
copy,RBT,RBT_V_43022,RBT_R_43022,chck_100M,43022,domain_childes,VminusR,642,0.21843010573169197,0.49259762561842335,0.2741675198867314
copy,RBT,RBT_C_43022,RBT_R_43022,chck_100M,43022,domain_childes,CminusR,642,0.22167595831613485,0.49584347820286623,0.2741675198867314
copy,RBT,RBT_R_43022,RBT_C_43022,chck_100M,43022,domain_gutenberg,RminusC,468,-0.14151953362151348,0.3233917340254172,0.4649112676469307
copy,RBT,RBT_R_43022,RBT_V_43022,chck_100M,43022,domain_gutenberg,RminusV,468,-0.13321626776208484,0.3233917340254172,0.45660800178750205
copy,RBT,RBT_V_43022,RBT_C_43022,chck_100M,43022,domain_gutenberg,VminusC,468,-0.008303265859428643,0.45660800178750205,0.4649112676469307
copy,RBT,RBT_V_43022,RBT_R_43022,chck_100M,43022,domain_gutenberg,VminusR,468,0.13321626776208484,0.45660800178750205,0.3233917340254172
copy,RBT,RBT_C_43022,RBT_R_43022,chck_100M,43022,domain_gutenberg,CminusR,468,0.14151953362151348,0.4649112676469307,0.3233917340254172
copy,RBT,RBT_R_43022,RBT_C_43022,chck_100M,43022,domain_open_subtitles,RminusC,434,-0.23149926674633803,0.4383498976856882,0.6698491644320262
copy,RBT,RBT_R_43022,RBT_V_43022,chck_100M,43022,domain_open_subtitles,RminusV,434,-0.2073653917158803,0.4383498976856882,0.6457152894015685
copy,RBT,RBT_V_43022,RBT_C_43022,chck_100M,43022,domain_open_subtitles,VminusC,434,-0.02413387503045772,0.6457152894015685,0.6698491644320262
copy,RBT,RBT_V_43022,RBT_R_43022,chck_100M,43022,domain_open_subtitles,VminusR,434,0.2073653917158803,0.6457152894015685,0.4383498976856882
copy,RBT,RBT_C_43022,RBT_R_43022,chck_100M,43022,domain_open_subtitles,CminusR,434,0.23149926674633803,0.6698491644320262,0.4383498976856882
copy,RBT,RBT_R_43022,RBT_C_43022,chck_100M,43022,domain_simple_wiki,RminusC,272,-0.18169859257143212,0.3112673776991227,0.49296597027055483
copy,RBT,RBT_R_43022,RBT_V_43022,chck_100M,43022,domain_simple_wiki,RminusV,272,-0.17541471600313396,0.3112673776991227,0.4866820937022567
copy,RBT,RBT_V_43022,RBT_C_43022,chck_100M,43022,domain_simple_wiki,VminusC,272,-0.006283876568298152,0.4866820937022567,0.49296597027055483
copy,RBT,RBT_V_43022,RBT_R_43022,chck_100M,43022,domain_simple_wiki,VminusR,272,0.17541471600313396,0.4866820937022567,0.3112673776991227
copy,RBT,RBT_C_43022,RBT_R_43022,chck_100M,43022,domain_simple_wiki,CminusR,272,0.18169859257143212,0.49296597027055483,0.3112673776991227
copy,RBT,RBT_R_43022,RBT_C_43022,chck_100M,43022,domain_switchboard,RminusC,4,-0.23892506957054138,0.18054568767547607,0.41947075724601746
copy,RBT,RBT_R_43022,RBT_V_43022,chck_100M,43022,domain_switchboard,RminusV,4,-0.3551170527935028,0.18054568767547607,0.5356627404689789
copy,RBT,RBT_V_43022,RBT_C_43022,chck_100M,43022,domain_switchboard,VminusC,4,0.11619198322296143,0.5356627404689789,0.41947075724601746
