arch,arm,checkpoint,seed,role,probe_family,probe_id,token_class,gain,pair_id,rewrite_token_len,rewrite_words,source_token_len,source_words,true_source_nll,unrelated_source_nll
RBT,RBT_V_43022,chck_60M,43022,V,heldout_rewrite_content_conditioning,rewritecond:0:0:compact:fwcompact_medium_006297,nonoverlap,-1.036397933959961,compact:fwcompact_medium_006297,31,20,60,43,11.14549446105957,10.10909652709961
RBT,RBT_V_43022,chck_60M,43022,V,heldout_rewrite_content_conditioning,rewritecond:0:26:compact:fwcompact_medium_006297,nonoverlap,-0.14079904556274414,compact:fwcompact_medium_006297,31,20,60,43,5.610372543334961,5.469573497772217
RBT,RBT_V_43022,chck_60M,43022,V,heldout_rewrite_content_conditioning,rewritecond:0:28:compact:fwcompact_medium_006297,overlap,0.1798081398010254,compact:fwcompact_medium_006297,31,20,60,43,4.204458713531494,4.3842668533325195
RBT,RBT_V_43022,chck_60M,43022,V,heldout_rewrite_content_conditioning,rewritecond:0:3:compact:fwcompact_medium_006297,overlap,-0.25004005432128906,compact:fwcompact_medium_006297,31,20,60,43,10.166121482849121,9.916081428527832
RBT,RBT_V_43022,chck_60M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1000:10:compact:fwcompact_expansion_020154,overlap,0.6043152809143066,compact:fwcompact_expansion_020154,12,9,17,12,5.954828262329102,6.559143543243408
RBT,RBT_V_43022,chck_60M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1000:1:compact:fwcompact_expansion_020154,overlap,0.2608213424682617,compact:fwcompact_expansion_020154,12,9,17,12,10.725996017456055,10.986817359924316
RBT,RBT_V_43022,chck_60M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1000:4:compact:fwcompact_expansion_020154,nonoverlap,0.3370513916015625,compact:fwcompact_expansion_020154,12,9,17,12,10.558656692504883,10.895708084106445
RBT,RBT_V_43022,chck_60M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1000:8:compact:fwcompact_expansion_020154,nonoverlap,0.3236122131347656,compact:fwcompact_expansion_020154,12,9,17,12,6.764113426208496,7.087725639343262
RBT,RBT_V_43022,chck_60M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1001:11:compact:fwcompact_expansion_020244,nonoverlap,-0.5040702819824219,compact:fwcompact_expansion_020244,14,10,17,10,12.255813598632812,11.75174331665039
RBT,RBT_V_43022,chck_60M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1001:12:compact:fwcompact_expansion_020244,overlap,-0.2080078125,compact:fwcompact_expansion_020244,14,10,17,10,8.669116973876953,8.461109161376953
