ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
antonym,3374,0.502371072910492,1088,0.3224659158269117,0.6480047647409172,1679,0.06711146980524063
variable swap,2564,0.501170046801872,1012,0.39469578783151327,0.7912431587177482,1279,-0.0953071431722492
material,840,0.4797619047619048,279,0.33214285714285713,0.6384439359267735,437,-0.11100806249305606
other,490,0.5204081632653061,149,0.3040816326530612,0.6340425531914894,235,0.0035838112235069275
negation,190,0.6578947368421053,24,0.12631578947368421,0.36923076923076925,65,0.9890071451663971
number,80,0.5625,19,0.2375,0.5428571428571428,35,0.23942818911746144
variable_swap,30,0.4666666666666667,15,0.5,0.9375,16,-1.9566041994839907
active-passive,30,0.4,8,0.26666666666666666,0.4444444444444444,18,1.4476511478424072
game,20,0.4,8,0.4,0.6666666666666666,12,-0.18282626383006573
