arm,checkpoint,copy_pairs,elapsed_sec,entity_items,rewrite_pairs,scored_records
D_RS_43122,chck_80M,2000,15.2,1221,5892,25552
D_RS_43122,chck_90M,2000,13.69,1221,5892,25552
D_RS_43122,chck_100M,2000,13.43,1221,5892,25552
D_C_43122,chck_80M,2000,13.46,1221,5892,25552
D_C_43122,chck_90M,2000,13.47,1221,5892,25552
D_C_43122,chck_100M,2000,13.54,1221,5892,25552
