family,arch,arm,checkpoint,seed,role,group,n,mean_gain,mean_a_nll,mean_b_nll,sd_gain,se_gain
copy,D,D_C_43122,chck_100M,43122,C,ALL,2000,3.6234326381539814,0.4190082131456229,4.042440851299604,3.723526391887789,0.08326058128275617
copy,D,D_C_43122,chck_100M,43122,C,domain_bnc_spoken,180,3.8953533651873133,0.7965314479748485,4.6918848131621615,3.1893114234523763,0.237717238141871
copy,D,D_C_43122,chck_100M,43122,C,domain_childes,642,2.4614167743805204,0.2973777701818377,2.758794544562358,3.121434908472074,0.12319320924251671
copy,D,D_C_43122,chck_100M,43122,C,domain_gutenberg,468,4.337919599504912,0.33059790310653625,4.668517502611448,3.930844253999518,0.18170333991869556
copy,D,D_C_43122,chck_100M,43122,C,domain_open_subtitles,434,4.349469072277194,0.5800142045321119,4.929483276809306,3.91095255192549,0.18773173000390536
copy,D,D_C_43122,chck_100M,43122,C,domain_simple_wiki,272,3.8227596878241923,0.3560735011993054,4.178833189023498,4.020666951416886,0.24378874303120546
copy,D,D_C_43122,chck_100M,43122,C,domain_switchboard,4,1.9663790992926806,0.1065653630066663,2.072944462299347,1.3054366736893275,0.6527183368446637
copy,D,D_C_43122,chck_100M,43122,C,span_1,1000,3.6584466445782824,0.5673168774751971,4.225763522053479,3.951325975049586,0.12495189858942346
copy,D,D_C_43122,chck_100M,43122,C,span_4,1000,3.5884186317296805,0.27069954881604874,3.859118180545729,3.480498334976828,0.11006302130950464
copy,D,D_C_43122,chck_80M,43122,C,ALL,2000,3.6065254182089417,0.4393893409768043,4.045914759185746,3.698538995879356,0.08270184612220054
copy,D,D_C_43122,chck_80M,43122,C,domain_bnc_spoken,180,3.867211813875474,0.8494333598193609,4.716645173694835,3.1453226162733445,0.23443850603848948
copy,D,D_C_43122,chck_80M,43122,C,domain_childes,642,2.44479181313078,0.3202417973350371,2.765033610465817,3.0890500381518597,0.12191508036184663
copy,D,D_C_43122,chck_80M,43122,C,domain_gutenberg,468,4.3061040828081465,0.3588356958446864,4.664939778652833,3.895185139065338,0.1800549967477616
copy,D,D_C_43122,chck_80M,43122,C,domain_open_subtitles,434,4.325808092551027,0.5923086050645693,4.918116697615596,3.9230221122210005,0.18831108743782438
copy,D,D_C_43122,chck_80M,43122,C,domain_simple_wiki,272,3.8499634451302827,0.34909216081272504,4.199055605943008,3.9777417243227484,0.24118601883542967
copy,D,D_C_43122,chck_80M,43122,C,domain_switchboard,4,1.8872214733855799,0.08383382565807551,1.9710552990436554,1.3769118223557908,0.6884559111778954
copy,D,D_C_43122,chck_80M,43122,C,span_1,1000,3.6446227626456666,0.5923896437903049,4.237012406435972,3.9062939595064896,0.12352786122198056
copy,D,D_C_43122,chck_80M,43122,C,span_4,1000,3.568428073772217,0.2863890381633037,3.8548171119355206,3.4779801745693435,0.10998339008549156
copy,D,D_C_43122,chck_90M,43122,C,ALL,2000,3.632369517340553,0.4261203610079058,4.058489878348459,3.737027411398084,0.08356247325666187
copy,D,D_C_43122,chck_90M,43122,C,domain_bnc_spoken,180,3.8921594671985886,0.8080091643777754,4.700168631576364,3.18564059309218,0.2374436306012287
copy,D,D_C_43122,chck_90M,43122,C,domain_childes,642,2.4727676017403915,0.31053183481337027,2.7832994365537616,3.145044742032934,0.12412501504700417
copy,D,D_C_43122,chck_90M,43122,C,domain_gutenberg,468,4.369486590222014,0.3256417131713098,4.695128303393323,3.951815328279015,0.18267272817018648
copy,D,D_C_43122,chck_90M,43122,C,domain_open_subtitles,434,4.337234152545069,0.5873705581061796,4.9246047106512485,3.9165248289169625,0.18799920785892435
copy,D,D_C_43122,chck_90M,43122,C,domain_simple_wiki,272,3.8287141475967803,0.36639630819735536,4.195110455794135,4.028455922082543,0.24426101874840164
copy,D,D_C_43122,chck_90M,43122,C,domain_switchboard,4,1.985983923310414,0.11467366642318666,2.1006575897336006,1.3363372007941672,0.6681686003970836
copy,D,D_C_43122,chck_90M,43122,C,span_1,1000,3.665507864496388,0.5771267912107874,4.2426346557071755,3.961366585984284,0.12526941058595584
copy,D,D_C_43122,chck_90M,43122,C,span_4,1000,3.599231170184717,0.2751139308050242,3.8743451009897414,3.498017469713967,0.110617024993552
copy,D,D_RS_43122,chck_100M,43122,R,ALL,2000,3.886442859487759,0.40844973337203383,4.294892592859793,3.903391837333763,0.08728249491096095
copy,D,D_RS_43122,chck_100M,43122,R,domain_bnc_spoken,180,4.262714359079675,0.7132659793254182,4.975980338405093,3.732000656132545,0.27816690530620625
copy,D,D_RS_43122,chck_100M,43122,R,domain_childes,642,2.6244977597883863,0.3280524795501984,2.9525502393385845,3.1692889593754603,0.12508185798224924
copy,D,D_RS_43122,chck_100M,43122,R,domain_gutenberg,468,4.680343058268163,0.34496522364988935,5.025308281918052,4.023580356404798,0.18599006776880989
copy,D,D_RS_43122,chck_100M,43122,R,domain_open_subtitles,434,4.559770564845342,0.5443428553104903,5.104113420155833,4.023421476850225,0.19313041116085386
copy,D,D_RS_43122,chck_100M,43122,R,domain_simple_wiki,272,4.203997911898116,0.29445825083877336,4.49845616273689,4.421282278547839,0.26807961522241563
copy,D,D_RS_43122,chck_100M,43122,R,domain_switchboard,4,1.9602910270914435,0.03018262330442667,1.9904736503958702,2.028852059344195,1.0144260296720975
copy,D,D_RS_43122,chck_100M,43122,R,span_1,1000,4.0322586674678265,0.5204708138384251,4.552729481306251,4.139259243086606,0.1308948703405825
copy,D,D_RS_43122,chck_100M,43122,R,span_4,1000,3.740627051507692,0.2964286529056426,4.037055704413334,3.646497509986266,0.11531237613689192
copy,D,D_RS_43122,chck_80M,43122,R,ALL,2000,3.885083563837352,0.4257318175393702,4.310815381376722,3.888866174300164,0.08695769121134711
copy,D,D_RS_43122,chck_80M,43122,R,domain_bnc_spoken,180,4.175690604586756,0.7736106943809621,4.949301298967717,3.659488919587964,0.2727621995701983
copy,D,D_RS_43122,chck_80M,43122,R,domain_childes,642,2.659242083961705,0.3337106143930833,2.9929526983547885,3.1736529407079566,0.12525409058718537
copy,D,D_RS_43122,chck_80M,43122,R,domain_gutenberg,468,4.6858317737111435,0.36062422522327403,5.046455998934418,4.037670010153421,0.18664136224373543
copy,D,D_RS_43122,chck_80M,43122,R,domain_open_subtitles,434,4.559095443997045,0.548293430204337,5.107388874201382,3.986516342438372,0.19135890802007738
copy,D,D_RS_43122,chck_80M,43122,R,domain_simple_wiki,272,4.161917106333788,0.33476248340257336,4.496679589736361,4.417378714473606,0.26784292688426226
copy,D,D_RS_43122,chck_80M,43122,R,domain_switchboard,4,1.912813807837665,0.04615351278334856,1.9589673206210136,2.324653589081499,1.1623267945407496
copy,D,D_RS_43122,chck_80M,43122,R,span_1,1000,4.020561520993679,0.5297300920175635,4.550291613011243,4.114698783002106,0.13011820039809577
copy,D,D_RS_43122,chck_80M,43122,R,span_4,1000,3.7496056066810253,0.32173354306117696,4.071339149742202,3.6440507151578547,0.11523500169064291
copy,D,D_RS_43122,chck_90M,43122,R,ALL,2000,3.898611714951975,0.4137861247393115,4.312397839691286,3.9025131423350787,0.08726284669347548
copy,D,D_RS_43122,chck_90M,43122,R,domain_bnc_spoken,180,4.285814847308373,0.7181380999389351,5.003952947247308,3.7297235746530957,0.27799718167359444
copy,D,D_RS_43122,chck_90M,43122,R,domain_childes,642,2.633732876483554,0.33423253826848043,2.967965414752034,3.1675841120532464,0.1250145730254744
copy,D,D_RS_43122,chck_90M,43122,R,domain_gutenberg,468,4.702648217397362,0.34806120907154003,5.050709426468902,4.029051694855403,0.18624298047815702
copy,D,D_RS_43122,chck_90M,43122,R,domain_open_subtitles,434,4.574152158886236,0.5519526994002962,5.126104858286533,4.012127124439909,0.19258826489620062
copy,D,D_RS_43122,chck_90M,43122,R,domain_simple_wiki,272,4.193577479384494,0.2983145650005776,4.491892044385072,4.423333753395774,0.2682040041560382
copy,D,D_RS_43122,chck_90M,43122,R,domain_switchboard,4,2.061443398706615,0.03710571397095919,2.098549112677574,2.033499552302289,1.0167497761511446
copy,D,D_RS_43122,chck_90M,43122,R,span_1,1000,4.044189807456322,0.5276730270449869,4.571862834501308,4.142195805596539,0.13098773260081098
copy,D,D_RS_43122,chck_90M,43122,R,span_4,1000,3.7530336224476284,0.29989922243363615,4.052932844881265,3.6412972411298763,0.1151479291965776
