family,arch,arm_a,arm_b,checkpoint,seed,group,contrast,n,delta_mean_margin_full_a_minus_b,delta_mean_effect_no_initial_qbox_a_minus_b,delta_mean_effect_no_last_relevant_update_a_minus_b,delta_mean_effect_no_all_relevant_updates_a_minus_b,mean_effect_no_all_relevant_updates_a,mean_effect_no_all_relevant_updates_b,mean_effect_no_initial_qbox_a,mean_effect_no_initial_qbox_b,mean_effect_no_last_relevant_update_a,mean_effect_no_last_relevant_update_b,mean_margin_full_a,mean_margin_full_b
entity_ablation,D,D_RS_43122,D_C_43122,chck_100M,43122,ALL,RminusC,1221,-0.0017319171156284785,-0.032626242226601446,0.01676207730801349,1.247067456334268,-0.8215638153578394,-2.0686312716921074,0.11382279524932036,0.1464490374759218,-0.511704015595126,-0.5284660929031395,0.5029728199789312,0.5047047370945597
entity_ablation,D,D_C_43122,D_RS_43122,chck_100M,43122,ALL,CminusR,1221,0.0017319171156284785,0.032626242226601446,-0.01676207730801349,-1.247067456334268,-2.0686312716921074,-0.8215638153578394,0.1464490374759218,0.11382279524932036,-0.5284660929031395,-0.511704015595126,0.5047047370945597,0.5029728199789312
entity_ablation,D,D_RS_43122,D_C_43122,chck_100M,43122,rel_ge2,RminusC,1205,0.002167748774235645,-0.023312335563398498,0.016316725641365326,1.2629581097003335,-0.8279814670194728,-2.0909395767198062,0.11389501421283389,0.1372073497762324,-0.5140073462640596,-0.530324071905425,0.5066381921412044,0.5044704433669688
entity_ablation,D,D_C_43122,D_RS_43122,chck_100M,43122,rel_ge2,CminusR,1205,-0.002167748774235645,0.023312335563398498,-0.016316725641365326,-1.2629581097003335,-2.0909395767198062,-0.8279814670194728,0.1372073497762324,0.11389501421283389,-0.530324071905425,-0.5140073462640596,0.5044704433669688,0.5066381921412044
entity_ablation,D,D_RS_43122,D_C_43122,chck_100M,43122,rel_ge3,RminusC,716,-0.01571424526042775,0.07009482029929508,-0.06240061683028769,1.4353627719130762,-0.9919730170146047,-2.4273357889276808,0.10839545909918887,0.03830063879989379,-0.5520042996832778,-0.4896036828529901,0.7548657733967851,0.7705800186572128
entity_ablation,D,D_C_43122,D_RS_43122,chck_100M,43122,rel_ge3,CminusR,716,0.01571424526042775,-0.07009482029929508,0.06240061683028769,-1.4353627719130762,-2.4273357889276808,-0.9919730170146047,0.03830063879989379,0.10839545909918887,-0.4896036828529901,-0.5520042996832778,0.7705800186572128,0.7548657733967851
entity_ablation,D,D_RS_43122,D_C_43122,chck_100M,43122,rel_updates_1,RminusC,16,-0.29542550444602966,-0.7340798377990723,0.05030262470245361,0.05030262470245361,-0.33823442459106445,-0.38853704929351807,0.10838380455970764,0.8424636423587799,-0.33823442459106445,-0.38853704929351807,0.22692447900772095,0.5223499834537506
entity_ablation,D,D_C_43122,D_RS_43122,chck_100M,43122,rel_updates_1,CminusR,16,0.29542550444602966,0.7340798377990723,-0.05030262470245361,-0.05030262470245361,-0.38853704929351807,-0.33823442459106445,0.8424636423587799,0.10838380455970764,-0.38853704929351807,-0.33823442459106445,0.5223499834537506,0.22692447900772095
entity_ablation,D,D_RS_43122,D_C_43122,chck_100M,43122,rel_updates_2,RminusC,489,0.02835079116445864,-0.1600802774809621,0.1315756565405547,1.010521017380653,-0.5878629602781347,-1.5983839776587876,0.12194753253874359,0.28202781001970567,-0.4583717253066767,-0.5899473818472314,0.14318022040501693,0.11482942924055829
entity_ablation,D,D_C_43122,D_RS_43122,chck_100M,43122,rel_updates_2,CminusR,489,-0.02835079116445864,0.1600802774809621,-0.1315756565405547,-1.010521017380653,-1.5983839776587876,-0.5878629602781347,0.28202781001970567,0.12194753253874359,-0.5899473818472314,-0.4583717253066767,0.11482942924055829,0.14318022040501693
entity_ablation,D,D_RS_43122,D_C_43122,chck_100M,43122,rel_updates_3,RminusC,296,-0.2181587007802886,0.10815615005589821,-0.05960894285424334,1.4462663809189928,-0.9774110647472175,-2.4236774456662102,0.0747696177379505,-0.0333865323179477,-0.5283771410987184,-0.468768198244475,0.4262970226842004,0.644455723464489
entity_ablation,D,D_C_43122,D_RS_43122,chck_100M,43122,rel_updates_3,CminusR,296,0.2181587007802886,-0.10815615005589821,0.05960894285424334,-1.4462663809189928,-2.4236774456662102,-0.9774110647472175,-0.0333865323179477,0.0747696177379505,-0.468768198244475,-0.5283771410987184,0.644455723464489,0.4262970226842004
entity_ablation,D,D_RS_43122,D_C_43122,chck_100M,43122,rel_updates_4,RminusC,326,0.4277635841099031,-0.03641279955948787,-0.05825244914168959,1.4937521427915506,-0.912987098006383,-2.4067392407979336,0.09433487624478487,0.13074767580427274,-0.5897461267336745,-0.531493677591985,0.8766582981209082,0.4488947140110051
entity_ablation,D,D_C_43122,D_RS_43122,chck_100M,43122,rel_updates_4,CminusR,326,-0.4277635841099031,0.03641279955948787,0.05825244914168959,-1.4937521427915506,-2.4067392407979336,-0.912987098006383,0.13074767580427274,0.09433487624478487,-0.531493677591985,-0.5897461267336745,0.4488947140110051,0.8766582981209082
entity_ablation,D,D_RS_43122,D_C_43122,chck_100M,43122,rel_updates_5,RminusC,94,-0.9162484318652053,0.3196196124908772,-0.08557761856850155,1.19852869561378,-1.3117575645446777,-2.5102862601584577,0.2630443851998512,-0.056575227291026015,-0.4955128456683869,-0.40993522709988534,1.367120955852752,2.2833693877179573
entity_ablation,D,D_C_43122,D_RS_43122,chck_100M,43122,rel_updates_5,CminusR,94,0.9162484318652053,-0.3196196124908772,0.08557761856850155,-1.19852869561378,-2.5102862601584577,-1.3117575645446777,-0.056575227291026015,0.2630443851998512,-0.40993522709988534,-0.4955128456683869,2.2833693877179573,1.367120955852752
entity_ablation,D,D_RS_43122,D_C_43122,chck_100M,43122,type_ambiref,RminusC,399,-0.053270968354136694,-0.13238283644493362,0.018768147156949633,0.5190276878706195,-0.49581486300418254,-1.014842550874802,0.09499907911869518,0.2273819155636288,-0.3374373219664533,-0.35620546912340295,0.25343517791059683,0.3067061462647335
entity_ablation,D,D_C_43122,D_RS_43122,chck_100M,43122,type_ambiref,CminusR,399,0.053270968354136694,0.13238283644493362,-0.018768147156949633,-0.5190276878706195,-1.014842550874802,-0.49581486300418254,0.2273819155636288,0.09499907911869518,-0.35620546912340295,-0.3374373219664533,0.3067061462647335,0.25343517791059683
entity_ablation,D,D_RS_43122,D_C_43122,chck_100M,43122,type_move_contents,RminusC,381,-0.14830328011763066,-0.020269740910667744,0.1460660183680027,1.5016408434377255,-0.9591767847381552,-2.4608176281758807,0.1347005633231536,0.15497030423382135,-0.5489117035402713,-0.694977721908274,0.3670606991750362,0.5153639792926669
entity_ablation,D,D_C_43122,D_RS_43122,chck_100M,43122,type_move_contents,CminusR,381,0.14830328011763066,0.020269740910667744,-0.1460660183680027,-1.5016408434377255,-2.4608176281758807,-0.9591767847381552,0.15497030423382135,0.1347005633231536,-0.694977721908274,-0.5489117035402713,0.5153639792926669,0.3670606991750362
entity_ablation,D,D_RS_43122,D_C_43122,chck_100M,43122,type_regular,RminusC,441,0.1715283340134588,0.046954379296627186,-0.09676450639625256,1.6858325518684594,-0.9973989415601268,-2.683231493428586,0.11281652109963554,0.06586214180300835,-0.6372284637827451,-0.5404639573864926,0.846165648123034,0.6746373141095752
entity_ablation,D,D_C_43122,D_RS_43122,chck_100M,43122,type_regular,CminusR,441,-0.1715283340134588,-0.046954379296627186,0.09676450639625256,-1.6858325518684594,-2.683231493428586,-0.9973989415601268,0.06586214180300835,0.11281652109963554,-0.5404639573864926,-0.6372284637827451,0.6746373141095752,0.846165648123034
entity_ablation,D,D_RS_43122,D_C_43122,chck_80M,43122,ALL,RminusC,1221,-0.18490984384199327,0.08589107811109245,0.17480125723072587,1.302984138567803,-0.6596512391516461,-1.9626353777194492,0.054301964660632036,-0.03158911345046041,-0.3920920871497177,-0.5668933443804436,0.40586365850903183,0.5907735023510251
entity_ablation,D,D_C_43122,D_RS_43122,chck_80M,43122,ALL,CminusR,1221,0.18490984384199327,-0.08589107811109245,-0.17480125723072587,-1.302984138567803,-1.9626353777194492,-0.6596512391516461,-0.03158911345046041,0.054301964660632036,-0.5668933443804436,-0.3920920871497177,0.5907735023510251,0.40586365850903183
