family,arch,seed,group,contrast,n,n_checkpoints,late_mean_delta_mean_margin_full_a_minus_b,late_mean_delta_mean_effect_no_initial_qbox_a_minus_b,late_mean_delta_mean_effect_no_last_relevant_update_a_minus_b,late_mean_delta_mean_effect_no_all_relevant_updates_a_minus_b
entity_ablation,D,43122,ALL,CminusR,1221,3,0.06699839102548227,0.006543968736295522,-0.08625825636705153,-1.284431276431573
entity_ablation,D,43122,ALL,RminusC,1221,3,-0.06699839102548227,-0.006543968736295522,0.08625825636705153,1.284431276431573
entity_ablation,D,43122,rel_ge2,CminusR,1205,3,0.0631741668261268,-0.001960918740118195,-0.08570925130883685,-1.2997916226771198
entity_ablation,D,43122,rel_ge2,RminusC,1205,3,-0.0631741668261268,0.001960918740118195,0.08570925130883685,1.2997916226771198
entity_ablation,D,43122,rel_ge3,CminusR,716,3,0.10827802448382588,-0.0925543097158273,-0.010366963253840381,-1.477159954371621
entity_ablation,D,43122,rel_ge3,RminusC,716,3,-0.10827802448382588,0.0925543097158273,0.010366963253840381,1.477159954371621
entity_ablation,D,43122,rel_updates_1,CminusR,16,3,0.3550102760394414,0.6470683068037033,-0.12760519981384277,-0.12760519981384277
entity_ablation,D,43122,rel_updates_1,RminusC,16,3,-0.3550102760394414,-0.6470683068037033,0.12760519981384277,0.12760519981384277
entity_ablation,D,43122,rel_updates_2,CminusR,489,3,-0.002867473425228089,0.13068707295437612,-0.19602638473905665,-1.0400866625681977
entity_ablation,D,43122,rel_updates_2,RminusC,489,3,0.002867473425228089,-0.13068707295437612,0.19602638473905665,1.0400866625681977
entity_ablation,D,43122,rel_updates_3,CminusR,296,3,0.2837555082598785,-0.12401460607846577,-0.0214415667159063,-1.4965696767778012
entity_ablation,D,43122,rel_updates_3,RminusC,296,3,-0.2837555082598785,0.12401460607846577,0.0214415667159063,1.4965696767778012
entity_ablation,D,43122,rel_updates_4,CminusR,326,3,-0.32637255724161435,0.01379104142966689,-0.0009778615064416352,-1.5227341199701303
entity_ablation,D,43122,rel_updates_4,RminusC,326,3,0.32637255724161435,-0.01379104142966689,0.0009778615064416352,1.5227341199701303
entity_ablation,D,43122,rel_updates_5,CminusR,94,3,1.0631158377261873,-0.3623025730146584,-0.008055947773845476,-1.2579848924849897
entity_ablation,D,43122,rel_updates_5,RminusC,94,3,-1.0631158377261873,0.3623025730146584,0.008055947773845476,1.2579848924849897
entity_ablation,D,43122,type_ambiref,CminusR,399,3,0.09314127171796464,0.12081161030601639,-0.04158658406688657,-0.5343206331270779
entity_ablation,D,43122,type_ambiref,RminusC,399,3,-0.09314127171796464,-0.12081161030601639,0.04158658406688657,0.5343206331270779
entity_ablation,D,43122,type_move_contents,CminusR,381,3,0.20013199515855845,-0.005895677044635686,-0.21600168676148981,-1.541166986523755
entity_ablation,D,43122,type_move_contents,RminusC,381,3,-0.20013199515855845,0.005895677044635686,0.21600168676148981,1.541166986523755
entity_ablation,D,43122,type_regular,CminusR,441,3,-0.07167488011057772,-0.08609386333577668,-0.014584220692414015,-1.7412971293417143
entity_ablation,D,43122,type_regular,RminusC,441,3,0.07167488011057772,0.08609386333577668,0.014584220692414015,1.7412971293417143
