family,arch,arm_a,arm_b,checkpoint,seed,group,contrast,n,delta_mean_gain_a_minus_b,mean_gain_a,mean_gain_b
rewrite,D,D_RS_43122,D_C_43122,chck_100M,43122,ALL,RminusC,5892,-0.4578564358956836,3.553048250729974,4.010904686625658
rewrite,D,D_C_43122,D_RS_43122,chck_100M,43122,ALL,CminusR,5892,0.4578564358956836,4.010904686625658,3.553048250729974
rewrite,D,D_RS_43122,D_C_43122,chck_100M,43122,token_nonoverlap,RminusC,2732,-0.16585116463135208,1.1065241616022585,1.2723753262336106
rewrite,D,D_C_43122,D_RS_43122,chck_100M,43122,token_nonoverlap,CminusR,2732,0.16585116463135208,1.2723753262336106,1.1065241616022585
rewrite,D,D_RS_43122,D_C_43122,chck_100M,43122,token_overlap,RminusC,3160,-0.7103116261153524,5.668207684747987,6.378519310863339
rewrite,D,D_C_43122,D_RS_43122,chck_100M,43122,token_overlap,CminusR,3160,0.7103116261153524,6.378519310863339,5.668207684747987
rewrite,D,D_RS_43122,D_C_43122,chck_80M,43122,ALL,RminusC,5892,-0.5165287791593256,3.4863585706204354,4.002887349779761
rewrite,D,D_C_43122,D_RS_43122,chck_80M,43122,ALL,CminusR,5892,0.5165287791593256,4.002887349779761,3.4863585706204354
rewrite,D,D_RS_43122,D_C_43122,chck_80M,43122,token_nonoverlap,RminusC,2732,-0.2077525176566728,1.0609556878957827,1.2687082055524554
rewrite,D,D_C_43122,D_RS_43122,chck_80M,43122,token_nonoverlap,CminusR,2732,0.2077525176566728,1.2687082055524554,1.0609556878957827
rewrite,D,D_RS_43122,D_C_43122,chck_80M,43122,token_overlap,RminusC,3160,-0.7834834457495949,5.583257518596306,6.366740964345901
rewrite,D,D_C_43122,D_RS_43122,chck_80M,43122,token_overlap,CminusR,3160,0.7834834457495949,6.366740964345901,5.583257518596306
rewrite,D,D_RS_43122,D_C_43122,chck_90M,43122,ALL,RminusC,5892,-0.4811831579572061,3.535151091598008,4.016334249555214
rewrite,D,D_C_43122,D_RS_43122,chck_90M,43122,ALL,CminusR,5892,0.4811831579572061,4.016334249555214,3.535151091598008
rewrite,D,D_RS_43122,D_C_43122,chck_90M,43122,token_nonoverlap,RminusC,2732,-0.1957217550300958,1.0790726891592675,1.2747944441893633
rewrite,D,D_C_43122,D_RS_43122,chck_90M,43122,token_nonoverlap,CminusR,2732,0.1957217550300958,1.2747944441893633,1.0790726891592675
rewrite,D,D_RS_43122,D_C_43122,chck_90M,43122,token_overlap,RminusC,3160,-0.7279808012473534,5.658570773706439,6.386551574953792
rewrite,D,D_C_43122,D_RS_43122,chck_90M,43122,token_overlap,CminusR,3160,0.7279808012473534,6.386551574953792,5.658570773706439
