family,arch,arm_a,arm_b,checkpoint,seed,group,contrast,n,delta_mean_gain_a_minus_b,mean_gain_a,mean_gain_b
copy,D,D_C_43122,D_RS_43122,chck_100M,43122,domain_switchboard,CminusR,4,0.0060880722012370825,1.9663790992926806,1.9602910270914435
copy,D,D_RS_43122,D_C_43122,chck_100M,43122,span_1,RminusC,1000,0.37381202288954407,4.0322586674678265,3.6584466445782824
copy,D,D_C_43122,D_RS_43122,chck_100M,43122,span_1,CminusR,1000,-0.37381202288954407,3.6584466445782824,4.0322586674678265
copy,D,D_RS_43122,D_C_43122,chck_100M,43122,span_4,RminusC,1000,0.15220841977801136,3.740627051507692,3.5884186317296805
copy,D,D_C_43122,D_RS_43122,chck_100M,43122,span_4,CminusR,1000,-0.15220841977801136,3.5884186317296805,3.740627051507692
copy,D,D_RS_43122,D_C_43122,chck_80M,43122,ALL,RminusC,2000,0.2785581456284105,3.885083563837352,3.6065254182089417
copy,D,D_C_43122,D_RS_43122,chck_80M,43122,ALL,CminusR,2000,-0.2785581456284105,3.6065254182089417,3.885083563837352
copy,D,D_RS_43122,D_C_43122,chck_80M,43122,domain_bnc_spoken,RminusC,180,0.30847879071128226,4.175690604586756,3.867211813875474
copy,D,D_C_43122,D_RS_43122,chck_80M,43122,domain_bnc_spoken,CminusR,180,-0.30847879071128226,3.867211813875474,4.175690604586756
copy,D,D_RS_43122,D_C_43122,chck_80M,43122,domain_childes,RminusC,642,0.21445027083092505,2.659242083961705,2.44479181313078
copy,D,D_C_43122,D_RS_43122,chck_80M,43122,domain_childes,CminusR,642,-0.21445027083092505,2.44479181313078,2.659242083961705
copy,D,D_RS_43122,D_C_43122,chck_80M,43122,domain_gutenberg,RminusC,468,0.37972769090299696,4.6858317737111435,4.3061040828081465
copy,D,D_C_43122,D_RS_43122,chck_80M,43122,domain_gutenberg,CminusR,468,-0.37972769090299696,4.3061040828081465,4.6858317737111435
copy,D,D_RS_43122,D_C_43122,chck_80M,43122,domain_open_subtitles,RminusC,434,0.23328735144601787,4.559095443997045,4.325808092551027
copy,D,D_C_43122,D_RS_43122,chck_80M,43122,domain_open_subtitles,CminusR,434,-0.23328735144601787,4.325808092551027,4.559095443997045
copy,D,D_RS_43122,D_C_43122,chck_80M,43122,domain_simple_wiki,RminusC,272,0.3119536612035052,4.161917106333788,3.8499634451302827
copy,D,D_C_43122,D_RS_43122,chck_80M,43122,domain_simple_wiki,CminusR,272,-0.3119536612035052,3.8499634451302827,4.161917106333788
copy,D,D_RS_43122,D_C_43122,chck_80M,43122,domain_switchboard,RminusC,4,0.025592334452085197,1.912813807837665,1.8872214733855799
copy,D,D_C_43122,D_RS_43122,chck_80M,43122,domain_switchboard,CminusR,4,-0.025592334452085197,1.8872214733855799,1.912813807837665
copy,D,D_RS_43122,D_C_43122,chck_80M,43122,span_1,RminusC,1000,0.3759387583480125,4.020561520993679,3.6446227626456666
copy,D,D_C_43122,D_RS_43122,chck_80M,43122,span_1,CminusR,1000,-0.3759387583480125,3.6446227626456666,4.020561520993679
copy,D,D_RS_43122,D_C_43122,chck_80M,43122,span_4,RminusC,1000,0.18117753290880811,3.7496056066810253,3.568428073772217
copy,D,D_C_43122,D_RS_43122,chck_80M,43122,span_4,CminusR,1000,-0.18117753290880811,3.568428073772217,3.7496056066810253
copy,D,D_RS_43122,D_C_43122,chck_90M,43122,ALL,RminusC,2000,0.266242197611422,3.898611714951975,3.632369517340553
copy,D,D_C_43122,D_RS_43122,chck_90M,43122,ALL,CminusR,2000,-0.266242197611422,3.632369517340553,3.898611714951975
copy,D,D_RS_43122,D_C_43122,chck_90M,43122,domain_bnc_spoken,RminusC,180,0.3936553801097844,4.285814847308373,3.8921594671985886
copy,D,D_C_43122,D_RS_43122,chck_90M,43122,domain_bnc_spoken,CminusR,180,-0.3936553801097844,3.8921594671985886,4.285814847308373
copy,D,D_RS_43122,D_C_43122,chck_90M,43122,domain_childes,RminusC,642,0.16096527474316247,2.633732876483554,2.4727676017403915
copy,D,D_C_43122,D_RS_43122,chck_90M,43122,domain_childes,CminusR,642,-0.16096527474316247,2.4727676017403915,2.633732876483554
copy,D,D_RS_43122,D_C_43122,chck_90M,43122,domain_gutenberg,RminusC,468,0.3331616271753486,4.702648217397362,4.369486590222014
copy,D,D_C_43122,D_RS_43122,chck_90M,43122,domain_gutenberg,CminusR,468,-0.3331616271753486,4.369486590222014,4.702648217397362
copy,D,D_RS_43122,D_C_43122,chck_90M,43122,domain_open_subtitles,RminusC,434,0.23691800634116778,4.574152158886236,4.337234152545069
copy,D,D_C_43122,D_RS_43122,chck_90M,43122,domain_open_subtitles,CminusR,434,-0.23691800634116778,4.337234152545069,4.574152158886236
copy,D,D_RS_43122,D_C_43122,chck_90M,43122,domain_simple_wiki,RminusC,272,0.3648633317877139,4.193577479384494,3.8287141475967803
copy,D,D_C_43122,D_RS_43122,chck_90M,43122,domain_simple_wiki,CminusR,272,-0.3648633317877139,3.8287141475967803,4.193577479384494
copy,D,D_RS_43122,D_C_43122,chck_90M,43122,domain_switchboard,RminusC,4,0.07545947539620101,2.061443398706615,1.985983923310414
copy,D,D_C_43122,D_RS_43122,chck_90M,43122,domain_switchboard,CminusR,4,-0.07545947539620101,1.985983923310414,2.061443398706615
copy,D,D_RS_43122,D_C_43122,chck_90M,43122,span_1,RminusC,1000,0.3786819429599335,4.044189807456322,3.665507864496388
copy,D,D_C_43122,D_RS_43122,chck_90M,43122,span_1,CminusR,1000,-0.3786819429599335,3.665507864496388,4.044189807456322
copy,D,D_RS_43122,D_C_43122,chck_90M,43122,span_4,RminusC,1000,0.15380245226291134,3.7530336224476284,3.599231170184717
copy,D,D_C_43122,D_RS_43122,chck_90M,43122,span_4,CminusR,1000,-0.15380245226291134,3.599231170184717,3.7530336224476284
