family,arch,arm_a,arm_b,checkpoint,seed,group,contrast,n,delta_mean_gain_a_minus_b,mean_gain_a,mean_gain_b
copy,D,D_RS_43122,D_C_43122,chck_100M,43122,ALL,RminusC,2000,0.2630102213337775,3.886442859487759,3.6234326381539814
copy,D,D_C_43122,D_RS_43122,chck_100M,43122,ALL,CminusR,2000,-0.2630102213337775,3.6234326381539814,3.886442859487759
copy,D,D_RS_43122,D_C_43122,chck_100M,43122,domain_bnc_spoken,RminusC,180,0.3673609938923619,4.262714359079675,3.8953533651873133
copy,D,D_C_43122,D_RS_43122,chck_100M,43122,domain_bnc_spoken,CminusR,180,-0.3673609938923619,3.8953533651873133,4.262714359079675
copy,D,D_RS_43122,D_C_43122,chck_100M,43122,domain_childes,RminusC,642,0.16308098540786586,2.6244977597883863,2.4614167743805204
copy,D,D_C_43122,D_RS_43122,chck_100M,43122,domain_childes,CminusR,642,-0.16308098540786586,2.4614167743805204,2.6244977597883863
copy,D,D_RS_43122,D_C_43122,chck_100M,43122,domain_gutenberg,RminusC,468,0.34242345876325153,4.680343058268163,4.337919599504912
copy,D,D_C_43122,D_RS_43122,chck_100M,43122,domain_gutenberg,CminusR,468,-0.34242345876325153,4.337919599504912,4.680343058268163
copy,D,D_RS_43122,D_C_43122,chck_100M,43122,domain_open_subtitles,RminusC,434,0.21030149256814834,4.559770564845342,4.349469072277194
copy,D,D_C_43122,D_RS_43122,chck_100M,43122,domain_open_subtitles,CminusR,434,-0.21030149256814834,4.349469072277194,4.559770564845342
copy,D,D_RS_43122,D_C_43122,chck_100M,43122,domain_simple_wiki,RminusC,272,0.38123822407392405,4.203997911898116,3.8227596878241923
copy,D,D_C_43122,D_RS_43122,chck_100M,43122,domain_simple_wiki,CminusR,272,-0.38123822407392405,3.8227596878241923,4.203997911898116
copy,D,D_RS_43122,D_C_43122,chck_100M,43122,domain_switchboard,RminusC,4,-0.0060880722012370825,1.9602910270914435,1.9663790992926806
