token_class,relation,local_role,split_role,n_min,local_gain_U_minus_T,split_gain_U_minus_T,local_minus_split_gain_delta,local_minus_split_true_source_nll_delta,local_minus_split_unrelated_source_nll_delta,broad_U_fit_price_local_minus_split,source_specific_purchase_gain_delta,extra_true_source_effect_beyond_U
nonoverlap,exact_recurrence,R,RS,2732,0.4602004419027052,1.1806366049219037,-0.7204361630191984,0.9949282114445719,0.27449204842537345,0.27449204842537345,-0.7204361630191984,0.7204361630191984
nonoverlap,restatement,V,VS,2732,1.8955980376696688,1.241716853649187,0.6538811840204819,-0.3269860276850345,0.3268951563354463,0.3268951563354463,0.6538811840204819,-0.6538811840204808
nonoverlap,hash_half_exact_half_restatement_pred_vs_clean,0.5R+0.5V,C,2732,1.177899239786187,1.2119090114708804,-0.034009771684693435,-0.3653791886453206,-0.3993889603300147,-0.3993889603300147,-0.034009771684693435,0.0340097716846941
overlap,exact_recurrence,R,RS,3160,6.0335838136992015,5.524581589687858,0.5090022240113434,-0.1368539577992145,0.3721482662121298,0.3721482662121298,0.5090022240113434,-0.5090022240113443
overlap,restatement,V,VS,3160,6.852696739065942,5.653052883015963,1.1996438560499785,-0.8327191327371696,0.3669247233128079,0.3669247233128079,1.1996438560499785,-1.1996438560499776
overlap,hash_half_exact_half_restatement_pred_vs_clean,0.5R+0.5V,C,3160,6.443140276382572,6.30146742847479,0.141672847907782,-0.5140813199121472,-0.37240847200436633,-0.37240847200436633,0.141672847907782,-0.1416728479077809
