target_label,target_selected_dir,target_prev,target_mid,target_next,target_window_string,target_window_role,target_mid_selected_cheap7,target_mid_selected_BLiMP,target_mid_selected_Supplement,target_mid_selected_EWoK,target_mid_selected_Entity,target_mid_selected_COMPS,target_mid_selected_GlobalPIQA,target_mid_selected_Reading,group_level,window,n_groups,pearson_net_pct,weighted_pearson_net_pct,cosine_net_pct,ref_nonzero_groups,sign_agreement_ref_nonzero,ref_mover_threshold_abs_net_pct,ref_mover_groups,sign_agreement_ref_movers,ref_pattern_mover_groups,same_signed_pattern_on_ref_movers,same_signed_pattern_fraction
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_80M,chck_82M,chck_84M,chck_80M->chck_82M->chck_84M,background,43.95857142857143,68.48,62.94,50.06,28.31,52.19,37.58,8.15,column_official_subtask_mean,rise+fall_pattern,6,-0.5346895318513044,-0.5121733907191629,-0.5387574575926829,,,0.25,,,3,1,0.3333333333333333
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_80M,chck_82M,chck_84M,chck_80M->chck_82M->chck_84M,background,43.95857142857143,68.48,62.94,50.06,28.31,52.19,37.58,8.15,column,rise,6,-0.8609417589978756,-0.7305075095097758,-0.6564105218015946,6,0.3333333333333333,0.25,1,0.0,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_80M,chck_82M,chck_84M,chck_80M->chck_82M->chck_84M,background,43.95857142857143,68.48,62.94,50.06,28.31,52.19,37.58,8.15,column,fall,6,-0.8576926141572336,-0.6318075526674803,-0.8626179085239597,6,0.16666666666666666,0.25,3,0.0,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_80M,chck_82M,chck_84M,chck_80M->chck_82M->chck_84M,background,43.95857142857143,68.48,62.94,50.06,28.31,52.19,37.58,8.15,column,rise+fall_pattern,6,-0.6004781164166881,-0.6437422185987516,-0.5900034591535745,,,0.25,,,3,0,0.0
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_80M,chck_82M,chck_84M,chck_80M->chck_82M->chck_84M,background,43.95857142857143,68.48,62.94,50.06,28.31,52.19,37.58,8.15,column_subtask,rise,107,-0.48163906127512646,-0.46301519057109625,-0.48189495567247376,102,0.3627450980392157,0.25,87,0.3333333333333333,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_80M,chck_82M,chck_84M,chck_80M->chck_82M->chck_84M,background,43.95857142857143,68.48,62.94,50.06,28.31,52.19,37.58,8.15,column_subtask,fall,107,-0.5428023969516771,-0.5302887120945977,-0.5438668126924678,101,0.3069306930693069,0.25,87,0.3103448275862069,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_80M,chck_82M,chck_84M,chck_80M->chck_82M->chck_84M,background,43.95857142857143,68.48,62.94,50.06,28.31,52.19,37.58,8.15,column_subtask,rise+fall_pattern,107,-0.5054155124509483,-0.4912453271433549,-0.5039715953159609,,,0.25,,,103,22,0.21359223300970873
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_80M,chck_82M,chck_84M,chck_80M->chck_82M->chck_84M,background,43.95857142857143,68.48,62.94,50.06,28.31,52.19,37.58,8.15,column_subtask_subgroup,rise,127,-0.493312029791702,-0.4322305498910708,-0.5017371073793451,115,0.391304347826087,0.25,93,0.3548387096774194,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_80M,chck_82M,chck_84M,chck_80M->chck_82M->chck_84M,background,43.95857142857143,68.48,62.94,50.06,28.31,52.19,37.58,8.15,column_subtask_subgroup,fall,127,-0.06509679953172202,-0.29218215984965057,-0.05696312442829574,113,0.336283185840708,0.25,94,0.3191489361702128,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_80M,chck_82M,chck_84M,chck_80M->chck_82M->chck_84M,background,43.95857142857143,68.48,62.94,50.06,28.31,52.19,37.58,8.15,column_subtask_subgroup,rise+fall_pattern,127,-0.20107943718826496,-0.36324936798175345,-0.2048145639209846,,,0.25,,,115,29,0.25217391304347825
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_82M,chck_84M,chck_86M,chck_82M->chck_84M->chck_86M,own_peak_and_fixed_82_84_86,44.12357142857143,68.25,63.48,50.07,28.58,52.21,38.12,8.155,column_official_subtask_mean,rise,6,1.0,1.0,1.0,6,1.0,0.25,3,1.0,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_82M,chck_84M,chck_86M,chck_82M->chck_84M->chck_86M,own_peak_and_fixed_82_84_86,44.12357142857143,68.25,63.48,50.07,28.58,52.21,38.12,8.155,column_official_subtask_mean,fall,6,1.0,1.0,0.9999999999999998,6,1.0,0.25,2,1.0,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_82M,chck_84M,chck_86M,chck_82M->chck_84M->chck_86M,own_peak_and_fixed_82_84_86,44.12357142857143,68.25,63.48,50.07,28.58,52.21,38.12,8.155,column_official_subtask_mean,rise+fall_pattern,6,1.0,1.0,1.0,,,0.25,,,3,3,1.0
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_82M,chck_84M,chck_86M,chck_82M->chck_84M->chck_86M,own_peak_and_fixed_82_84_86,44.12357142857143,68.25,63.48,50.07,28.58,52.21,38.12,8.155,column,rise,6,1.0,1.0,1.0000000000000002,6,1.0,0.25,1,1.0,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_82M,chck_84M,chck_86M,chck_82M->chck_84M->chck_86M,own_peak_and_fixed_82_84_86,44.12357142857143,68.25,63.48,50.07,28.58,52.21,38.12,8.155,column,fall,6,1.0,1.0000000000000002,1.0000000000000002,6,1.0,0.25,3,1.0,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_82M,chck_84M,chck_86M,chck_82M->chck_84M->chck_86M,own_peak_and_fixed_82_84_86,44.12357142857143,68.25,63.48,50.07,28.58,52.21,38.12,8.155,column,rise+fall_pattern,6,1.0,0.9999999999999999,1.0,,,0.25,,,3,3,1.0
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_82M,chck_84M,chck_86M,chck_82M->chck_84M->chck_86M,own_peak_and_fixed_82_84_86,44.12357142857143,68.25,63.48,50.07,28.58,52.21,38.12,8.155,column_subtask,rise,107,1.0,0.9999999999999999,0.9999999999999998,102,1.0,0.25,87,1.0,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_82M,chck_84M,chck_86M,chck_82M->chck_84M->chck_86M,own_peak_and_fixed_82_84_86,44.12357142857143,68.25,63.48,50.07,28.58,52.21,38.12,8.155,column_subtask,fall,107,1.0,1.0,0.9999999999999998,101,1.0,0.25,87,1.0,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_82M,chck_84M,chck_86M,chck_82M->chck_84M->chck_86M,own_peak_and_fixed_82_84_86,44.12357142857143,68.25,63.48,50.07,28.58,52.21,38.12,8.155,column_subtask,rise+fall_pattern,107,1.0,1.0,1.0,,,0.25,,,103,103,1.0
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_82M,chck_84M,chck_86M,chck_82M->chck_84M->chck_86M,own_peak_and_fixed_82_84_86,44.12357142857143,68.25,63.48,50.07,28.58,52.21,38.12,8.155,column_subtask_subgroup,rise,127,1.0,1.0,1.0,115,1.0,0.25,93,1.0,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_82M,chck_84M,chck_86M,chck_82M->chck_84M->chck_86M,own_peak_and_fixed_82_84_86,44.12357142857143,68.25,63.48,50.07,28.58,52.21,38.12,8.155,column_subtask_subgroup,fall,127,1.0,0.9999999999999999,1.0000000000000002,113,1.0,0.25,94,1.0,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_82M,chck_84M,chck_86M,chck_82M->chck_84M->chck_86M,own_peak_and_fixed_82_84_86,44.12357142857143,68.25,63.48,50.07,28.58,52.21,38.12,8.155,column_subtask_subgroup,rise+fall_pattern,127,1.0,1.0000000000000002,1.0,,,0.25,,,115,115,1.0
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_84M,chck_86M,chck_88M,chck_84M->chck_86M->chck_88M,background,43.770714285714284,68.47,62.68,50.14,28.58,52.29,36.135,8.1,column_official_subtask_mean,rise,6,-0.8159143718214559,-0.8164175021414017,-0.857241635211856,6,0.5,0.25,3,0.3333333333333333,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_84M,chck_86M,chck_88M,chck_84M->chck_86M->chck_88M,background,43.770714285714284,68.47,62.68,50.14,28.58,52.29,36.135,8.1,column_official_subtask_mean,fall,6,0.295865693715873,0.007105660647863314,0.3570389155971565,6,0.5,0.25,2,0.5,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_84M,chck_86M,chck_88M,chck_84M->chck_86M->chck_88M,background,43.770714285714284,68.47,62.68,50.14,28.58,52.29,36.135,8.1,column_official_subtask_mean,rise+fall_pattern,6,-0.20627120180680347,-0.32656843583381195,-0.13375639633306838,,,0.25,,,3,1,0.3333333333333333
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_84M,chck_86M,chck_88M,chck_84M->chck_86M->chck_88M,background,43.770714285714284,68.47,62.68,50.14,28.58,52.29,36.135,8.1,column,rise,6,-0.8576926141572336,-0.6318075526674803,-0.8626179085239597,6,0.16666666666666666,0.25,1,0.0,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_84M,chck_86M,chck_88M,chck_84M->chck_86M->chck_88M,background,43.770714285714284,68.47,62.68,50.14,28.58,52.29,36.135,8.1,column,fall,6,0.3461812658250096,-0.024803755253340033,0.3861715053341515,6,0.5,0.25,3,0.3333333333333333,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_84M,chck_86M,chck_88M,chck_84M->chck_86M->chck_88M,background,43.770714285714284,68.47,62.68,50.14,28.58,52.29,36.135,8.1,column,rise+fall_pattern,6,-0.10596821880048736,-0.31955312189119023,-0.07917665451381391,,,0.25,,,3,0,0.0
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_84M,chck_86M,chck_88M,chck_84M->chck_86M->chck_88M,background,43.770714285714284,68.47,62.68,50.14,28.58,52.29,36.135,8.1,column_subtask,rise,107,-0.5428023969516771,-0.5302887120945977,-0.5438668126924678,102,0.30392156862745096,0.25,87,0.28735632183908044,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_84M,chck_86M,chck_88M,chck_84M->chck_86M->chck_88M,background,43.770714285714284,68.47,62.68,50.14,28.58,52.29,36.135,8.1,column_subtask,fall,107,-0.04358680699061001,-0.0720933440535588,-0.04213835061728785,101,0.4158415841584158,0.25,87,0.40229885057471265,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_84M,chck_86M,chck_88M,chck_84M->chck_86M->chck_88M,background,43.770714285714284,68.47,62.68,50.14,28.58,52.29,36.135,8.1,column_subtask,rise+fall_pattern,107,-0.3518163191660862,-0.3627777498056395,-0.3513750087801474,,,0.25,,,103,14,0.13592233009708737
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_84M,chck_86M,chck_88M,chck_84M->chck_86M->chck_88M,background,43.770714285714284,68.47,62.68,50.14,28.58,52.29,36.135,8.1,column_subtask_subgroup,rise,127,-0.06509679953172202,-0.29218215984965057,-0.05696312442829574,115,0.33043478260869563,0.25,93,0.27956989247311825,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_84M,chck_86M,chck_88M,chck_84M->chck_86M->chck_88M,background,43.770714285714284,68.47,62.68,50.14,28.58,52.29,36.135,8.1,column_subtask_subgroup,fall,127,-0.02079150113536392,-0.08233801500367627,-0.02253042662878506,113,0.3893805309734513,0.25,94,0.3829787234042553,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_84M,chck_86M,chck_88M,chck_84M->chck_86M->chck_88M,background,43.770714285714284,68.47,62.68,50.14,28.58,52.29,36.135,8.1,column_subtask_subgroup,rise+fall_pattern,127,-0.03080456544673359,-0.2016239604158272,-0.027159158570852618,,,0.25,,,115,17,0.14782608695652175
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_86M,chck_88M,chck_90M,chck_86M->chck_88M->chck_90M,background,43.71071428571428,68.49,62.83,49.4,29.14,52.24,35.635,8.24,column_official_subtask_mean,rise,6,0.06513318255003538,0.20597582576540238,-0.06771908083128952,6,0.3333333333333333,0.25,3,0.6666666666666666,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_86M,chck_88M,chck_90M,chck_86M->chck_88M->chck_90M,background,43.71071428571428,68.49,62.83,49.4,29.14,52.24,35.635,8.24,column_official_subtask_mean,fall,6,0.7471271745521935,0.44853667682657805,0.8062482446934606,6,0.3333333333333333,0.25,2,0.5,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_86M,chck_88M,chck_90M,chck_86M->chck_88M->chck_90M,background,43.71071428571428,68.49,62.83,49.4,29.14,52.24,35.635,8.24,column_official_subtask_mean,rise+fall_pattern,6,0.6711098676689697,0.3680772899912568,0.6662859085888129,,,0.25,,,3,1,0.3333333333333333
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_86M,chck_88M,chck_90M,chck_86M->chck_88M->chck_90M,background,43.71071428571428,68.49,62.83,49.4,29.14,52.24,35.635,8.24,column,rise,6,-0.06252692817008948,0.21279073176583824,-0.1500762605956714,6,0.6666666666666666,0.25,1,0.0,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_86M,chck_88M,chck_90M,chck_86M->chck_88M->chck_90M,background,43.71071428571428,68.49,62.83,49.4,29.14,52.24,35.635,8.24,column,fall,6,0.914423991569287,0.5860995176666567,0.8392870170817822,6,0.5,0.25,3,0.3333333333333333,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_86M,chck_88M,chck_90M,chck_86M->chck_88M->chck_90M,background,43.71071428571428,68.49,62.83,49.4,29.14,52.24,35.635,8.24,column,rise+fall_pattern,6,0.8001248519312233,0.4302797954464184,0.7267738653813258,,,0.25,,,3,0,0.0
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_86M,chck_88M,chck_90M,chck_86M->chck_88M->chck_90M,background,43.71071428571428,68.49,62.83,49.4,29.14,52.24,35.635,8.24,column_subtask,rise,107,-0.21787937313619443,-0.2586947911110685,-0.2185646678615898,102,0.3627450980392157,0.25,87,0.3448275862068966,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_86M,chck_88M,chck_90M,chck_86M->chck_88M->chck_90M,background,43.71071428571428,68.49,62.83,49.4,29.14,52.24,35.635,8.24,column_subtask,fall,107,-0.24588375743733987,-0.3499409624665774,-0.2515883243858918,101,0.3465346534653465,0.25,87,0.3448275862068966,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_86M,chck_88M,chck_90M,chck_86M->chck_88M->chck_90M,background,43.71071428571428,68.49,62.83,49.4,29.14,52.24,35.635,8.24,column_subtask,rise+fall_pattern,107,-0.22918723690624274,-0.2951510885904966,-0.22885891581942974,,,0.25,,,103,24,0.23300970873786409
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_86M,chck_88M,chck_90M,chck_86M->chck_88M->chck_90M,background,43.71071428571428,68.49,62.83,49.4,29.14,52.24,35.635,8.24,column_subtask_subgroup,rise,127,-0.2101129091336498,-0.2509682161105931,-0.21158068358711096,115,0.3739130434782609,0.25,93,0.3655913978494624,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_86M,chck_88M,chck_90M,chck_86M->chck_88M->chck_90M,background,43.71071428571428,68.49,62.83,49.4,29.14,52.24,35.635,8.24,column_subtask_subgroup,fall,127,-0.06711552466935009,-0.20905017445603294,-0.056481542258642874,113,0.336283185840708,0.25,94,0.3617021276595745,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_86M,chck_88M,chck_90M,chck_86M->chck_88M->chck_90M,background,43.71071428571428,68.49,62.83,49.4,29.14,52.24,35.635,8.24,column_subtask_subgroup,rise+fall_pattern,127,-0.10372033068732486,-0.22926931008345777,-0.09876454047559788,,,0.25,,,115,30,0.2608695652173913
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_88M,chck_90M,chck_92M,chck_88M->chck_90M->chck_92M,background,43.27214285714286,68.59,62.89,49.09,28.17,52.24,33.65,8.275,column_official_subtask_mean,rise,6,-0.5657123021227316,-0.49553972911508587,-0.7011349244580162,6,0.16666666666666666,0.25,3,0.3333333333333333,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_88M,chck_90M,chck_92M,chck_88M->chck_90M->chck_92M,background,43.27214285714286,68.59,62.89,49.09,28.17,52.24,33.65,8.275,column_official_subtask_mean,fall,6,-0.8382938966454385,-0.3553276583018727,-0.834836995924565,6,0.5,0.25,2,0.5,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_88M,chck_90M,chck_92M,chck_88M->chck_90M->chck_92M,background,43.27214285714286,68.59,62.89,49.09,28.17,52.24,33.65,8.275,column_official_subtask_mean,rise+fall_pattern,6,-0.6461280944806623,-0.3615816953691545,-0.5655037263934558,,,0.25,,,3,1,0.3333333333333333
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_88M,chck_90M,chck_92M,chck_88M->chck_90M->chck_92M,background,43.27214285714286,68.59,62.89,49.09,28.17,52.24,33.65,8.275,column,rise,6,-0.9082823610507555,-0.6435360145764831,-0.8369380394529673,6,0.3333333333333333,0.25,1,0.0,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_88M,chck_90M,chck_92M,chck_88M->chck_90M->chck_92M,background,43.27214285714286,68.59,62.89,49.09,28.17,52.24,33.65,8.275,column,fall,6,-0.9213594727706994,-0.6979217387603076,-0.8967919226364662,6,0.5,0.25,3,0.6666666666666666,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_88M,chck_90M,chck_92M,chck_88M->chck_90M->chck_92M,background,43.27214285714286,68.59,62.89,49.09,28.17,52.24,33.65,8.275,column,rise+fall_pattern,6,-0.6304966406439754,-0.3948636152169112,-0.5902532266919169,,,0.25,,,3,2,0.6666666666666666
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_88M,chck_90M,chck_92M,chck_88M->chck_90M->chck_92M,background,43.27214285714286,68.59,62.89,49.09,28.17,52.24,33.65,8.275,column_subtask,rise,107,0.12339830928393111,0.22224905888884688,0.12796427401263533,102,0.43137254901960786,0.25,87,0.42528735632183906,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_88M,chck_90M,chck_92M,chck_88M->chck_90M->chck_92M,background,43.27214285714286,68.59,62.89,49.09,28.17,52.24,33.65,8.275,column_subtask,fall,107,-0.03622881936507418,-0.10063845049282294,-0.03709159839775441,101,0.42574257425742573,0.25,87,0.40229885057471265,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_88M,chck_90M,chck_92M,chck_88M->chck_90M->chck_92M,background,43.27214285714286,68.59,62.89,49.09,28.17,52.24,33.65,8.275,column_subtask,rise+fall_pattern,107,0.073622510235185,0.11733285756187124,0.07309760972268159,,,0.25,,,103,27,0.2621359223300971
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_88M,chck_90M,chck_92M,chck_88M->chck_90M->chck_92M,background,43.27214285714286,68.59,62.89,49.09,28.17,52.24,33.65,8.275,column_subtask_subgroup,rise,127,0.04414248850054903,0.18668126274468674,0.05856960707930369,115,0.41739130434782606,0.25,93,0.41935483870967744,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_88M,chck_90M,chck_92M,chck_88M->chck_90M->chck_92M,background,43.27214285714286,68.59,62.89,49.09,28.17,52.24,33.65,8.275,column_subtask_subgroup,fall,127,0.00330164455944194,-0.07424611248665536,0.0021648069675539714,113,0.40707964601769914,0.25,94,0.3829787234042553,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_88M,chck_90M,chck_92M,chck_88M->chck_90M->chck_92M,background,43.27214285714286,68.59,62.89,49.09,28.17,52.24,33.65,8.275,column_subtask_subgroup,rise+fall_pattern,127,0.015597248065565464,0.0685733860501008,0.021239673406939538,,,0.25,,,115,29,0.25217391304347825
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_90M,chck_92M,chck_94M,chck_90M->chck_92M->chck_94M,background,43.36714285714286,68.65,62.85,48.99,27.8,52.32,34.635,8.325,column_official_subtask_mean,rise,6,0.3871140940539579,-0.15322724037320284,0.4478150827286072,6,0.3333333333333333,0.25,3,0.3333333333333333,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_90M,chck_92M,chck_94M,chck_90M->chck_92M->chck_94M,background,43.36714285714286,68.65,62.85,48.99,27.8,52.32,34.635,8.325,column_official_subtask_mean,fall,6,-0.8191396787066401,-0.3825141423146761,-0.8214711110763823,6,0.6666666666666666,0.25,2,0.5,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_90M,chck_92M,chck_94M,chck_90M->chck_92M->chck_94M,background,43.36714285714286,68.65,62.85,48.99,27.8,52.32,34.635,8.325,column_official_subtask_mean,rise+fall_pattern,6,-0.5951901735107592,-0.32132542299522926,-0.6084112745716419,,,0.25,,,3,0,0.0
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_90M,chck_92M,chck_94M,chck_90M->chck_92M->chck_94M,background,43.36714285714286,68.65,62.85,48.99,27.8,52.32,34.635,8.325,column,rise,6,0.6527413259858101,0.11868234365693085,0.6601506799563512,6,0.3333333333333333,0.25,1,1.0,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_90M,chck_92M,chck_94M,chck_90M->chck_92M->chck_94M,background,43.36714285714286,68.65,62.85,48.99,27.8,52.32,34.635,8.325,column,fall,6,-0.9417008896655321,-0.7191546698533638,-0.9248570558696285,6,0.5,0.25,3,0.6666666666666666,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_90M,chck_92M,chck_94M,chck_90M->chck_92M->chck_94M,background,43.36714285714286,68.65,62.85,48.99,27.8,52.32,34.635,8.325,column,rise+fall_pattern,6,-0.7288176936462238,-0.5229684413552318,-0.7042272186524068,,,0.25,,,3,2,0.6666666666666666
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_90M,chck_92M,chck_94M,chck_90M->chck_92M->chck_94M,background,43.36714285714286,68.65,62.85,48.99,27.8,52.32,34.635,8.325,column_subtask,rise,107,0.12057499813323663,0.1413257729186544,0.12109577438664187,102,0.47058823529411764,0.25,87,0.47126436781609193,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_90M,chck_92M,chck_94M,chck_90M->chck_92M->chck_94M,background,43.36714285714286,68.65,62.85,48.99,27.8,52.32,34.635,8.325,column_subtask,fall,107,-0.05787423120121332,-0.023235725845354018,-0.06189453623722379,101,0.4158415841584158,0.25,87,0.4367816091954023,,,
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_90M,chck_92M,chck_94M,chck_90M->chck_92M->chck_94M,background,43.36714285714286,68.65,62.85,48.99,27.8,52.32,34.635,8.325,column_subtask,rise+fall_pattern,107,0.04303670634599786,0.07421596903476914,0.04289071797841369,,,0.25,,,103,32,0.3106796116504854
