ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
antonym,3374,0.5148192056905749,1052,0.3117960877296977,0.6426389737324374,1637,0.015131864696741104
variable swap,2564,0.5039001560062403,977,0.38104524180967236,0.7680817610062893,1272,0.07804727996699512
material,840,0.4976190476190476,210,0.25,0.4976303317535545,422,0.19618675112724304
other,490,0.5510204081632653,113,0.23061224489795917,0.5136363636363637,220,0.3206300005549565
negation,190,0.6157894736842106,31,0.1631578947368421,0.4246575342465753,73,0.4636428070953116
number,80,0.5875,15,0.1875,0.45454545454545453,33,0.2332255314104259
variable_swap,30,0.43333333333333335,12,0.4,0.7058823529411765,17,-0.2148869950324297
active-passive,30,0.5666666666666667,5,0.16666666666666666,0.38461538461538464,13,1.2121062874794006
game,20,0.75,2,0.1,0.4,5,1.1353477984666824
