word,n_rows,n_finite_rows,n_unique_steps,in_cdi_human,mean_context_words,min_context_words,max_context_words,child_status,child_aoa,model_random_chance,model_min_surprisal,model_threshold,model_neg_threshold,model_first_step,model_last_step,model_first_surprisal,model_last_surprisal,model_mean_improvement_first_minus_last,model_best_step,model_best_surprisal,model_range_neg,model_status,subword_len,curve_first_1M,curve_last_100M,curve_best,curve_first_minus_last,model_log_aoa_step,model_aoa_step,model_aoa,model_exception
catch,380,380,19,1,12.9,5,24,ok,25.372205870213676,9.704060527839234,7.491965293884277,8.598012910861755,-8.598012910861755,1000000.0,100000000.0,9.502387094497681,9.208234000205994,0.294153094291687,20000000.0,7.491965293884277,2.534024953842163,threshold_above_upper_asymptote,1,9.502387094497681,9.208234000205994,7.491965293884277,0.294153094291687,,,,
cereal,228,228,19,1,13.0,6,25,ok,22.708870905740664,9.704060527839234,9.146300514539083,9.425180521189159,-9.425180521189159,1000000.0,100000000.0,9.57747515042623,9.845699270566305,-0.2682241201400757,70000000.0,9.146300514539083,2.948440194129944,threshold_above_upper_asymptote,1,9.57747515042623,9.845699270566305,9.146300514539083,-0.2682241201400757,,,,
chair,380,380,19,1,17.0,5,55,ok,21.225459750312105,9.704060527839234,8.054597854614258,8.879329191226745,-8.879329191226745,1000000.0,100000000.0,9.31345796585083,8.511850953102112,0.8016070127487183,60000000.0,8.054597854614258,2.459644484519959,ok,1,9.31345796585083,8.511850953102112,8.054597854614258,0.8016070127487183,7.582304558629823,38221220.16629691,7.582304558629823,
chalk,323,323,19,1,17.11764705882353,5,84,ok,27.61672611437907,9.704060527839234,9.844824566560632,9.774442547199932,-9.774442547199932,1000000.0,100000000.0,9.844824566560632,11.413796845604391,-1.5689722790437592,1000000.0,9.844824566560632,2.7363404666676256,threshold_above_upper_asymptote,1,9.844824566560632,11.413796845604391,9.844824566560632,-1.5689722790437592,,,,
chase,304,304,19,1,14.25,5,30,ok,28.842892462186086,9.704060527839234,8.854023605585098,9.279042066712165,-9.279042066712165,1000000.0,100000000.0,9.831615507602692,10.33900386095047,-0.5073883533477783,50000000.0,8.854023605585098,3.0865009129047394,threshold_above_upper_asymptote,1,9.831615507602692,10.33900386095047,8.854023605585098,-0.5073883533477783,,,,
cheek,95,95,19,1,19.8,12,30,ok,23.2702739213262,9.704060527839234,9.777518177032471,9.740789352435852,-9.740789352435852,1000000.0,100000000.0,9.911032485961915,10.502185440063476,-0.5911529541015614,60000000.0,9.777518177032471,1.6527371406555176,threshold_above_upper_asymptote,1,9.911032485961915,10.502185440063476,9.777518177032471,-0.5911529541015614,,,,
cheerios,19,19,19,1,22.0,22,22,ok,24.062888534669234,19.408121055678468,18.78376007080078,19.095940563239623,-19.095940563239623,1000000.0,100000000.0,19.77978515625,19.02274513244629,0.7570400238037109,80000000.0,18.78376007080078,5.188243865966797,ok,2,19.77978515625,19.02274513244629,18.78376007080078,0.7570400238037109,7.88888180710685,77425104.7326294,7.88888180710685,
cheese,380,380,19,1,10.95,5,48,ok,18.558248075188768,9.704060527839234,8.878385615348815,9.291223071594025,-9.291223071594025,1000000.0,100000000.0,9.61023440361023,9.864778900146485,-0.2545444965362549,20000000.0,8.878385615348815,2.042402768135071,threshold_above_upper_asymptote,1,9.61023440361023,9.864778900146485,8.878385615348815,-0.2545444965362549,,,,
child,380,380,19,1,14.7,5,39,child_never_reaches_50pct,,,,,,,,,,,,,,not_attempted_no_child_aoa,,,,,,,,,
chin,380,380,19,1,15.25,6,32,ok,23.9251259404125,9.704060527839234,8.4823273062706,9.093193917054917,-9.093193917054917,1000000.0,100000000.0,9.532868099212646,8.885427594184875,0.6474405050277703,70000000.0,8.4823273062706,3.5748627305030816,ok,1,9.532868099212646,8.885427594184875,8.4823273062706,0.6474405050277703,7.782377686819169,60586753.20782,7.782377686819169,
chocolate,380,380,19,1,12.35,5,39,ok,24.58033128800783,9.704060527839234,9.070885733515023,9.38747313067713,-9.38747313067713,1000000.0,100000000.0,9.502194690704346,9.461782488226891,0.04041220247745514,60000000.0,9.070885733515023,2.007617255300284,threshold_above_upper_asymptote,1,9.502194690704346,9.461782488226891,9.070885733515023,0.04041220247745514,,,,
church,380,380,19,1,16.55,6,42,child_sigmoid_or_bounds_failed,,,,,,,,,,,,,,not_attempted_no_child_aoa,,,,,,,,,
circus,57,57,19,1,25.666666666666668,6,59,child_never_reaches_50pct,,,,,,,,,,,,,,not_attempted_no_child_aoa,,,,,,,,,
climb,380,380,19,1,15.8,5,48,ok,25.58444891978825,9.704060527839234,8.742533302307129,9.223296915073181,-9.223296915073181,1000000.0,100000000.0,9.524415922164916,9.075791597366333,0.4486243247985833,80000000.0,8.742533302307129,2.9558523178100593,ok,1,9.524415922164916,9.075791597366333,8.742533302307129,0.4486243247985833,7.0341928935101485,10819142.808958251,7.0341928935101485,
clock,380,380,19,1,19.6,6,122,ok,23.99618230263423,9.704060527839234,6.935858421400189,8.319959474619711,-8.319959474619711,1000000.0,100000000.0,9.893493270874023,7.168465353921055,2.7250279169529676,60000000.0,6.935858421400189,3.4398198317736384,ok,1,9.893493270874023,7.168465353921055,6.935858421400189,2.7250279169529676,7.259743420737998,18186260.048899107,7.259743420737998,
close,380,380,19,1,14.1,5,43,ok,24.519368084825462,9.704060527839234,8.072445583343505,8.88825305559137,-8.88825305559137,1000000.0,100000000.0,9.056522274017334,9.54849123954773,-0.49196896553039515,5000000.0,8.072445583343505,1.9521178364753737,flat_or_zero_amplitude,1,9.056522274017334,9.54849123954773,8.072445583343505,-0.49196896553039515,,,,
closet,380,380,19,1,13.3,5,29,ok,26.335369068359697,9.704060527839234,9.466747045516968,9.5854037866781,-9.5854037866781,1000000.0,100000000.0,9.466747045516968,10.692577791213989,-1.2258307456970208,1000000.0,9.466747045516968,2.1766703128814697,flat_or_zero_amplitude,1,9.466747045516968,10.692577791213989,9.466747045516968,-1.2258307456970208,,,,
cloud,380,380,19,1,15.6,5,52,ok,25.376185134448264,9.704060527839234,8.63637535572052,9.170217941779878,-9.170217941779878,1000000.0,100000000.0,9.412119245529174,10.303467655181885,-0.8913484096527107,10000000.0,8.63637535572052,1.923659849166869,threshold_above_upper_asymptote,1,9.412119245529174,10.303467655181885,8.63637535572052,-0.8913484096527107,,,,
clown,57,57,19,1,32.0,8,60,child_sigmoid_or_bounds_failed,,,,,,,,,,,,,,not_attempted_no_child_aoa,,,,,,,,,
coat,380,380,19,1,11.15,5,37,ok,22.922576688186258,9.704060527839234,7.685064059495926,8.69456229366758,-8.69456229366758,1000000.0,100000000.0,9.34969654083252,7.9706980109214784,1.3789985299110414,80000000.0,7.685064059495926,3.1024917781353,ok,1,9.34969654083252,7.9706980109214784,7.685064059495926,1.3789985299110414,7.058638759291494,11445604.142970704,7.058638759291494,
coffee,380,380,19,1,16.0,6,36,ok,24.665622637597178,9.704060527839234,7.34720299243927,8.525631760139252,-8.525631760139252,1000000.0,100000000.0,9.384797286987304,8.303988528251647,1.0808087587356567,20000000.0,7.34720299243927,3.333757090568543,ok,1,9.384797286987304,8.303988528251647,7.34720299243927,1.0808087587356567,7.0756059712216,11901616.02417201,7.0756059712216,
coke,38,38,19,1,19.0,16,22,child_never_reaches_50pct,,,,,,,,,,,,,,not_attempted_no_child_aoa,,,,,,,,,
cold,380,380,19,1,16.1,5,45,ok,21.557924255355925,9.704060527839234,7.35049045085907,8.527275489349151,-8.527275489349151,1000000.0,100000000.0,9.24116759300232,7.35049045085907,1.8906771421432502,100000000.0,7.35049045085907,2.377083897590637,ok,1,9.24116759300232,7.35049045085907,7.35049045085907,1.8906771421432502,7.162526933372835,14538744.46852327,7.162526933372835,
comb,247,247,19,1,13.846153846153847,5,25,ok,25.991290549889374,9.704060527839234,7.985461198366606,8.84476086310292,-8.84476086310292,1000000.0,100000000.0,9.921437630286583,8.079117114727314,1.842320515559269,80000000.0,7.985461198366606,3.518616419572096,ok,1,9.921437630286583,8.079117114727314,7.985461198366606,1.842320515559269,7.015460730530572,10362408.019505585,7.015460730530572,
cook,380,380,19,1,13.05,5,30,ok,25.150438741536785,9.704060527839234,8.275027871131897,8.989544199485564,-8.989544199485564,1000000.0,100000000.0,9.428314113616944,9.15672035217285,0.27159376144409286,40000000.0,8.275027871131897,2.47625162601471,threshold_above_upper_asymptote,1,9.428314113616944,9.15672035217285,8.275027871131897,0.27159376144409286,,,,
cookie,380,380,19,1,11.45,5,21,ok,19.063897306535317,9.704060527839234,9.60869641304016,9.656378470439698,-9.656378470439698,1000000.0,100000000.0,9.799887943267823,10.149249291419983,-0.3493613481521596,70000000.0,9.60869641304016,2.0249588966369636,threshold_above_upper_asymptote,1,9.799887943267823,10.149249291419983,9.60869641304016,-0.3493613481521596,,,,
corn,380,380,19,1,16.8,5,42,ok,24.30521021007631,9.704060527839234,7.921686965227127,8.81287374653318,-8.81287374653318,1000000.0,100000000.0,9.505891752243041,8.147204878553747,1.3586868736892939,70000000.0,7.921686965227127,3.1665537536144255,ok,1,9.505891752243041,8.147204878553747,7.921686965227127,1.3586868736892939,7.0061047374140575,10141558.36997102,7.0061047374140575,
couch,380,380,19,1,15.55,5,34,ok,24.274913544484477,9.704060527839234,7.06181538105011,8.382937954444671,-8.382937954444671,1000000.0,100000000.0,9.918895769119263,7.503636032342911,2.4152597367763526,30000000.0,7.06181538105011,4.692905688285828,ok,1,9.918895769119263,7.503636032342911,7.06181538105011,2.4152597367763526,7.029849255172657,10711473.424358116,7.029849255172657,
country,380,380,19,1,12.05,5,29,child_never_reaches_50pct,,,,,,,,,,,,,,not_attempted_no_child_aoa,,,,,,,,,
cover,380,380,19,1,14.3,5,31,ok,29.120587673006845,9.704060527839234,7.378149557113647,8.54110504247644,-8.54110504247644,1000000.0,100000000.0,9.793456172943115,8.402732753753662,1.3907234191894524,30000000.0,7.378149557113647,3.637286043167115,ok,1,9.793456172943115,8.402732753753662,7.378149557113647,1.3907234191894524,7.1603592672834795,14466358.961050048,7.1603592672834795,
cow,228,228,19,1,12.083333333333334,5,23,ok,20.301428582055962,9.704060527839234,9.377916296323141,9.540988412081187,-9.540988412081187,1000000.0,100000000.0,9.407972812652588,11.498299996058146,-2.0903271834055577,7000000.0,9.377916296323141,2.2253615458806344,flat_or_zero_amplitude,1,9.407972812652588,11.498299996058146,9.377916296323141,-2.0903271834055577,,,,
cowboy,76,76,19,1,8.5,7,11,child_never_reaches_50pct,,,,,,,,,,,,,,not_attempted_no_child_aoa,,,,,,,,,
cracker,19,19,19,1,11.0,11,11,ok,20.635361433164334,9.704060527839234,9.2614107131958,9.482735620517516,-9.482735620517516,1000000.0,100000000.0,10.483707427978516,11.479931831359863,-0.9962244033813477,40000000.0,9.2614107131958,5.048492431640625,threshold_above_upper_asymptote,1,10.483707427978516,11.479931831359863,9.2614107131958,-0.9962244033813477,,,,
crayon,57,57,19,1,8.0,5,11,ok,23.199101707700617,9.704060527839234,10.035075823465982,9.869568175652608,-9.869568175652608,1000000.0,100000000.0,10.035075823465982,10.720634460449219,-0.6855586369832363,1000000.0,10.035075823465982,2.137602488199871,aoa_after_last_checkpoint,1,10.035075823465982,10.720634460449219,10.035075823465982,-0.6855586369832363,8.26014217726925,182029667.11764982,,
crib,380,380,19,1,11.4,5,24,ok,25.501641294998937,9.704060527839234,8.486718499660492,9.095389513749863,-9.095389513749863,1000000.0,100000000.0,10.031404209136962,8.515814597904683,1.5155896112322793,30000000.0,8.486718499660492,3.493330872058868,ok,1,10.031404209136962,8.515814597904683,8.486718499660492,1.5155896112322793,7.777648210023684,59930541.639719754,7.777648210023684,
cry,380,380,19,1,17.2,5,51,ok,23.357992706748902,9.704060527839234,7.413460683822632,8.558760605830933,-8.558760605830933,1000000.0,100000000.0,9.811736392974854,7.924706661701203,1.8870297312736515,20000000.0,7.413460683822632,2.398275709152222,ok,1,9.811736392974854,7.924706661701203,7.413460683822632,1.8870297312736515,7.043897072165148,11063614.451087566,7.043897072165148,
cup,380,380,19,1,11.3,5,27,ok,20.04657761410228,9.704060527839234,5.820819067955017,7.762439797897125,-7.762439797897125,1000000.0,100000000.0,9.105705499649048,6.314937201142311,2.7907682985067366,70000000.0,5.820819067955017,4.424484467506409,ok,1,9.105705499649048,6.314937201142311,5.820819067955017,2.7907682985067366,7.004636370012655,10107327.244085172,7.004636370012655,
cut,380,380,19,1,10.4,5,25,ok,26.48415491454615,9.704060527839234,7.660471558570862,8.682266043205047,-8.682266043205047,1000000.0,100000000.0,9.19083218574524,8.169658279418945,1.021173906326295,20000000.0,7.660471558570862,1.7239805459976196,ok,1,9.19083218574524,8.169658279418945,7.660471558570862,1.021173906326295,7.411136371987506,25771301.69755662,7.411136371987506,
cute,380,380,19,1,15.75,5,41,ok,27.646593332551518,9.704060527839234,9.456193971633912,9.580127249736574,-9.580127249736574,1000000.0,100000000.0,9.456193971633912,11.736913299560547,-2.2807193279266347,1000000.0,9.456193971633912,2.414595651626586,flat_or_zero_amplitude,1,9.456193971633912,11.736913299560547,9.456193971633912,-2.2807193279266347,,,,
daddy,57,57,19,1,13.0,9,21,child_above_50pct_from_first_age,,,,,,,,,,,,,,not_attempted_no_child_aoa,,,,,,,,,
dance,380,380,19,1,16.15,5,36,ok,23.335263733647373,9.704060527839234,8.702920660376549,9.20349059410789,-9.20349059410789,1000000.0,100000000.0,9.371748113632203,9.581278732419014,-0.20953061878681112,40000000.0,8.702920660376549,1.7340778976678841,ok,1,9.371748113632203,9.581278732419014,8.702920660376549,-0.20953061878681112,6.977861542481049,9503016.79438273,6.977861542481049,
dark,380,380,19,1,14.4,5,39,ok,26.0144061423592,9.704060527839234,7.774537897109985,8.73929921247461,-8.73929921247461,1000000.0,100000000.0,8.68382420539856,8.768222069740295,-0.08439786434173513,10000000.0,7.774537897109985,1.787513184547425,threshold_above_upper_asymptote,1,8.68382420539856,8.768222069740295,7.774537897109985,-0.08439786434173513,,,,
day,380,380,19,1,18.5,5,38,ok,28.57030413820359,9.704060527839234,4.87510651126504,7.289583519552137,-7.289583519552137,1000000.0,100000000.0,8.680464172363282,5.197780305147171,3.4826838672161102,60000000.0,4.87510651126504,3.805357661098242,ok,1,8.680464172363282,5.197780305147171,4.87510651126504,3.4826838672161102,6.755711034627276,5697849.297661337,6.755711034627276,
deer,285,285,19,1,12.4,5,18,ok,27.88841176179346,9.704060527839234,9.983311971028646,9.84368624943394,-9.84368624943394,1000000.0,100000000.0,10.50155086517334,11.699998537699381,-1.1984476725260418,6000000.0,9.983311971028646,1.7859757741292306,threshold_above_upper_asymptote,1,10.50155086517334,11.699998537699381,9.983311971028646,-1.1984476725260418,,,,
diaper,190,190,19,1,20.5,5,51,ok,20.32324248611525,9.704060527839234,9.649225187301635,9.676642857570435,-9.676642857570435,1000000.0,100000000.0,9.892179775238038,9.905991792678833,-0.013812017440795188,80000000.0,9.649225187301635,2.884774160385133,threshold_above_upper_asymptote,1,9.892179775238038,9.905991792678833,9.649225187301635,-0.013812017440795188,,,,
dinner,380,380,19,1,11.8,5,31,ok,24.335488629604637,9.704060527839234,7.1860134363174435,8.445036982078339,-8.445036982078339,1000000.0,100000000.0,8.974017000198364,7.610900187492371,1.363116812705993,70000000.0,7.1860134363174435,2.5897692441940308,ok,1,8.974017000198364,7.610900187492371,7.1860134363174435,1.363116812705993,7.142528292760819,13884436.592192912,7.142528292760819,
dirty,380,380,19,1,14.95,5,41,ok,22.77759428568781,9.704060527839234,9.318476390838622,9.511268459338929,-9.511268459338929,1000000.0,100000000.0,9.736041021347045,10.686588907241822,-0.9505478858947765,10000000.0,9.318476390838622,1.9651215553283699,flat_or_zero_amplitude,1,9.736041021347045,10.686588907241822,9.318476390838622,-0.9505478858947765,,,,
dish,380,380,19,1,11.5,5,24,ok,28.392517499821075,9.704060527839234,8.226529944501817,8.965295236170526,-8.965295236170526,1000000.0,100000000.0,9.96667013168335,9.021349857747555,0.9453202739357938,70000000.0,8.226529944501817,3.0597183579579,ok,1,9.96667013168335,9.021349857747555,8.226529944501817,0.9453202739357938,7.693096266004384,49328312.33056584,7.693096266004384,
doctor,380,380,19,1,10.45,5,23,ok,25.058857514368704,9.704060527839234,7.002262234687805,8.353161381263519,-8.353161381263519,1000000.0,100000000.0,9.180180788040161,8.50583975315094,0.6743410348892205,10000000.0,7.002262234687805,2.5654806852340695,ok,1,9.180180788040161,8.50583975315094,7.002262234687805,0.6743410348892205,6.753394551812259,5667538.450166905,6.753394551812259,
dog,380,380,19,1,14.75,5,40,child_above_50pct_from_first_age,,,,,,,,,,,,,,not_attempted_no_child_aoa,,,,,,,,,
doll,247,247,19,1,13.23076923076923,5,34,ok,23.083057299428276,9.704060527839234,8.088002021496113,8.896031274667674,-8.896031274667674,1000000.0,100000000.0,9.342823762160082,8.41570230630728,0.9271214558528023,60000000.0,8.088002021496113,2.836277998410738,ok,1,9.342823762160082,8.41570230630728,8.088002021496113,0.9271214558528023,7.522442192232571,33299842.483491223,7.522442192232571,
donkey,95,95,19,1,6.8,5,9,child_sigmoid_or_bounds_failed,,,,,,,,,,,,,,not_attempted_no_child_aoa,,,,,,,,,
donut,19,19,19,1,5.0,5,5,ok,26.470267452063016,9.704060527839234,9.880138397216797,9.792099462528014,-9.792099462528014,1000000.0,100000000.0,9.880138397216797,13.87364673614502,-3.9935083389282227,1000000.0,9.880138397216797,4.602254867553711,threshold_above_upper_asymptote,1,9.880138397216797,13.87364673614502,9.880138397216797,-3.9935083389282227,,,,
door,380,380,19,1,15.0,5,59,ok,21.094330119099542,9.704060527839234,6.603256583213806,8.153658555526519,-8.153658555526519,1000000.0,100000000.0,9.322406578063966,7.096878659725189,2.225527918338776,7000000.0,6.603256583213806,2.756329226493836,ok,1,9.322406578063966,7.096878659725189,6.603256583213806,2.225527918338776,6.688988403347932,4886392.113858068,6.688988403347932,
downtown,380,380,19,1,15.75,5,35,child_never_reaches_50pct,,,,,,,,,,,,,,not_attempted_no_child_aoa,,,,,,,,,
draw,380,380,19,1,13.45,5,33,ok,25.332147277029616,9.704060527839234,8.338974165916444,9.02151734687784,-9.02151734687784,1000000.0,100000000.0,9.221554803848267,9.54376516342163,-0.3222103595733632,10000000.0,8.338974165916444,1.9803764581680294,threshold_above_upper_asymptote,1,9.221554803848267,9.54376516342163,8.338974165916444,-0.3222103595733632,,,,
drawer,247,247,19,1,14.23076923076923,5,29,ok,28.011508334888347,9.704060527839234,7.609304978297307,8.65668275306827,-8.65668275306827,1000000.0,100000000.0,10.034632389362041,7.705805592812025,2.3288267965500165,80000000.0,7.609304978297307,4.445142709291898,ok,1,10.034632389362041,7.705805592812025,7.609304978297307,2.3288267965500165,7.26984634718111,18614283.492009938,7.26984634718111,
drive,380,380,19,1,15.15,5,34,ok,25.239924635828906,9.704060527839234,8.647114992141724,9.175587759990478,-9.175587759990478,1000000.0,100000000.0,9.65450382232666,8.71146827340126,0.9430355489253994,80000000.0,8.647114992141724,1.7234951972961419,ok,1,9.65450382232666,8.71146827340126,8.647114992141724,0.9430355489253994,7.722365437887102,52767367.66578007,7.722365437887102,
drop,380,380,19,1,15.4,5,35,ok,26.122703160314753,9.704060527839234,8.897058749198914,9.300559638519074,,,,,,,,,1.875896382331847,model_fit_exception,1,9.483186864852906,9.879430103302003,8.897058749198914,-0.39624323844909703,,,,RuntimeError('Optimal parameters not found: The maximum number of function evaluations is exceeded.')
dryer,266,266,19,1,14.285714285714286,6,32,child_sigmoid_or_bounds_failed,,,,,,,,,,,,,,not_attempted_no_child_aoa,,,,,,,,,
duck,323,323,19,1,17.647058823529413,5,69,ok,18.166198717402246,9.704060527839234,9.134002573349896,9.419031550594564,-9.419031550594564,1000000.0,100000000.0,9.134002573349896,10.033748009625603,-0.8997454362757065,1000000.0,9.134002573349896,2.437530798070572,threshold_above_upper_asymptote,1,9.134002573349896,10.033748009625603,9.134002573349896,-0.8997454362757065,,,,
dump,380,380,19,1,16.25,5,36,child_never_reaches_50pct,,,,,,,,,,,,,,not_attempted_no_child_aoa,,,,,,,,,
ear,380,380,19,1,15.05,7,38,ok,18.557045885439496,9.704060527839234,8.390249967575073,9.047155247707153,-9.047155247707153,1000000.0,100000000.0,10.108771324157715,8.547603940963745,1.56116738319397,70000000.0,8.390249967575073,2.5721236228942868,ok,1,10.108771324157715,8.547603940963745,8.390249967575073,1.56116738319397,7.010246635039565,10238741.835353488,7.010246635039565,
eat,380,380,19,1,12.0,5,28,ok,20.38286318166485,9.704060527839234,5.860190200805664,7.782125364322448,-7.782125364322448,1000000.0,100000000.0,8.863339233398438,6.234493887424469,2.6288453459739696,70000000.0,5.860190200805664,3.715289449691773,ok,1,8.863339233398438,6.234493887424469,5.860190200805664,2.6288453459739696,6.9433926538932065,8777939.928020542,6.9433926538932065,
egg,380,380,19,1,13.65,5,25,ok,21.979637752951344,9.704060527839234,8.76791672706604,9.235988627452638,-9.235988627452638,1000000.0,100000000.0,9.585619926452637,8.992063736915588,0.5935561895370487,50000000.0,8.76791672706604,1.8557659626007066,ok,1,9.585619926452637,8.992063736915588,8.76791672706604,0.5935561895370487,7.14665871429845,14017116.513615765,7.14665871429845,
elephant,266,266,19,1,15.857142857142858,6,64,ok,22.548457510004862,9.704060527839234,9.569676331111364,9.6368684294753,-9.6368684294753,1000000.0,100000000.0,9.664549963814872,12.375946113041469,-2.711396149226596,10000000.0,9.569676331111364,2.806269781930105,flat_or_zero_amplitude,1,9.664549963814872,12.375946113041469,9.569676331111364,-2.711396149226596,,,,
empty,380,380,19,1,13.2,5,32,ok,26.529972503464574,9.704060527839234,8.159971141815186,8.93201583482721,-8.93201583482721,1000000.0,100000000.0,9.517477750778198,8.976811075210572,0.5406666755676266,40000000.0,8.159971141815186,2.329835605621337,ok,1,9.517477750778198,8.976811075210572,8.159971141815186,0.5406666755676266,7.046955949563199,11141814.165636353,7.046955949563199,
eye,380,380,19,1,19.6,8,58,ok,17.56441529060678,9.704060527839234,6.499218940734863,8.101639734287048,-8.101639734287048,1000000.0,100000000.0,9.333881330490112,7.571747541427612,1.7621337890624993,20000000.0,6.499218940734863,3.0326071739196774,ok,1,9.333881330490112,7.571747541427612,6.499218940734863,1.7621337890624993,7.0449611325621655,11090754.534575168,7.0449611325621655,
face,380,380,19,1,13.65,5,38,ok,23.708999528999072,9.704060527839234,7.555231261253357,8.629645894546295,-8.629645894546295,1000000.0,100000000.0,8.748875999450684,8.003138709068299,0.7457372903823849,9000000.0,7.555231261253357,1.5430591583251951,flat_or_zero_amplitude,1,8.748875999450684,8.003138709068299,7.555231261253357,0.7457372903823849,,,,
fall,380,380,19,1,16.25,5,51,ok,23.398800241984326,9.704060527839234,7.082160794734955,8.393110661287094,-8.393110661287094,1000000.0,100000000.0,9.197855901718139,7.12794269323349,2.0699132084846488,80000000.0,7.082160794734955,2.676344311237335,ok,1,9.197855901718139,7.12794269323349,7.082160794734955,2.0699132084846488,7.311190153082224,20473407.557066683,7.311190153082224,
farm,380,380,19,1,18.65,5,59,ok,28.02073014859909,9.704060527839234,8.320713424682618,9.012386976260926,-9.012386976260926,1000000.0,100000000.0,9.967642402648925,8.837096929550171,1.1305454730987545,40000000.0,8.320713424682618,2.3187549114227295,ok,1,9.967642402648925,8.837096929550171,8.320713424682618,1.1305454730987545,7.004468250936978,10103415.368845882,7.004468250936978,
fast,380,380,19,1,16.3,5,35,ok,25.50491253156236,9.704060527839234,8.22869794368744,8.966379235763338,-8.966379235763338,1000000.0,100000000.0,9.245025444030762,8.576659166812897,0.6683662772178653,80000000.0,8.22869794368744,1.5231429815292348,ok,1,9.245025444030762,8.576659166812897,8.22869794368744,0.6683662772178653,7.090780030209967,12324803.248118954,7.090780030209967,
feed,380,380,19,1,13.55,5,55,ok,27.19892571562119,9.704060527839234,7.85324026234448,8.778650395091857,-8.778650395091857,1000000.0,100000000.0,9.645909786224365,8.034066159278154,1.6118436269462109,70000000.0,7.85324026234448,2.8153085123747577,ok,1,9.645909786224365,8.034066159278154,7.85324026234448,1.6118436269462109,7.485859577282093,30609734.52997298,7.485859577282093,
find,380,380,19,1,10.0,5,17,ok,25.64249106636554,9.704060527839234,5.822597074508667,7.76332880117395,-7.76332880117395,1000000.0,100000000.0,9.668133544921876,6.331747770309448,3.3363857746124275,8000000.0,5.822597074508667,3.845536470413209,ok,1,9.668133544921876,6.331747770309448,5.822597074508667,3.3363857746124275,6.446143622353852,2793466.4957194664,6.446143622353852,
fine,380,380,19,1,17.85,6,34,child_never_reaches_50pct,,,,,,,,,,,,,,not_attempted_no_child_aoa,,,,,,,,,
finger,380,380,19,1,13.0,5,30,ok,21.849311819029033,9.704060527839234,8.008968257904053,8.856514392871643,-8.856514392871643,1000000.0,100000000.0,9.055619525909425,8.673303008079529,0.38231651782989573,10000000.0,8.008968257904053,2.8786628246307373,ok,1,9.055619525909425,8.673303008079529,8.008968257904053,0.38231651782989573,6.793246330576963,6212211.892443088,6.793246330576963,
finish,380,380,19,1,15.35,5,65,ok,27.879604149197586,9.704060527839234,8.034117341041565,8.869088934440398,-8.869088934440398,1000000.0,100000000.0,9.207034635543824,9.00872893333435,0.19830570220947408,30000000.0,8.034117341041565,2.587816214561462,ok,1,9.207034635543824,9.00872893333435,8.034117341041565,0.19830570220947408,7.457667094338411,28685807.467073068,7.457667094338411,
fireman,19,19,19,1,19.0,19,19,ok,28.027488402045414,9.704060527839234,9.43960952758789,9.571835027713561,-9.571835027713561,1000000.0,100000000.0,9.43960952758789,12.210664749145508,-2.771055221557617,1000000.0,9.43960952758789,4.2438812255859375,flat_or_zero_amplitude,1,9.43960952758789,12.210664749145508,9.43960952758789,-2.771055221557617,,,,
first,380,380,19,1,12.95,6,34,ok,28.986200167021508,9.704060527839234,6.231842875480652,7.967951701659943,-7.967951701659943,1000000.0,100000000.0,9.004037761688233,7.312525343894959,1.691512417793274,10000000.0,6.231842875480652,2.772194886207581,flat_or_zero_amplitude,1,9.004037761688233,7.312525343894959,6.231842875480652,1.691512417793274,,,,
fit,380,380,19,1,12.9,5,41,ok,29.91292643388448,9.704060527839234,7.552065682411194,8.628063105125214,-8.628063105125214,1000000.0,100000000.0,9.600876617431641,8.446030807495116,1.1548458099365249,30000000.0,7.552065682411194,3.204036211967469,ok,1,9.600876617431641,8.446030807495116,7.552065682411194,1.1548458099365249,7.019049910868102,10448401.89568428,7.019049910868102,
fix,380,380,19,1,16.45,5,29,ok,25.022576246429,9.704060527839234,7.405113863945007,8.55458719589212,-8.55458719589212,1000000.0,100000000.0,9.115329217910766,7.511806535720825,1.6035226821899409,80000000.0,7.405113863945007,2.9452621221542357,ok,1,9.115329217910766,7.511806535720825,7.405113863945007,1.6035226821899409,7.3785185784242815,23906641.0195341,7.3785185784242815,
flag,380,380,19,1,12.1,6,28,ok,27.41475309249198,9.704060527839234,7.693581485748291,8.698821006793763,-8.698821006793763,1000000.0,100000000.0,9.345419692993165,7.905842232704162,1.4395774602890024,20000000.0,7.693581485748291,2.579180192947387,ok,1,9.345419692993165,7.905842232704162,7.693581485748291,1.4395774602890024,7.053213277398209,11303507.816810086,7.053213277398209,
flower,380,380,19,1,18.5,5,53,ok,21.001766818807774,9.704060527839234,7.980554676055908,8.84230760194757,-8.84230760194757,1000000.0,100000000.0,9.870404243469238,8.789558923244476,1.0808453202247623,60000000.0,7.980554676055908,3.0219817638397224,ok,1,9.870404243469238,8.789558923244476,7.980554676055908,1.0808453202247623,7.143130270855823,13903695.235675871,7.143130270855823,
food,380,380,19,1,17.0,5,39,ok,23.482138731792105,9.704060527839234,6.930097365379334,8.317078946609284,-8.317078946609284,1000000.0,100000000.0,8.106984758377076,7.368523919582367,0.7384608387947083,20000000.0,6.930097365379334,2.521996712684631,ok,1,8.106984758377076,7.368523919582367,6.930097365379334,0.7384608387947083,6.8271030633788685,6715881.100920122,6.8271030633788685,
